world_key,world_seed,scenario,method,time,event,active_loads,failed_robots,assignment,rounds,messages,bytes,stage_cost,deficit,normalized_deficit,distance,switches,feasible
E8:uniform:r1:s1794601496,1794601496,uniform,event_triggered_warm,3,job_0_completion,1,0,-1;-1;-1;1;-1,5,45,2012,0.24442940006905145,0.0,0.0,36.82502313278373,1,True
E8:uniform:r1:s1794601496,1794601496,uniform,event_triggered_warm,4,job_2_arrival,1;2,0,-1;-1;2;1;2,6,81,3392,0.6672743650145863,0.0,0.0,143.22750094621514,2,True
E8:uniform:r1:s1794601496,1794601496,uniform,event_triggered_warm,5,job_1_completion,2,0,-1;-1;2;-1;2,5,45,2012,0.42284496494553475,0.0,0.0,106.40247781343142,1,True
E8:uniform:r1:s1794601496,1794601496,uniform,perfect_foresight_dp,0,initial_job,0,,-1;-1;0;-1;-1,0,0,0,0.1860355406369467,0.0,0.0,14.052928606848653,1,True
E8:uniform:r1:s1794601496,1794601496,uniform,perfect_foresight_dp,1,job_1_arrival,0;1,,-1;-1;0;1;-1,0,0,0,0.2804649407059981,0.0,0.0,50.87795173963238,1,True
E8:uniform:r1:s1794601496,1794601496,uniform,perfect_foresight_dp,2,robot_failure,0;1,0,-1;-1;0;1;-1,0,0,0,0.13046494070599807,0.0,0.0,50.87795173963238,0,True
E8:uniform:r1:s1794601496,1794601496,uniform,perfect_foresight_dp,3,job_0_completion,1,0,-1;-1;0;1;-1,0,0,0,0.13046494070599807,0.0,0.0,50.87795173963238,0,True
E8:uniform:r1:s1794601496,1794601496,uniform,perfect_foresight_dp,4,job_2_arrival,1;2,0,-1;-1;2;1;2,0,0,0,0.6672743650145863,0.0,0.0,143.22750094621514,2,True
E8:uniform:r1:s1794601496,1794601496,uniform,perfect_foresight_dp,5,job_1_completion,2,0,-1;-1;2;1;2,0,0,0,0.36727436501458616,0.0,0.0,143.22750094621514,0,True
E8:uniform:r2:s722184193,722184193,uniform,myopic_cold,0,initial_job,0,,-1;0;-1;-1;-1,5,75,3096,0.29466599192720544,0.0,0.0,71.42718891139893,1,True
E8:uniform:r2:s722184193,722184193,uniform,myopic_cold,1,job_1_arrival,0;1,,-1;0;-1;1;-1,7,100,3924,0.3399560419540413,0.0,0.0,93.78863624244343,1,True
E8:uniform:r2:s722184193,722184193,uniform,myopic_cold,2,robot_failure,0;1,1,1;-1;0;0;1,8,126,5108,1.1076399794250538,0.0,0.0,176.58067409178142,5,True
E8:uniform:r2:s722184193,722184193,uniform,myopic_cold,3,job_0_completion,1,1,-1;-1;-1;1;-1,5,67,2840,0.6452900500268359,0.0,0.0,22.36144733104451,4,True
E8:uniform:r2:s722184193,722184193,uniform,myopic_cold,4,job_2_arrival,1;2,1,2;-1;-1;1;2,6,79,3196,0.5379149364295465,0.0,0.0,117.46779517986297,2,True
E8:uniform:r2:s722184193,722184193,uniform,myopic_cold,5,job_1_completion,2,1,-1;-1;-1;2;-1,5,65,2756,0.5683859218484133,0.0,0.0,58.45170306903713,3,True
E8:uniform:r2:s722184193,722184193,uniform,event_triggered_warm,0,initial_job,0,,-1;0;-1;-1;-1,5,75,3096,0.29466599192720544,0.0,0.0,71.42718891139893,1,True
E8:uniform:r2:s722184193,722184193,uniform,event_triggered_warm,1,job_1_arrival,0;1,,-1;0;-1;1;-1,5,67,2840,0.3399560419540413,0.0,0.0,93.78863624244343,1,True
E8:uniform:r2:s722184193,722184193,uniform,event_triggered_warm,2,robot_failure,0;1,1,0;-1;0;1;0,8,101,4068,0.9310984178586472,0.0,0.0,163.4760798001168,4,True
E8:uniform:r2:s722184193,722184193,uniform,event_triggered_warm,3,job_0_completion,1,1,-1;-1;-1;1;-1,7,74,3040,0.49529005002683585,0.0,0.0,22.36144733104451,3,True
E8:uniform:r2:s722184193,722184193,uniform,event_triggered_warm,4,job_2_arrival,1;2,1,-1;-1;2;1;-1,5,54,2408,0.39529005002683587,0.0,0.0,121.10917367621127,1,True
E8:uniform:r2:s722184193,722184193,uniform,event_triggered_warm,5,job_1_completion,2,1,-1;-1;-1;2;-1,6,73,3292,0.41838592184841344,0.0,0.0,58.45170306903713,2,True
E8:uniform:r2:s722184193,722184193,uniform,perfect_foresight_dp,0,initial_job,0,,-1;0;-1;-1;-1,0,0,0,0.29466599192720544,0.0,0.0,71.42718891139893,1,True
E8:uniform:r2:s722184193,722184193,uniform,perfect_foresight_dp,1,job_1_arrival,0;1,,-1;0;-1;1;-1,0,0,0,0.3399560419540413,0.0,0.0,93.78863624244343,1,True
E8:uniform:r2:s722184193,722184193,uniform,perfect_foresight_dp,2,robot_failure,0;1,1,0;-1;0;1;0,0,0,0,0.9310984178586472,0.0,0.0,163.4760798001168,4,True
E8:uniform:r2:s722184193,722184193,uniform,perfect_foresight_dp,3,job_0_completion,1,1,-1;-1;0;1;-1,0,0,0,0.3528589571340172,0.0,0.0,26.09850916980415,2,True
E8:uniform:r2:s722184193,722184193,uniform,perfect_foresight_dp,4,job_2_arrival,1;2,1,-1;-1;2;1;-1,0,0,0,0.39529005002683587,0.0,0.0,121.10917367621127,1,True
E8:uniform:r2:s722184193,722184193,uniform,perfect_foresight_dp,5,job_1_completion,2,1,-1;-1;2;1;-1,0,0,0,0.24529005002683585,0.0,0.0,121.10917367621127,0,True
E8:uniform:r3:s1310066791,1310066791,uniform,myopic_cold,0,initial_job,0,,-1;0;-1;-1;-1,5,73,2968,0.30193641921966896,0.0,0.0,67.69901356666666,1,True
E8:uniform:r3:s1310066791,1310066791,uniform,myopic_cold,1,job_1_arrival,0;1,,1;1;-1;0;-1,8,108,4156,0.9764377390181143,0.0,0.0,234.56730005111865,3,True
E8:uniform:r3:s1310066791,1310066791,uniform,myopic_cold,2,robot_failure,0;1,1,1;-1;1;0;1,8,125,4976,1.139733482602948,0.0,0.0,307.3277403530937,3,True
E8:uniform:r3:s1310066791,1310066791,uniform,myopic_cold,3,job_0_completion,1,1,-1;-1;-1;1;1,6,86,3460,0.8393913108548976,0.0,0.0,173.50288871948888,3,True
E8:uniform:r3:s1310066791,1310066791,uniform,myopic_cold,4,job_2_arrival,1;2,1,2;-1;-1;1;1,7,97,3808,0.5895259453597772,0.0,0.0,195.8416098696733,1,True
E8:uniform:r3:s1310066791,1310066791,uniform,myopic_cold,5,job_1_completion,2,1,-1;-1;-1;2;-1,5,61,2564,0.4718690651702492,0.0,0.0,9.744300591357872,3,True
E8:uniform:r3:s1310066791,1310066791,uniform,event_triggered_warm,0,initial_job,0,,-1;0;-1;-1;-1,5,73,2968,0.30193641921966896,0.0,0.0,67.69901356666666,1,True
E8:uniform:r3:s1310066791,1310066791,uniform,event_triggered_warm,1,job_1_arrival,0;1,,-1;0;-1;1;1,6,98,3916,0.8413277300745667,0.0,0.0,241.20190228615553,2,True
E8:uniform:r3:s1310066791,1310066791,uniform,event_triggered_warm,2,robot_failure,0;1,1,0;-1;0;1;1,7,68,2824,1.1453470237427372,0.0,0.0,309.8289918616618,3,True
E8:uniform:r3:s1310066791,1310066791,uniform,event_triggered_warm,3,job_0_completion,1,1,-1;-1;-1;1;1,6,51,2204,0.6893913108548977,0.0,0.0,173.50288871948888,2,True
E8:uniform:r3:s1310066791,1310066791,uniform,event_triggered_warm,4,job_2_arrival,1;2,1,2;-1;-1;1;1,5,47,2076,0.5895259453597772,0.0,0.0,195.8416098696733,1,True
E8:uniform:r3:s1310066791,1310066791,uniform,event_triggered_warm,5,job_1_completion,2,1,-1;-1;-1;2;-1,7,85,3620,0.4718690651702492,0.0,0.0,9.744300591357872,3,True
E8:uniform:r3:s1310066791,1310066791,uniform,perfect_foresight_dp,0,initial_job,0,,-1;0;-1;-1;-1,0,0,0,0.30193641921966896,0.0,0.0,67.69901356666666,1,True
E8:uniform:r3:s1310066791,1310066791,uniform,perfect_foresight_dp,1,job_1_arrival,0;1,,-1;0;-1;1;1,0,0,0,0.8413277300745667,0.0,0.0,241.20190228615553,2,True
E8:uniform:r3:s1310066791,1310066791,uniform,perfect_foresight_dp,2,robot_failure,0;1,1,0;-1;0;1;1,0,0,0,1.1453470237427372,0.0,0.0,309.8289918616618,3,True
E8:uniform:r3:s1310066791,1310066791,uniform,perfect_foresight_dp,3,job_0_completion,1,1,2;-1;-1;1;1,0,0,0,0.7395259453597771,0.0,0.0,195.8416098696733,2,True
E8:uniform:r3:s1310066791,1310066791,uniform,perfect_foresight_dp,4,job_2_arrival,1;2,1,2;-1;-1;1;1,0,0,0,0.4395259453597771,0.0,0.0,195.8416098696733,0,True
E8:uniform:r3:s1310066791,1310066791,uniform,perfect_foresight_dp,5,job_1_completion,2,1,2;-1;-1;-1;-1,0,0,0,0.35013463450487947,0.0,0.0,22.338721150184426,2,True
E8:uniform:r4:s1952691948,1952691948,uniform,myopic_cold,0,initial_job,0,,-1;-1;-1;-1;0,5,71,2796,0.16544740484689852,0.0,0.0,7.240915146957601,1,True
E8:uniform:r4:s1952691948,1952691948,uniform,myopic_cold,1,job_1_arrival,0;1,,0;-1;0;-1;1,6,93,3552,0.5339311837752428,0.0,0.0,39.34243880597582,3,True
E8:uniform:r4:s1952691948,1952691948,uniform,myopic_cold,2,robot_failure,0;1,4,1;1;0;0;-1,10,189,7492,0.9909273885236078,0.0,0.0,183.24579934146732,4,True
E8:uniform:r4:s1952691948,1952691948,uniform,myopic_cold,3,job_0_completion,1,4,1;-1;1;-1;-1,6,88,3328,0.5654725034088657,0.0,0.0,54.12731829568414,3,True
E8:uniform:r4:s1952691948,1952691948,uniform,myopic_cold,4,job_2_arrival,1;2,4,1;2;1;2;-1,7,95,3540,0.6951788893641337,0.0,0.0,185.23867498230015,2,True
E8:uniform:r4:s1952691948,1952691948,uniform,myopic_cold,5,job_1_completion,2,4,-1;-1;2;2;-1,7,103,4084,0.7599639942696217,0.0,0.0,145.2945011387473,3,True
E8:uniform:r4:s1952691948,1952691948,uniform,event_triggered_warm,0,initial_job,0,,-1;-1;-1;-1;0,5,71,2796,0.16544740484689852,0.0,0.0,7.240915146957601,1,True
E8:uniform:r4:s1952691948,1952691948,uniform,event_triggered_warm,1,job_1_arrival,0;1,,1;-1;1;-1;0,6,104,3976,0.4309199082557642,0.0,0.0,61.36823344264174,2,True
E8:uniform:r4:s1952691948,1952691948,uniform,event_triggered_warm,2,robot_failure,0;1,4,1;1;0;0;-1,9,159,6412,0.9909273885236078,0.0,0.0,183.24579934146732,4,True
E8:uniform:r4:s1952691948,1952691948,uniform,event_triggered_warm,3,job_0_completion,1,4,1;-1;1;-1;-1,8,110,4668,0.5654725034088657,0.0,0.0,54.12731829568414,3,True
E8:uniform:r4:s1952691948,1952691948,uniform,event_triggered_warm,4,job_2_arrival,1;2,4,1;2;1;2;-1,6,81,3292,0.6951788893641337,0.0,0.0,185.23867498230015,2,True
E8:uniform:r4:s1952691948,1952691948,uniform,event_triggered_warm,5,job_1_completion,2,4,-1;2;-1;2;-1,6,62,2456,0.5797063859552681,0.0,0.0,131.11135668661603,2,True
E8:uniform:r4:s1952691948,1952691948,uniform,perfect_foresight_dp,0,initial_job,0,,-1;-1;-1;-1;0,0,0,0,0.16544740484689852,0.0,0.0,7.240915146957601,1,True
E8:uniform:r4:s1952691948,1952691948,uniform,perfect_foresight_dp,1,job_1_arrival,0;1,,1;-1;1;-1;0,0,0,0,0.4309199082557642,0.0,0.0,61.36823344264174,2,True
E8:uniform:r4:s1952691948,1952691948,uniform,perfect_foresight_dp,2,robot_failure,0;1,4,1;0;1;0;0,0,0,0,0.7081679926421187,0.0,0.0,191.32727016078684,2,True
E8:uniform:r4:s1952691948,1952691948,uniform,perfect_foresight_dp,3,job_0_completion,1,4,1;2;1;0;0,0,0,0,0.5293406164057244,0.0,0.0,177.8145418218864,1,True
E8:uniform:r4:s1952691948,1952691948,uniform,perfect_foresight_dp,4,job_2_arrival,1;2,4,1;2;1;2;0,0,0,0,0.5606262942110323,0.0,0.0,192.47959012925776,1,True
E8:uniform:r4:s1952691948,1952691948,uniform,perfect_foresight_dp,5,job_1_completion,2,4,1;2;1;2;0,0,0,0,0.4106262942110322,0.0,0.0,192.47959012925776,0,True
E8:uniform:r5:s2481092673,2481092673,uniform,myopic_cold,0,initial_job,0,,-1;-1;0;0;-1,6,100,3932,0.4404454841438368,0.0,0.0,62.22031309929442,2,True
E8:uniform:r5:s2481092673,2481092673,uniform,myopic_cold,1,job_1_arrival,0;1,,1;-1;0;0;-1,7,119,4576,0.350097409947951,0.0,0.0,88.64737498123208,1,True
E8:uniform:r5:s2481092673,2481092673,uniform,myopic_cold,2,robot_failure,0;1,3,0;1;0;-1;0,9,140,5660,1.0028895487342664,0.0,0.0,178.48857170093322,4,True
E8:uniform:r5:s2481092673,2481092673,uniform,myopic_cold,3,job_0_completion,1,3,1;-1;-1;-1;-1,5,65,2756,0.6596519258041142,0.0,0.0,26.427061881937647,4,True
E8:uniform:r5:s2481092673,2481092673,uniform,myopic_cold,4,job_2_arrival,1;2,3,1;2;-1;-1;-1,6,82,3316,0.23774105389022138,0.0,0.0,38.87113834945764,1,True
E8:uniform:r5:s2481092673,2481092673,uniform,myopic_cold,5,job_1_completion,2,3,-1;2;-1;-1;-1,5,65,2756,0.17808912808610716,0.0,0.0,12.444076467519995,1,True
E8:uniform:r5:s2481092673,2481092673,uniform,event_triggered_warm,0,initial_job,0,,-1;-1;0;0;-1,6,100,3932,0.4404454841438368,0.0,0.0,62.22031309929442,2,True
E8:uniform:r5:s2481092673,2481092673,uniform,event_triggered_warm,1,job_1_arrival,0;1,,1;-1;0;0;-1,5,67,2888,0.350097409947951,0.0,0.0,88.64737498123208,1,True
E8:uniform:r5:s2481092673,2481092673,uniform,event_triggered_warm,2,robot_failure,0;1,3,0;1;0;-1;0,8,110,4572,1.0028895487342664,0.0,0.0,178.48857170093322,4,True
E8:uniform:r5:s2481092673,2481092673,uniform,event_triggered_warm,3,job_0_completion,1,3,1;-1;-1;-1;-1,8,105,4396,0.6596519258041142,0.0,0.0,26.427061881937647,4,True
E8:uniform:r5:s2481092673,2481092673,uniform,event_triggered_warm,4,job_2_arrival,1;2,3,1;2;-1;-1;-1,5,57,2480,0.23774105389022138,0.0,0.0,38.87113834945764,1,True
E8:uniform:r5:s2481092673,2481092673,uniform,event_triggered_warm,5,job_1_completion,2,3,-1;2;-1;-1;-1,5,49,2204,0.17808912808610716,0.0,0.0,12.444076467519995,1,True
E8:uniform:r5:s2481092673,2481092673,uniform,perfect_foresight_dp,0,initial_job,0,,-1;-1;0;0;-1,0,0,0,0.4404454841438368,0.0,0.0,62.22031309929442,2,True
E8:uniform:r5:s2481092673,2481092673,uniform,perfect_foresight_dp,1,job_1_arrival,0;1,,1;-1;0;0;-1,0,0,0,0.350097409947951,0.0,0.0,88.64737498123208,1,True
E8:uniform:r5:s2481092673,2481092673,uniform,perfect_foresight_dp,2,robot_failure,0;1,3,1;0;0;-1;0,0,0,0,0.8606466618891933,0.0,0.0,181.92513651601774,3,True
E8:uniform:r5:s2481092673,2481092673,uniform,perfect_foresight_dp,3,job_0_completion,1,3,1;2;-1;-1;-1,0,0,0,0.5377410538902213,0.0,0.0,38.87113834945764,3,True
E8:uniform:r5:s2481092673,2481092673,uniform,perfect_foresight_dp,4,job_2_arrival,1;2,3,1;2;-1;-1;-1,0,0,0,0.08774105389022134,0.0,0.0,38.87113834945764,0,True
E8:uniform:r5:s2481092673,2481092673,uniform,perfect_foresight_dp,5,job_1_completion,2,3,1;2;-1;-1;-1,0,0,0,0.08774105389022134,0.0,0.0,38.87113834945764,0,True
E8:clustered:r0:s37103270,37103270,clustered,myopic_cold,0,initial_job,0,,-1;-1;-1;0;-1,5,71,2840,0.3082913997894686,0.0,0.0,67.20206754675198,1,True
E8:clustered:r0:s37103270,37103270,clustered,myopic_cold,1,job_1_arrival,0;1,,-1;0;-1;1;-1,8,132,5156,0.5331376929054442,0.0,0.0,98.97780300865057,2,True
E8:clustered:r0:s37103270,37103270,clustered,myopic_cold,2,robot_failure,0;1,1,1;-1;1;0;-1,6,80,3136,0.9559351575211565,0.0,0.0,151.11104286028282,4,True
E8:clustered:r0:s37103270,37103270,clustered,myopic_cold,3,job_0_completion,1,1,-1;-1;-1;1;-1,5,63,2624,0.5064016442678042,0.0,0.0,23.945123442423657,3,True
E8:clustered:r0:s37103270,37103270,clustered,myopic_cold,4,job_2_arrival,1;2,1,-1;-1;2;1;2,6,64,2592,0.4592176809045412,0.0,0.0,67.595316997734,2,True
E8:clustered:r0:s37103270,37103270,clustered,myopic_cold,5,job_1_completion,2,1,2;-1;-1;-1;-1,5,57,2372,0.7472428016358617,0.0,0.0,62.51142332727354,4,True
E8:clustered:r0:s37103270,37103270,clustered,event_triggered_warm,0,initial_job,0,,-1;-1;-1;0;-1,5,71,2840,0.3082913997894686,0.0,0.0,67.20206754675198,1,True
E8:clustered:r0:s37103270,37103270,clustered,event_triggered_warm,1,job_1_arrival,0;1,,-1;0;-1;1;-1,6,91,3816,0.5331376929054442,0.0,0.0,98.97780300865057,2,True
E8:clustered:r0:s37103270,37103270,clustered,event_triggered_warm,2,robot_failure,0;1,1,-1;-1;0;1;0,8,98,4044,0.6260939584540316,0.0,0.0,74.76008239450857,3,True
E8:clustered:r0:s37103270,37103270,clustered,event_triggered_warm,3,job_0_completion,1,1,-1;-1;-1;1;-1,6,54,2252,0.35640164426780435,0.0,0.0,23.945123442423657,2,True
E8:clustered:r0:s37103270,37103270,clustered,event_triggered_warm,4,job_2_arrival,1;2,1,2;-1;-1;1;-1,5,49,2096,0.3536444459036659,0.0,0.0,86.4565467696972,1,True
E8:clustered:r0:s37103270,37103270,clustered,event_triggered_warm,5,job_1_completion,2,1,2;-1;-1;-1;-1,5,41,1820,0.2972428016358616,0.0,0.0,62.51142332727354,1,True
E8:clustered:r0:s37103270,37103270,clustered,perfect_foresight_dp,0,initial_job,0,,-1;-1;0;-1;0,0,0,0,0.41969231418622743,0.0,0.0,50.81495895208492,2,True
E8:clustered:r0:s37103270,37103270,clustered,perfect_foresight_dp,1,job_1_arrival,0;1,,-1;-1;0;1;0,0,0,0,0.32609395845403166,0.0,0.0,74.76008239450857,1,True
E8:clustered:r0:s37103270,37103270,clustered,perfect_foresight_dp,2,robot_failure,0;1,1,-1;-1;0;1;0,0,0,0,0.17609395845403167,0.0,0.0,74.76008239450857,0,True
E8:clustered:r0:s37103270,37103270,clustered,perfect_foresight_dp,3,job_0_completion,1,1,-1;-1;0;1;2,0,0,0,0.31208744338595806,0.0,0.0,68.81366475620862,1,True
E8:clustered:r0:s37103270,37103270,clustered,perfect_foresight_dp,4,job_2_arrival,1;2,1,-1;-1;2;1;2,0,0,0,0.30921768090454116,0.0,0.0,67.595316997734,1,True
E8:clustered:r0:s37103270,37103270,clustered,perfect_foresight_dp,5,job_1_completion,2,1,-1;-1;2;1;2,0,0,0,0.15921768090454116,0.0,0.0,67.595316997734,0,True
E8:clustered:r1:s4112658334,4112658334,clustered,myopic_cold,0,initial_job,0,,-1;-1;-1;-1;0,5,75,3096,0.33050537516417566,0.0,0.0,66.25922927356972,1,True
E8:clustered:r1:s4112658334,4112658334,clustered,myopic_cold,1,job_1_arrival,0;1,,-1;-1;0;0;1,6,85,3388,0.7229518815099203,0.0,0.0,100.19414259087083,3,True
E8:clustered:r1:s4112658334,4112658334,clustered,myopic_cold,2,robot_failure,0;1,4,1;1;1;0;-1,7,83,3324,11.088292897539898,2.9703342347490516,0.49760966889964287,196.78938063096382,4,False
E8:clustered:r1:s4112658334,4112658334,clustered,myopic_cold,3,job_0_completion,1,4,1;1;1;1;-1,8,103,4044,0.7199133057034787,0.0,0.0,209.20161715028715,1,True
E8:clustered:r1:s4112658334,4112658334,clustered,myopic_cold,4,job_2_arrival,1;2,4,2;1;1;1;-1,7,99,3896,5.06266639707123,0.6475974164528437,0.22249201146622144,169.892476247041,1,False
E8:clustered:r1:s4112658334,4112658334,clustered,myopic_cold,5,job_1_completion,2,4,-1;-1;2;-1;-1,5,62,2684,0.6558445086635651,0.0,0.0,20.499190674203142,4,True
E8:clustered:r1:s4112658334,4112658334,clustered,event_triggered_warm,0,initial_job,0,,-1;-1;-1;-1;0,5,75,3096,0.33050537516417566,0.0,0.0,66.25922927356972,1,True
E8:clustered:r1:s4112658334,4112658334,clustered,event_triggered_warm,1,job_1_arrival,0;1,,-1;-1;0;0;1,8,155,6104,0.7229518815099203,0.0,0.0,100.19414259087083,3,True
E8:clustered:r1:s4112658334,4112658334,clustered,event_triggered_warm,2,robot_failure,0;1,4,1;1;1;0;1,7,113,4704,11.080673617680805,2.9703342347490516,0.49760966889964287,249.05395597323215,3,False
E8:clustered:r1:s4112658334,4112658334,clustered,event_triggered_warm,3,job_0_completion,1,4,1;1;1;1;-1,6,67,2796,0.8699133057034787,0.0,0.0,209.20161715028715,2,True
E8:clustered:r1:s4112658334,4112658334,clustered,event_triggered_warm,4,job_2_arrival,1;2,4,2;1;1;1;-1,5,78,3376,5.06266639707123,0.6475974164528437,0.22249201146622144,169.892476247041,1,False
E8:clustered:r1:s4112658334,4112658334,clustered,event_triggered_warm,5,job_1_completion,2,4,-1;-1;2;-1;-1,7,89,3632,0.6558445086635651,0.0,0.0,20.499190674203142,4,True
E8:clustered:r1:s4112658334,4112658334,clustered,perfect_foresight_dp,0,initial_job,0,,-1;-1;0;0;-1,0,0,0,0.4305711613690112,0.0,0.0,47.929567248602496,2,True
E8:clustered:r1:s4112658334,4112658334,clustered,perfect_foresight_dp,1,job_1_arrival,0;1,,-1;-1;0;0;1,0,0,0,0.42295188150992036,0.0,0.0,100.19414259087083,1,True
E8:clustered:r1:s4112658334,4112658334,clustered,perfect_foresight_dp,2,robot_failure,0;1,4,0;1;0;1;-1,0,0,0,7.573605238990595,2.9703342347490524,0.3327670667807577,116.82710791340378,4,False
E8:clustered:r1:s4112658334,4112658334,clustered,perfect_foresight_dp,3,job_0_completion,1,4,1;1;1;1;-1,0,0,0,0.8699133057034787,0.0,0.0,209.20161715028715,2,True
E8:clustered:r1:s4112658334,4112658334,clustered,perfect_foresight_dp,4,job_2_arrival,1;2,4,1;1;2;1;-1,0,0,0,2.736703729738228,0.9996548896196824,0.10804729576855922,156.2855655212572,1,False
E8:clustered:r1:s4112658334,4112658334,clustered,perfect_foresight_dp,5,job_1_completion,2,4,-1;1;2;1;-1,0,0,0,0.39754345660733725,0.0,0.0,90.86731423703763,1,True
