scenario_generator,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_engine,method_payoff_signal,method_role,method_recommended_phase,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,n,scalar_feasible_rate_mean,wrench_feasible_rate_mean,false_positive_rate_mean,false_positive_given_scalar_rate_mean,assigned_loads_mean,feasible_assigned_loads_mean,infeasible_assigned_loads_mean,feasible_available_loads_mean,relative_feasibility_mean,feasible_coverage_mean,precision_given_assigned_mean,fp_given_assigned_mean,wrench_residual_norm_mean,max_wrench_residual_norm_mean,wrench_residual_feasible_available_mean,max_wrench_residual_feasible_available_mean,wrench_margin_mean,torque_error_nm_mean,force_error_n_mean,slot_coverage_ratio_mean,complementarity_gain_mean,scalar_wrench_success_gap_mean,slot_conflict_count_mean,assignment_valid_mean,travel_distance_m_mean,estimated_arrival_time_s_mean,energy_proxy_wh_mean,communication_messages_mean,runtime_ms_mean,score_value_mean,oracle_score_value_mean,signed_score_delta_vs_oracle_mean,oracle_dominance_violation_mean,optimality_gap_vs_wrench_oracle_mean,captured_reward_mean,oracle_reward_mean
setup,capacity_greedy_slots,Capacity greedy slots,classic,decentralized,baseline,capacity_greedy_slots,classic_decentralized_baseline,greedy,scalar_capacity_only,classic_baseline,A,none,distributed_capacity_slot_rule,local_robot_load_slots,0,0,False,False,2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0.0,1.0,3.6882524560176506,4.777804463768259,20.954668149850335,8.0,0.1637000241316855,66.69526363645286,66.71946006590821,-0.024196429455351165,0.0,0.00036269433476236875,3.5,3.5
setup,cbba_slots,CBBA slots,sota,decentralized,baseline,cbba_slot_wrench_proxy,sota_decentralized_baseline,cbba,marginal_wrench_bid,sota_proxy,A,none,distributed_slot_bundle_auction_proxy,auction_robot_slot_bids,0,3,False,False,2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0.0,1.0,2.0053966799222307,1.6750402190715254,12.950347865438083,8.0,1.5842499560676515,66.71946006590821,66.71946006590821,0.0,0.0,0.0,3.5,3.5
setup,oracle_scalar_assignment,Oracle scalar assignment,model_based_oracle,centralized,reference,exact_scalar_capacity_reference,centralized_scalar_reference,oracle,scalar_capacity_only,reference_scalar_false_positive,A,none,centralized_exact_scalar_search,centralized_all_robot_slot_pairs,0,2,False,False,2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0.0,1.0,2.0053966799222307,1.6750402190715254,12.950347865438083,8.0,0.6806000019423664,66.71946006590821,66.71946006590821,0.0,0.0,0.0,3.5,3.5
setup,smith_wrench_deficit,Smith-QR wrench deficit,model_based,decentralized,proposed,smith_qr_wrench_deficit,proposed_wrench_deficit,smith,wrench_deficit_minus_rho,main_proposal,A,model_based_tuning_optional,distributed_smith_qr_wrench_deficit_rule,local_wrench_deficit_scores,0,5,False,False,2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0.0,1.0,2.0053966799222307,1.6750402190715254,12.950347865438083,8.0,1.5185499796643853,66.71946006590821,66.71946006590821,0.0,0.0,0.0,3.5,3.5
setup,smith_wrench_marginal,Smith-QR wrench marginal,model_based,decentralized,proposed,smith_qr_delta_rho_wrench_marginal,proposed_wrench_ablation,smith,delta_rho_marginal,proposal_ablation,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_rule,local_marginal_wrench_scores,0,5,False,False,2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0.0,1.0,2.0053966799222307,1.6750402190715254,12.950347865438083,8.0,1.3943000230938196,66.71946006590821,66.71946006590821,0.0,0.0,0.0,3.5,3.5
setup,smith_wrench_marginal_guarded,Smith-QR wrench marginal guarded,model_based,decentralized,proposed,smith_qr_delta_rho_guarded_local_repair,proposed_wrench_guarded_repair,smith,delta_rho_marginal_plus_wrench_abstention_guard,guarded_local_repair_proposal,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_with_certified_guard,local_marginal_wrench_scores_plus_local_repair,0,7,False,False,2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0.0,1.0,2.0053966799222307,1.6750402190715254,12.950347865438083,8.0,2.7163500199094415,66.71946006590821,66.71946006590821,0.0,0.0,0.0,3.5,3.5
setup,smith_wrench_pairs_guarded,Smith-QR pair repair guarded,model_based,decentralized,proposed,pair_aware_wrench_guarded_repair,proposed_wrench_guarded_repair,smith_pair_repair,pairwise_delta_rho_plus_wrench_abstention_guard,pair_complementarity_repair_proposal,A,model_based_tuning_optional,distributed_pair_aware_smith_guarded_repair,local_pair_complementarity_plus_wrench_guard,0,8,False,False,2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0.0,1.0,2.0053966799222307,1.6750402190715254,12.950347865438083,8.0,4.811899969354272,66.71946006590821,66.71946006590821,0.0,0.0,0.0,3.5,3.5
setup,support_dual_wrench_market,Residual-support wrench market,model_based,decentralized,proposed,residual_support_wrench_market,proposed_wrench_market,residual_support_market,current_residual_wrench_direction,main_proposal,A,model_based_tuning_optional,distributed_residual_support_wrench_market,current_residual_wrench_direction,0,5,False,False,2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0.0,1.0,3.6882524560176506,4.777804463768259,20.954668149850335,8.0,0.7680499693378806,66.69526363645286,66.71946006590821,-0.024196429455351165,0.0,0.00036269433476236875,3.5,3.5
setup,support_dual_wrench_market_guarded,Residual-support wrench market guarded,model_based,decentralized,proposed,residual_support_guarded_local_repair,proposed_wrench_guarded_repair,residual_support_market,current_residual_wrench_direction_plus_abstention_guard,guarded_local_repair_proposal,A,model_based_tuning_optional,distributed_residual_support_market_with_certified_guard,current_residual_direction_plus_local_repair,0,7,False,False,2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0.0,1.0,3.6882524560176506,4.777804463768259,20.954668149850335,8.0,1.7243000329472125,66.69526363645286,66.71946006590821,-0.024196429455351165,0.0,0.00036269433476236875,3.5,3.5
setup,wrench_oracle,Wrench oracle,model_based_oracle,centralized,reference,exact_role_slot_wrench,centralized_wrench_oracle_reference,oracle,strict_wrench_feasible_score,reference,A,none,centralized_exact_role_slot_search,centralized_all_robot_slot_pairs,0,3,False,False,2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0.0,1.0,2.0053966799222307,1.6750402190715254,12.950347865438083,8.0,2.507199998944998,66.71946006590821,66.71946006590821,0.0,0.0,0.0,3.5,3.5
slot_saturation,capacity_greedy_slots,Capacity greedy slots,classic,decentralized,baseline,capacity_greedy_slots,classic_decentralized_baseline,greedy,scalar_capacity_only,classic_baseline,A,none,distributed_capacity_slot_rule,local_robot_load_slots,0,0,False,False,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0226562717296566,1.0226562717296566,0.0,0.0,-0.9726562717296564,61.35865732625984,0.2970175236565602,1.0,0.4212194447975953,1.0,0.0,1.0,3.929485775114616,5.214640089966539,23.558437886229278,12.0,0.19869994139298797,-13.205022689276785,0.0,-13.205022689276785,0.0,0.21971751562856545,0.0,0.0
slot_saturation,cbba_slots,CBBA slots,sota,decentralized,baseline,cbba_slot_wrench_proxy,sota_decentralized_baseline,cbba,marginal_wrench_bid,sota_proxy,A,none,distributed_slot_bundle_auction_proxy,auction_robot_slot_bids,0,3,False,False,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0415655237075123,1.0415655237075123,0.0,0.0,-0.9915655237075124,62.40429639568313,2.6206599002718534,1.0,0.40231019281973934,1.0,0.0,1.0,1.755362761349079,1.7423916258326295,10.051976338496509,12.0,13.620249985251576,-13.41820174034283,0.0,-13.41820174034283,0.0,0.22326458802567106,0.0,0.0
slot_saturation,oracle_scalar_assignment,Oracle scalar assignment,model_based_oracle,centralized,reference,exact_scalar_capacity_reference,centralized_scalar_reference,oracle,scalar_capacity_only,reference_scalar_false_positive,A,none,centralized_exact_scalar_search,centralized_all_robot_slot_pairs,0,2,False,False,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0415655237075123,1.0415655237075123,0.0,0.0,-0.9915655237075124,62.40429639568313,2.6206599002718534,1.0,0.40231019281973934,1.0,0.0,1.0,1.755362761349079,1.7423916258326295,10.051976338496509,12.0,1.298150047659874,-13.41820174034283,0.0,-13.41820174034283,0.0,0.22326458802567106,0.0,0.0
slot_saturation,smith_wrench_deficit,Smith-QR wrench deficit,model_based,decentralized,proposed,smith_qr_wrench_deficit,proposed_wrench_deficit,smith,wrench_deficit_minus_rho,main_proposal,A,model_based_tuning_optional,distributed_smith_qr_wrench_deficit_rule,local_wrench_deficit_scores,0,5,False,False,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0406863906960362,1.0406863906960362,0.0,0.0,-0.9906863906960361,62.352326298335484,2.505170795054852,1.0,0.4031893258312156,1.0,0.0,1.0,2.2377493031829854,2.5350488344005395,13.500899787153823,12.0,17.925749998539686,-13.414094027376587,0.0,-13.414094027376587,0.0,0.2231962400561828,0.0,0.0
slot_saturation,smith_wrench_marginal,Smith-QR wrench marginal,model_based,decentralized,proposed,smith_qr_delta_rho_wrench_marginal,proposed_wrench_ablation,smith,delta_rho_marginal,proposal_ablation,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_rule,local_marginal_wrench_scores,0,5,False,False,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0406863906960362,1.0406863906960362,0.0,0.0,-0.9906863906960361,62.352326298335484,2.505170795054852,1.0,0.4031893258312156,1.0,0.0,1.0,2.2377493031829854,2.5350488344005395,13.500899787153823,12.0,18.552849942352623,-13.414094027376587,0.0,-13.414094027376587,0.0,0.2231962400561828,0.0,0.0
slot_saturation,smith_wrench_marginal_guarded,Smith-QR wrench marginal guarded,model_based,decentralized,proposed,smith_qr_delta_rho_guarded_local_repair,proposed_wrench_guarded_repair,smith,delta_rho_marginal_plus_wrench_abstention_guard,guarded_local_repair_proposal,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_with_certified_guard,local_marginal_wrench_scores_plus_local_repair,0,7,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.5833333333333333,1.5833333333333333,0.0,0.0,-1.5333333333333332,95.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,31.931249948684126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slot_saturation,smith_wrench_pairs_guarded,Smith-QR pair repair guarded,model_based,decentralized,proposed,pair_aware_wrench_guarded_repair,proposed_wrench_guarded_repair,smith_pair_repair,pairwise_delta_rho_plus_wrench_abstention_guard,pair_complementarity_repair_proposal,A,model_based_tuning_optional,distributed_pair_aware_smith_guarded_repair,local_pair_complementarity_plus_wrench_guard,0,8,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.5833333333333333,1.5833333333333333,0.0,0.0,-1.5333333333333332,95.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,122.82184994546697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slot_saturation,support_dual_wrench_market,Residual-support wrench market,model_based,decentralized,proposed,residual_support_wrench_market,proposed_wrench_market,residual_support_market,current_residual_wrench_direction,main_proposal,A,model_based_tuning_optional,distributed_residual_support_wrench_market,current_residual_wrench_direction,0,5,False,False,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0226562717296566,1.0226562717296566,0.0,0.0,-0.9726562717296564,61.35865732625984,0.2970175236565602,1.0,0.4212194447975953,1.0,0.0,1.0,3.929485775114616,5.214640089966539,23.558437886229278,12.0,5.032799963373691,-13.205022689276785,0.0,-13.205022689276785,0.0,0.21971751562856545,0.0,0.0
slot_saturation,support_dual_wrench_market_guarded,Residual-support wrench market guarded,model_based,decentralized,proposed,residual_support_guarded_local_repair,proposed_wrench_guarded_repair,residual_support_market,current_residual_wrench_direction_plus_abstention_guard,guarded_local_repair_proposal,A,model_based_tuning_optional,distributed_residual_support_market_with_certified_guard,current_residual_direction_plus_local_repair,0,7,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.5833333333333333,1.5833333333333333,0.0,0.0,-1.5333333333333332,95.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,18.653349950909615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slot_saturation,wrench_oracle,Wrench oracle,model_based_oracle,centralized,reference,exact_role_slot_wrench,centralized_wrench_oracle_reference,oracle,strict_wrench_feasible_score,reference,A,none,centralized_exact_role_slot_search,centralized_all_robot_slot_pairs,0,3,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.5833333333333333,1.5833333333333333,0.0,0.0,-1.5333333333333332,95.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,38.29060000134632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALL_SCENARIOS,capacity_greedy_slots,Capacity greedy slots,classic,decentralized,baseline,capacity_greedy_slots,classic_decentralized_baseline,greedy,scalar_capacity_only,classic_baseline,A,none,distributed_capacity_slot_rule,local_robot_load_slots,0,0,False,False,6,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3408854239098856,0.3408854239098856,9.86864910777917e-17,9.86864910777917e-17,-0.29088542390988553,20.452885775419947,0.09900584121885932,1.0,0.4343432289635582,0.3333333333333333,0.0,1.0,3.865612679547306,5.104335978538043,22.25063034248869,9.333333333333334,0.17130000439162055,31.060457452330088,35.47964004393881,-4.41918259160872,0.0,0.0735978565116113,1.8333333333333333,1.8333333333333333
ALL_SCENARIOS,cbba_slots,CBBA slots,sota,decentralized,baseline,cbba_slot_wrench_proxy,sota_decentralized_baseline,cbba,marginal_wrench_bid,sota_proxy,A,none,distributed_slot_bundle_auction_proxy,auction_robot_slot_bids,0,3,False,False,6,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3471885079025043,0.3471885079025043,9.86864910777917e-17,9.86864910777917e-17,-0.29718850790250423,20.801432131894376,0.8735533000906237,1.0,0.42804014497093945,0.3333333333333333,0.0,1.0,2.4815478502652466,2.9126650755944947,14.020991770619526,9.333333333333334,8.260516643834611,30.99917379689904,35.47964004393881,-4.480466247039767,0.0,0.07461622857155505,1.8333333333333333,1.8333333333333333
ALL_SCENARIOS,oracle_scalar_assignment,Oracle scalar assignment,model_based_oracle,centralized,reference,exact_scalar_capacity_reference,centralized_scalar_reference,oracle,scalar_capacity_only,reference_scalar_false_positive,A,none,centralized_exact_scalar_search,centralized_all_robot_slot_pairs,0,2,False,False,6,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3471885079025043,0.3471885079025043,9.86864910777917e-17,9.86864910777917e-17,-0.29718850790250423,20.801432131894376,0.8735533000906237,1.0,0.4352301133494357,0.3333333333333333,0.0,1.0,1.9220520403978467,1.6974906879918932,11.984224023124225,9.333333333333334,0.8807166789968809,31.006906130491192,35.47964004393881,-4.47273391344761,0.0,0.07442152934189035,1.8333333333333333,1.8333333333333333
ALL_SCENARIOS,smith_wrench_deficit,Smith-QR wrench deficit,model_based,decentralized,proposed,smith_qr_wrench_deficit,proposed_wrench_deficit,smith,wrench_deficit_minus_rho,main_proposal,A,model_based_tuning_optional,distributed_smith_qr_wrench_deficit_rule,local_wrench_deficit_scores,0,5,False,False,6,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,0.34689546356534545,0.34689546356534545,9.86864910777917e-17,9.86864910777917e-17,-0.2968954635653455,20.784108766111828,0.8350569316849565,1.0,0.42873178171336895,0.3333333333333333,0.0,1.0,2.4667793887238654,2.8801192914272273,13.685484195827373,9.333333333333334,9.707116657712808,31.003392376622458,35.47964004393881,-4.476247667316348,0.0,0.07452174494573002,1.8333333333333333,1.8333333333333333
