experiment_id,scenario_generator,scenario_variant_id,seed,method,passed,assignment_valid,rates_valid,oracle_dominance_valid,message
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4102,cbba_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4102,replicator_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4102,bnn_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4102,smith_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4102,smith_wrench_marginal,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4102,support_dual_wrench_market,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4103,wrench_oracle,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4103,oracle_scalar_assignment,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4103,hungarian_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4103,capacity_greedy_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4103,cbba_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4103,replicator_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4103,bnn_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4103,smith_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4103,smith_wrench_marginal,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4103,support_dual_wrench_market,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4104,wrench_oracle,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4104,oracle_scalar_assignment,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4104,hungarian_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4104,capacity_greedy_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4104,cbba_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4104,replicator_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4104,bnn_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4104,smith_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4104,smith_wrench_marginal,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4104,support_dual_wrench_market,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4105,wrench_oracle,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4105,oracle_scalar_assignment,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4105,hungarian_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4105,capacity_greedy_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4105,cbba_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4105,replicator_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4105,bnn_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4105,smith_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4105,smith_wrench_marginal,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4105,support_dual_wrench_market,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4106,wrench_oracle,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4106,oracle_scalar_assignment,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4106,hungarian_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4106,capacity_greedy_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4106,cbba_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4106,replicator_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4106,bnn_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4106,smith_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4106,smith_wrench_marginal,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4106,support_dual_wrench_market,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4107,wrench_oracle,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4107,oracle_scalar_assignment,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4107,hungarian_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4107,capacity_greedy_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4107,cbba_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4107,replicator_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4107,bnn_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4107,smith_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4107,smith_wrench_marginal,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4107,support_dual_wrench_market,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4108,wrench_oracle,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4108,oracle_scalar_assignment,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4108,hungarian_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4108,capacity_greedy_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4108,cbba_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4108,replicator_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4108,bnn_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4108,smith_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4108,smith_wrench_marginal,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4108,support_dual_wrench_market,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4109,wrench_oracle,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4109,oracle_scalar_assignment,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4109,hungarian_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4109,capacity_greedy_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4109,cbba_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4109,replicator_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4109,bnn_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4109,smith_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4109,smith_wrench_marginal,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4109,support_dual_wrench_market,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4110,wrench_oracle,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4110,oracle_scalar_assignment,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4110,hungarian_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4110,capacity_greedy_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4110,cbba_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4110,replicator_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4110,bnn_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4110,smith_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4110,smith_wrench_marginal,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4110,support_dual_wrench_market,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4111,wrench_oracle,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4111,oracle_scalar_assignment,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4111,hungarian_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4111,capacity_greedy_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4111,cbba_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4111,replicator_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4111,bnn_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4111,smith_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4111,smith_wrench_marginal,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4111,support_dual_wrench_market,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4112,wrench_oracle,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4112,oracle_scalar_assignment,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4112,hungarian_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4112,capacity_greedy_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4112,cbba_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4112,replicator_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4112,bnn_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4112,smith_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4112,smith_wrench_marginal,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4112,support_dual_wrench_market,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4113,wrench_oracle,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4113,oracle_scalar_assignment,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4113,hungarian_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4113,capacity_greedy_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4113,cbba_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4113,replicator_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4113,bnn_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4113,smith_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4113,smith_wrench_marginal,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4113,support_dual_wrench_market,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4114,wrench_oracle,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4114,oracle_scalar_assignment,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4114,hungarian_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4114,capacity_greedy_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4114,cbba_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4114,replicator_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4114,bnn_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4114,smith_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4114,smith_wrench_marginal,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4114,support_dual_wrench_market,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4115,wrench_oracle,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4115,oracle_scalar_assignment,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4115,hungarian_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4115,capacity_greedy_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4115,cbba_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4115,replicator_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4115,bnn_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4115,smith_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4115,smith_wrench_marginal,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4115,support_dual_wrench_market,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4116,wrench_oracle,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4116,oracle_scalar_assignment,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4116,hungarian_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4116,capacity_greedy_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4116,cbba_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4116,replicator_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4116,bnn_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4116,smith_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4116,smith_wrench_marginal,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4116,support_dual_wrench_market,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4117,wrench_oracle,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4117,oracle_scalar_assignment,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4117,hungarian_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4117,capacity_greedy_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4117,cbba_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4117,replicator_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4117,bnn_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4117,smith_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4117,smith_wrench_marginal,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4117,support_dual_wrench_market,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4118,wrench_oracle,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4118,oracle_scalar_assignment,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4118,hungarian_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4118,capacity_greedy_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4118,cbba_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4118,replicator_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4118,bnn_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4118,smith_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4118,smith_wrench_marginal,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4118,support_dual_wrench_market,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4119,wrench_oracle,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4119,oracle_scalar_assignment,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4119,hungarian_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4119,capacity_greedy_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4119,cbba_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4119,replicator_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4119,bnn_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4119,smith_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4119,smith_wrench_marginal,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4119,support_dual_wrench_market,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4120,wrench_oracle,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4120,oracle_scalar_assignment,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4120,hungarian_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4120,capacity_greedy_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4120,cbba_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4120,replicator_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4120,bnn_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4120,smith_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4120,smith_wrench_marginal,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4120,support_dual_wrench_market,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4121,wrench_oracle,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4121,oracle_scalar_assignment,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4121,hungarian_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4121,capacity_greedy_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4121,cbba_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4121,replicator_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4121,bnn_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4121,smith_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4121,smith_wrench_marginal,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4121,support_dual_wrench_market,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4122,wrench_oracle,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4122,oracle_scalar_assignment,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4122,hungarian_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4122,capacity_greedy_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4122,cbba_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4122,replicator_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4122,bnn_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4122,smith_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4122,smith_wrench_marginal,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4122,support_dual_wrench_market,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4123,wrench_oracle,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4123,oracle_scalar_assignment,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4123,hungarian_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4123,capacity_greedy_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4123,cbba_slots,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4123,replicator_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4123,bnn_wrench_deficit,True,True,True,True,
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4123,smith_wrench_deficit,True,True,True,True,
