experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_engine,method_payoff_signal,method_role,method_recommended_phase,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,n_robots,n_loads,robot_force_n,robot_payload_kg,communication_radius,wrench_tolerance,oracle_runtime_ms,scalar_feasible_rate,wrench_feasible_rate,false_positive_rate,false_positive_given_scalar_rate,wrench_residual_norm,max_wrench_residual_norm,wrench_margin,torque_error_nm,force_error_n,slot_coverage_ratio,complementarity_gain,scalar_wrench_success_gap,slot_conflict_count,assignment_valid,travel_distance_m,estimated_arrival_time_s,energy_proxy_wh,communication_messages,runtime_ms,score_value,oracle_score_value,signed_score_delta_vs_oracle,oracle_dominance_violation,optimality_gap_vs_wrench_oracle,captured_reward,oracle_reward,assigned_robots,idle_robots,mean_assigned_travel_distance_m,max_assigned_travel_distance_m
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4101,wrench_oracle,Wrench oracle,model_based_oracle,centralized,reference,exact_role_slot_wrench,centralized_wrench_oracle_reference,oracle,strict_wrench_feasible_score,reference,A,none,centralized_exact_role_slot_search,centralized_all_robot_slot_pairs,0,3,False,False,4,1,36.0,28.0,inf,0.05,8.787000086158514,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.1933596772484634,0.0,0,True,0.7393904501385875,0.8730035303213726,3.7735243450658933,8,8.369900053367019,39.739240552425805,39.739240552425805,0.0,False,0.0,2.0,2.0,2,2,0.36969522506929375,0.5514427723383913
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4101,oracle_scalar_assignment,Oracle scalar assignment,model_based_oracle,centralized,reference,exact_scalar_capacity_reference,centralized_scalar_reference,oracle,scalar_capacity_only,reference_scalar_false_positive,A,none,centralized_exact_scalar_search,centralized_all_robot_slot_pairs,0,2,False,False,4,1,36.0,28.0,inf,0.05,8.787000086158514,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.1933596772484634,0.0,0,True,0.7393904501385875,0.8730035303213726,3.7735243450658933,8,1.108699943870306,39.739240552425805,39.739240552425805,0.0,False,0.0,2.0,2.0,2,2,0.36969522506929375,0.5514427723383913
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4101,hungarian_slots,Hungarian slots,classic,centralized,baseline,hungarian_robot_slot_cost,classic_centralized_baseline,hungarian,robot_slot_cost_only,classic_baseline,A,none,centralized_robot_slot_hungarian,centralized_robot_slot_cost_matrix,0,0,False,False,4,1,36.0,28.0,inf,0.05,8.787000086158514,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.1933596772484634,0.0,0,True,0.7393904501385875,0.8730035303213726,3.7735243450658933,8,0.062700011767447,39.739240552425805,39.739240552425805,0.0,False,0.0,2.0,2.0,2,2,0.36969522506929375,0.5514427723383913
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4101,capacity_greedy_slots,Capacity greedy slots,classic,decentralized,baseline,capacity_greedy_slots,classic_decentralized_baseline,greedy,scalar_capacity_only,classic_baseline,A,none,distributed_capacity_slot_rule,local_robot_load_slots,0,0,False,False,4,1,36.0,28.0,inf,0.05,8.787000086158514,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.19096812281683928,0.0,0,True,1.7927743030546865,2.6535926524608002,12.684416691133444,8,0.2082999562844634,39.72214450001778,39.739240552425805,-0.017096052408028584,False,0.0004302058159736268,2.0,2.0,2,2,0.8963871515273433,1.6048266252544905
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4101,cbba_slots,CBBA slots,sota,decentralized,baseline,cbba_slot_wrench_proxy,sota_decentralized_baseline,cbba,marginal_wrench_bid,sota_proxy,A,none,distributed_slot_bundle_auction_proxy,auction_robot_slot_bids,0,3,False,False,4,1,36.0,28.0,inf,0.05,8.787000086158514,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.19096812281683928,0.0,0,True,1.7927743030546865,2.6535926524608002,12.684416691133444,8,8.738899952732027,39.72214450001778,39.739240552425805,-0.017096052408028584,False,0.0004302058159736268,2.0,2.0,2,2,0.8963871515273433,1.6048266252544905
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4101,replicator_wrench_deficit,Replicator wrench deficit,model_based,decentralized,baseline,replicator_wrench_deficit,wrench_dynamics_baseline,replicator,wrench_deficit_minus_rho,engine_ablation,B,none,distributed_replicator_wrench_deficit_rule,local_wrench_deficit_scores,0,4,False,False,4,1,36.0,28.0,inf,0.05,8.787000086158514,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.1933596772484634,0.0,0,True,0.7393904501385875,0.8730035303213726,3.7735243450658933,8,12.0825000340119,39.739240552425805,39.739240552425805,0.0,False,0.0,2.0,2.0,2,2,0.36969522506929375,0.5514427723383913
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4101,bnn_wrench_deficit,BNN wrench deficit,model_based,decentralized,baseline,bnn_wrench_deficit,wrench_dynamics_baseline,bnn,positive_excess_wrench_deficit,engine_ablation,B,none,distributed_bnn_wrench_deficit_rule,positive_excess_wrench_scores,0,4,False,False,4,1,36.0,28.0,inf,0.05,8.787000086158514,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.1933596772484634,0.0,0,True,0.7393904501385875,0.8730035303213726,3.7735243450658933,8,10.826600017026067,39.739240552425805,39.739240552425805,0.0,False,0.0,2.0,2.0,2,2,0.36969522506929375,0.5514427723383913
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4101,smith_wrench_deficit,Smith-QR wrench deficit,model_based,decentralized,proposed,smith_qr_wrench_deficit,proposed_wrench_deficit,smith,wrench_deficit_minus_rho,main_proposal,A,model_based_tuning_optional,distributed_smith_qr_wrench_deficit_rule,local_wrench_deficit_scores,0,5,False,False,4,1,36.0,28.0,inf,0.05,8.787000086158514,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.1933596772484634,0.0,0,True,0.7393904501385875,0.8730035303213726,3.7735243450658933,8,10.953499935567379,39.739240552425805,39.739240552425805,0.0,False,0.0,2.0,2.0,2,2,0.36969522506929375,0.5514427723383913
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4101,smith_wrench_marginal,Smith-QR wrench marginal,model_based,decentralized,proposed,smith_qr_delta_rho_wrench_marginal,proposed_wrench_ablation,smith,delta_rho_marginal,proposal_ablation,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_rule,local_marginal_wrench_scores,0,5,False,False,4,1,36.0,28.0,inf,0.05,8.787000086158514,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.1933596772484634,0.0,0,True,0.7393904501385875,0.8730035303213726,3.7735243450658933,8,10.128399939276278,39.739240552425805,39.739240552425805,0.0,False,0.0,2.0,2.0,2,2,0.36969522506929375,0.5514427723383913
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4101,support_dual_wrench_market,Residual-support wrench market,model_based,decentralized,proposed,residual_support_wrench_market,proposed_wrench_market,residual_support_market,current_residual_wrench_direction,main_proposal,A,model_based_tuning_optional,distributed_residual_support_wrench_market,current_residual_wrench_direction,0,5,False,False,4,1,36.0,28.0,inf,0.05,8.787000086158514,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.1933596772484634,0.0,0,True,0.7393904501385875,0.8730035303213726,3.7735243450658933,8,3.3556000562384725,39.739240552425805,39.739240552425805,0.0,False,0.0,2.0,2.0,2,2,0.36969522506929375,0.5514427723383913
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4102,wrench_oracle,Wrench oracle,model_based_oracle,centralized,reference,exact_role_slot_wrench,centralized_wrench_oracle_reference,oracle,strict_wrench_feasible_score,reference,A,none,centralized_exact_role_slot_search,centralized_all_robot_slot_pairs,0,3,False,False,4,1,36.0,28.0,inf,0.05,10.6112000066787,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.20536872919747406,0.0,0,True,2.6018478236080202,2.110346177567674,16.901047884107527,8,8.62910004798323,39.710327302174655,39.710327302174655,0.0,False,0.0,2.0,2.0,2,2,1.3009239118040101,1.436142038104023
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4102,oracle_scalar_assignment,Oracle scalar assignment,model_based_oracle,centralized,reference,exact_scalar_capacity_reference,centralized_scalar_reference,oracle,scalar_capacity_only,reference_scalar_false_positive,A,none,centralized_exact_scalar_search,centralized_all_robot_slot_pairs,0,2,False,False,4,1,36.0,28.0,inf,0.05,10.6112000066787,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.20536872919747406,0.0,0,True,2.6018478236080202,2.110346177567674,16.901047884107527,8,0.9960999013856053,39.710327302174655,39.710327302174655,0.0,False,0.0,2.0,2.0,2,2,1.3009239118040101,1.436142038104023
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4102,hungarian_slots,Hungarian slots,classic,centralized,baseline,hungarian_robot_slot_cost,classic_centralized_baseline,hungarian,robot_slot_cost_only,classic_baseline,A,none,centralized_robot_slot_hungarian,centralized_robot_slot_cost_matrix,0,0,False,False,4,1,36.0,28.0,inf,0.05,10.6112000066787,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.20536872919747406,0.0,0,True,2.6018478236080202,2.110346177567674,16.901047884107527,8,0.051999930292367935,39.710327302174655,39.710327302174655,0.0,False,0.0,2.0,2.0,2,2,1.3009239118040101,1.436142038104023
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4102,capacity_greedy_slots,Capacity greedy slots,classic,decentralized,baseline,capacity_greedy_slots,classic_decentralized_baseline,greedy,scalar_capacity_only,classic_baseline,A,none,distributed_capacity_slot_rule,local_robot_load_slots,0,0,False,False,4,1,36.0,28.0,inf,0.05,10.6112000066787,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.20536872919747406,0.0,0,True,6.036055194433208,9.265920617213498,38.830607258059196,8,0.1984999980777502,39.65815203403777,39.710327302174655,-0.05217526813688522,False,0.001313896703491234,2.0,2.0,2,2,3.018027597216604,4.870349408929211
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4102,cbba_slots,CBBA slots,sota,decentralized,baseline,cbba_slot_wrench_proxy,sota_decentralized_baseline,cbba,marginal_wrench_bid,sota_proxy,A,none,distributed_slot_bundle_auction_proxy,auction_robot_slot_bids,0,3,False,False,4,1,36.0,28.0,inf,0.05,10.6112000066787,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.20536872919747406,0.0,0,True,2.6018478236080202,2.110346177567674,16.901047884107527,8,9.657499962486327,39.710327302174655,39.710327302174655,0.0,False,0.0,2.0,2.0,2,2,1.3009239118040101,1.436142038104023
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4102,replicator_wrench_deficit,Replicator wrench deficit,model_based,decentralized,baseline,replicator_wrench_deficit,wrench_dynamics_baseline,replicator,wrench_deficit_minus_rho,engine_ablation,B,none,distributed_replicator_wrench_deficit_rule,local_wrench_deficit_scores,0,4,False,False,4,1,36.0,28.0,inf,0.05,10.6112000066787,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.20536872919747406,0.0,0,True,2.6018478236080202,2.110346177567674,16.901047884107527,8,12.964299996383488,39.710327302174655,39.710327302174655,0.0,False,0.0,2.0,2.0,2,2,1.3009239118040101,1.436142038104023
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4102,bnn_wrench_deficit,BNN wrench deficit,model_based,decentralized,baseline,bnn_wrench_deficit,wrench_dynamics_baseline,bnn,positive_excess_wrench_deficit,engine_ablation,B,none,distributed_bnn_wrench_deficit_rule,positive_excess_wrench_scores,0,4,False,False,4,1,36.0,28.0,inf,0.05,10.6112000066787,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.20536872919747406,0.0,0,True,2.6018478236080202,2.110346177567674,16.901047884107527,8,11.276400065980852,39.710327302174655,39.710327302174655,0.0,False,0.0,2.0,2.0,2,2,1.3009239118040101,1.436142038104023
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4102,smith_wrench_deficit,Smith-QR wrench deficit,model_based,decentralized,proposed,smith_qr_wrench_deficit,proposed_wrench_deficit,smith,wrench_deficit_minus_rho,main_proposal,A,model_based_tuning_optional,distributed_smith_qr_wrench_deficit_rule,local_wrench_deficit_scores,0,5,False,False,4,1,36.0,28.0,inf,0.05,10.6112000066787,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.20536872919747406,0.0,0,True,2.6018478236080202,2.110346177567674,16.901047884107527,8,11.611000052653253,39.710327302174655,39.710327302174655,0.0,False,0.0,2.0,2.0,2,2,1.3009239118040101,1.436142038104023
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4102,smith_wrench_marginal,Smith-QR wrench marginal,model_based,decentralized,proposed,smith_qr_delta_rho_wrench_marginal,proposed_wrench_ablation,smith,delta_rho_marginal,proposal_ablation,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_rule,local_marginal_wrench_scores,0,5,False,False,4,1,36.0,28.0,inf,0.05,10.6112000066787,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.20536872919747406,0.0,0,True,2.6018478236080202,2.110346177567674,16.901047884107527,8,13.216200051829219,39.710327302174655,39.710327302174655,0.0,False,0.0,2.0,2.0,2,2,1.3009239118040101,1.436142038104023
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4102,support_dual_wrench_market,Residual-support wrench market,model_based,decentralized,proposed,residual_support_wrench_market,proposed_wrench_market,residual_support_market,current_residual_wrench_direction,main_proposal,A,model_based_tuning_optional,distributed_residual_support_wrench_market,current_residual_wrench_direction,0,5,False,False,4,1,36.0,28.0,inf,0.05,10.6112000066787,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.20536872919747406,0.0,0,True,2.6018478236080202,2.110346177567674,16.901047884107527,8,3.552999929524958,39.710327302174655,39.710327302174655,0.0,False,0.0,2.0,2.0,2,2,1.3009239118040101,1.436142038104023
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4103,wrench_oracle,Wrench oracle,model_based_oracle,centralized,reference,exact_role_slot_wrench,centralized_wrench_oracle_reference,oracle,strict_wrench_feasible_score,reference,A,none,centralized_exact_role_slot_search,centralized_all_robot_slot_pairs,0,3,False,False,4,1,36.0,28.0,inf,0.05,14.110799995251,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.172700116072232,0.0,0,True,1.7956189973672019,2.394059789048856,10.090843844867768,8,9.022100013680756,39.72340715010916,39.72340715010916,0.0,False,0.0,2.0,2.0,2,2,0.8978094986836009,1.2830859130408683
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4103,oracle_scalar_assignment,Oracle scalar assignment,model_based_oracle,centralized,reference,exact_scalar_capacity_reference,centralized_scalar_reference,oracle,scalar_capacity_only,reference_scalar_false_positive,A,none,centralized_exact_scalar_search,centralized_all_robot_slot_pairs,0,2,False,False,4,1,36.0,28.0,inf,0.05,14.110799995251,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.172700116072232,0.0,0,True,1.7956189973672019,2.394059789048856,10.090843844867768,8,0.6041999440640211,39.72340715010916,39.72340715010916,0.0,False,0.0,2.0,2.0,2,2,0.8978094986836009,1.2830859130408683
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4103,hungarian_slots,Hungarian slots,classic,centralized,baseline,hungarian_robot_slot_cost,classic_centralized_baseline,hungarian,robot_slot_cost_only,classic_baseline,A,none,centralized_robot_slot_hungarian,centralized_robot_slot_cost_matrix,0,0,False,False,4,1,36.0,28.0,inf,0.05,14.110799995251,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.172700116072232,0.0,0,True,1.7956189973672019,2.394059789048856,10.090843844867768,8,0.04770001396536827,39.72340715010916,39.72340715010916,0.0,False,0.0,2.0,2.0,2,2,0.8978094986836009,1.2830859130408683
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4103,capacity_greedy_slots,Capacity greedy slots,classic,decentralized,baseline,capacity_greedy_slots,classic_decentralized_baseline,greedy,scalar_capacity_only,classic_baseline,A,none,distributed_capacity_slot_rule,local_robot_load_slots,0,0,False,False,4,1,36.0,28.0,inf,0.05,14.110799995251,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.172700116072232,0.0,0,True,1.7956189973672019,2.394059789048856,10.090843844867768,8,0.19559997599571943,39.72340715010916,39.72340715010916,0.0,False,0.0,2.0,2.0,2,2,0.8978094986836009,1.2830859130408683
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4103,cbba_slots,CBBA slots,sota,decentralized,baseline,cbba_slot_wrench_proxy,sota_decentralized_baseline,cbba,marginal_wrench_bid,sota_proxy,A,none,distributed_slot_bundle_auction_proxy,auction_robot_slot_bids,0,3,False,False,4,1,36.0,28.0,inf,0.05,14.110799995251,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.172700116072232,0.0,0,True,1.7956189973672019,2.394059789048856,10.090843844867768,8,8.509999956004322,39.72340715010916,39.72340715010916,0.0,False,0.0,2.0,2.0,2,2,0.8978094986836009,1.2830859130408683
