scenario_generator,rank,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_training_parameters,method_tuned_parameters,method_training_episodes,method_train_seed_count,method_validation_seed_count,method_test_seed_count,method_uses_neural_policy,method_uses_decoder,method_checkpoint_version,method_rollout_action_mode,n,ranking_rule,demand_satisfaction_ratio_mean,coalition_success_rate_mean,served_load_rate_mean,optimality_gap_vs_oracle_mean,robots_underassigned_mean,robots_overassigned_mean,travel_distance_m_mean,estimated_arrival_time_s_mean,energy_proxy_wh_mean,communication_messages_mean,runtime_ms_mean
ALL_SCENARIOS,11,replicator_cardinality,Replicator cardinality,model_based,decentralized,baseline,population_game_replicator,model_based_decentralized_baseline,model_based_tuning_optional,distributed_utility_rule,local_deficit_scores,0,0,4,0,0,0,0,False,False,,none,2100,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.8202517786446357,0.5719365079365079,0.5719365079365079,0.5491510432703142,1.512857142857143,0.6228571428571429,30.3455185541778,12.780748027537266,151.727592770889,23.44904761904762,0.1639506656543485
ALL_SCENARIOS,12,bnn_cardinality,BNN cardinality,model_based,decentralized,baseline,bnn_cardinality,model_based_decentralized_baseline,model_based_tuning_optional,distributed_nonlinear_utility_rule,local_deficit_scores,0,0,5,0,0,0,0,False,False,,none,2100,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.846996693782408,0.5976984126984126,0.5976984126984126,0.553341092865813,1.3485714285714285,0.5428571428571428,32.98337786342258,13.929575467285769,164.91688931711292,23.44904761904762,0.16142400153469116
ALL_SCENARIOS,13,smith_cardinality,Smith cardinality,model_based,decentralized,proposed,smith_qr_cardinality,proposed_model_based_variation,model_based_tuning_optional,distributed_smith_qr_rule,local_capacity_scores,0,0,3,0,0,0,0,False,False,,none,2100,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.6848649406149406,0.5590158730158731,0.5590158730158731,0.5921441690062245,2.454761904761905,2.3052380952380953,32.201606317187085,12.444229836844515,161.00803158593547,23.44904761904762,0.16503004745269814
balanced_demand,1,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,centralized_oracle_reference,none,centralized_exact_subset_slot_search,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,400,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.93,0.9,0.9,8.092080101479046e-18,0.4925,0.225,39.151021633138896,15.837209235955086,195.75510816569448,21.0,1.3461790001019835
balanced_demand,2,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,400,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.93,0.9,0.9,8.092080101479046e-18,0.4925,0.225,39.151021633138896,15.837209235955086,195.75510816569448,21.0,1.4145730005111545
balanced_demand,3,mappo_recruitment,MAPPO recruitment checkpoint,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,proposed_data_driven_variation,ctde_ppo_with_bc_warm_start,decentralized_neural_actor_with_quorum_decoder,local_features_plus_centralized_training,4674,9411,12,768,1000,200,200,True,True,sp1-mappo-v5,sampled_policy,400,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9291666666666667,0.8983333333333334,0.8983333333333334,0.00954918048387246,0.5,0.225,39.184827263991004,15.975182371775379,195.92413631995498,21.0,8.06640324939508
balanced_demand,4,hungarian_expanded,Hungarian expanded,classic,centralized,baseline,hungarian_expanded,classic_centralized_baseline,none,centralized_hungarian_assignment,centralized_all_robot_load_pairs,0,0,0,0,0,0,0,False,False,,none,400,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,0.8716666666666666,0.8716666666666666,0.15228815274295343,0.0,0.0,40.73238353634988,16.136798342146758,203.66191768174943,21.0,0.06455075315898284
balanced_demand,5,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,400,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,0.8766666666666666,0.8766666666666666,0.1823245120292934,0.0,0.0,43.11641387017422,19.21466805242241,215.5820693508711,21.0,0.1313172493246384
balanced_demand,6,cbba,CBBA-like auction,sota,decentralized,baseline,cbba_like_auction,sota_decentralized_baseline,none,distributed_auction_proxy,auction_bids,0,0,2,0,0,0,0,False,False,,none,400,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,0.8733333333333334,0.8733333333333334,0.1845201423856335,0.0,0.0,42.73097290195898,19.183123601979148,213.65486450979486,21.0,0.4298697513877414
balanced_demand,7,primal_dual_wrench_market,Primal-dual wrench market,model_based,decentralized,proposed,primal_dual_wrench_proxy,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_wrench_rule,local_deficit_capacity_wrench_prices,0,0,5,0,0,0,0,False,False,,none,400,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9989583333333333,0.8758333333333335,0.8758333333333335,0.1869617076351336,0.0075,0.0075,42.821891197097486,18.871733511796595,214.10945598548736,21.0,0.613431501260493
balanced_demand,8,local_primal_dual_wrench_market,Local primal-dual wrench market,model_based,decentralized_local,proposed,local_primal_dual_wrench_proxy,proposed_local_variation,model_based_tuning_optional,local_primal_dual_wrench_rule,radius_limited_local_scores,0,0,5,0,0,0,0,False,False,,none,400,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9989583333333333,0.8758333333333335,0.8758333333333335,0.1869617076351336,0.0075,0.0075,42.821891197097486,18.871733511796595,214.10945598548736,21.0,0.6400734969065525
balanced_demand,9,primal_dual_cardinality_capacity,Primal-dual cardinality capacity,model_based,decentralized,proposed,primal_dual_capacity,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_capacity_rule,local_deficit_capacity_prices,0,0,4,0,0,0,0,False,False,,none,400,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9942708333333333,0.8691666666666665,0.8691666666666665,0.1900184372358738,0.04,0.04,42.506909131704035,18.604691100161777,212.53454565852016,21.0,0.6330432498361915
balanced_demand,10,imitation_oracle,Data-driven imitation oracle,data_driven,decentralized,baseline,oracle_imitation_linear,data_driven_baseline,supervised_oracle_imitation,distributed_linear_score_policy,local_robot_load_features,7,7,1,0,1000,200,200,False,False,sp1-imitation-linear-v1,supervised_or_static,400,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9173958333333334,0.7241666666666666,0.7241666666666666,0.31864543321655575,0.56,0.0,34.537894897485586,15.703632464233666,172.6894744874279,21.0,0.6830887479009107
balanced_demand,11,bnn_cardinality,BNN cardinality,model_based,decentralized,baseline,bnn_cardinality,model_based_decentralized_baseline,model_based_tuning_optional,distributed_nonlinear_utility_rule,local_deficit_scores,0,0,5,0,0,0,0,False,False,,none,400,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.89375,0.6833333333333332,0.6833333333333332,0.4076163304426428,0.7125,0.24,37.09069299925328,15.298803216796417,185.4534649962664,21.0,0.15711675281636417
balanced_demand,12,replicator_cardinality,Replicator cardinality,model_based,decentralized,baseline,population_game_replicator,model_based_decentralized_baseline,model_based_tuning_optional,distributed_utility_rule,local_deficit_scores,0,0,4,0,0,0,0,False,False,,none,400,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.8591666666666667,0.6175,0.6175,0.4650162057475727,0.9575,0.3125,33.51489868953254,13.980302095742093,167.5744934476627,21.0,0.15961049823090434
balanced_demand,13,smith_cardinality,Smith cardinality,model_based,decentralized,proposed,smith_qr_cardinality,proposed_model_based_variation,model_based_tuning_optional,distributed_smith_qr_rule,local_capacity_scores,0,0,3,0,0,0,0,False,False,,none,400,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.6959375,0.545,0.545,0.6012612580216099,2.09,1.8525,32.361350386394726,12.71715468977202,161.80675193197362,21.0,0.14575174660421908
monte_carlo,1,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,100,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.8967920412920413,0.8909999999999998,0.8909999999999998,1.0432396508088465e-17,1.12,0.19,35.814223257078964,13.323155921810146,179.07111628539482,30.78,7.073307000100613
monte_carlo,2,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,centralized_oracle_reference,none,centralized_exact_subset_slot_search,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,100,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.8967920412920413,0.8909999999999998,0.8909999999999998,1.0432396508088465e-17,1.12,0.19,35.814223257078964,13.323155921810146,179.07111628539482,30.78,7.199792000465095
monte_carlo,3,mappo_recruitment,MAPPO recruitment checkpoint,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,proposed_data_driven_variation,ctde_ppo_with_bc_warm_start,decentralized_neural_actor_with_quorum_decoder,local_features_plus_centralized_training,4674,9411,12,768,1000,200,200,True,True,sp1-mappo-v5,sampled_policy,100,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.8967920412920413,0.8909999999999998,0.8909999999999998,0.0003455404229280175,1.12,0.19,35.793648052458714,13.387816256310275,178.9682402622936,16.43,35.25645100045949
monte_carlo,4,hungarian_expanded,Hungarian expanded,classic,centralized,baseline,hungarian_expanded,classic_centralized_baseline,none,centralized_hungarian_assignment,centralized_all_robot_load_pairs,0,0,0,0,0,0,0,False,False,,none,100,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9258677988677989,0.8086666666666666,0.8086666666666666,0.1608230748073032,0.8,0.0,35.458770248776055,12.87641088090594,177.29385124388023,30.78,0.06975100026465952
monte_carlo,5,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,100,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9258677988677989,0.7961666666666666,0.7961666666666666,0.20774743901896678,0.8,0.0,37.83173967090049,15.66649046557444,189.1586983545024,16.43,0.15573199023492634
monte_carlo,6,cbba,CBBA-like auction,sota,decentralized,baseline,cbba_like_auction,sota_decentralized_baseline,none,distributed_auction_proxy,auction_bids,0,0,2,0,0,0,0,False,False,,none,100,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9258677988677989,0.7713333333333334,0.7713333333333334,0.23269994191681434,0.8,0.0,37.086098547514354,14.729673356480514,185.4304927375718,16.43,0.5724959878716618
monte_carlo,7,primal_dual_wrench_market,Primal-dual wrench market,model_based,decentralized,proposed,primal_dual_wrench_proxy,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_wrench_rule,local_deficit_capacity_wrench_prices,0,0,5,0,0,0,0,False,False,,none,100,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.8987447829947831,0.745,0.745,0.2690675553063047,0.99,0.56,40.64144980033203,14.927196347708362,203.20724900166024,16.43,0.9227489994373173
monte_carlo,8,primal_dual_cardinality_capacity,Primal-dual cardinality capacity,model_based,decentralized,proposed,primal_dual_capacity,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_capacity_rule,local_deficit_capacity_prices,0,0,4,0,0,0,0,False,False,,none,100,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.8938281163281162,0.7375,0.7375,0.2746148651545637,1.03,0.62,40.36524425422143,14.96853783590804,201.82622127110716,16.43,0.9491590119432658
monte_carlo,9,imitation_oracle,Data-driven imitation oracle,data_driven,decentralized,baseline,oracle_imitation_linear,data_driven_baseline,supervised_oracle_imitation,distributed_linear_score_policy,local_robot_load_features,7,7,1,0,1000,200,200,False,False,sp1-imitation-linear-v1,supervised_or_static,100,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9023475968475969,0.722,0.722,0.29209975290382933,1.0,0.0,34.81915638271196,14.264617299372196,174.09578191355976,16.43,0.7149829948320985
monte_carlo,10,replicator_cardinality,Replicator cardinality,model_based,decentralized,baseline,population_game_replicator,model_based_decentralized_baseline,model_based_tuning_optional,distributed_utility_rule,local_deficit_scores,0,0,4,0,0,0,0,False,False,,none,100,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.8401762404262404,0.6573333333333333,0.6573333333333333,0.4253881447095433,1.47,1.64,44.779481283906364,14.364685087987947,223.8974064195318,16.43,0.192849007435143
monte_carlo,11,bnn_cardinality,BNN cardinality,model_based,decentralized,baseline,bnn_cardinality,model_based_decentralized_baseline,model_based_tuning_optional,distributed_nonlinear_utility_rule,local_deficit_scores,0,0,5,0,0,0,0,False,False,,none,100,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.8650694583194583,0.675,0.675,0.42707145621076203,1.27,1.51,47.10418791212202,15.069516317528254,235.5209395606101,16.43,0.19396900082938373
monte_carlo,12,smith_cardinality,Smith cardinality,model_based,decentralized,proposed,smith_qr_cardinality,proposed_model_based_variation,model_based_tuning_optional,distributed_smith_qr_rule,local_capacity_scores,0,0,3,0,0,0,0,False,False,,none,100,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.6968304195804197,0.5726666666666668,0.5726666666666668,0.5670481365280032,2.72,3.17,45.3932202644447,13.840686800933545,226.96610132222347,16.43,0.1983859995380044
monte_carlo,13,local_primal_dual_wrench_market,Local primal-dual wrench market,model_based,decentralized_local,proposed,local_primal_dual_wrench_proxy,proposed_local_variation,model_based_tuning_optional,local_primal_dual_wrench_rule,radius_limited_local_scores,0,0,5,0,0,0,0,False,False,,none,100,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.682576701076701,0.4601666666666667,0.4601666666666667,0.5698544546914956,2.69,0.57,25.707289804953547,9.670809380193166,128.53644902476776,16.43,0.7554829923901707
over_demand,1,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,centralized_oracle_reference,none,centralized_exact_subset_slot_search,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.6454791666666668,0.6634375,0.6634375,5.2070680456569935e-18,3.5525,0.18625,33.66662351173215,14.460130395423382,168.33311755866075,28.0,2.2888391262677033
over_demand,2,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.6454791666666668,0.6634375,0.6634375,5.2070680456569935e-18,3.5525,0.18625,33.66662351173215,14.460130395423382,168.33311755866075,28.0,2.3471943753247615
over_demand,3,mappo_recruitment,MAPPO recruitment checkpoint,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,proposed_data_driven_variation,ctde_ppo_with_bc_warm_start,decentralized_neural_actor_with_quorum_decoder,local_features_plus_centralized_training,4674,9411,12,768,1000,200,200,True,True,sp1-mappo-v5,sampled_policy,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.6458472222222221,0.6621875,0.6621875,0.005308240071168543,3.54875,0.195,33.5705634123493,14.479199999363834,167.8528170617465,28.0,13.743470373592572
over_demand,4,hungarian_expanded,Hungarian expanded,classic,centralized,baseline,hungarian_expanded,classic_centralized_baseline,none,centralized_hungarian_assignment,centralized_all_robot_load_pairs,0,0,0,0,0,0,0,False,False,,none,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.7208333333333334,0.48,0.48,0.4885092765017955,2.75,0.0,33.706545249149656,13.515082380252707,168.5327262457483,28.0,0.06716862641042098
over_demand,5,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.7208333333333334,0.48125,0.48125,0.5015076342391854,2.75,0.0,34.917015129946236,15.272666411357582,174.58507564973118,28.0,0.1401427507516928
over_demand,6,cbba,CBBA-like auction,sota,decentralized,baseline,cbba_like_auction,sota_decentralized_baseline,none,distributed_auction_proxy,auction_bids,0,0,2,0,0,0,0,False,False,,none,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.7208333333333334,0.4275,0.4275,0.6119839454564713,2.75,0.0,34.7688417590932,15.135889559437219,173.844208795466,28.0,0.43244150045211427
over_demand,7,imitation_oracle,Data-driven imitation oracle,data_driven,decentralized,baseline,oracle_imitation_linear,data_driven_baseline,supervised_oracle_imitation,distributed_linear_score_policy,local_robot_load_features,7,7,1,0,1000,200,200,False,False,sp1-imitation-linear-v1,supervised_or_static,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.7066145833333334,0.4140625,0.4140625,0.6139985950765143,2.88125,0.0,32.985334920827114,14.131563603284322,164.92667460413563,28.0,0.690911749843508
over_demand,8,smith_cardinality,Smith cardinality,model_based,decentralized,proposed,smith_qr_cardinality,proposed_model_based_variation,model_based_tuning_optional,distributed_smith_qr_rule,local_capacity_scores,0,0,3,0,0,0,0,False,False,,none,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.5714479166666666,0.3825,0.3825,0.641163046383277,4.15375,1.30375,29.877858763692494,11.858654900594608,149.38929381846248,28.0,0.18770537804812193
over_demand,9,replicator_cardinality,Replicator cardinality,model_based,decentralized,baseline,population_game_replicator,model_based_decentralized_baseline,model_based_tuning_optional,distributed_utility_rule,local_deficit_scores,0,0,4,0,0,0,0,False,False,,none,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.6954305555555556,0.29625,0.29625,0.8883412439610447,2.97875,0.0675,35.02744631734189,14.330466800054458,175.13723158670945,28.0,0.16746875073295087
over_demand,10,bnn_cardinality,BNN cardinality,model_based,decentralized,baseline,bnn_cardinality,model_based_decentralized_baseline,model_based_tuning_optional,distributed_nonlinear_utility_rule,local_deficit_scores,0,0,5,0,0,0,0,False,False,,none,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.7104409722222222,0.29,0.29,0.9570809339073716,2.84,0.01875,38.166409937342266,15.615654239080257,190.83204968671131,28.0,0.16603612413746305
over_demand,11,primal_dual_cardinality_capacity,Primal-dual cardinality capacity,model_based,decentralized,proposed,primal_dual_capacity,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_capacity_rule,local_deficit_capacity_prices,0,0,4,0,0,0,0,False,False,,none,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.7207083333333334,0.28125,0.28125,1.0072411124741905,2.75125,0.00125,37.627704725113155,15.827696459090719,188.13852362556577,28.0,0.6345887515635695
over_demand,12,primal_dual_wrench_market,Primal-dual wrench market,model_based,decentralized,proposed,primal_dual_wrench_proxy,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_wrench_rule,local_deficit_capacity_wrench_prices,0,0,5,0,0,0,0,False,False,,none,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.7208333333333334,0.27375,0.27375,1.0371733024581364,2.75,0.0,38.036717460235394,16.070280585107422,190.18358730117697,28.0,0.6227516218496021
over_demand,13,local_primal_dual_wrench_market,Local primal-dual wrench market,model_based,decentralized_local,proposed,local_primal_dual_wrench_proxy,proposed_local_variation,model_based_tuning_optional,local_primal_dual_wrench_rule,radius_limited_local_scores,0,0,5,0,0,0,0,False,False,,none,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.7208333333333334,0.27375,0.27375,1.0371733024581364,2.75,0.0,38.036717460235394,16.070280585107422,190.18358730117697,28.0,0.6425933743594214
under_demand,1,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,centralized_oracle_reference,none,centralized_exact_subset_slot_search,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,800,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9989583333333334,0.9983333333333333,0.9983333333333333,4.381796266639463e-19,0.005,0.37375,21.105223104188127,11.165450010896938,105.52611552094064,21.0,2.9638316288765054
