world_key,world_id,world_seed,world_digest,scenario,scenario_label,capacity_cv,realized_cv,pressure,N,K,total_capacity,total_demand,critical_radius_m
E3:uniform:p0.7:cv0.0:r19,uniform-p0.7-r19,3342928629,ba07ae765fd4eac1a27430590479fd6cd9a4bb147c84a6b70dddf66b367a6541,uniform,Aleatorio,0.0,0.0,0.7,16,5,80.0,55.99999999999999,32.19119258147395
E3:uniform:p0.7:cv0.0:r20,uniform-p0.7-r20,3369561054,7911ea36872a22e0aafe46f77ccc8ad3fc54becad71b5c65948f30c39a19ab0c,uniform,Aleatorio,0.0,0.0,0.7,16,5,80.0,56.00000000000001,41.14171447625145
E3:uniform:p0.7:cv0.0:r21,uniform-p0.7-r21,3809875074,89ba31a60e38f36a93e7bf6024d25830a65a9aec68cad2dbb4b12dfcc0b633d1,uniform,Aleatorio,0.0,0.0,0.7,16,5,80.0,56.0,28.76340478559796
E3:uniform:p0.7:cv0.0:r22,uniform-p0.7-r22,3413228350,9bf9114743cb98e251c5915c1a7d16cc78749f9458a6fa04aba8d7b6a359beb9,uniform,Aleatorio,0.0,0.0,0.7,16,5,80.0,56.0,36.88628667694655
E3:uniform:p0.7:cv0.0:r23,uniform-p0.7-r23,3272467284,bfb751d4caae7f456d3800a162ebaf52c658c84bf4f80ebf083bff31d3a283fe,uniform,Aleatorio,0.0,0.0,0.7,16,5,80.0,56.0,37.76630655595071
E3:uniform:p0.7:cv0.0:r24,uniform-p0.7-r24,65705381,356d2a848b1c4de63a395c56beaca3d996e73a77645f2e0449022d83495c9819,uniform,Aleatorio,0.0,0.0,0.7,16,5,80.0,56.0,35.366141261894754
E3:uniform:p0.7:cv0.0:r25,uniform-p0.7-r25,1027877603,a3a3afdf83d907f49fb52d2c85d913a5c84d2fd96d6cb5f266daab7c9892eda5,uniform,Aleatorio,0.0,0.0,0.7,16,5,80.0,56.00000000000001,31.175689634142618
E3:uniform:p0.7:cv0.0:r26,uniform-p0.7-r26,64255680,b1dc31a15cc9b6ddbb38155e1f7fc67884d50beb2fc09026bce5317914d1a76a,uniform,Aleatorio,0.0,0.0,0.7,16,5,80.0,56.00000000000001,33.73342282005504
E3:uniform:p0.7:cv0.0:r27,uniform-p0.7-r27,824393176,0926c812b38d67380b28868d4eef2a5429c4df5d92566efca971ed653b9e9921,uniform,Aleatorio,0.0,0.0,0.7,16,5,80.0,56.0,49.37165260548256
E3:uniform:p0.7:cv0.0:r28,uniform-p0.7-r28,2956999919,e9911233d44588753ced3ab599446edc39733ff686163db112efca465a44f9e1,uniform,Aleatorio,0.0,0.0,0.7,16,5,80.0,56.00000000000001,35.15258518623373
E3:uniform:p0.7:cv0.0:r29,uniform-p0.7-r29,520254157,6ba48b16e2739235d2c5aaedc8bc53b517140969ba5f0dd187c495044bd88a92,uniform,Aleatorio,0.0,0.0,0.7,16,5,80.0,56.0,33.63232405516921
E3:uniform:p0.85:cv0.0:r0,uniform-p0.85-r0,882186141,9e381ae1180b940c3b68ecf024de6da7a574e9a44b96c46831fcc791937cc4f3,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,46.83490792441626
E3:uniform:p0.85:cv0.0:r1,uniform-p0.85-r1,3733330464,a20bb45896157a385b3ede240c2d5d5ea2717c51e785cb02f251bdf7ef4e1064,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,31.015857680926427
E3:uniform:p0.85:cv0.0:r2,uniform-p0.85-r2,4099854664,21197f200ee54ec7c0d1420055e3c23fdaa857d39fd2ffc06e261ba2b5158798,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,67.99999999999999,38.42184783154836
E3:uniform:p0.85:cv0.0:r3,uniform-p0.85-r3,1785727076,6f47872d2fc93daf97824a4534946ff4566909f117c51c2c87083623c227fc59,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,35.85507558233978
E3:uniform:p0.85:cv0.0:r4,uniform-p0.85-r4,3416451169,c196e6dcea770508108e5c1205a06fad7e5f85eb052df89891fbeb1712e75f82,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,33.72445660042917
E3:uniform:p0.85:cv0.0:r5,uniform-p0.85-r5,2665619808,18e50b56975d95a9b4b37e3e54dbefe06c1f4bb877968bdd7fb29886c27d63ca,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,43.65578261503989
E3:uniform:p0.85:cv0.0:r6,uniform-p0.85-r6,450823386,7b4512b33612b240f15476399eb2f4955d397e5b2b3548255e2ba901b495e60b,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.00000000000001,33.55296786599658
E3:uniform:p0.85:cv0.0:r7,uniform-p0.85-r7,1789444930,d157df58b875122ecfbd72fe9864f3789c0e411113b506c1e7d21d4f5a15f8c8,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,47.57105495082021
E3:uniform:p0.85:cv0.0:r8,uniform-p0.85-r8,3809776803,e813d3033c84cb42155dab926a6ca36ba24bbeac408a93e225ed3a09629014a4,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,33.88991800902711
E3:uniform:p0.85:cv0.0:r9,uniform-p0.85-r9,3647556317,f70b7e8da5120922e55ccc3a07ca42995a704532e008d52b5d57b36d64b975e2,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,34.07496084050332
E3:uniform:p0.85:cv0.0:r10,uniform-p0.85-r10,1270319926,328dcfb214ff7bc8345ab12f6ebc4231858c8c251366f078d38213997c917e6d,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.00000000000001,35.753006962295906
E3:uniform:p0.85:cv0.0:r11,uniform-p0.85-r11,2979121013,767c7ef7ce1dddb13ecf2618c0953cbf127a60e3ae075de8eb8585f1e7f54ae5,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,38.53161869155037
E3:uniform:p0.85:cv0.0:r12,uniform-p0.85-r12,1847241269,e34896143097acd4d66dbce96a81cc303011eae8c4d3130019b5ede7598afdf2,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,37.73782094167252
E3:uniform:p0.85:cv0.0:r13,uniform-p0.85-r13,1232524168,1d8289c983e2e650074c36737641e8ba5370288d1bff7cd266ba03f24e3b9212,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,37.93859092118044
E3:uniform:p0.85:cv0.0:r14,uniform-p0.85-r14,935966116,85ae6cfcfb036d04f931201e7a9fe6d7a0268bdfdcf1a685f8275805873bedab,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,31.90831008747764
E3:uniform:p0.85:cv0.0:r15,uniform-p0.85-r15,1251854064,86fa6108371ad0ed67c1ccde32def227f4095b66eb1b113f5439d4335cbef3f5,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,67.99999999999999,30.31784141152647
E3:uniform:p0.85:cv0.0:r16,uniform-p0.85-r16,815655805,67fe346a2059c56707239a79bec57705063328d376c590a231765b26dcc01cf2,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,33.55116274819569
E3:uniform:p0.85:cv0.0:r17,uniform-p0.85-r17,1323513086,630cc44e39defe29a28e3cd1d2c2974f4b04434d74eb7be104253c63b1413f2b,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,39.7313928061523
E3:uniform:p0.85:cv0.0:r18,uniform-p0.85-r18,3659257948,2b3cb768661552fb53ea2eb67a3b57a3c7afe082307a38e1b5ad4a4d4759e47e,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,42.57179840460736
E3:uniform:p0.85:cv0.0:r19,uniform-p0.85-r19,4134089754,31fddbe197d4e73663600af103811a4e0adb7aedc180c5cba5766cf5b1184bfc,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,34.0953386334319
E3:uniform:p0.85:cv0.0:r20,uniform-p0.85-r20,4227683859,317553c51980e5f35bbfef451e69b798547bdfea8ccc828cc96256453c179078,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,35.8007242882488
E3:uniform:p0.85:cv0.0:r21,uniform-p0.85-r21,619176272,8f4772e9795a42c4965cef9a07168433acbb5e69f2f34c1c02c48b58e5c9d3f6,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,41.68439109283759
E3:uniform:p0.85:cv0.0:r22,uniform-p0.85-r22,1896851065,7a86946550ac1b4ea94739b1b65fa3a11f6d500dd03f463a7bbd4183b0cf4360,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.00000000000001,42.32655784125397
E3:uniform:p0.85:cv0.0:r23,uniform-p0.85-r23,58966994,089c1a981c7902a8d4a8f238b5716f8793e774cc28542b5a3a9836db10a4c521,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,35.59702048721064
E3:uniform:p0.85:cv0.0:r24,uniform-p0.85-r24,1406895126,c940a80ebbfbd2afdb577a3489fec23ea4527e30893e08f9d6c2fb31bff32c9b,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,28.16671078319653
E3:uniform:p0.85:cv0.0:r25,uniform-p0.85-r25,3048525445,1eeee3c47e6efb659969a492a103a8b5ffcc81d013d9aa6cc530ed4b691f527f,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,42.45504354834794
E3:uniform:p0.85:cv0.0:r26,uniform-p0.85-r26,1983452241,4b67469c580d9ef8263fd1c663db41da4cd4d47664a0b769049da3a0c1f3f355,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,39.72043911805045
E3:uniform:p0.85:cv0.0:r27,uniform-p0.85-r27,2952327507,52ef80dd70bc68e947cb32f15e812a286d88574bdd128848751654dbd1468cb9,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,36.98237454059247
E3:uniform:p0.85:cv0.0:r28,uniform-p0.85-r28,1390637063,c8b49d240f81b93f0643caa1c8465031338e4338367feb3d5626aeef39564ef0,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,38.71056030896012
E3:uniform:p0.85:cv0.0:r29,uniform-p0.85-r29,705276251,e56fe4a1b6540b82b9d3b71f2f60c1ad1f4b6f0ab4b1708c077f89b6b63a834c,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,34.49856759148451
E3:uniform:p0.7:cv0.35:r0,uniform-p0.7-r0,3701984000,9428ae2029805dbf4d747047c5d042e08110b04a55ea019794bb194c4a4cf83c,uniform,Aleatorio,0.35,0.4304508959328513,0.7,16,5,80.0,56.0,46.00298524698529
E3:uniform:p0.7:cv0.35:r1,uniform-p0.7-r1,571747695,b1bd39f69f3c8adc8d68a8eac69d12891610348327464e2f9a717d387da2ab15,uniform,Aleatorio,0.35,0.3662687844827105,0.7,16,5,80.00000000000001,55.99999999999999,40.14725717196886
E3:uniform:p0.7:cv0.35:r2,uniform-p0.7-r2,1988312877,c45cfe70d63766942280c7eba69033b9ebf97077b3a02f375048246f11975ded,uniform,Aleatorio,0.35,0.2433150783539456,0.7,16,5,80.0,56.0,28.612368857305817
E3:uniform:p0.7:cv0.35:r3,uniform-p0.7-r3,1189537683,d79691c2506282329109ffafd8d7c29d8922eaacc088e858098cecc8dd27bf7b,uniform,Aleatorio,0.35,0.3975629928479156,0.7,16,5,80.0,56.00000000000001,33.53866800320253
E3:uniform:p0.7:cv0.35:r4,uniform-p0.7-r4,1981484187,e2628cb6c261088a2dfd10be6a38278a7a2412b8b1e9116f3abdb182949df60c,uniform,Aleatorio,0.35,0.3933499679135019,0.7,16,5,80.0,56.0,55.20961057226808
E3:uniform:p0.7:cv0.35:r5,uniform-p0.7-r5,3629322245,332a2c2b45dcea530ef67d34432e682b38c1f0f02c3a23d5bd5117f96a5dd3e6,uniform,Aleatorio,0.35,0.3660921447291453,0.7,16,5,80.0,56.000000000000014,33.49776626420234
E3:uniform:p0.7:cv0.35:r6,uniform-p0.7-r6,2957158640,3d038b86a6ab6071e16d58651a1ce5ee3a9e3624cecb815087a6e333ec7e131a,uniform,Aleatorio,0.35,0.2323311169083265,0.7,16,5,80.0,56.0,41.12276783565244
E3:uniform:p0.7:cv0.35:r7,uniform-p0.7-r7,2500044682,c52e99c396d98b974d608f3432ed2a6ec33a423342623dabb33650c7591d8775,uniform,Aleatorio,0.35,0.3962091616588338,0.7,16,5,80.0,56.0,32.08692321685938
E3:uniform:p0.7:cv0.35:r8,uniform-p0.7-r8,2007413765,11c955443db37ce98fed424a2cf3ae49361d92194220a93952414cefe264911a,uniform,Aleatorio,0.35,0.3112609174558921,0.7,16,5,80.0,56.00000000000001,29.85013030820412
E3:uniform:p0.7:cv0.35:r9,uniform-p0.7-r9,2562270824,1e76999f8eceeddb0f3278fe793a796921484488b09f7fcfd829b804b7d500d6,uniform,Aleatorio,0.35,0.3231498666889869,0.7,16,5,80.00000000000003,56.0,25.867322456448672
E3:uniform:p0.7:cv0.35:r10,uniform-p0.7-r10,3448653903,9b9e332fd84c071ed01b593d6a656535f421786fefd5a759988565b9ab1fa613,uniform,Aleatorio,0.35,0.4070794499002423,0.7,16,5,80.00000000000001,56.0,31.994190638049
E3:uniform:p0.7:cv0.35:r11,uniform-p0.7-r11,2097207730,87677fd9a62caa663a742326b16bc88f9ffcc7c6e8fac196816cc884e51580d1,uniform,Aleatorio,0.35,0.3948270026489457,0.7,16,5,80.00000000000001,56.000000000000014,31.756663684945146
E3:uniform:p0.7:cv0.35:r12,uniform-p0.7-r12,225783977,14b9f45c6675345131a6ce300fe63b86553100854e984f0f2d30c67c397ab0d6,uniform,Aleatorio,0.35,0.3127262724736425,0.7,16,5,80.0,56.000000000000014,35.001168480191545
E3:uniform:p0.7:cv0.35:r13,uniform-p0.7-r13,3031492881,e7d1e01ab45ad6efc21b41e8931d6f456ce9a988aeeee96a80a72c7e3f218bec,uniform,Aleatorio,0.35,0.240400158018747,0.7,16,5,80.0,56.0,39.67467699103543
E3:uniform:p0.7:cv0.35:r14,uniform-p0.7-r14,542061761,d93e78b93e3be5f72a8f7ae95550dcd5d659162be84dc62e8e19ca0f6d308d8d,uniform,Aleatorio,0.35,0.2084441709091101,0.7,16,5,80.0,55.99999999999999,26.56246816960772
E3:uniform:p0.7:cv0.35:r15,uniform-p0.7-r15,4290616468,cb859f86ee46d48b9f226fe42ce77438b672d5268855dc9ce6c6e1c23395d73a,uniform,Aleatorio,0.35,0.4221325409771582,0.7,16,5,80.0,56.0,32.22222741004329
E3:uniform:p0.7:cv0.35:r16,uniform-p0.7-r16,4125919847,e5ebe1e92260279f545588ec4f945347470f4a03dc19f9b5545d53bdb60a70ac,uniform,Aleatorio,0.35,0.2784514624097368,0.7,16,5,80.0,55.99999999999999,34.72679217442666
E3:uniform:p0.7:cv0.35:r17,uniform-p0.7-r17,2743003927,745873cb7ff0bb30bf10dc0940ac713b1a9e7e0b25524edd154619c27b5772b8,uniform,Aleatorio,0.35,0.3935692270314987,0.7,16,5,80.0,55.99999999999999,40.186912641796994
E3:uniform:p0.7:cv0.35:r18,uniform-p0.7-r18,3311675236,124794ff42bd9c001f2024e9c3da2cb98061fc3c7c0bbea0a80a613e2f542bba,uniform,Aleatorio,0.35,0.3031524908110867,0.7,16,5,79.99999999999999,55.99999999999999,36.43222194244305
E3:uniform:p0.7:cv0.35:r19,uniform-p0.7-r19,3342928629,5a958e433cf3581f0049ea78bbc7bc747f9d0b909a8aea6ad2304585589143a1,uniform,Aleatorio,0.35,0.4119764094979358,0.7,16,5,80.0,55.99999999999999,32.19119258147395
E3:uniform:p0.7:cv0.35:r20,uniform-p0.7-r20,3369561054,a669fd02c4be210c69e8a395ce7efd2862b087ade04e3b0dc862fcf4f92b6d03,uniform,Aleatorio,0.35,0.2879403254517068,0.7,16,5,80.0,56.00000000000001,41.14171447625145
E3:uniform:p0.7:cv0.35:r21,uniform-p0.7-r21,3809875074,24c3e3334720eeeeeaedf742cea394a56cd6c050bf41fc127eb8dc4ea2d94dad,uniform,Aleatorio,0.35,0.3027738474256273,0.7,16,5,80.0,56.0,28.76340478559796
E3:uniform:p0.7:cv0.35:r22,uniform-p0.7-r22,3413228350,163defcbe0d0338d0e0e119b5c4dfb78afc5e600f4a236e9d6d3f4a0c8ebd790,uniform,Aleatorio,0.35,0.3748335819219999,0.7,16,5,80.00000000000001,56.0,36.88628667694655
E3:uniform:p0.7:cv0.35:r23,uniform-p0.7-r23,3272467284,30f0cc95f1f1a1d756040a72edc55eccf41d4ce90fed11cc7f5abcf69825ff68,uniform,Aleatorio,0.35,0.2764786998492853,0.7,16,5,80.0,56.0,37.76630655595071
E3:uniform:p0.7:cv0.35:r24,uniform-p0.7-r24,65705381,efd3b7415e8202ad8c8c46ba832196fa185ab8ab62a9057a19bfa2b61518e14c,uniform,Aleatorio,0.35,0.3578190977393135,0.7,16,5,80.0,56.0,35.366141261894754
E3:uniform:p0.7:cv0.35:r25,uniform-p0.7-r25,1027877603,45700cff399067e3f5cac435313fb8a674eb0ba160e0079f801df6e338725b42,uniform,Aleatorio,0.35,0.537110433435468,0.7,16,5,80.0,56.00000000000001,31.175689634142618
E3:uniform:p0.7:cv0.35:r26,uniform-p0.7-r26,64255680,d40fcc8c1fb32186f1872311eb73c6a197860d2d468d0638fcb20c273472c29c,uniform,Aleatorio,0.35,0.2759181641156478,0.7,16,5,80.00000000000001,56.00000000000001,33.73342282005504
E3:uniform:p0.7:cv0.35:r27,uniform-p0.7-r27,824393176,03ce624938bb26b2adb6eece7be5d9f2b6547946740bf5af467d39f02c5903ae,uniform,Aleatorio,0.35,0.2866228214987715,0.7,16,5,80.00000000000001,56.0,49.37165260548256
E3:uniform:p0.7:cv0.35:r28,uniform-p0.7-r28,2956999919,76113d3ecaed7b24860d6394e5fec9b81d08b4d010cb92bacababb61c608d74e,uniform,Aleatorio,0.35,0.3476217183970941,0.7,16,5,80.0,56.00000000000001,35.15258518623373
E3:uniform:p0.7:cv0.35:r29,uniform-p0.7-r29,520254157,afdbd60d56413c4bcba2f7818be9d0fc44ca4271517b95635b6c60899e4be9f1,uniform,Aleatorio,0.35,0.4243388083916558,0.7,16,5,80.0,56.0,33.63232405516921
E3:uniform:p0.85:cv0.35:r0,uniform-p0.85-r0,882186141,713666f5323bb8ba0cf0cf4d15ac3b77bbbf87fc28f929d48c051f5ff61530d8,uniform,Aleatorio,0.35,0.2847121009890847,0.85,16,5,80.0,68.0,46.83490792441626
E3:uniform:p0.85:cv0.35:r1,uniform-p0.85-r1,3733330464,3292758a110593c1be3cba4dfbe0d33712331f41eb3be5f776fcf1f5ebcc05e0,uniform,Aleatorio,0.35,0.212680850929159,0.85,16,5,80.0,68.0,31.015857680926427
E3:uniform:p0.85:cv0.35:r2,uniform-p0.85-r2,4099854664,6bc607ce169695cf8a90338797d074f12318d007d6047afd7178925b02043714,uniform,Aleatorio,0.35,0.3237848669604057,0.85,16,5,80.0,67.99999999999999,38.42184783154836
E3:uniform:p0.85:cv0.35:r3,uniform-p0.85-r3,1785727076,dea46eae17f053b6a8c47de816b9fcb382bd3737cb47fad05018736b11d95794,uniform,Aleatorio,0.35,0.2495983453645727,0.85,16,5,79.99999999999999,68.0,35.85507558233978
E3:uniform:p0.85:cv0.35:r4,uniform-p0.85-r4,3416451169,9b5d9903067d647659c2ca322baf0c5dea922e0682f02005ca4d5fbe8436db60,uniform,Aleatorio,0.35,0.2102120115950925,0.85,16,5,80.0,68.0,33.72445660042917
E3:uniform:p0.85:cv0.35:r5,uniform-p0.85-r5,2665619808,9387558be252c5411b2f154adb93a29db3eafd5af85aeada6b5238749459d5b7,uniform,Aleatorio,0.35,0.3979262713648556,0.85,16,5,80.0,68.0,43.65578261503989
E3:uniform:p0.85:cv0.35:r6,uniform-p0.85-r6,450823386,7dee931d4559e85319b52535d3a2a729dd4712a389c4840d61f242abeba401f2,uniform,Aleatorio,0.35,0.2762233418617821,0.85,16,5,80.0,68.00000000000001,33.55296786599658
E3:uniform:p0.85:cv0.35:r7,uniform-p0.85-r7,1789444930,11ef48fa0d5edfe9aa78b48ac5dded177207fbafc71ff9aeea6244015e7bd98b,uniform,Aleatorio,0.35,0.3557646361303422,0.85,16,5,80.0,68.0,47.57105495082021
E3:uniform:p0.85:cv0.35:r8,uniform-p0.85-r8,3809776803,6ee68a8bed80ef35291fa844608a89455b46c8b46e77b1208417401e0dfe051c,uniform,Aleatorio,0.35,0.4261589208117493,0.85,16,5,80.0,68.0,33.88991800902711
E3:uniform:p0.85:cv0.35:r9,uniform-p0.85-r9,3647556317,76faf27cbc55c29488d1226b334f2fc2057e4bcc95d28eeb0dd216f4eaf7044e,uniform,Aleatorio,0.35,0.2013692056745208,0.85,16,5,80.0,68.0,34.07496084050332
E3:uniform:p0.85:cv0.35:r10,uniform-p0.85-r10,1270319926,31dcb6ce7f0698607e10fab262ed4cf62c1dcdbf6fe83b2b00882cddea319f28,uniform,Aleatorio,0.35,0.2591660275001475,0.85,16,5,80.0,68.00000000000001,35.753006962295906
E3:uniform:p0.85:cv0.35:r11,uniform-p0.85-r11,2979121013,1a6a4ec1d862f089bd37874b8e65bf43816336e2a3b797bca04aeb4e62961f15,uniform,Aleatorio,0.35,0.304082630473704,0.85,16,5,80.0,68.0,38.53161869155037
E3:uniform:p0.85:cv0.35:r12,uniform-p0.85-r12,1847241269,66b57701eb04a9a892e95b0dd99d70e06ea1ad1cadd8a6098ffeff1a3401bd25,uniform,Aleatorio,0.35,0.2929141049229579,0.85,16,5,80.0,68.0,37.73782094167252
E3:uniform:p0.85:cv0.35:r13,uniform-p0.85-r13,1232524168,d3b627c50ddd9d76b81328d4371bed7fe4b9f5c92f479db5255213783d485137,uniform,Aleatorio,0.35,0.3828212869779727,0.85,16,5,80.0,68.0,37.93859092118044
E3:uniform:p0.85:cv0.35:r14,uniform-p0.85-r14,935966116,05b700c3e96b1716b31636c2b852a657ee9ed78c7c4314056b49bebeaa6d3d5e,uniform,Aleatorio,0.35,0.2739213008207268,0.85,16,5,80.0,68.0,31.90831008747764
E3:uniform:p0.85:cv0.35:r15,uniform-p0.85-r15,1251854064,f8625438360ce83a6742d53ddda1fb408d116cf8867994567a19e77069121783,uniform,Aleatorio,0.35,0.3472336740883222,0.85,16,5,79.99999999999997,67.99999999999999,30.31784141152647
E3:uniform:p0.85:cv0.35:r16,uniform-p0.85-r16,815655805,8f1f5c9e611a68e64fbcff492f0776cb6609cbf841639e2764421fcd6075949c,uniform,Aleatorio,0.35,0.3427217772183612,0.85,16,5,80.0,68.0,33.55116274819569
E3:uniform:p0.85:cv0.35:r17,uniform-p0.85-r17,1323513086,7b17aff283e3b58d50b1cf3ce7ffcfdecc071d3ad087c0eceab34dbf43b8967c,uniform,Aleatorio,0.35,0.3983680802096844,0.85,16,5,79.99999999999999,68.0,39.7313928061523
