source_path,locator,label,type,assumptions,domain,units,proof_status,dependencies,counterexample_check,claim_id,evidence_id,verdict,rationale,auditor,result_id,title,recommended_destination
"paper/sec_comunicacion.tex","L561-L579","pr:contraccion-proyectada","proposicion","Hereda K convexo cerrado; F diferenciable con jacobiano simetrico acotado en orden de Loewner entre mu I y L_F I.","Paso proyectado de gradiente; no cubre operadores monotones generales con parte antisimetrica.","alpha tiene unidades x/F; kappa_F y q son adimensionales. La segunda formula presupone objetivo normalizado.","COMPLETE_WITH_IMPLICIT_SCOPE: argumento de hessiana media y no expansividad es valido si F es gradiente/jacobiano simetrico.","th:vi-robusta; objetivo J de trafico definido en el enunciado.","Para un operador monotono Lipschitz no simetrico la formula max de autovalores no aplica; el supuesto Loewner debe leerse como simetria.","NONE_IN_DOCS_04","SOURCE_PROOF_ONLY:paper/sec_comunicacion.tex:L561-L579","PASS","Es correcto como paso de gradiente de un potencial suave fuertemente convexo, pero no debe presentarse como resultado para toda VI monotona.","formal_audit_b","PAPER-FR-0061-pr:contraccion-proyectada","Contraccion del paso proyectado y numero de condicion estrategico","monograph"
"paper/sec_comunicacion.tex","L591-L610","pr:seguimiento-conectividad","proposicion","Grafo fijo no dirigido y conexo, z permanece en 1-perp, k>0, d acotada y proyectada al desacuerdo; varios supuestos son solo implicitos.","Consenso lineal continuo con perturbacion; composicion instantanea con una VI fuertemente monotona.","k lambda_2 es 1/s; d es z/s. B z tiene unidades de perturbacion de F.","PARTIAL: Lyapunov prueba una bola ultima, pero no justifica preservacion de 1-perp ni explicita la aplicacion temporal de la VI.","th:vi-robusta.","Si d tiene componente de promedio, z deja 1-perp y la cota por lambda_2 no controla esa componente; si lambda_2=0 el resultado es indefinido.","NONE_IN_DOCS_04","SOURCE_PROOF_ONLY:paper/sec_comunicacion.tex:L591-L610","LIMITED","La cota es valida para el subsistema de desacuerdo de un grafo estatico conectado; el enunciado debe incorporar esas condiciones y separar seguimiento dinamico de sensibilidad estatica.","formal_audit_b","PAPER-FR-0062-pr:seguimiento-conectividad","Seguimiento por conectividad y error de decision","monograph"
"paper/sec_comunicacion.tex","L612-L625","pr:obsolescencia","proposicion","lambda_z absolutamente continua, M_z>0, reset instantaneo del valor publicado, entrega fiable/ordenada y retardo maximo; las condiciones de canal se omiten.","Disparo escalar por umbral y VI estatica; no cubre perdida, reordenamiento ni eventos simultaneos en vuelo.","epsilon_z tiene unidades de precio, M_z precio/s y Delta_z s; consistente.","PARTIAL: argumento de crecimiento Lipschitz correcto en canal ideal, pero el caso retardado necesita definir que conserva el receptor.","th:vi-robusta; mecanismo de eventos distinto de def:etm.","Con paquetes perdidos o reordenados la obsolescencia puede exceder epsilon_z+M_zDelta_z; con M_z=0 la expresion MIET requiere tratar el caso aparte.","NONE_IN_DOCS_04","SOURCE_PROOF_ONLY:paper/sec_comunicacion.tex:L612-L625","LIMITED","La cota es recuperable bajo un contrato de canal estricto que no aparece en el enunciado; no respalda por si sola la red degradada del TFM.","formal_audit_b","PAPER-FR-0063-pr:obsolescencia","Obsolescencia con disparo por eventos","monograph"
"paper/sec_comunicacion.tex","L636-L646","pr:equilibrio-movil","proposicion","F_t uniformemente mu-fuertemente monotono, cero interior diferenciable x*(t), velocidad acotada y solucion completa.","ODE continua sin proyeccion ni restricciones activas.","v/mu tiene unidades de estado si F tiene unidades estado/s.","COMPLETE: Lyapunov establece una bola ultima de radio v/mu.","Ninguna dependencia formal necesaria.","No se encontro contraejemplo en el dominio; si x* llega a la frontera se requiere dinamica proyectada y el proof ya no basta.","NONE_IN_DOCS_04","SOURCE_PROOF_ONLY:paper/sec_comunicacion.tex:L636-L646","PASS","Resultado ISS elemental correcto para un cero interior movil; el alcance excluye conjuntos restringidos.","formal_audit_b","PAPER-FR-0064-pr:equilibrio-movil","Seguimiento de un equilibrio movil","monograph"
"paper/sec_comunicacion.tex","L648-L668","pr:frontera-retardo","proposicion","h>0, kappa>0, retardo constante y modo escalar; positividad solo esta implicita.","Ecuacion diferencial retardada lineal; no se extiende a la red multimodal sin diagonalizacion valida.","h y omega son 1/s, kappa es 1/s y tau es s; consistente.","PARTIAL: se hallan raices imaginarias, pero no se demuestra que sea el primer cruce ni la direccion/transversalidad del cruce.","th:N-ventana y th:intervalo se mencionan solo como lectura, no son necesarios para la algebra.","Las ramas tau_n=(atan(h/omega)+2pi n)/omega deben compararse; falta probar estabilidad para tau<tau* y cruce desestabilizante.","NONE_IN_DOCS_04","SOURCE_PROOF_ONLY:paper/sec_comunicacion.tex:L648-L668","LIMITED","Las ecuaciones de frontera son correctas, pero el calificativo primer cruce exige un argumento espectral adicional.","formal_audit_b","PAPER-FR-0065-pr:frontera-retardo","Frontera modal retardo-ganancia","monograph"
"paper/sec_comunicacion.tex","L680-L701","pr:limite-poblacion","proposicion","Poblacion finita, tasas por agente acotadas y Lipschitz, escalado dependiente de densidad e inicializacion L2 O(1/N).","Aproximacion en horizonte finito de cadenas de Markov por una ODE; no certifica coaliciones atomicas ni tiempo infinito.","Estado y tasas normalizados; C_T absorbe la escala temporal. Sin magnitudes fisicas.","COMPLETE_SKETCH_WITH_PRIMARY_THEOREM: descomposicion martingala, Doob y Gronwall identifican los pasos suficientes.","kurtz1970solutions; sandholm2010population.","No se encontro contraejemplo bajo Lipschitz y horizonte fijo; la conclusion puede fallar en horizonte creciente o tasas no Lipschitz.","NONE_IN_DOCS_04","SOURCE_PROOF_ONLY:paper/sec_comunicacion.tex:L680-L701","PASS","La ley de grandes numeros y la cota cuadratica O(1/N) estan bien delimitadas a horizonte finito; no deben leerse como divisibilidad fisica.","formal_audit_b","PAPER-FR-0066-pr:limite-poblacion","Limite de poblacion para revisiones de Poisson","monograph"
"paper/sec_continuacion.tex","L59-L75","pr:commit","proposicion","Cotas L_d<=V<=U_d, cota superior del coste de transicion y delta>0.","Comparacion determinista de dos compromisos en el mismo estado/reinicio; no garantiza que las cotas sean computables.","C_e, U, L, V y delta deben compartir unidad de coste; consistente.","COMPLETE: cadena de desigualdades exacta.","def:continuaciones y eq:valor-mision.","No se encontro contraejemplo si las cuatro cotas son validas; una cota mal calibrada invalida el certificado, no la proposicion.","NONE_IN_DOCS_04","SOURCE_PROOF_ONLY:paper/sec_continuacion.tex:L59-L75","PASS","Es un certificado suficiente correcto y deliberadamente conservador; su utilidad empirica requiere artefactos separados.","formal_audit_b","PAPER-FR-0067-pr:commit","Commit certificado por cotas","monograph"
"paper/sec_continuacion.tex","L88-L107","pr:presupuesto-progreso","proposicion","W no negativo, rho_0>0, delta>0, todos los intervalos cubren el tiempo y las dos disminuciones son aditivas; varias condiciones no se formalizan.","Contabilidad de una funcion presupuesto, no dinamica fisica.","W es coste; rho_0 coste/s; delta coste y Delta t s. Consistente.","PARTIAL: el proof despeja una desigualdad que en realidad debe asumirse como ley de actualizacion de W.","th:testigo y pr:reloj-seguro se invocan como interpretacion.","Si la mejora de una revision ya esta incluida en el consumo durante el mismo intervalo, restar ambos terminos duplica progreso; hace falta definir incrementos disjuntos.","NONE_IN_DOCS_04","SOURCE_PROOF_ONLY:paper/sec_continuacion.tex:L88-L107","LIMITED","La cota es una identidad contable condicional, no consecuencia de las frases consume y mejora sin una ecuacion de balance precisa.","formal_audit_b","PAPER-FR-0068-pr:presupuesto-progreso","Presupuesto de progreso del testigo","monograph"
"paper/sec_continuacion.tex","L123-L168","pr:recourse","proposicion","Margenes inicialmente no negativos, absolutamente continuos y sin saltos; cotas rho_j>=0; T_rec determinista.","Conservacion temporal de certificados escalares durante recuperacion; no prueba que exista reemplazo ni transicion segura.","m_j/rho_j es s solo si cada rho_j conserva la unidad de m_j por segundo; el minimo mezcla tiempos, no margenes.","PARTIAL: integracion correcta, pero no trata rho_j=0 para todos, margen inicial cero ni resets de modo.","def:margen-vectorial; th:prima se cita solo como uso.","Si algun margen salta negativamente por perdida de contacto, la cota derivativa entre saltos no protege; si el conjunto rho_j>0 es vacio, T_hold debe definirse como infinito.","NONE_IN_DOCS_04","SOURCE_PROOF_ONLY:paper/sec_continuacion.tex:L123-L168","LIMITED","Condicion suficiente valida para margenes continuos con convenciones de borde; el enunciado necesita esas convenciones y no acredita recourse fisico.","formal_audit_b","PAPER-FR-0069-pr:recourse","Condicion suficiente de recourse","monograph"
"paper/sec_continuacion.tex","L205-L226","th:externalidad-atomica","teorema","Coste propio separable, externalidad marginal exacta, interacciones por pares simetricas y continuaciones bien definidas.","Juego de trayectorias con desviaciones unilaterales finitas; no exige convexidad para la identidad ni da optimalidad global.","Todos los sumandos de J_a y P comparten unidad de coste.","COMPLETE: cancelacion exacta de la externalidad y de pares no incidentes.","def:continuaciones; definicion local de H y rho.","No se encontro contraejemplo bajo simetria; una interaccion asimetrica o externalidad aproximada rompe la igualdad.","NONE_IN_DOCS_04","SOURCE_PROOF_ONLY:paper/sec_continuacion.tex:L205-L226","PASS","La identidad de potencial exacto esta correctamente demostrada para la estructura especificada; no hereda convexidad ni ejecutabilidad.","formal_audit_b","PAPER-FR-0070-th:externalidad-atomica","Externalidad atomica exacta","monograph"
"paper/sec_continuacion.tex","L250-L269","pr:smith-caja","proposicion","T_i>0 y lambda_i>=0; J diferenciable y accion escalar; los signos se omiten en el enunciado.","Flujo continuo por coordenada en una caja; no demuestra convergencia a minimo ni estabilidad digital.","lambda_i debe escalar el tiempo inverso al gradiente; no se declara normalizacion.","COMPLETE_WITH_MISSING_ASSUMPTIONS: tangencia y dot J<=0 se prueban por casos.","J y gamma_i definidos localmente.","Con lambda_i<0 el flujo asciende e invierte las tangencias; por eso el signo omitido es material.","NONE_IN_DOCS_04","SOURCE_PROOF_ONLY:paper/sec_continuacion.tex:L250-L269","LIMITED","El calculo es correcto si T_i y lambda_i son no negativos; faltan esos supuestos y no hay resultado de convergencia.","formal_audit_b","PAPER-FR-0071-pr:smith-caja","Dinamica Smith en caja","monograph"
"paper/sec_continuacion.tex","L283-L298","pr:convolucion-intencion","proposicion","S definida positiva, Sigma_b semidefinida y variable euclidea gaussiana; no se enuncian.","Convolucion gaussiana en R^n; una pose angular en SE(2) no es globalmente gaussiana.","S y Sigma son covarianzas de pose al cuadrado; determinante y exponente son consistentes en coordenadas comunes.","SKETCH: se invoca la convolucion y Monte Carlo, sin completar cuadrados ni normalizacion.","co:tensado se usa despues; no es necesario para la identidad.","Con S singular o una distribucion envuelta de orientacion la formula no esta definida o no es exacta.","NONE_IN_DOCS_04","SOURCE_PROOF_ONLY:paper/sec_continuacion.tex:L283-L298","LIMITED","Formula correcta para gaussianas euclideas no degeneradas, pero el enunciado omite definitud y no justifica el uso global sobre pose.","formal_audit_b","PAPER-FR-0072-pr:convolucion-intencion","Intencion publicada con incertidumbre","monograph"
"paper/sec_continuacion.tex","L311-L328","pr:conectividad-acumulada","proposicion","L(t) laplaciano simetrico no negativo, c>0, e_I permanece en 1-perp y la senal es absolutamente continua; supuestos implicitos.","Consenso continuo con grafo variable; la integral de lambda_2 puntual es una condicion suficiente, no joint-connectivity general.","c lambda_2 tiene 1/s; el log es adimensional y T_G es s.","COMPLETE_WITH_IMPLICIT_SCOPE: Rayleigh y Gronwall prueban la cota para laplacianos no dirigidos.","Ninguna dependencia formal necesaria.","Si los grafos dirigidos no son balanceados o e_I abandona 1-perp, lambda_2 no controla la norma. Grafos instantaneamente desconectados pueden mezclar por union aunque esta condicion no lo detecte.","NONE_IN_DOCS_04","SOURCE_PROOF_ONLY:paper/sec_continuacion.tex:L311-L328","LIMITED","La desigualdad es valida en el caso simetrico preservador del promedio, pero esos supuestos deben aparecer en el enunciado.","formal_audit_b","PAPER-FR-0073-pr:conectividad-acumulada","Conectividad acumulada antes del conflicto","monograph"
"paper/sec_continuacion.tex","L464-L479","pr:certificado-gradiente","proposicion","Phi diferenciable m-fuertemente convexa en R^n; para FW, Phi convexa diferenciable y K caja compacta no vacia.","Dos cotas de suboptimalidad convexa; sin restricciones en la primera y caja en la segunda.","Gradiente al cuadrado dividido por m tiene unidad de Phi; G_FW tambien.","COMPLETE: minorante cuadratico y desigualdad de primer orden convexa.","Ninguna dependencia formal necesaria.","No se encontro contraejemplo bajo m>0 y caja compacta; para conjunto no acotado el maximo FW puede no existir.","NONE_IN_DOCS_04","SOURCE_PROOF_ONLY:paper/sec_continuacion.tex:L464-L479","PASS","Ambas cotas son estandar y estan demostradas correctamente con el dominio correspondiente.","formal_audit_b","PAPER-FR-0074-pr:certificado-gradiente","Certificado de calidad por residual","monograph"
"paper/sec_continuacion.tex","L577-L587","le:valoracion-2c","lema","c>=0, error uniforme y existencia de minimizadores Bhat y B*.","Seleccion sobre un conjunto de propuestas; no requiere convexidad.","Psi, Psihat y c comparten unidad de valor/coste.","COMPLETE: tres aplicaciones directas de la cota uniforme y optimalidad estimada.","Ninguna dependencia formal necesaria.","No se encontro contraejemplo; sin error uniforme el factor 2 no esta garantizado.","NONE_IN_DOCS_04","SOURCE_PROOF_ONLY:paper/sec_continuacion.tex:L577-L587","PASS","La cota 2c esta correctamente probada y es util como certificado determinista, con existencia de argmin implicita.","formal_audit_b","PAPER-FR-0075-le:valoracion-2c","Error de valoracion de propuestas","monograph"
"paper/sec_degradacion.tex","L22-L70","th:degradacion","teorema","Regularizacion positiva; los incisos (iii)-(iv) no fijan matriz KKT, norma, constantes ni operador contractivo.","Mezcla un QP singular regularizado, distancia a frontera factible y canal de consenso en un unico resultado.","a, delta y eta tienen naturalezas y escalas distintas; min{a,delta,eta} y q aproximado no son dimensionalmente definidos sin normalizacion.","INVALID_MIXED: (i)-(ii) tienen algebra singular valida en un regimen, (iii) se afirma por transporte y (iv) por composicion sin prueba.","th:autoridad; th:robusto; th:mapa, ninguno auditado aqui.","El condicionamiento de una KKT no crece necesariamente al acercarse una demanda a la frontera con matriz y conjunto bien condicionados; q aproximado no define cota. Ademas el teorema usa componentes con unidades incompatibles.","NONE_IN_DOCS_04","SOURCE_PROOF_ONLY:paper/sec_degradacion.tex:L22-L70","FAIL","Un teorema unico no puede heredar los incisos exactos a las leyes de condicionamiento y rondas no demostradas; deben separarse y normalizarse.","formal_audit_b","PAPER-FR-0076-th:degradacion","Degradacion de recursos","archive-only"
"paper/sec_degradacion.tex","L101-L107","co:guarda-global","corolario","Depende de los cuatro incisos de th:degradacion y de co:guarda; no declara constantes de condicionamiento.","Guarda escalar de autoridad para tres propiedades heterogeneas.","kappa sqrt(epsilon_lambda) comparte unidad con a solo en el QP normalizado; no controla delta ni eta.","MISSING_AND_DEPENDS_ON_FAIL: no hay proof y la dependencia principal tiene incisos invalidos.","co:guarda; th:degradacion.","Fijar a no fija delta ni eta; dos instancias con igual a y distinta distancia a frontera/canal tienen condicionamiento y rondas diferentes.","NONE_IN_DOCS_04","SOURCE_STATEMENT_ONLY:paper/sec_degradacion.tex:L101-L107","FAIL","La guarda de autoridad puede acotar residual/esfuerzo del QP, pero no simultaneamente condicionamiento y mezcla de red como se afirma.","formal_audit_b","PAPER-FR-0077-co:guarda-global","Guarda espectral acoplada","archive-only"
"paper/sec_estimacion.tex","L44-L100","pr:cubo","proposicion","Incrementos de rueda independientes y varianza proporcional a distancia; falta hipotesis de angulo pequeno/linealizacion.","Odometria de marcha recta; la prueba reemplaza sin declararlo sin(theta) por theta y usa un limite browniano.","Varianzas de rumbo rad^2, longitudinal m^2 y transversal m^2; las leyes Theta comparan cada magnitud consigo misma.","INVALID_FOR_STATED_MODEL: el proof demuestra el modelo linealizado, no la odometria trigonometrica global de eq:odometria.","eq:odometria; eq:sigma-delta.","A distancias asintoticamente grandes el rumbo difunde y sin(theta) queda acotado; la varianza transversal crece linealmente, no como Theta(d^3).","NONE_IN_DOCS_04","SOURCE_PROOF_ONLY:paper/sec_estimacion.tex:L44-L100","FAIL","La ley cubica es local/preasintotica bajo linealizacion de rumbo; presentada como Theta(d) global bajo el modelo exacto es falsa.","formal_audit_b","PAPER-FR-0078-pr:cubo","La incertidumbre transversal crece con el cubo de la distancia","archive-only"
"paper/sec_estimacion.tex","L139-L153","pr:interseccion","proposicion","Estimaciones insesgadas/consistentes y covarianzas definidas positivas; omega en [0,1]. Los supuestos de consistencia se omiten.","Covariance Intersection lineal con correlacion cruzada desconocida; no cubre directamente medias en SE(2) sin carta local.","Covarianzas y matrices de informacion son dimensionalmente compatibles solo en coordenadas con escala comun.","MISSING: se cita julier1997ci pero no se da demostracion ni se verifica el orden de dominancia afirmado.","julier1997ci.","Si una covarianza reportada ya es optimista/inconsistente, CI no la vuelve consistente; la frase para cualquier correlacion requiere entradas consistentes.","NONE_IN_DOCS_04","SOURCE_STATEMENT_ONLY:paper/sec_estimacion.tex:L139-L153","LIMITED","Resultado bibliografico util, pero faltan sus hipotesis esenciales y una pose en variedad requiere formulacion local explicita.","formal_audit_b","PAPER-FR-0079-pr:interseccion","Fusion consistente sin conocer la correlacion","background"
"paper/sec_estimacion.tex","L155-L190","th:asimetria","teorema","Supone independencia condicional para log-odds, consenso que recupera suma y promedio aritmetico como unica fusion de pose; no se enuncian.","Comparacion de cartografia de ocupacion y localizacion cooperativa; formula una imposibilidad general.","Log-odds adimensionales; pose mezcla m y rad sin metrica declarada.","INVALID_OVERGENERALIZATION: el proof enumera dificultades, no demuestra la imposibilidad ni la dicotomia final.","le:aditividad; th:mapa; pr:interseccion.","Existen estimadores distribuidos sobre SE(2) y filtros de informacion que mantienen correlaciones; por tanto localizacion no admite solo CI o centralizacion. Promediar log-odds tampoco equivale automaticamente a fusion bayesiana sin ponderacion/independencia.","NONE_IN_DOCS_04","SOURCE_PROOF_ONLY:paper/sec_estimacion.tex:L155-L190","FAIL","La asimetria practica es razonable, pero el teorema convierte limitaciones de un promedio ingenuo en una imposibilidad universal no probada.","formal_audit_b","PAPER-FR-0080-th:asimetria","Asimetria entre cartografiar y localizar","archive-only"
"paper/sec_estimacion.tex","L210-L241","co:tensado","corolario","Error posicional gaussiano puntual, Sigma_xy valida y barrera 1-Lipschitz en posicion; faltan orientacion, dependencia temporal y probabilidad conjunta.","Tensado elipsoidal de una estimacion instantanea; el enunciado lo transfiere a invariancia de trayectoria.","d_tens en m; consistente para covarianza posicional m^2.","MISSING_AND_OVERCLAIMED: no hay proof de la transferencia a le:astop/th:astop-cuerpo.","pr:pose; le:astop; th:astop-cuerpo.","Una cobertura 1-alpha por muestra no implica probabilidad 1-alpha de invariancia durante multiples muestras; la union de fallos y error angular pueden violarla.","NONE_IN_DOCS_04","SOURCE_STATEMENT_ONLY:paper/sec_estimacion.tex:L210-L241","FAIL","La formula contiene una elipse gaussiana en un disco conservador, pero no preserva por si sola una garantia temporal de invariancia.","formal_audit_b","PAPER-FR-0081-co:tensado","Tensado derivado del filtro","archive-only"
