timestamp_utc,anchor_candidate_id,anchor_openalex_id,hop,direction,source,candidate_openalex_id,candidate_id,candidate_title,candidate_doi,stage1a_match_candidate_id,discovery_status,topic_relevance,preliminary_screening_decision,notes
2026-09-12T20:41:58.256803+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2536164197,C564CB78DB958,PSO-based multi UCAVs cooperative attack tasks allocation and its simulation,10.1109/fskd.2016.7603241,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.257688+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2968129112,CA5CBEE036306,Multi-robot task allocation for service robotics: from unlimited to limited communication range,,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.258205+00:00,C85B2ACA511C4,W3203000619,one,forward,openalex,W7167502352,C5C227E8B1C7F,A Proactive Fault-Recovery Framework for Multi-Robot Task Allocation Using Successor Pre-Assignment,10.1109/cscwd68734.2026.11582118,C5C227E8B1C7F,already_in_stage1b,relevant_or_plausible,include_fulltext,match_method=doi_exact;score=100.0
2026-09-12T20:41:58.259480+00:00,C85B2ACA511C4,W3203000619,one,forward,openalex,W7126117019,CFD1AC5E2DB0D,Optimizing Multi-Robot Task Allocation with Dynamic Crisis Response: A Genetic Algorithm Approach with Task Resumption and Island Model Enhancement,10.3390/robotics15020032,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.260446+00:00,C85B2ACA511C4,W3203000619,one,forward,openalex,W4417051843,C2967483B191D,MOSAIC: Mobility-Oriented Scheduling and Intelligent Resource Allocation for IoT,10.1109/tmc.2025.3640765,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.261500+00:00,C85B2ACA511C4,W3203000619,one,forward,openalex,W4413024733,C392841DA4C22,Evaluation of Autonomous Robot Alternatives for Warehouse Optimization Using the Analytic Hierarchy Process,10.52460/src.2025.006,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.262236+00:00,C85B2ACA511C4,W3203000619,one,forward,openalex,W4408199429,CBC5715A7290E,Bio-Inspired Traffic Pattern Generation for Multi-AMR Systems,10.3390/app15052849,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.263016+00:00,C85B2ACA511C4,W3203000619,one,forward,openalex,W4409502149,C02584F2C5FFE,Multiagent Task Allocation for Dynamic Intelligent Space: Auction and Preemption With Ontology Knowledge Graph,10.1049/csy2.70013,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.263920+00:00,C85B2ACA511C4,W3203000619,one,forward,openalex,W4403918646,C9DDFDD85AEB7,Quantum Exploration-based Reinforcement Learning for Efficient Robot Path Planning in Sparse-Reward Environment,10.1109/ro-man60168.2024.10731199,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.264921+00:00,C85B2ACA511C4,W3203000619,one,forward,openalex,W4403920105,C44F885534CF1,Human(s) On The Loop Demand Aware Robot Scheduling: A Mixed Reality based User Study,10.1109/ro-man60168.2024.10731408,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.265904+00:00,C85B2ACA511C4,W3203000619,one,forward,openalex,W4400967208,C56E8B568FD52,On a dynamic and decentralized energy-aware technique for multi-robot task allocation,10.1016/j.robot.2024.104762,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.266893+00:00,C85B2ACA511C4,W3203000619,one,forward,openalex,W4399375156,C3E353E96EE4F,"Multi-Agent Robot Systems: Analysis, Classification, Applications, Challenges and Directions",10.1109/icit58233.2024.10540823,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.267932+00:00,C85B2ACA511C4,W3203000619,one,forward,openalex,W4393225519,CC00F17E57D8F,Optimization of a task schedule for teams with members having various skills,10.24425/ijet.2024.149515,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.269045+00:00,C85B2ACA511C4,W3203000619,one,forward,openalex,W4390630135,C5B330D0D33B2,Deadlock-free production using Dempster–Shafer and preset methods in predictive scheduling for multiagent controlled flexible manufacturing systems,10.1016/j.asoc.2024.111234,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.270045+00:00,C85B2ACA511C4,W3203000619,one,forward,openalex,W4399685155,C787E58664A76,Modeling of Behavior and Interaction Analysis of Autonomous Robots in Smart Logistics Environment: A Case Study on iLoabot-M,10.1007/978-3-031-61353-1_4,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.270919+00:00,C85B2ACA511C4,W3203000619,one,forward,openalex,W4387960229,C1FE1293E57C3,Akıllı Fabrikalarda Çizelgeleme Yöntemlerinin Analizi,10.51551/verimlilik.1136778,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.271808+00:00,C85B2ACA511C4,W3203000619,one,forward,openalex,W4376623305,C741AB6200564,Multi-armed Bandit Approach for Task Scheduling of a Fixed-Base Robot in the Warehouse,10.1007/978-3-031-28715-2_9,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.273153+00:00,C85B2ACA511C4,W3203000619,one,forward,openalex,W4313496209,CD6831CD1DD29,Running Cooperative Tasks in a Multi-Robot System with Cyber-Physical Features,10.1109/lars/sbr/wre56824.2022.9995790,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.274715+00:00,C85B2ACA511C4,W3203000619,one,forward,openalex,W4321844300,CF3BCDA9F9227,Decisão Consensual em Sistemas Multirrobôs,10.5753/wtdr_ctdr.2022.226552,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.275884+00:00,C85B2ACA511C4,W3203000619,one,forward,openalex,W4313564059,C57CECD05E79F,Collaborative Fault Detection and Diagnosis Architecture for Industrial Cyber-Physical Systems,10.1109/icit48603.2022.10002786,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.276676+00:00,C85B2ACA511C4,W3203000619,one,forward,openalex,W4284699629,C3EFBAAF36AA1,AutonomousMachinesinthe Industry 4.0,10.17268/goi4.0.2022.02,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.277544+00:00,C85B2ACA511C4,W3203000619,one,forward,openalex,W4285044551,C36168D0AB35B,Strategies for Cooperative Energy Distribution on Multi-Robot Warehouse Systems,10.22215/etd/2022-15057,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.278611+00:00,C85B2ACA511C4,W3203000619,one,forward,openalex,W4285200198,C9BC9806DF30F,Deadlock-Free Production Scheduling in a Mas-Controlled Fms with Dempster-Shafer Classifier and Preset Combiner Methods,10.2139/ssrn.4142323,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.279808+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W2011039300,C83673BEAB05F,Computers and Intractability: A Guide to the Theory of NP-Completeness,,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.281014+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W3011460294,C9BE8192AB1F9,"Genetic Algorithms in Search, Optimization & Machine Learning",,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.282090+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W2049287714,CE47C8F8EAF2C,Integer Programming Formulation of Traveling Salesman Problems,10.1145/321043.321046,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.282554+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W2157488300,C826369480662,A Formal Analysis and Taxonomy of Task Allocation in Multi-Robot Systems,10.1177/0278364904045564,C826369480662,already_in_stage1b,relevant_or_plausible,include_fulltext,match_method=doi_exact;score=100.0
2026-09-12T20:41:58.283694+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W1591939288,CB00D7830280B,Stochastic Local Search: Foundations & Applications,,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.283838+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W2142544818,C4B439BC6A12D,Consensus-Based Decentralized Auctions for Robust Task Allocation,10.1109/tro.2009.2022423,C4B439BC6A12D,already_in_stage1b,relevant_or_plausible,maybe_fulltext,match_method=doi_exact;score=100.0
2026-09-12T20:41:58.284970+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W2144827113,C8AD2678DBB24,Market-Based Multirobot Coordination: A Survey and Analysis,10.1109/jproc.2006.876939,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.285981+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W2346699423,C0029A2278FD3,"Orienteering Problem: A survey of recent variants, solution approaches and applications",10.1016/j.ejor.2016.04.059,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.286872+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W1972391046,C1C7038247100,A comprehensive taxonomy for multi-robot task allocation,10.1177/0278364913496484,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.287912+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W1991149726,C553420D17A5C,Traveling Salesman Problems with Profits,10.1287/trsc.1030.0079,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.289305+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W1963938442,CCA77A4E2710B,The team orienteering problem,10.1016/0377-2217(94)00289-4,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.290834+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W2056973373,CC3CDD035965A,Synchronization in Vehicle Routing—A Survey of VRPs with Multiple Synchronization Constraints,10.1287/trsc.1110.0400,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.292267+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W1967965037,CB2FD1B8520EC,The Home Care Crew Scheduling Problem: Preference-based visit clustering and temporal dependencies,10.1016/j.ejor.2011.10.048,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.293522+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W1841642927,C6B35957F2A25,Multiple Mobile Robot Systems,10.1007/978-3-319-32552-1_53,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.294801+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W2537545174,C79E45398E38A,A taxonomy for task allocation problems with temporal and ordering constraints,10.1016/j.robot.2016.10.008,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.296010+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W2020590524,CAE8FF4D1A9AC,Workforce scheduling and routing problems: literature survey and computational study,10.1007/s10479-014-1687-2,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.297025+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W2804655496,CB139B941B9E0,Simultaneous task allocation and planning for temporal logic goals in heterogeneous multi-robot systems,10.1177/0278364918774135,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.297940+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W2003808711,C6DC77D77B8EC,Multirobot Coordination With Periodic Connectivity: Theory and Experiments,10.1109/tro.2012.2190178,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.298880+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W2786533237,CB227066FEB0E,Fast Scheduling of Robot Teams Performing Tasks With Temporospatial Constraints,10.1109/tro.2018.2795034,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.299897+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W1950636128,CFE80E994AC44,Coalition formation with spatial and temporal constraints,10.5555/1838186.1838191,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.300908+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W2100903798,CC1EB762AED1B,Self-organized task allocation to sequentially interdependent tasks in swarm robotics,10.1007/s10458-012-9212-y,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.301939+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W1430617670,CE7A20F25FD79,Multi-Robot Auctions for Allocation of Tasks with Temporal Constraints,10.1609/aaai.v29i1.9440,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.302913+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W2901273912,C90A3E1A7EDC8,Team orienteering problem with time windows and time-dependent scores,10.1016/j.cie.2018.11.044,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.303909+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W2013876915,C228E6B5D92BC,An optimal solution procedure for the multiple tour maximum collection problem using column generation,10.1016/s0305-0548(98)00071-9,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.304834+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W2043981050,C74629D1A7F0D,Optimal team deployment in urban search and rescue,10.1016/j.trb.2012.03.004,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.306024+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W3000206786,CC66E9A6E37AB,Task Allocation for Multi-Agent Systems Based on Distributed Many-Objective Evolutionary Algorithm and Greedy Algorithm,10.1109/access.2020.2967061,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.307168+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W2292954498,C3A1BFCDEAD6D,Mixed-Integer and Constraint Programming Techniques for Mobile Robot Task Planning,10.1109/lra.2016.2522096,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.308165+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W3036501114,CAF168B0342B0,A hybrid adaptive large neighborhood search heuristic for the team orienteering problem,10.1016/j.cor.2020.105034,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.309189+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W2103613137,C65BCA67722AF,xBots: An approach to generating and executing optimal multi-robot plans with cross-schedule dependencies,10.1109/icra.2012.6225234,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.310196+00:00,CD9E8C3865AB6,W3160217390,one,backward,openalex,W2948752861,C40E207C30F72,Multi-UAV Rapid-Assessment Task-Assignment Problem in a Post-Earthquake Scenario,10.1109/access.2019.2920736,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
