t,robot,x,y,theta,policy
1.5,Pioneer_03,-12.3432,-10.8238,0.6441,smith_qr_integrated
1.5,Pioneer_04,-11.0812,-10.7888,0.7278,smith_qr_integrated
1.5,Pioneer_05,-9.8285,-10.7422,0.8145,smith_qr_integrated
1.5,Pioneer_06,-8.4706,-10.8147,0.8944,smith_qr_integrated
1.5,Pioneer_07,-7.1704,-10.7781,0.9563,smith_qr_integrated
1.5,Pioneer_08,-5.8537,-10.7599,0.9927,smith_qr_integrated
1.5,Pioneer_09,-4.5329,-10.756,1.0067,smith_qr_integrated
1.5,Pioneer_10,-3.2523,-10.7921,1.0136,smith_qr_integrated
1.5,Pioneer_11,-1.9709,-10.8417,1.0357,smith_qr_integrated
1.5,Pioneer_12,-0.637,-10.7878,1.0908,smith_qr_integrated
1.5,Pioneer_13,0.6495,-10.7713,1.1715,smith_qr_integrated
1.5,Pioneer_14,1.9228,-10.8038,1.3134,smith_qr_integrated
1.5,Pioneer_15,3.2885,-10.8061,1.4943,smith_qr_integrated
1.5,Pioneer_16,4.5246,-10.8028,1.6949,smith_qr_integrated
1.5,Pioneer_17,5.9212,-10.7766,1.8891,smith_qr_integrated
1.5,Pioneer_18,7.1657,-10.7722,2.0548,smith_qr_integrated
1.5,Pioneer_19,8.5047,-10.808,2.1808,smith_qr_integrated
1.5,Pioneer_20,9.8465,-10.7883,2.2646,smith_qr_integrated
1.5,Pioneer_21,11.1063,-10.8006,2.3091,smith_qr_integrated
1.5,Pioneer_22,12.3643,-10.8352,2.3223,smith_qr_integrated
1.5,Pioneer_23,13.708,-10.8091,2.3191,smith_qr_integrated
1.5,Pioneer_24,15.037,-10.8281,2.3188,smith_qr_integrated
2.0,Pioneer_01,-14.0276,-10.2688,0.51,smith_qr_integrated
2.0,Pioneer_02,-13.1263,-10.4569,0.5701,smith_qr_integrated
2.0,Pioneer_03,-12.179,-10.6608,0.6441,smith_qr_integrated
2.0,Pioneer_04,-11.0625,-10.8176,0.7278,smith_qr_integrated
2.0,Pioneer_05,-9.8129,-10.8063,0.8145,smith_qr_integrated
2.0,Pioneer_06,-8.4912,-10.7927,0.8944,smith_qr_integrated
2.0,Pioneer_07,-7.158,-10.7892,0.9563,smith_qr_integrated
2.0,Pioneer_08,-5.8577,-10.8006,0.9927,smith_qr_integrated
2.0,Pioneer_09,-4.5698,-10.8369,1.0067,smith_qr_integrated
2.0,Pioneer_10,-3.2455,-10.8266,1.0136,smith_qr_integrated
2.0,Pioneer_11,-1.9737,-10.824,1.0357,smith_qr_integrated
2.0,Pioneer_12,-0.6665,-10.8179,1.0908,smith_qr_integrated
2.0,Pioneer_13,0.6244,-10.7849,1.1715,smith_qr_integrated
2.0,Pioneer_14,1.9665,-10.7843,1.3134,smith_qr_integrated
2.0,Pioneer_15,3.267,-10.7613,1.4943,smith_qr_integrated
2.0,Pioneer_16,4.581,-10.7978,1.6949,smith_qr_integrated
2.0,Pioneer_17,5.8434,-10.8199,1.8891,smith_qr_integrated
2.0,Pioneer_18,7.1693,-10.7788,2.0548,smith_qr_integrated
2.0,Pioneer_19,8.4894,-10.8063,2.1808,smith_qr_integrated
2.0,Pioneer_20,9.7555,-10.8031,2.2646,smith_qr_integrated
2.0,Pioneer_21,11.1211,-10.8424,2.3091,smith_qr_integrated
2.0,Pioneer_22,12.3649,-10.8287,2.3223,smith_qr_integrated
2.0,Pioneer_23,13.6976,-10.7947,2.3191,smith_qr_integrated
2.0,Pioneer_24,15.0383,-10.773,2.3188,smith_qr_integrated
2.5,Pioneer_01,-13.7861,-10.1074,0.51,smith_qr_integrated
2.5,Pioneer_02,-12.938,-10.325,0.5701,smith_qr_integrated
2.5,Pioneer_03,-11.995,-10.4899,0.6441,smith_qr_integrated
2.5,Pioneer_04,-10.9815,-10.6922,0.7278,smith_qr_integrated
2.5,Pioneer_05,-9.7339,-10.8142,0.8145,smith_qr_integrated
2.5,Pioneer_06,-8.5121,-10.8469,0.8944,smith_qr_integrated
2.5,Pioneer_07,-7.1228,-10.8131,0.9563,smith_qr_integrated
2.5,Pioneer_08,-5.9038,-10.821,0.9927,smith_qr_integrated
2.5,Pioneer_09,-4.5874,-10.8478,1.0067,smith_qr_integrated
2.5,Pioneer_10,-3.2446,-10.8426,1.0136,smith_qr_integrated
2.5,Pioneer_11,-1.942,-10.7701,1.0357,smith_qr_integrated
2.5,Pioneer_12,-0.6592,-10.7768,1.0908,smith_qr_integrated
2.5,Pioneer_13,0.6391,-10.7883,1.1715,smith_qr_integrated
2.5,Pioneer_14,1.9947,-10.7915,1.3134,smith_qr_integrated
2.5,Pioneer_15,3.2314,-10.7554,1.4943,smith_qr_integrated
2.5,Pioneer_16,4.5613,-10.7702,1.6949,smith_qr_integrated
2.5,Pioneer_17,5.8586,-10.7588,1.8891,smith_qr_integrated
2.5,Pioneer_18,7.1574,-10.826,2.0548,smith_qr_integrated
2.5,Pioneer_19,8.4798,-10.7927,2.1808,smith_qr_integrated
2.5,Pioneer_20,9.7739,-10.8093,2.2646,smith_qr_integrated
2.5,Pioneer_21,11.0432,-10.8131,2.3091,smith_qr_integrated
2.5,Pioneer_22,12.4411,-10.8289,2.3223,smith_qr_integrated
2.5,Pioneer_23,13.7008,-10.7901,2.3191,smith_qr_integrated
2.5,Pioneer_24,15.0178,-10.7774,2.3188,smith_qr_integrated
3.0,Pioneer_01,-13.5148,-10.0255,0.51,smith_qr_integrated
3.0,Pioneer_02,-12.681,-10.12,0.5701,smith_qr_integrated
3.0,Pioneer_03,-11.7658,-10.3558,0.6441,smith_qr_integrated
3.0,Pioneer_04,-10.8142,-10.5591,0.7278,smith_qr_integrated
3.0,Pioneer_05,-9.7654,-10.7496,0.8145,smith_qr_integrated
3.0,Pioneer_06,-8.4807,-10.8154,0.8944,smith_qr_integrated
3.0,Pioneer_07,-7.1572,-10.7985,0.9563,smith_qr_integrated
3.0,Pioneer_08,-5.8693,-10.8237,0.9927,smith_qr_integrated
3.0,Pioneer_09,-4.5882,-10.8035,1.0067,smith_qr_integrated
3.0,Pioneer_10,-3.2487,-10.8044,1.0136,smith_qr_integrated
3.0,Pioneer_11,-1.9922,-10.7929,1.0357,smith_qr_integrated
3.0,Pioneer_12,-0.6194,-10.7894,1.0908,smith_qr_integrated
3.0,Pioneer_13,0.6917,-10.8216,1.1715,smith_qr_integrated
3.0,Pioneer_14,1.9549,-10.8167,1.3134,smith_qr_integrated
3.0,Pioneer_15,3.2738,-10.8154,1.4943,smith_qr_integrated
3.0,Pioneer_16,4.5502,-10.8004,1.6949,smith_qr_integrated
3.0,Pioneer_17,5.8624,-10.8178,1.8891,smith_qr_integrated
3.0,Pioneer_18,7.2068,-10.8055,2.0548,smith_qr_integrated
3.0,Pioneer_19,8.4348,-10.8064,2.1808,smith_qr_integrated
3.0,Pioneer_20,9.8014,-10.8288,2.2646,smith_qr_integrated
3.0,Pioneer_21,11.0932,-10.8061,2.3091,smith_qr_integrated
3.0,Pioneer_22,12.4178,-10.785,2.3223,smith_qr_integrated
3.0,Pioneer_23,13.7268,-10.7762,2.3191,smith_qr_integrated
3.0,Pioneer_24,15.0371,-10.7855,2.3188,smith_qr_integrated
3.5,Pioneer_01,-13.382,-9.8892,0.51,smith_qr_integrated
3.5,Pioneer_02,-12.4688,-10.0346,0.5701,smith_qr_integrated
3.5,Pioneer_03,-11.526,-10.2141,0.6441,smith_qr_integrated
3.5,Pioneer_04,-10.6505,-10.4195,0.7278,smith_qr_integrated
3.5,Pioneer_05,-9.644,-10.64,0.8145,smith_qr_integrated
3.5,Pioneer_06,-8.4679,-10.7776,0.8944,smith_qr_integrated
3.5,Pioneer_07,-7.1547,-10.8046,0.9563,smith_qr_integrated
3.5,Pioneer_08,-5.8681,-10.7896,0.9927,smith_qr_integrated
3.5,Pioneer_09,-4.5915,-10.738,1.0067,smith_qr_integrated
3.5,Pioneer_10,-3.2399,-10.7758,1.0136,smith_qr_integrated
3.5,Pioneer_11,-1.9576,-10.8178,1.0357,smith_qr_integrated
3.5,Pioneer_12,-0.6564,-10.8385,1.0908,smith_qr_integrated
3.5,Pioneer_13,0.6472,-10.7717,1.1715,smith_qr_integrated
3.5,Pioneer_14,1.9435,-10.7756,1.3134,smith_qr_integrated
3.5,Pioneer_15,3.2504,-10.8197,1.4943,smith_qr_integrated
3.5,Pioneer_16,4.555,-10.8346,1.6949,smith_qr_integrated
3.5,Pioneer_17,5.8286,-10.824,1.8891,smith_qr_integrated
3.5,Pioneer_18,7.2021,-10.786,2.0548,smith_qr_integrated
3.5,Pioneer_19,8.4882,-10.7753,2.1808,smith_qr_integrated
3.5,Pioneer_20,9.7827,-10.792,2.2646,smith_qr_integrated
3.5,Pioneer_21,11.0964,-10.8064,2.3091,smith_qr_integrated
3.5,Pioneer_22,12.3613,-10.7995,2.3223,smith_qr_integrated
3.5,Pioneer_23,13.7034,-10.8064,2.3191,smith_qr_integrated
3.5,Pioneer_24,14.9781,-10.801,2.3188,smith_qr_integrated
4.0,Pioneer_01,-13.0405,-9.7383,0.51,smith_qr_integrated
4.0,Pioneer_02,-12.2404,-9.8551,0.5701,smith_qr_integrated
4.0,Pioneer_03,-11.3907,-10.0193,0.6441,smith_qr_integrated
4.0,Pioneer_04,-10.5389,-10.2056,0.7278,smith_qr_integrated
4.0,Pioneer_05,-9.4935,-10.457,0.8145,smith_qr_integrated
4.0,Pioneer_06,-8.4193,-10.6924,0.8944,smith_qr_integrated
4.0,Pioneer_07,-7.2135,-10.7727,0.9563,smith_qr_integrated
4.0,Pioneer_08,-5.8591,-10.7844,0.9927,smith_qr_integrated
4.0,Pioneer_09,-4.5715,-10.7982,1.0067,smith_qr_integrated
4.0,Pioneer_10,-3.214,-10.807,1.0136,smith_qr_integrated
4.0,Pioneer_11,-1.976,-10.8211,1.0357,smith_qr_integrated
4.0,Pioneer_12,-0.6522,-10.7923,1.0908,smith_qr_integrated
4.0,Pioneer_13,0.6631,-10.8115,1.1715,smith_qr_integrated
4.0,Pioneer_14,1.9488,-10.7935,1.3134,smith_qr_integrated
4.0,Pioneer_15,3.2347,-10.8269,1.4943,smith_qr_integrated
4.0,Pioneer_16,4.5666,-10.7697,1.6949,smith_qr_integrated
4.0,Pioneer_17,5.869,-10.8115,1.8891,smith_qr_integrated
4.0,Pioneer_18,7.1834,-10.8292,2.0548,smith_qr_integrated
4.0,Pioneer_19,8.4909,-10.7888,2.1808,smith_qr_integrated
4.0,Pioneer_20,9.7982,-10.8135,2.2646,smith_qr_integrated
4.0,Pioneer_21,11.1145,-10.8431,2.3091,smith_qr_integrated
4.0,Pioneer_22,12.376,-10.796,2.3223,smith_qr_integrated
4.0,Pioneer_23,13.7067,-10.7985,2.3191,smith_qr_integrated
4.0,Pioneer_24,15.0155,-10.7921,2.3188,smith_qr_integrated
4.5,Pioneer_01,-12.826,-9.6067,0.51,smith_qr_integrated
4.5,Pioneer_02,-12.0169,-9.7118,0.5701,smith_qr_integrated
4.5,Pioneer_03,-11.1622,-9.9166,0.6441,smith_qr_integrated
4.5,Pioneer_04,-10.2984,-10.0767,0.7278,smith_qr_integrated
4.5,Pioneer_05,-9.3654,-10.287,0.8145,smith_qr_integrated
4.5,Pioneer_06,-8.314,-10.5705,0.8944,smith_qr_integrated
4.5,Pioneer_07,-7.1488,-10.7463,0.9563,smith_qr_integrated
4.5,Pioneer_08,-5.8571,-10.7578,0.9927,smith_qr_integrated
4.5,Pioneer_09,-4.5606,-10.8,1.0067,smith_qr_integrated
4.5,Pioneer_10,-3.2686,-10.8307,1.0136,smith_qr_integrated
4.5,Pioneer_11,-1.9875,-10.7953,1.0357,smith_qr_integrated
4.5,Pioneer_12,-0.6688,-10.7964,1.0908,smith_qr_integrated
4.5,Pioneer_13,0.6392,-10.7339,1.1715,smith_qr_integrated
4.5,Pioneer_14,1.9362,-10.7878,1.3134,smith_qr_integrated
4.5,Pioneer_15,3.2699,-10.7689,1.4943,smith_qr_integrated
4.5,Pioneer_16,4.5713,-10.8048,1.6949,smith_qr_integrated
4.5,Pioneer_17,5.8546,-10.8051,1.8891,smith_qr_integrated
4.5,Pioneer_18,7.1534,-10.8601,2.0548,smith_qr_integrated
4.5,Pioneer_19,8.4642,-10.8038,2.1808,smith_qr_integrated
4.5,Pioneer_20,9.772,-10.7845,2.2646,smith_qr_integrated
4.5,Pioneer_21,11.1199,-10.7853,2.3091,smith_qr_integrated
4.5,Pioneer_22,12.3928,-10.7692,2.3223,smith_qr_integrated
4.5,Pioneer_23,13.7483,-10.8175,2.3191,smith_qr_integrated
4.5,Pioneer_24,14.9957,-10.7914,2.3188,smith_qr_integrated
5.0,Pioneer_01,-12.5536,-9.4196,0.51,smith_qr_integrated
5.0,Pioneer_02,-11.8235,-9.5789,0.5701,smith_qr_integrated
5.0,Pioneer_03,-10.971,-9.7169,0.6441,smith_qr_integrated
5.0,Pioneer_04,-10.1341,-9.9443,0.7278,smith_qr_integrated
5.0,Pioneer_05,-9.2154,-10.1391,0.8145,smith_qr_integrated
5.0,Pioneer_06,-8.1489,-10.4517,0.8944,smith_qr_integrated
5.0,Pioneer_07,-7.0208,-10.6284,0.9563,smith_qr_integrated
5.0,Pioneer_08,-5.8582,-10.8795,0.9927,smith_qr_integrated
5.0,Pioneer_09,-4.5388,-10.7714,1.0067,smith_qr_integrated
5.0,Pioneer_10,-3.2601,-10.7903,1.0136,smith_qr_integrated
5.0,Pioneer_11,-1.9857,-10.7922,1.0357,smith_qr_integrated
5.0,Pioneer_12,-0.6924,-10.7821,1.0908,smith_qr_integrated
5.0,Pioneer_13,0.6841,-10.812,1.1715,smith_qr_integrated
5.0,Pioneer_14,1.8966,-10.7678,1.3134,smith_qr_integrated
5.0,Pioneer_15,3.2724,-10.7668,1.4943,smith_qr_integrated
5.0,Pioneer_16,4.5853,-10.7889,1.6949,smith_qr_integrated
5.0,Pioneer_17,5.8588,-10.7843,1.8891,smith_qr_integrated
5.0,Pioneer_18,7.2404,-10.81,2.0548,smith_qr_integrated
5.0,Pioneer_19,8.4949,-10.8137,2.1808,smith_qr_integrated
5.0,Pioneer_20,9.7994,-10.815,2.2646,smith_qr_integrated
5.0,Pioneer_21,11.0769,-10.777,2.3091,smith_qr_integrated
5.0,Pioneer_22,12.4131,-10.7884,2.3223,smith_qr_integrated
5.0,Pioneer_23,13.6752,-10.7594,2.3191,smith_qr_integrated
5.0,Pioneer_24,15.003,-10.8326,2.3188,smith_qr_integrated
5.5,Pioneer_01,-12.3349,-9.3332,0.51,smith_qr_integrated
5.5,Pioneer_02,-11.5809,-9.4494,0.5701,smith_qr_integrated
5.5,Pioneer_03,-10.7999,-9.6062,0.6441,smith_qr_integrated
5.5,Pioneer_04,-9.9851,-9.8219,0.7278,smith_qr_integrated
5.5,Pioneer_05,-9.0525,-10.0464,0.8145,smith_qr_integrated
5.5,Pioneer_06,-8.0034,-10.2544,0.8944,smith_qr_integrated
5.5,Pioneer_07,-6.9506,-10.5017,0.9563,smith_qr_integrated
5.5,Pioneer_08,-5.8032,-10.6791,0.9927,smith_qr_integrated
5.5,Pioneer_09,-4.5386,-10.8161,1.0067,smith_qr_integrated
5.5,Pioneer_10,-3.2996,-10.8009,1.0136,smith_qr_integrated
5.5,Pioneer_11,-2.0048,-10.8485,1.0357,smith_qr_integrated
5.5,Pioneer_12,-0.661,-10.8279,1.0908,smith_qr_integrated
5.5,Pioneer_13,0.6507,-10.7949,1.1715,smith_qr_integrated
5.5,Pioneer_14,1.9537,-10.8359,1.3134,smith_qr_integrated
5.5,Pioneer_15,3.2385,-10.8235,1.4943,smith_qr_integrated
5.5,Pioneer_16,4.5566,-10.8333,1.6949,smith_qr_integrated
5.5,Pioneer_17,5.9432,-10.8106,1.8891,smith_qr_integrated
5.5,Pioneer_18,7.1932,-10.8192,2.0548,smith_qr_integrated
5.5,Pioneer_19,8.4746,-10.8016,2.1808,smith_qr_integrated
5.5,Pioneer_20,9.8086,-10.8248,2.2646,smith_qr_integrated
5.5,Pioneer_21,11.104,-10.8172,2.3091,smith_qr_integrated
5.5,Pioneer_22,12.4168,-10.7892,2.3223,smith_qr_integrated
5.5,Pioneer_23,13.6621,-10.7787,2.3191,smith_qr_integrated
5.5,Pioneer_24,14.9632,-10.8254,2.3188,smith_qr_integrated
6.0,Pioneer_01,-12.0982,-9.1779,0.51,smith_qr_integrated
6.0,Pioneer_02,-11.3264,-9.306,0.5701,smith_qr_integrated
6.0,Pioneer_03,-10.6117,-9.4268,0.6441,smith_qr_integrated
6.0,Pioneer_04,-9.7798,-9.6635,0.7278,smith_qr_integrated
6.0,Pioneer_05,-8.9079,-9.9002,0.8145,smith_qr_integrated
6.0,Pioneer_06,-7.9333,-10.118,0.8944,smith_qr_integrated
6.0,Pioneer_07,-6.8368,-10.3643,0.9563,smith_qr_integrated
6.0,Pioneer_08,-5.678,-10.5107,0.9927,smith_qr_integrated
6.0,Pioneer_09,-4.5172,-10.7292,1.0067,smith_qr_integrated
6.0,Pioneer_10,-3.3268,-10.7881,1.0136,smith_qr_integrated
6.0,Pioneer_11,-1.9783,-10.8015,1.0357,smith_qr_integrated
6.0,Pioneer_12,-0.6752,-10.8515,1.0908,smith_qr_integrated
6.0,Pioneer_13,0.6406,-10.7739,1.1715,smith_qr_integrated
6.0,Pioneer_14,1.9654,-10.7842,1.3134,smith_qr_integrated
6.0,Pioneer_15,3.248,-10.8109,1.4943,smith_qr_integrated
6.0,Pioneer_16,4.5649,-10.7837,1.6949,smith_qr_integrated
6.0,Pioneer_17,5.883,-10.7858,1.8891,smith_qr_integrated
6.0,Pioneer_18,7.1768,-10.7495,2.0548,smith_qr_integrated
6.0,Pioneer_19,8.5104,-10.818,2.1808,smith_qr_integrated
6.0,Pioneer_20,9.7725,-10.8241,2.2646,smith_qr_integrated
6.0,Pioneer_21,11.0966,-10.7866,2.3091,smith_qr_integrated
6.0,Pioneer_22,12.4318,-10.805,2.3223,smith_qr_integrated
6.0,Pioneer_23,13.6913,-10.8165,2.3191,smith_qr_integrated
6.0,Pioneer_24,15.0269,-10.8084,2.3188,smith_qr_integrated
6.5,Pioneer_01,-11.8918,-9.0427,0.51,smith_qr_integrated
6.5,Pioneer_02,-11.1467,-9.1704,0.5701,smith_qr_integrated
6.5,Pioneer_03,-10.3705,-9.2527,0.6441,smith_qr_integrated
6.5,Pioneer_04,-9.6229,-9.5428,0.7278,smith_qr_integrated
6.5,Pioneer_05,-8.7681,-9.7536,0.8145,smith_qr_integrated
6.5,Pioneer_06,-7.8674,-9.9825,0.8944,smith_qr_integrated
6.5,Pioneer_07,-6.7525,-10.1947,0.9563,smith_qr_integrated
6.5,Pioneer_08,-5.61,-10.4211,0.9927,smith_qr_integrated
6.5,Pioneer_09,-4.4127,-10.6194,1.0067,smith_qr_integrated
6.5,Pioneer_10,-3.2892,-10.7995,1.0136,smith_qr_integrated
6.5,Pioneer_11,-1.9228,-10.8334,1.0357,smith_qr_integrated
6.5,Pioneer_12,-0.61,-10.7946,1.0908,smith_qr_integrated
6.5,Pioneer_13,0.6611,-10.8522,1.1715,smith_qr_integrated
6.5,Pioneer_14,1.9846,-10.7902,1.3134,smith_qr_integrated
6.5,Pioneer_15,3.272,-10.8226,1.4943,smith_qr_integrated
6.5,Pioneer_16,4.593,-10.799,1.6949,smith_qr_integrated
6.5,Pioneer_17,5.8285,-10.7896,1.8891,smith_qr_integrated
6.5,Pioneer_18,7.194,-10.7933,2.0548,smith_qr_integrated
6.5,Pioneer_19,8.5278,-10.8575,2.1808,smith_qr_integrated
6.5,Pioneer_20,9.7781,-10.7995,2.2646,smith_qr_integrated
6.5,Pioneer_21,11.0982,-10.7641,2.3091,smith_qr_integrated
6.5,Pioneer_22,12.3754,-10.836,2.3223,smith_qr_integrated
6.5,Pioneer_23,13.7175,-10.7938,2.3191,smith_qr_integrated
6.5,Pioneer_24,14.973,-10.7731,2.3188,smith_qr_integrated
7.0,Pioneer_01,-11.6352,-8.9249,0.51,smith_qr_integrated
7.0,Pioneer_02,-10.9221,-9.0097,0.5701,smith_qr_integrated
7.0,Pioneer_03,-10.2288,-9.1827,0.6441,smith_qr_integrated
7.0,Pioneer_04,-9.4966,-9.3396,0.7278,smith_qr_integrated
7.0,Pioneer_05,-8.6054,-9.5766,0.8145,smith_qr_integrated
7.0,Pioneer_06,-7.69,-9.833,0.8944,smith_qr_integrated
7.0,Pioneer_07,-6.6422,-10.0785,0.9563,smith_qr_integrated
7.0,Pioneer_08,-5.5366,-10.3194,0.9927,smith_qr_integrated
7.0,Pioneer_09,-4.3993,-10.4847,1.0067,smith_qr_integrated
7.0,Pioneer_10,-3.1709,-10.7419,1.0136,smith_qr_integrated
7.0,Pioneer_11,-1.9819,-10.7869,1.0357,smith_qr_integrated
7.0,Pioneer_12,-0.6498,-10.7791,1.0908,smith_qr_integrated
7.0,Pioneer_13,0.6513,-10.8364,1.1715,smith_qr_integrated
7.0,Pioneer_14,1.9614,-10.7968,1.3134,smith_qr_integrated
7.0,Pioneer_15,3.2695,-10.7827,1.4943,smith_qr_integrated
7.0,Pioneer_16,4.5304,-10.7862,1.6949,smith_qr_integrated
7.0,Pioneer_17,5.8978,-10.7943,1.8891,smith_qr_integrated
7.0,Pioneer_18,7.1736,-10.8066,2.0548,smith_qr_integrated
7.0,Pioneer_19,8.5376,-10.8084,2.1808,smith_qr_integrated
7.0,Pioneer_20,9.811,-10.7961,2.2646,smith_qr_integrated
7.0,Pioneer_21,11.107,-10.755,2.3091,smith_qr_integrated
7.0,Pioneer_22,12.3533,-10.7852,2.3223,smith_qr_integrated
7.0,Pioneer_23,13.6817,-10.8145,2.3191,smith_qr_integrated
7.0,Pioneer_24,15.0363,-10.8334,2.3188,smith_qr_integrated
7.5,Pioneer_01,-11.3942,-8.8062,0.51,smith_qr_integrated
7.5,Pioneer_02,-10.6423,-8.8532,0.5701,smith_qr_integrated
7.5,Pioneer_03,-9.9824,-8.9828,0.6441,smith_qr_integrated
7.5,Pioneer_04,-9.2713,-9.2158,0.7278,smith_qr_integrated
7.5,Pioneer_05,-8.5495,-9.4986,0.8145,smith_qr_integrated
