protocol_version,run_id,task_token,world_id,world_hash,world_seed,scenario_family,stage,method_id,n_robots,selected_robots,selected_robot_ids,selected_slot_ids,recovered_robot,quorum_required,integer_quorum_ok,capacity_demand,effective_capacity,capacity_ok,static_wrench_residual,wrench_ok,accepted_by_stage,first_failed_certificate,physical_false_positive,final_physical_success,success,failure_code,runtime_wall_s,runtime_cpu_s,runtime_s,target_reached,collision,dropout_unrecovered,recovery_count,recovered_robot_dynamic,time_to_solution_s,time_censored,final_position_error_m,final_orientation_error_rad,minimum_clearance_m,mean_dynamic_wrench_residual,p95_dynamic_wrench_residual,mean_energy_balance_residual,safety_intervention_count,messages,bytes,campaign_partition
PHYSICAL_COALITION_CERTIFICATE_v1,cd2195c9aba95c37bb03b719e875047566c894b56072ccbc6b8f8c92b48e508f,96c717089f8fd0393c0d5dd68af088186195b642aaca1416d9d95f8f91ff3149,pcert-scarcity_capacity-001,dfbc6b994f23bf58b4611c8b3703d6ace0d599110f4ecf4375ee1b7e5a704277,730002,scarcity_capacity,A4_MECHANICS_SAFE,A4_MECHANICS_SAFE,6,4,"[0,3,4,5]","[6,7,5,4]",-1,4,True,22.99869558376526,26.877569735039152,True,2.7752351784313593e-16,True,True,NONE,False,True,True,none,0.3471590999979526,0.34375,0.3471590999979526,True,False,False,0,-1,14.3,False,0.1609072396261905,0.27326306249413523,0.4512992040349343,0.5879258381873664,0.8801135565957539,0.5256393762053526,0,40,1920,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1,f735f8daf71ce43ea9c1176260e9744c5ca896269db2aec887492b3692c5e45f,9273a342961fbf0bf3c033b0d7a3e50fa4e1e14c28b303005ecc709b505c2e24,pcert-scarcity_capacity-001,dfbc6b994f23bf58b4611c8b3703d6ace0d599110f4ecf4375ee1b7e5a704277,730002,scarcity_capacity,FULL_ROBUST_LOCAL,FULL_ROBUST_LOCAL,6,4,"[0,3,4,5]","[6,7,5,4]",-1,4,True,22.99869558376526,26.877569735039152,True,2.7752351784313593e-16,True,True,NONE,False,True,True,none,0.3820958000142127,0.359375,0.3820958000142127,True,False,False,0,-1,14.3,False,0.1609072396261905,0.27326306249413523,0.4512992040349343,0.5879258381873664,0.8801135565957539,0.5256393762053526,0,595,28560,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1,4f2383963a1ebf81ba25852726185ba77a9aa191801ed2da5c24b830326e491d,bc0d0c40c4ed1ab321614e9c8c22f6ac1ca04d1cf3996390c270a0a1a6261c4e,pcert-torque_complementarity-002,c07e86abd8295dd88218b4298322bf83f03879ea534d38b17b1970acd721e9d8,730003,torque_complementarity,A0_RAW_PREF,A0_RAW_PREF,8,4,"[1,2,5,6]","[0,1,2,3]",-1,3,True,18.285584552643265,30.87809196836364,True,0.11647183457607682,True,True,NONE,False,True,True,none,0.16704590013250709,0.171875,0.16704590013250709,True,False,False,0,-1,7.800000000000001,False,0.43957744208504024,0.041578501679456537,0.728863412444862,0.5266925558607447,0.8668367001517409,0.2955676818672051,0,8,384,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1,3d2cb846c4754c353654b192b0837240b9c063f169d0ed6eb0588b96e85b84e8,4fa026ae73a5ad9a01a804a768f672d10477fe68b4a74c26b442b46aafff66a6,pcert-torque_complementarity-002,c07e86abd8295dd88218b4298322bf83f03879ea534d38b17b1970acd721e9d8,730003,torque_complementarity,A1_INTEGER_QR,A1_INTEGER_QR,8,4,"[1,2,5,6]","[0,1,2,3]",-1,3,True,18.285584552643265,30.87809196836364,True,0.11647183457607682,True,True,NONE,False,True,True,none,0.15015820018015802,0.15625,0.15015820018015802,True,False,False,0,-1,7.800000000000001,False,0.43957744208504024,0.041578501679456537,0.728863412444862,0.5266925558607447,0.8668367001517409,0.2955676818672051,0,16,768,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1,10e6eb0f8d5169b5a0b95d02fc711b64c418bd96cec2b69c93a78140b74ac760,0eedd7f31e0145aa5a0e685057792a2536d5a39899ecee5792114a44a826ff56,pcert-torque_complementarity-002,c07e86abd8295dd88218b4298322bf83f03879ea534d38b17b1970acd721e9d8,730003,torque_complementarity,A2_CAPACITY,A2_CAPACITY,8,4,"[1,2,5,6]","[0,1,2,3]",-1,3,True,18.285584552643265,30.87809196836364,True,0.11647183457607682,True,True,NONE,False,True,True,none,0.16486350004561245,0.15625,0.16486350004561245,True,False,False,0,-1,7.800000000000001,False,0.43957744208504024,0.041578501679456537,0.728863412444862,0.5266925558607447,0.8668367001517409,0.2955676818672051,0,32,1536,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1,797188a8b88e60ba08ead977ac923eb698a1613cc1abb6984f8f1587d251c144,45fda85f60475d8e4866bf196d622fb3384f35f7b0788f4624963b254836f5d9,pcert-torque_complementarity-002,c07e86abd8295dd88218b4298322bf83f03879ea534d38b17b1970acd721e9d8,730003,torque_complementarity,A3_WRENCH_PAIR,A3_WRENCH_PAIR,8,6,"[0,1,2,5,6,7]","[0,3,6,2,1,5]",-1,3,True,18.285584552643265,42.899442628669746,True,1.6831832977752857e-16,True,True,NONE,False,True,True,none,0.38170029991306365,0.390625,0.38170029991306365,True,False,False,0,-1,8.0,False,0.4397109401674536,0.04821215372107268,1.5512719070193293,0.06902887693204225,0.16161016656118124,1.3133458496049828,0,62,2976,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1,13bb8762a0e9bfc533631f85cfeb61bb4d62fc8dca39823c2adca25c6754e369,6df71c6a71a4880e4961a335163a1082c228bf5148d7dfc581511205bbf59350,pcert-torque_complementarity-002,c07e86abd8295dd88218b4298322bf83f03879ea534d38b17b1970acd721e9d8,730003,torque_complementarity,A4_MECHANICS_SAFE,A4_MECHANICS_SAFE,8,6,"[0,1,2,5,6,7]","[0,3,6,2,1,5]",-1,3,True,18.285584552643265,42.899442628669746,True,1.6831832977752857e-16,True,True,NONE,False,True,True,none,0.39938690001145005,0.390625,0.39938690001145005,True,False,False,0,-1,8.0,False,0.4397109401674536,0.04821215372107268,1.5512719070193293,0.06902887693204225,0.16161016656118124,1.3133458496049828,0,74,3552,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1,de02cfec52e6e10504b660374268b772058bd2d1ae3a56cad46de960b0072496,26a5b812765790f5bd48a33c8c423c329ffee02fc2adbb8cb60753eaebe43d08,pcert-torque_complementarity-002,c07e86abd8295dd88218b4298322bf83f03879ea534d38b17b1970acd721e9d8,730003,torque_complementarity,FULL_ROBUST_LOCAL,FULL_ROBUST_LOCAL,8,6,"[0,1,2,5,6,7]","[0,3,6,2,1,5]",-1,3,True,18.285584552643265,42.899442628669746,True,1.6831832977752857e-16,True,True,NONE,False,True,True,none,0.3973459000699222,0.390625,0.3973459000699222,True,False,False,0,-1,8.0,False,0.4397109401674536,0.04821215372107268,1.5512719070193293,0.06902887693204225,0.16161016656118124,1.3133458496049828,0,549,26352,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1,fb7a202b433248f6d23daf82445c73c0fad7e8c1ac957bbd3c237128a7b72458,5875d2aa890c332d530b4c8f38adb63b0750596ea5832e6ea64e44547de706e6,pcert-obstacle_network_dropout-003,0d41562c0a4209b3acca30fdae364d7534163a8079928e996493c06e9f65b54e,730004,obstacle_network_dropout,A0_RAW_PREF,A0_RAW_PREF,9,4,"[1,2,3,5]","[0,1,2,3]",-1,4,True,24.631995312502383,39.08350033759311,True,0.07447299366632038,True,True,NONE,True,False,False,collision,0.14253080007620156,0.140625,0.14253080007620156,True,True,False,0,-1,7.6000000000000005,False,0.4403341364822206,0.016431160117626575,-0.9430126708179732,0.5371191922969517,0.8678985687113754,0.3603332333500509,0,9,432,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1,9139439a47ed0d404ec5ecbab7677e9244ec10b1ab41d515557d8f96e40731b5,13be4ff0e5cf786ea2d7ab5a8365c56165affaf0912e63bc34fd263a0ca1948f,pcert-obstacle_network_dropout-003,0d41562c0a4209b3acca30fdae364d7534163a8079928e996493c06e9f65b54e,730004,obstacle_network_dropout,A1_INTEGER_QR,A1_INTEGER_QR,9,4,"[1,2,3,5]","[0,1,2,3]",-1,4,True,24.631995312502383,39.08350033759311,True,0.07447299366632038,True,True,NONE,True,False,False,collision,0.1912783000152558,0.1875,0.1912783000152558,True,True,False,0,-1,7.6000000000000005,False,0.4403341364822206,0.016431160117626575,-0.9430126708179732,0.5371191922969517,0.8678985687113754,0.3603332333500509,0,18,864,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1,209875f4e7a6dff79f6b321d23efbb67d57dcb91fee45f0b4312be90faf93b79,1d59fa2404b6a57e34eb9ee2ea30922ffc8cca68d0c436f1dc7849850c823654,pcert-obstacle_network_dropout-003,0d41562c0a4209b3acca30fdae364d7534163a8079928e996493c06e9f65b54e,730004,obstacle_network_dropout,A2_CAPACITY,A2_CAPACITY,9,4,"[1,2,3,5]","[0,1,2,3]",-1,4,True,24.631995312502383,39.08350033759311,True,0.07447299366632038,True,True,NONE,True,False,False,collision,0.17837450001388788,0.1875,0.17837450001388788,True,True,False,0,-1,7.6000000000000005,False,0.4403341364822206,0.016431160117626575,-0.9430126708179732,0.5371191922969517,0.8678985687113754,0.3603332333500509,0,36,1728,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1,c3e2fe75ab9ea4c41653acc3ebd1da11c5517b6d9c7229a2b67bd970e9176f45,fa0947e3e3cac781124f9b01fccefaf6366bdd552b9ab5840001f1b5eb123823,pcert-obstacle_network_dropout-003,0d41562c0a4209b3acca30fdae364d7534163a8079928e996493c06e9f65b54e,730004,obstacle_network_dropout,A3_WRENCH_PAIR,A3_WRENCH_PAIR,9,6,"[0,1,2,3,5,6]","[6,7,4,2,3,0]",-1,4,True,24.631995312502383,53.92155892540277,True,1.493992746513173e-16,True,True,NONE,True,False,False,collision,0.5402754999231547,0.515625,0.5402754999231547,True,True,True,0,-1,8.1,False,0.42467683572500925,0.04368065302887025,-1.4709789541913616,0.22403128372098166,0.5371661110834985,0.7683875475776977,0,68,3264,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1,0bb92f4202581c794c5fd1b9faf64691f9f61eae43a00444098585c6d457e563,b07c7dcf34874d2f8a1177345044ffa4bc20cfd21d7b2eabcaae84c53f50de9f,pcert-obstacle_network_dropout-003,0d41562c0a4209b3acca30fdae364d7534163a8079928e996493c06e9f65b54e,730004,obstacle_network_dropout,A4_MECHANICS_SAFE,A4_MECHANICS_SAFE,9,6,"[0,1,2,3,5,6]","[6,7,4,2,3,0]",-1,4,True,24.631995312502383,53.92155892540277,True,1.493992746513173e-16,True,True,NONE,True,False,False,dropout_unrecovered,0.5219154001679271,0.53125,0.5219154001679271,True,False,True,0,-1,12.5,False,0.4488978278551895,0.05365746537126537,0.161155536782022,0.09882015500328889,0.4709418402019133,0.1756612404296595,13,80,3840,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1,35c5e62fd904ac088451c77c90a46f03e71735463664cd8df0a0f15aaa1b5f21,7e745914746cbd138185bb44230913b82934f502d24981fefcc93604734d72aa,pcert-obstacle_network_dropout-003,0d41562c0a4209b3acca30fdae364d7534163a8079928e996493c06e9f65b54e,730004,obstacle_network_dropout,FULL_ROBUST_LOCAL,FULL_ROBUST_LOCAL,9,6,"[0,1,2,3,5,6]","[6,7,4,2,3,0]",0,4,True,24.631995312502383,53.92155892540277,True,1.493992746513173e-16,True,True,NONE,False,True,True,none,0.48475320008583367,0.484375,0.48475320008583367,True,False,False,2,0,12.4,False,0.4373916539372405,0.05862770710256893,0.161155536782022,0.09083108172813611,0.4834610534553984,0.17941083042554362,13,699,33552,dry_run
