experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_training_parameters,method_tuned_parameters,method_training_episodes,method_train_seed_count,method_validation_seed_count,method_test_seed_count,method_uses_neural_policy,method_uses_decoder,method_checkpoint_version,method_rollout_action_mode,n_robots,n_loads,demand_ratio,heterogeneous_robots,communication_radius,assigned_robots,assignment_cost,captured_reward,coalition_success_rate,coalition_time,communication_messages,demand_satisfaction_ratio,energy_proxy_wh,estimated_arrival_time_s,idle_robots,max_assigned_travel_distance_m,mean_assigned_travel_distance_m,method_file_tag,method_title,optimality_gap_vs_oracle,oracle_reward,oracle_runtime_ms,priority_regret,robots_overassigned,robots_underassigned,runtime_ms,served_load_rate,strategy_switches,travel_distance_m
SP1_DEBUG_smoke,setup,setup_v00,2000,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,5.375186073377842,1.7,1.0,1.0,4,1.0,26.875930366889214,4.6245759875693215,2,3.005974391920059,2.687593036688921,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],0.0,1.7,0.2877999795600772,0.0,0,0,0.11119991540908813,1.0,0,5.375186073377842
SP1_DEBUG_smoke,setup,setup_v00,2000,primal_dual_local_repair,Primal-dual local repair,model_based,decentralized_local,proposed,primal_dual_with_certified_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_primal_dual_plus_certified_local_repair,local_deficit_capacity_prices_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,5.375186073377842,1.7,1.0,1.0,4,1.0,26.875930366889214,4.6245759875693215,2,3.005974391920059,2.687593036688921,proposed-model-based-decentralized-local-primal-dual-local-repair,Primal-dual local repair [proposed | model_based | decentralized_local | primal_dual_with_certified_local_repair],0.0,1.7,0.2877999795600772,0.0,0,0,0.4504999378696084,1.0,0,5.375186073377842
SP1_DEBUG_smoke,setup,setup_v00,2000,primal_dual_wrench_market,Primal-dual wrench market,model_based,decentralized,proposed,primal_dual_wrench_proxy,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_wrench_rule,local_deficit_capacity_wrench_prices,0,0,5,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,5.375186073377842,1.7,1.0,1.0,4,1.0,26.875930366889214,4.6245759875693215,2,3.005974391920059,2.687593036688921,proposed-model-based-decentralized-primal-dual-wrench-market,Primal-dual wrench market [proposed | model_based | decentralized | primal_dual_wrench_proxy],0.0,1.7,0.2877999795600772,0.0,0,0,0.22879999596625566,1.0,0,5.375186073377842
SP1_DEBUG_smoke,setup,setup_v00,2000,tensor_quorum_flow_repair,Smooth tensor quorum-flow repair,model_based,decentralized_local,proposed,smooth_tensor_quorum_flow_with_repair,proposed_local_repair_family,model_based_tuning_optional,smooth_tensor_quorum_flow_plus_certified_local_repair,radius_limited_tensorized_deficit_capacity_scores,0,0,9,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,5.375186073377842,1.7,1.0,1.0,4,1.0,26.875930366889214,4.6245759875693215,2,3.005974391920059,2.687593036688921,proposed-model-based-decentralized-local-tensor-quorum-flow-repair,Smooth tensor quorum-flow repair [proposed | model_based | decentralized_local | smooth_tensor_quorum_flow_with_repair],0.0,1.7,0.2877999795600772,0.0,0,0,0.3955999854952097,1.0,0,5.375186073377842
SP1_DEBUG_smoke,setup,setup_v00,2000,imitation_oracle,Data-driven imitation oracle,data_driven,decentralized,baseline,oracle_imitation_linear,data_driven_baseline,supervised_oracle_imitation,distributed_linear_score_policy,local_robot_load_features,7,7,1,0,1000,200,200,False,False,sp1-imitation-linear-v1,supervised_or_static,4,1,0.5,False,inf,2,5.375186073377842,1.7,1.0,1.0,4,1.0,26.875930366889214,4.6245759875693215,2,3.005974391920059,2.687593036688921,baseline-data-driven-decentralized-imitation-oracle,Data-driven imitation oracle [baseline | data_driven | decentralized | oracle_imitation_linear],0.0,1.7,0.2877999795600772,0.0,0,0,8.558699977584183,1.0,0,5.375186073377842
SP1_DEBUG_smoke,setup,setup_v00,2000,mappo_recruitment,MAPPO recruitment checkpoint,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,proposed_data_driven_variation,ctde_ppo_with_bc_warm_start,decentralized_neural_actor_with_quorum_decoder,local_features_plus_centralized_training,4674,9411,12,768,1000,200,200,True,True,sp1-mappo-v5,sampled_policy,4,1,0.5,False,inf,2,5.375186073377842,1.7,1.0,1.0,4,1.0,26.875930366889214,4.6245759875693215,2,3.005974391920059,2.687593036688921,proposed-data-driven-decentralized-mappo-recruitment,MAPPO recruitment checkpoint [proposed | data_driven | decentralized | mappo_ctde_quorum_decoder],0.0,1.7,0.2877999795600772,0.0,0,0,25.346599984914064,1.0,0,5.375186073377842
SP1_DEBUG_smoke,setup,setup_v00,2000,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,5.375186073377842,1.7,1.0,1.0,4,1.0,26.875930366889214,4.6245759875693215,2,3.005974391920059,2.687593036688921,reference-model-based-oracle-centralized-oracle-reference,oracle reference [reference | model_based_oracle | centralized | exact_capacity_feasible_reference],0.0,1.7,0.2877999795600772,0.0,0,0,0.2877999795600772,1.0,0,5.375186073377842
SP1_DEBUG_smoke,setup,setup_v00,2001,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,10.512319317129194,1.7,1.0,1.0,4,1.0,52.56159658564598,9.919110296589826,2,6.447421692783387,5.256159658564597,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],0.0,1.7,0.13329996727406979,0.0,0,0,0.06699992809444666,1.0,0,10.512319317129194
SP1_DEBUG_smoke,setup,setup_v00,2001,hungarian_expanded,Hungarian expanded,classic,centralized,baseline,hungarian_expanded,classic_centralized_baseline,none,centralized_hungarian_assignment,centralized_all_robot_load_pairs,0,0,0,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,10.512319317129194,1.7,1.0,1.0,4,1.0,52.56159658564598,9.919110296589826,2,6.447421692783387,5.256159658564597,baseline-classic-centralized-hungarian-expanded,Hungarian expanded [baseline | classic | centralized | hungarian_expanded],0.0,1.7,0.13329996727406979,0.0,0,0,0.04630000330507755,1.0,0,10.512319317129194
SP1_DEBUG_smoke,setup,setup_v00,2001,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,centralized_oracle_reference,none,centralized_exact_subset_slot_search,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,10.512319317129194,1.7,1.0,1.0,4,1.0,52.56159658564598,9.919110296589826,2,6.447421692783387,5.256159658564597,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_capacity_feasible_coalition],0.0,1.7,0.13329996727406979,0.0,0,0,0.12020010035485029,1.0,0,10.512319317129194
SP1_DEBUG_smoke,setup,setup_v00,2001,cbba,CBBA-like auction,sota,decentralized,baseline,cbba_like_auction,sota_decentralized_baseline,none,distributed_auction_proxy,auction_bids,0,0,2,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,10.512319317129194,1.7,1.0,1.0,4,1.0,52.56159658564598,9.919110296589826,2,6.447421692783387,5.256159658564597,baseline-sota-decentralized-cbba,CBBA-like auction [baseline | sota | decentralized | cbba_like_auction],0.0,1.7,0.13329996727406979,0.0,0,0,0.11840008664876223,1.0,0,10.512319317129194
SP1_DEBUG_smoke,setup,setup_v00,2001,replicator_cardinality,Replicator cardinality,model_based,decentralized,baseline,population_game_replicator,model_based_decentralized_baseline,model_based_tuning_optional,distributed_utility_rule,local_deficit_scores,0,0,4,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,10.512319317129194,1.7,1.0,1.0,4,1.0,52.56159658564598,9.919110296589826,2,6.447421692783387,5.256159658564597,baseline-model-based-decentralized-replicator-cardinality,Replicator cardinality [baseline | model_based | decentralized | population_game_replicator],0.0,1.7,0.13329996727406979,0.0,0,0,0.07039995398372412,1.0,0,10.512319317129194
SP1_DEBUG_smoke,setup,setup_v00,2001,replicator_cardinality_repair,Replicator cardinality local repair,model_based,decentralized,proposed,replicator_with_certified_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_replicator_plus_local_exact_repair,local_deficit_scores_plus_small_repair_neighborhood,0,0,7,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,10.512319317129194,1.7,1.0,1.0,4,1.0,52.56159658564598,9.919110296589826,2,6.447421692783387,5.256159658564597,proposed-model-based-decentralized-replicator-cardinality-repair,Replicator cardinality local repair [proposed | model_based | decentralized | replicator_with_certified_local_repair],0.0,1.7,0.13329996727406979,0.0,0,0,0.23450003936886787,1.0,0,10.512319317129194
SP1_DEBUG_smoke,setup,setup_v00,2001,logit_cardinality_repair,Logit cardinality local repair,model_based,decentralized,proposed,logit_quorum_flow_with_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_logit_quorum_flow_plus_local_repair,softmax_local_deficit_scores_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,10.512319317129194,1.7,1.0,1.0,4,1.0,52.56159658564598,9.919110296589826,2,6.447421692783387,5.256159658564597,proposed-model-based-decentralized-logit-cardinality-repair,Logit cardinality local repair [proposed | model_based | decentralized | logit_quorum_flow_with_local_repair],0.0,1.7,0.13329996727406979,0.0,0,0,0.6234999746084213,1.0,0,10.512319317129194
SP1_DEBUG_smoke,setup,setup_v00,2001,smith_cardinality,Smith cardinality,model_based,decentralized,proposed,smith_qr_cardinality,proposed_model_based_variation,model_based_tuning_optional,distributed_smith_qr_rule,local_capacity_scores,0,0,3,0,0,0,0,False,False,,none,4,1,0.5,False,inf,4,27.320609175623492,1.7,1.0,1.0,4,1.0,136.60304587811748,13.492515073907978,0,8.770134798040186,6.830152293905873,proposed-model-based-decentralized-smith-cardinality,Smith cardinality [proposed | model_based | decentralized | smith_qr_cardinality],0.7156215245531808,1.7,0.13329996727406979,0.0,2,0,0.041800085455179214,1.0,0,27.320609175623492
SP1_DEBUG_smoke,setup,setup_v00,2001,bnn_cardinality,BNN cardinality,model_based,decentralized,baseline,bnn_cardinality,model_based_decentralized_baseline,model_based_tuning_optional,distributed_nonlinear_utility_rule,local_deficit_scores,0,0,5,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,10.512319317129194,1.7,1.0,1.0,4,1.0,52.56159658564598,9.919110296589826,2,6.447421692783387,5.256159658564597,baseline-model-based-decentralized-bnn-cardinality,BNN cardinality [baseline | model_based | decentralized | bnn_cardinality],0.0,1.7,0.13329996727406979,0.0,0,0,0.0743999844416976,1.0,0,10.512319317129194
SP1_DEBUG_smoke,setup,setup_v00,2001,bnn_cardinality_repair,Brown/BNN cardinality local repair,model_based,decentralized,proposed,brown_bnn_positive_excess_with_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_brown_bnn_positive_excess_plus_local_repair,positive_excess_scores_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,10.512319317129194,1.7,1.0,1.0,4,1.0,52.56159658564598,9.919110296589826,2,6.447421692783387,5.256159658564597,proposed-model-based-decentralized-bnn-cardinality-repair,Brown/BNN cardinality local repair [proposed | model_based | decentralized | brown_bnn_positive_excess_with_local_repair],0.0,1.7,0.13329996727406979,0.0,0,0,0.22819999139755964,1.0,0,10.512319317129194
SP1_DEBUG_smoke,setup,setup_v00,2001,primal_dual_cardinality_capacity,Primal-dual cardinality capacity,model_based,decentralized,proposed,primal_dual_capacity,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_capacity_rule,local_deficit_capacity_prices,0,0,4,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,10.512319317129194,1.7,1.0,1.0,4,1.0,52.56159658564598,9.919110296589826,2,6.447421692783387,5.256159658564597,proposed-model-based-decentralized-primal-dual-cardinality-capacity,Primal-dual cardinality capacity [proposed | model_based | decentralized | primal_dual_capacity],0.0,1.7,0.13329996727406979,0.0,0,0,0.14130002819001675,1.0,0,10.512319317129194
SP1_DEBUG_smoke,setup,setup_v00,2001,primal_dual_local_repair,Primal-dual local repair,model_based,decentralized_local,proposed,primal_dual_with_certified_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_primal_dual_plus_certified_local_repair,local_deficit_capacity_prices_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,10.512319317129194,1.7,1.0,1.0,4,1.0,52.56159658564598,9.919110296589826,2,6.447421692783387,5.256159658564597,proposed-model-based-decentralized-local-primal-dual-local-repair,Primal-dual local repair [proposed | model_based | decentralized_local | primal_dual_with_certified_local_repair],0.0,1.7,0.13329996727406979,0.0,0,0,0.3032999811694026,1.0,0,10.512319317129194
SP1_DEBUG_smoke,setup,setup_v00,2001,primal_dual_wrench_market,Primal-dual wrench market,model_based,decentralized,proposed,primal_dual_wrench_proxy,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_wrench_rule,local_deficit_capacity_wrench_prices,0,0,5,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,10.512319317129194,1.7,1.0,1.0,4,1.0,52.56159658564598,9.919110296589826,2,6.447421692783387,5.256159658564597,proposed-model-based-decentralized-primal-dual-wrench-market,Primal-dual wrench market [proposed | model_based | decentralized | primal_dual_wrench_proxy],0.0,1.7,0.13329996727406979,0.0,0,0,0.14960009139031172,1.0,0,10.512319317129194
SP1_DEBUG_smoke,setup,setup_v00,2001,tensor_quorum_flow_repair,Smooth tensor quorum-flow repair,model_based,decentralized_local,proposed,smooth_tensor_quorum_flow_with_repair,proposed_local_repair_family,model_based_tuning_optional,smooth_tensor_quorum_flow_plus_certified_local_repair,radius_limited_tensorized_deficit_capacity_scores,0,0,9,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,10.512319317129194,1.7,1.0,1.0,4,1.0,52.56159658564598,9.919110296589826,2,6.447421692783387,5.256159658564597,proposed-model-based-decentralized-local-tensor-quorum-flow-repair,Smooth tensor quorum-flow repair [proposed | model_based | decentralized_local | smooth_tensor_quorum_flow_with_repair],0.0,1.7,0.13329996727406979,0.0,0,0,0.6339999381452799,1.0,0,10.512319317129194
SP1_DEBUG_smoke,setup,setup_v00,2001,imitation_oracle,Data-driven imitation oracle,data_driven,decentralized,baseline,oracle_imitation_linear,data_driven_baseline,supervised_oracle_imitation,distributed_linear_score_policy,local_robot_load_features,7,7,1,0,1000,200,200,False,False,sp1-imitation-linear-v1,supervised_or_static,4,1,0.5,False,inf,2,10.512319317129194,1.7,1.0,1.0,4,1.0,52.56159658564598,9.919110296589826,2,6.447421692783387,5.256159658564597,baseline-data-driven-decentralized-imitation-oracle,Data-driven imitation oracle [baseline | data_driven | decentralized | oracle_imitation_linear],0.0,1.7,0.13329996727406979,0.0,0,0,0.9369999170303345,1.0,0,10.512319317129194
SP1_DEBUG_smoke,setup,setup_v00,2001,mappo_recruitment,MAPPO recruitment checkpoint,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,proposed_data_driven_variation,ctde_ppo_with_bc_warm_start,decentralized_neural_actor_with_quorum_decoder,local_features_plus_centralized_training,4674,9411,12,768,1000,200,200,True,True,sp1-mappo-v5,sampled_policy,4,1,0.5,False,inf,2,10.512319317129194,1.7,1.0,1.0,4,1.0,52.56159658564598,9.919110296589826,2,6.447421692783387,5.256159658564597,proposed-data-driven-decentralized-mappo-recruitment,MAPPO recruitment checkpoint [proposed | data_driven | decentralized | mappo_ctde_quorum_decoder],0.0,1.7,0.13329996727406979,0.0,0,0,2.4076999397948384,1.0,0,10.512319317129194
SP1_DEBUG_smoke,setup,setup_v00,2001,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,10.512319317129194,1.7,1.0,1.0,4,1.0,52.56159658564598,9.919110296589826,2,6.447421692783387,5.256159658564597,reference-model-based-oracle-centralized-oracle-reference,oracle reference [reference | model_based_oracle | centralized | exact_capacity_feasible_reference],0.0,1.7,0.13329996727406979,0.0,0,0,0.13329996727406979,1.0,0,10.512319317129194
SP1_DEBUG_smoke,setup,setup_v00,2002,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,5.640614597657745,1.7,1.0,1.0,4,1.0,28.203072988288724,4.553429305667026,2,2.9597290486835672,2.8203072988288724,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],0.0,1.7,0.11490005999803543,0.0,0,0,0.08560006972402334,1.0,0,5.640614597657745
SP1_DEBUG_smoke,setup,setup_v00,2002,hungarian_expanded,Hungarian expanded,classic,centralized,baseline,hungarian_expanded,classic_centralized_baseline,none,centralized_hungarian_assignment,centralized_all_robot_load_pairs,0,0,0,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,5.640614597657745,1.7,1.0,1.0,4,1.0,28.203072988288724,4.553429305667026,2,2.9597290486835672,2.8203072988288724,baseline-classic-centralized-hungarian-expanded,Hungarian expanded [baseline | classic | centralized | hungarian_expanded],0.0,1.7,0.11490005999803543,0.0,0,0,0.05079992115497589,1.0,0,5.640614597657745
SP1_DEBUG_smoke,setup,setup_v00,2002,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,centralized_oracle_reference,none,centralized_exact_subset_slot_search,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,5.640614597657745,1.7,1.0,1.0,4,1.0,28.203072988288724,4.553429305667026,2,2.9597290486835672,2.8203072988288724,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_capacity_feasible_coalition],0.0,1.7,0.11490005999803543,0.0,0,0,0.10879989713430405,1.0,0,5.640614597657745
SP1_DEBUG_smoke,setup,setup_v00,2002,cbba,CBBA-like auction,sota,decentralized,baseline,cbba_like_auction,sota_decentralized_baseline,none,distributed_auction_proxy,auction_bids,0,0,2,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,5.640614597657745,1.7,1.0,1.0,4,1.0,28.203072988288724,4.553429305667026,2,2.9597290486835672,2.8203072988288724,baseline-sota-decentralized-cbba,CBBA-like auction [baseline | sota | decentralized | cbba_like_auction],0.0,1.7,0.11490005999803543,0.0,0,0,0.11310004629194736,1.0,0,5.640614597657745
SP1_DEBUG_smoke,setup,setup_v00,2002,replicator_cardinality,Replicator cardinality,model_based,decentralized,baseline,population_game_replicator,model_based_decentralized_baseline,model_based_tuning_optional,distributed_utility_rule,local_deficit_scores,0,0,4,0,0,0,0,False,False,,none,4,1,0.5,False,inf,3,11.060770096672869,1.7,1.0,1.0,4,1.0,55.30385048336434,8.338700767715576,1,5.420155499015125,3.686923365557623,baseline-model-based-decentralized-replicator-cardinality,Replicator cardinality [baseline | model_based | decentralized | population_game_replicator],0.1911238703560714,1.7,0.11490005999803543,0.0,1,0,0.16109994612634182,1.0,0,11.060770096672869
