study,seed,N,N_original,K,M,size_N_plus_M,matrix_elements,rho_M_over_N,requested_delta,observed_delta,capacity_delta,quota_mode,spatial_mode,capacity_mode,treatment,failure_count,failed_robot_was_assigned,total_capacity_kg,total_demand_kg,capacity_mean_kg,capacity_std_kg,capacity_cv,capacity_min_kg,capacity_max_kg,quota_cv,quota_asymmetry_cv,distance_matrix_asymmetry_cv,structurally_feasible,milp_feasible,mission_feasible,milp_complete_load_fraction,milp_missing_load_count,milp_optimal,milp_status,milp_message,milp_mip_gap,milp_node_count,milp_assigned_robot_count,milp_idle_robot_count,milp_robot_utilization,milp_idle_fraction,milp_total_distance,milp_mean_distance_per_assigned_robot,milp_normalized_mean_distance_per_assigned_robot,milp_distance_per_nominal_slot,milp_normalized_distance_p95,milp_assignment_distance_p50,milp_assignment_distance_p95,milp_assignment_distance_max,milp_assignment_distance_std,milp_assignment_distance_cv,milp_assignment_distance_gini,milp_assignment_distance_jain,milp_normalized_assignment_distance_max,milp_load_mean_distance_cv,milp_total_excess_kg,milp_objective_value,milp_matrix_bytes,milp_binary_variable_count,milp_constraint_count,milp_solver_wall_ns,milp_total_wall_ns,milp_total_cpu_ns,milp_matrix_wall_ns,milp_model_wall_ns,milp_post_wall_ns,milp_solver_ns_per_binary_variable,hungarian_feasible,hungarian_coverage,hungarian_assigned_robot_count,hungarian_total_distance,hungarian_mean_distance_per_slot,hungarian_normalized_distance_p95,hungarian_solver_wall_ns,hungarian_total_wall_ns,hungarian_matrix_bytes,both_feasible,same_capacity_model,milp_to_hungarian_distance_ratio,milp_minus_hungarian_assigned_robots,milp_to_hungarian_solver_ratio,base_milp_total_distance,relative_distance_increase,assignment_churn,failure_rate,recovery_feasible,central_logical_messages,central_communication_bytes,central_communication_rounds,retry_messages,nonresponding_count
scaling,2757322779,10,10,7,20,30,70,2.0,-0.33,-0.3333333333333333,-0.23783473977575745,symmetric,uniform,homogeneous,none,0,False,50.0,81.20514043185099,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,0.12247448713915891,nan,False,False,False,0.0,7,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=50.000, demanda=81.205.",nan,0,0,10,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,70,24,nan,nan,nan,nan,nan,nan,nan,False,0.5,10,218.17664083811692,21.817664083811692,0.282675002109496,10600,432600,1600,False,True,nan,nan,nan,nan,nan,nan,0.0,False,10,983,2,0,0
scaling,2634208519,10,10,7,20,30,70,2.0,-0.33,-0.3333333333333333,-0.2412764188984949,symmetric,uniform,homogeneous,none,0,False,50.0,81.80030579097237,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,0.12247448713915891,nan,False,False,False,0.0,7,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=50.000, demanda=81.800.",nan,0,0,10,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,70,24,nan,nan,nan,nan,nan,nan,nan,False,0.5,10,240.90902057347446,24.090902057347446,0.244996769007742,9200,452400,1600,False,True,nan,nan,nan,nan,nan,nan,0.0,False,10,981,2,0,0
scaling,3071447774,13,13,7,20,33,91,1.5384615384615385,-0.2,-0.21212121212121213,-0.16223441212745782,symmetric,uniform,homogeneous,none,0,False,65.0,90.1746716287638,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,0.12247448713915891,nan,False,False,False,0.0,7,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=65.000, demanda=90.175.",nan,0,0,13,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,91,27,nan,nan,nan,nan,nan,nan,nan,False,0.65,13,270.4876014880807,20.806738576006207,0.3412450088749584,13100,499700,2080,False,True,nan,nan,nan,nan,nan,nan,0.0,False,13,1285,2,0,0
scaling,70175123,13,13,7,20,33,91,1.5384615384615385,-0.2,-0.21212121212121213,-0.11075167815705161,symmetric,uniform,homogeneous,none,0,False,65.0,81.19088595025711,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,0.12247448713915891,nan,False,False,False,0.0,7,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=65.000, demanda=81.191.",nan,0,0,13,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,91,27,nan,nan,nan,nan,nan,nan,nan,False,0.65,13,318.7325821628151,24.517890935601162,0.3512871711331946,11100,530200,2080,False,True,nan,nan,nan,nan,nan,nan,0.0,False,13,1282,2,0,0
scaling,2046450575,20,20,7,20,40,140,1.0,0.0,0.0,0.07510324007713418,symmetric,uniform,homogeneous,none,0,False,100.0,86.0286459425523,5.0,0.0,0.0,5.0,5.0,0.12247448713915893,0.12247448713915893,0.47893801842507205,True,True,True,1.0,0,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,20,0,1.0,0.0,448.69440256350424,22.43472012817521,0.15863742736655023,22.43472012817521,0.30075835439042137,20.339665075567666,42.533654377594765,59.2187802338688,14.01318796917406,0.6246205831458198,0.3464129248652801,0.7193463813906064,0.41874001076964507,0.46977416579108355,13.971354057447698,452.2072410778662,6384,140,34,3980500,4824700,15625000,41200,586400,157100,28432.14285714286,True,1.0,20,448.69440256350424,22.43472012817521,0.30075835439042137,16400,698300,3200,True,True,1.0,0,242.71341463414635,nan,nan,nan,0.0,True,40,2735,2,0,0
scaling,1715271374,20,20,7,20,40,140,1.0,0.0,0.0,0.09420149280770763,symmetric,uniform,homogeneous,none,0,False,100.0,82.78169177671514,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,0.12247448713915891,0.45272714195756514,True,True,True,1.0,0,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,20,0,1.0,0.0,441.6371292392399,22.081856461961998,0.15614230445441313,22.081856461961998,0.25624894999022046,22.41336545008952,36.23907404200348,42.569774989580274,9.367528145874893,0.4242183243067135,0.2384657977308915,0.8474855031593783,0.301013765687177,0.27611908638136873,17.21830822328487,445.9617062950611,6384,140,34,3727600,4561800,0,39300,580200,162900,26625.714285714286,True,1.0,20,441.6371292392399,22.081856461961998,0.25624894999022046,18200,708900,3200,True,True,1.0,0,204.8131868131868,nan,nan,nan,0.0,True,40,2736,2,0,0
scaling,1369072163,30,30,7,20,50,210,0.6666666666666666,0.2,0.2,0.25560479460319957,symmetric,uniform,homogeneous,none,0,False,150.0,88.92868304537417,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,0.12247448713915891,0.4898688471890695,True,True,True,1.0,0,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,20,10,0.6666666666666666,0.3333333333333333,457.40689898870306,22.870344949435154,0.16171776001821106,22.870344949435154,0.28053809357225584,22.835770706694802,39.67407766921767,44.693332847318786,10.042997185799225,0.43912749055616085,0.2482380949633407,0.8383403539587915,0.3160295873016658,0.24948894269661553,11.071316954625827,460.1947282273595,9504,210,44,7224500,8171200,31250000,42100,637400,204700,34402.380952380954,True,1.0,20,457.40689898870306,22.870344949435154,0.28053809357225584,29500,971800,4800,True,True,1.0,0,244.89830508474577,nan,nan,nan,0.0,True,50,3729,2,0,0
scaling,3116673002,30,30,7,20,50,210,0.6666666666666666,0.2,0.2,0.2895142452081845,symmetric,uniform,homogeneous,none,0,False,150.0,82.64574324385751,5.0,0.0,0.0,5.0,5.0,0.12247448713915893,0.12247448713915893,0.4581853051530612,True,True,True,1.0,0,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,20,10,0.6666666666666666,0.3333333333333333,414.09172031534825,20.70458601576741,0.14640353173409298,20.70458601576741,0.23991344162244269,20.747981362660173,33.928884293806426,34.90444032084361,8.231991871285437,0.3975926813999773,0.2262355650925041,0.863498248435693,0.2468116644438967,0.2955314684766013,17.354256756142483,418.45028450438383,9504,210,44,4672400,5682100,15625000,53300,687800,201000,22249.52380952381,True,1.0,20,414.09172031534825,20.70458601576741,0.23991344162244269,25800,1078600,4800,True,True,1.0,0,181.10077519379846,nan,nan,nan,0.0,True,50,3726,2,0,0
scaling,3646238093,40,40,7,20,60,280,0.5,0.33,0.3333333333333333,0.4329499115084421,symmetric,uniform,homogeneous,none,0,False,200.0,79.1444395840234,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,0.12247448713915891,0.500164397590171,True,True,True,1.0,0,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,20,20,0.5,0.5,242.55277714958373,12.127638857479187,0.08575535675905006,12.127638857479187,0.1565730757754592,10.87137877981581,22.14277672641247,24.439163016753753,5.253821176832976,0.43321055636422695,0.23879972774361535,0.8419837437066731,0.1728109789567006,0.23045090404163765,20.85556041597659,247.7866672535779,12624,280,54,4229200,5151400,0,38100,656700,178900,15104.285714285714,True,1.0,20,242.55277714958373,12.127638857479187,0.1565730757754592,16800,756700,6400,True,True,1.0,0,251.73809523809524,nan,nan,nan,0.0,True,60,4719,2,0,0
scaling,3155890630,40,40,7,20,60,280,0.5,0.33,0.3333333333333333,0.4054084632571231,symmetric,uniform,homogeneous,none,0,False,200.0,84.61476535652466,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,0.12247448713915891,0.5076443671853584,True,True,True,1.0,0,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,20,20,0.5,0.5,184.96545162685769,9.248272581342885,0.0653951625652917,9.248272581342885,0.1267584713682721,8.90498576884643,17.926354935469206,18.853469066966937,4.574099517293098,0.49458960871468177,0.27553654296994345,0.8034588059258265,0.1333141582614313,0.28167659444811716,15.385234643475338,188.83176028772652,12624,280,54,4349900,5391500,31250000,60600,703200,210000,15535.357142857143,True,1.0,20,184.96545162685769,9.248272581342885,0.1267584713682721,21200,1067500,6400,True,True,1.0,0,205.18396226415095,nan,nan,nan,0.0,True,60,4719,2,0,0
balance,662676084,1,1,7,20,21,7,20.0,-0.95,-0.9047619047619048,-0.8880532636352537,symmetric,uniform,homogeneous,none,0,False,5.0,84.32819593255381,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,0.12247448713915891,nan,False,False,False,0.0,7,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=5.000, demanda=84.328.",nan,0,0,1,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,7,15,nan,nan,nan,nan,nan,nan,nan,False,0.05,1,50.30832119858836,50.30832119858836,0.35573355069632767,7700,149200,160,False,True,nan,nan,nan,nan,nan,nan,0.0,False,1,97,2,0,0
balance,4238918100,1,1,7,20,21,7,20.0,-0.95,-0.9047619047619048,-0.8934558345630724,symmetric,uniform,homogeneous,none,0,False,5.0,88.85779088879195,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,0.12247448713915891,nan,False,False,False,0.0,7,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=5.000, demanda=88.858.",nan,0,0,1,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,7,15,nan,nan,nan,nan,nan,nan,nan,False,0.05,1,15.910796719955444,15.910796719955444,0.11250632254761171,4700,111100,160,False,True,nan,nan,nan,nan,nan,nan,0.0,False,1,97,2,0,0
balance,1443759379,7,7,7,20,27,49,2.857142857142857,-0.5,-0.48148148148148145,-0.42122375545849544,symmetric,uniform,homogeneous,none,0,False,35.0,85.94483949570642,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,0.12247448713915891,nan,False,False,False,0.0,7,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=35.000, demanda=85.945.",nan,0,0,7,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,49,21,nan,nan,nan,nan,nan,nan,nan,False,0.35,7,110.15857104367545,15.736938720525064,0.15077868987760207,6400,247800,1120,False,True,nan,nan,nan,nan,nan,nan,0.0,False,7,684,2,0,0
balance,2166943102,7,7,7,20,27,49,2.857142857142857,-0.5,-0.48148148148148145,-0.4137238007836325,symmetric,uniform,homogeneous,none,0,False,35.0,84.39764925399305,5.0,0.0,0.0,5.0,5.0,0.12247448713915893,0.12247448713915893,nan,False,False,False,0.0,7,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=35.000, demanda=84.398.",nan,0,0,7,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,49,21,nan,nan,nan,nan,nan,nan,nan,False,0.35,7,164.4840011717961,23.49771445311373,0.25157994833029934,8000,365700,1120,False,True,nan,nan,nan,nan,nan,nan,0.0,False,7,690,2,0,0
balance,3962943878,20,20,7,20,40,140,1.0,0.0,0.0,0.10902917284007108,symmetric,uniform,homogeneous,none,0,False,100.0,80.33790715155628,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,0.12247448713915891,0.47347322448833856,True,True,True,1.0,0,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,20,0,1.0,0.0,583.6267651105165,29.181338255525826,0.2063432216458073,29.181338255525826,0.36017278610446835,28.59950685709662,50.9361238906643,52.5453428104134,15.242609911034217,0.5223410173160188,0.29774224267911586,0.7856446146332442,0.37155168221015117,0.31304401710613783,19.662092848443713,588.5622883226274,6384,140,34,4299300,5427400,0,61500,820100,181100,30709.285714285714,True,1.0,20,583.6267651105165,29.181338255525826,0.36017278610446835,18000,793000,3200,True,True,1.0,0,238.85,nan,nan,nan,0.0,True,40,2739,2,0,0
balance,3164003947,20,20,7,20,40,140,1.0,0.0,0.0,0.09822767925812285,symmetric,uniform,homogeneous,none,0,False,100.0,82.1116001511676,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,0.12247448713915891,0.44985106939480834,True,True,True,1.0,0,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,20,0,1.0,0.0,560.6714781137614,28.03357390568807,0.19822730209606282,28.03357390568807,0.3471208460081548,26.25381472550744,49.09030082071551,53.590052563381974,12.699885489908366,0.4530241321578885,0.2542824701989277,0.8297165544016811,0.37893889571710915,0.278702985412802,17.888399848832403,565.1635780759694,6384,140,34,3888200,4775500,0,46300,619200,167800,27772.85714285714,True,1.0,20,560.6714781137614,28.03357390568807,0.3471208460081548,19200,794200,3200,True,True,1.0,0,202.51041666666666,nan,nan,nan,0.0,True,40,2736,2,0,0
balance,1999125433,60,60,7,20,80,420,0.3333333333333333,0.5,0.5,0.564555432598503,symmetric,uniform,homogeneous,none,0,False,300.0,83.49552051568139,5.0,0.0,0.0,5.0,5.0,0.12247448713915893,0.12247448713915893,0.47869597961218285,True,True,True,1.0,0,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,20,40,0.3333333333333333,0.6666666666666666,202.4062987775262,10.120314938876309,0.07156143321022958,10.120314938876309,0.11885473143792485,8.50243688707231,16.80859731517252,23.75924520195741,5.4577903375386825,0.539290562645739,0.30003534182317537,0.774692763827495,0.16800323398178027,0.4192469809246913,16.50447948431861,206.55241864860585,18864,420,74,6836500,8266700,15625000,64000,970200,292800,16277.380952380952,True,1.0,20,202.4062987775262,10.120314938876309,0.11885473143792485,22600,1779500,9600,True,True,1.0,0,302.5,nan,nan,nan,0.0,True,80,6700,2,0,0
balance,1581402331,60,60,7,20,80,420,0.3333333333333333,0.5,0.5,0.5585493025579725,symmetric,uniform,homogeneous,none,0,False,300.0,84.9733845539879,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,0.12247448713915891,0.47505762075587543,True,True,True,1.0,0,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,20,40,0.3333333333333333,0.6666666666666666,172.67031753337454,8.633515876668728,0.06104817621874178,8.633515876668728,0.1234728602907381,8.463523680005839,17.46169936081602,19.580904255062187,5.204143888688243,0.6027838441522947,0.34206308092869353,0.7334882465164597,0.13845790180518994,0.44769194662076833,15.026615446012102,176.44697139487758,18864,420,74,7249600,8741900,31250000,65500,999400,319900,17260.95238095238,True,1.0,20,172.67031753337454,8.633515876668728,0.1234728602907381,23900,1811100,9600,True,True,1.0,0,303.3305439330544,nan,nan,nan,0.0,True,80,6694,2,0,0
balance,1625610663,780,780,7,20,800,5460,0.02564102564102564,0.95,0.95,0.9630508869928311,symmetric,uniform,homogeneous,none,0,False,3900.0,73.40693085583024,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,0.12247448713915891,0.4851564494193676,True,True,True,1.0,0,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,20,760,0.02564102564102564,0.9743589743589743,42.549588580920854,2.127479429046043,0.015043551311133411,2.127479429046043,0.026849781857448896,2.111884658155372,3.79713256495633,4.574750241210508,0.9698800833458504,0.4558822379686852,0.24870952922375045,0.8279320324652635,0.03234836917794744,0.4535949227175265,26.593069144169753,49.2178558669633,243504,5460,794,246022000,256340700,296875000,488900,7484900,1340200,45058.97435897436,True,1.0,20,42.549588580920854,2.127479429046043,0.026849781857448896,119500,15028300,124800,True,True,1.0,0,2058.7615062761506,nan,nan,nan,0.0,True,800,78804,2,0,0
