exact_query,exact_result_count,exact_exact_in_snippet,exact_top_url,exact_top_title,exact_urls_first_five,unquoted_query,unquoted_result_count,longest_consecutive_query_words,unquoted_top_url,unquoted_top_title,unquoted_urls_first_five,verdict,rationale,checked_at_utc
"""útil nominal batería y distancia Este índice sirve para comparar disponibilidad operacional""","0","false","","","","útil nominal batería y distancia Este índice sirve para comparar disponibilidad operacional","18","2","https://repositorio.usm.cl/server/api/core/bitstreams/96dfb508-ee95-4948-82a2-b0740693b056/content","UNIVERSIDAD T´ECNICA FEDERICO SANTA MAR´IA","https://repositorio.usm.cl/server/api/core/bitstreams/96dfb508-ee95-4948-82a2-b0740693b056/content | https://repositorio.uap.edu.pe/bitstream/handle/20.500.12990/9614/Tesis_aplicaci%C3%B3n_matenimiento_confiabilidad_disponibilidad%20mecanica_flota%20Jumbo%20DD421_Nixa%20El%20Porvenir.pdf?isAllowed=y&sequence=1 | https://repositorio.uncp.edu.pe/server/api/core/bitstreams/7bad0710-79f3-478a-9811-b202d9f55332/content | https://repositorio.uchile.cl/bitstream/handle/2250/177975/Aumento-de-vida-util-de-los-neumaticos-para-la-flota-de-transporte-de-Minera-Centinela.pdf?sequence=1 | https://es.scribd.com/document/855504274/SMRP-Best-Practices-6th-Edition-Traduccion","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 2 consecutive query words.","2026-09-08T23:18:50Z"
"""kilogramos su fracción de batería y la reserva mínima La distancia inicial""","6","false","https://id.scribd.com/document/712329120/ROP-62-04-Reglamento-Del-Combatiente-Individual-de-Montana","ROP-62-04 Reglamento Del Combatiente Individual de Montaña | PDF","https://id.scribd.com/document/712329120/ROP-62-04-Reglamento-Del-Combatiente-Individual-de-Montana | https://id.scribd.com/document/484741770/LIBRO-JUAN-BAUTISTA-pdf | https://actualicese.com/decreto-1073-de-26-05-2015/ | https://www.campustudionline.com/contents/43557e1b-ea00-4bda-b092-e4cee8b92c13/ | https://id.scribd.com/document/427974272/Manual-Electricista","kilogramos su fracción de batería y la reserva mínima La distancia inicial","19","3","https://www.keeyak.com/es/support/guides/calculate-electric-vehicle-range-route-reserve/","Autonomía y reserva de ruta de un vehículo eléctrico comercial | KEEYAK","https://www.keeyak.com/es/support/guides/calculate-electric-vehicle-range-route-reserve/ | https://www.repsol.es/particulares/asesoramiento-consumo/cuantos-km-se-pueden-hacer-en-reserva/ | https://vibms.com/es/how-to-calculate-drone-battery/ | https://www.quantumdriveev.com/blog/calculadora-de-autonomia-real-para-tu-coche-electrico | https://repositorio.cepal.org/bitstream/handle/11362/48838/1/S2201287_es.pdf","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 3 consecutive query words.","2026-09-08T23:18:56Z"
"""agregado puede repartir capacidad sin completar cargas Con fija el factor alinea""","8","false","https://www.preppass.org/es/cslb-b/practice/browse","Browse CSLB General Building (B) Trade Questions | PrepPass","https://www.preppass.org/es/cslb-b/practice/browse | https://focenter.com/es/glosario-de-foc | https://studylib.net/doc/28379807/manual-generacion-distribuida-completo---v6 | https://esdocs.com/doc/392070/planificaci%C3%B3n-y-control-de-la-producci%C3%B3n-stephen-n.-chapman | https://www.bibliotecadigitaldebogota.gov.co/search/?content_type=118&order_by=-recent&page=64","agregado puede repartir capacidad sin completar cargas Con fija el factor alinea","17","2","https://portal.mtc.gob.pe/transportes/caminos/normas_carreteras/documentos/manuales/MANUALES%20DE%20CARRETERAS%202019/MC-01-13%20Especificaciones%20Tecnicas%20Generales%20para%20Construcci%C3%B3n%20-%20EG-2013%20-%20%28Versi%C3%B3n%20Revisada%20-%20JULIO%202013%29.pdf","hubiera transcurrido mucho tiempo desde la aplicación del riego, se comprobara que su capacidad de liga con la mezcla no se haya mermado en forma perjudicial; si ello ha sucedido, el Contratista deberá efectuar un riego adicional de liga, en la cuantía que fije el Supervisor. Si la pérdida de efectividad del riego anterior es imputable al Contratista, el nuevo riego deberá realizarlo a su costo.","https://portal.mtc.gob.pe/transportes/caminos/normas_carreteras/documentos/manuales/MANUALES%20DE%20CARRETERAS%202019/MC-01-13%20Especificaciones%20Tecnicas%20Generales%20para%20Construcci%C3%B3n%20-%20EG-2013%20-%20%28Versi%C3%B3n%20Revisada%20-%20JULIO%202013%29.pdf | https://es.wikipedia.org/wiki/Factor_de_carga_%28electricidad%29 | https://www.ibm.com/docs/es/order-management?topic=creation-capacity-calculations-work-order | https://www.gub.uy/ministerio-transporte-obras-publicas/sites/ministerio-transporte-obras-publicas/files/documentos/publicaciones/Pliego%20de%20condiciones_compressed.pdf | https://servicios.infoleg.gob.ar/infolegInternet/anexos/40000-44999/41624/norma.htm","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 2 consecutive query words.","2026-09-08T23:19:00Z"
"""mínimo y porque es admisible La conversa regularizada no vale en general""","3","false","https://pdfcoffee.com/263-carlos-monsivais-recopilacion-de-textos-2-pdf-free.html","263-Carlos Monsivais - Recopilacion de Textos - PDFCOFFEE.COM","https://pdfcoffee.com/263-carlos-monsivais-recopilacion-de-textos-2-pdf-free.html | https://fr.scribd.com/document/486335856/HA4165V-2-pdf | https://pdfcoffee.com/varios-gt-bodei-remo-geometria-de-las-pasiones-pdf-free.html","mínimo y porque es admisible La conversa regularizada no vale en general","17","2","https://sidof.segob.gob.mx/notas/docFuente/5276967","LINEAMIENTOS para trámites y procedimientos migratorios","https://sidof.segob.gob.mx/notas/docFuente/5276967 | https://sidof.segob.gob.mx/notas/docFuente/5715307 | https://www.argentina.gob.ar/normativa/nacional/638/actualizacion | https://www.argentina.gob.ar/normativa/nacional/ley-24240-638/actualizacion | https://www.argentina.gob.ar/normativa/nacional/decreto-202-2015-242168/texto","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 2 consecutive query words.","2026-09-08T23:19:03Z"
"""metros Ejecutar la decisión requiere odometría una estimación de proximidad al puesto""","7","false","https://www1.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=9198","Decreto 2191 de 2003 - Gestor Normativo","https://www1.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=9198 | https://normas.cra.gov.co/gestor/docs/resolucion_minminas_40599_2015.htm | https://normas.cra.gov.co/gestor/docs/73001-23-31-000-2012-00241-02_20210318.htm | https://id.scribd.com/document/712329120/ROP-62-04-Reglamento-Del-Combatiente-Individual-de-Montana | https://www2.jus.mendoza.gov.ar/listas/proveidos/vertexto.php?ide=8699616062","metros Ejecutar la decisión requiere odometría una estimación de proximidad al puesto","17","2","https://sidofqa.segob.gob.mx/notas/docFuente/5723137","NORMA Oficial Mexicana NOM-004-SEDATU-2023, Estructura y diseño para vías urbanas","https://sidofqa.segob.gob.mx/notas/docFuente/5723137 | https://www.diariooficial.gob.mx/normasOficiales/9351/sedatu_1_C/sedatu_1_C.html | https://www.boe.es/eli/es/o/2022/11/01/pcm1047/con | https://www.boe.es/eli/es/o/2022/11/01/pcm1047/con/20221103 | https://www.iberley.es/resoluciones/resolucion-mt-boe-num-31-05-02-2021-2439677","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 2 consecutive query words.","2026-09-08T23:19:05Z"
"""preferencia continua próxima a KKT todavía puede producir una asignación entera inviable""","0","false","","","","preferencia continua próxima a KKT todavía puede producir una asignación entera inviable","15","2","https://cris.usm.cl/bitstreams/76126aeb-556c-456d-9e52-ae7568c71b92/download","UNIVERSIDAD TÉCNICA FEDERICO SANTA MARÍA","https://cris.usm.cl/bitstreams/76126aeb-556c-456d-9e52-ae7568c71b92/download | https://or.stackexchange.com/questions/8478/assignment-problem-with-continuous-decision-variable/8479 | https://ereding.etsi.us.es/bibing/proyectos/use/abreproy/11817/fichero/Capitulo2.pdf | https://or.stackexchange.com/questions/8478/assignment-problem-with-continuous-decision-variable | https://espanol.libretexts.org/Bookshelves/Ingenieria/Ingenieria_Mecanica/Dise%C3%B1o_de_sistemas_para_la_incertidumbre_%28Hover_y_Triantafyllou%29/07%3A_Optimizaci%C3%B3n/7.05%3A_Programaci%C3%B3n_lineal_de_enteros","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 2 consecutive query words.","2026-09-08T23:19:07Z"
"""480 mundos todo método que intenta reparar alcanza una tasa de certificado""","6","false","https://dokumen.site/download/libro-abundancia--a5b39f11599b48","Libro Abundancia - Free Download PDF Ebook","https://dokumen.site/download/libro-abundancia--a5b39f11599b48 | https://huggingface.co/swapnasa/spanish-intent-classifier/blob/main/vocab.txt | https://www.scribd.com/document/868604520/Desde-El-Tetakawi | https://www.soultricks.com/es/blog | https://www.codajic.org/novedades.html","480 mundos todo método que intenta reparar alcanza una tasa de certificado","13","3","https://support.microsoft.com/es-ES/Windows/Experience/startup-boot/startup-repair","Reparación de inicio | Microsoft Support","https://support.microsoft.com/es-ES/Windows/Experience/startup-boot/startup-repair | https://support.microsoft.com/es-ES/Windows/Experience/backup-recovery/using-system-file-checker-in-windows | https://support.microsoft.com/es-es/windows/experience/backup-recovery/use-the-system-file-checker-tool-to-repair-missing-or-corrupted-system-files | https://learn.microsoft.com/ca-es/windows-server/administration/windows-commands/fsutil-repair | https://pctested.com/es/fix/dism-restorehealth/","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 3 consecutive query words.","2026-09-08T23:19:36Z"
"""implementa una elección distribuida Los mensajes contienen identificadores mientras posición carga útil""","5","false","https://source.android.com/docs/compatibility/17/android-17-cdd?hl=es-419","Definición de compatibilidad de Android 17  |  Android Open Source Project","https://source.android.com/docs/compatibility/17/android-17-cdd?hl=es-419 | https://www.scribd.com/document/378499317/Gonzalez-Gar-Zon-Miguel-Angel-2017 | https://patents.google.com/patent/MXPA99004611A/es | https://www.scribd.com/document/1022996030/Ccn-Stic-105-Cpstic | https://www.informatica-juridica.com/etiqueta/legislacion-de-chile/","implementa una elección distribuida Los mensajes contienen identificadores mientras posición carga útil","21","2","https://docentes.uaa.mx/guido/wp-content/uploads/sites/2/2015/12/Cap3.pdf","Sincro10","https://docentes.uaa.mx/guido/wp-content/uploads/sites/2/2015/12/Cap3.pdf | https://firebase.google.com/docs/cloud-messaging/android-message-priority?hl=es-419 | https://moodle.uneg.edu.ve/pluginfile.php/114008/mod_page/content/17/SistemasDistribuidos-Mayo24.pdf | https://es.wikipedia.org/wiki/Algoritmo_abus%C3%B3n | https://learn.microsoft.com/es-es/azure/architecture/patterns/leader-election","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 2 consecutive query words.","2026-09-08T23:19:38Z"
"""penalización suficiente obtiene una cuota realizable La contribución marginal incorpora heterogeneidad operacional""","8","false","https://pdfcoffee.com/organizacion-industrial-para-la-estrategia-empresarial-pdf-free.html","Organización Industrial para la estrategia empresarial - PDFCOFFEE.COM","https://pdfcoffee.com/organizacion-industrial-para-la-estrategia-empresarial-pdf-free.html | https://vlex.com.co/vid/gaceta-congreso-17-06-766736365 | https://pdfcoffee.com/preparacion-y-evaluacion-de-proyectos-9-pdf-free.html | https://pdfcoffee.com/libro-alonso-pea-cabrera-4-pdf-free.html | https://livrozilla.com/doc/1424341/cooperaci%C3%B3n-macroecon%C3%B3mica-y-productiva-en-el---inter","penalización suficiente obtiene una cuota realizable La contribución marginal incorpora heterogeneidad operacional","15","3","https://repositorio.comillas.edu/xmlui/bitstream/handle/11531/50978/TD00418.pdf?isAllowed=y&sequence=1","UNIVERSIDAD PONTIFICIA COMILLAS DE MADRID","https://repositorio.comillas.edu/xmlui/bitstream/handle/11531/50978/TD00418.pdf?isAllowed=y&sequence=1 | https://dspace.utpl.edu.ec/bitstream/123456789/13979/1/Arteaga_Plaza_Jose_Manuel.pdf | https://www.actauniversitaria.ugto.mx/index.php/acta/es/article/view/302 | https://www.altillo.com/examenes/unlu/cos/cos_resfi_2019.asp | https://www.sciencedirect.com/science/article/pii/S0047272716301323","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 3 consecutive query words.","2026-09-08T23:19:40Z"
"""uniforme En SP3 la reserva excluye conflictos lógicos sin representar cuerpos continuos""","5","false","https://temasdederecho.net/author/temasdederecho/","Livia Hernández – Temas de Derecho","https://temasdederecho.net/author/temasdederecho/ | https://www.daypo.com/para-aprobar.html | https://www.udocz.com/apuntes/99420/banco-1-ceprunsa-sociales | https://fr.scribd.com/document/793587856/Pliego-La-Palma-Darien-Subir | https://www.udocz.com/apuntes/39644/guia-conamat-unam","uniforme En SP3 la reserva excluye conflictos lógicos sin representar cuerpos continuos","11","1","https://www.boe.es/eli/es/rd/2014/12/26/1105/dof/spa/pdf","Disposición 37 del BOE núm. 3 de 2015","https://www.boe.es/eli/es/rd/2014/12/26/1105/dof/spa/pdf | https://oai.e-spacio.uned.es/server/api/core/bitstreams/300dbc29-9c82-4437-9f91-24d42e9a8207/content | https://objetos.unam.mx/logica/principiosLogicosSupremos/index.html | https://files.pucp.education/facultad/arquitectura/2021/11/16190315/TRADUCCION-Common-spatialities-Final.pdf | https://dialnet.unirioja.es/descarga/libro/549895.pdf","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 1 consecutive query words.","2026-09-08T23:19:43Z"
"""fue operativo pero el contraste temporal no sustentó una aceleración La mensajería""","10","false","https://www.ignaciosantillan.com/enfoque-neutro-news/an%C3%A1lisis-internacional","Ignacio Santillan - Análisis Internacional","https://www.ignaciosantillan.com/enfoque-neutro-news/an%C3%A1lisis-internacional | https://id.scribd.com/document/437339396/dialogos-latinos-pdf | https://silviano.wordpress.com/2009/04/23/ | https://www.scribd.com/document/773982267/Original-2024-Territory-MCA-Peru-02-06-2023 | https://www.scribd.com/document/674396096/300-1060-4-PB","fue operativo pero el contraste temporal no sustentó una aceleración La mensajería","15","2","https://chequeado.com/ultimas-noticias/no-el-temporal-en-bahia-blanca-no-fue-causado-por-los-chemtrails-se-trata-de-una-teoria-conspirativa/","No, el temporal en Bahía Blanca no fue causado por los ""chemtrails"": se trata de una teoría conspirativa - Chequeado","https://chequeado.com/ultimas-noticias/no-el-temporal-en-bahia-blanca-no-fue-causado-por-los-chemtrails-se-trata-de-una-teoria-conspirativa/ | https://chequeado.com/ultimas-noticias/es-falso-que-los-dias-nublados-en-agosto-en-buenos-aires-fueron-producto-de-geoingenieria-o-chemtrails/ | https://maldita.es/desinfo/20260709/teorias-de-conspiracion-del-cierre-del-lhc/ | https://factual.afp.com/no-no-fue-un-virus-informatico-lo-que-provoco-las-fallas-de-whatsapp-0 | https://www.malaespinacheck.cl/mundo/2026/07/01/video-de-supuestos-rayos-laser-no-fue-grabado-antes-de-los-sismos-en-venezuela/amp/","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 2 consecutive query words.","2026-09-08T23:19:47Z"
"""Un camino de mejoras estrictas no repite perfiles si es maximal acaba""","6","false","https://pt.scribd.com/document/379682389/87135691-Ciencia-Del-Entrenamiento-pdf","Ciencia Del Entrenamiento PDF | PDF | Deportes | Science","https://pt.scribd.com/document/379682389/87135691-Ciencia-Del-Entrenamiento-pdf | https://esdocs.com/doc/1271583/daniel-cassany | https://pt.scribd.com/document/778651417/Sport-Life-Espan-a-287-Julio-Agosto-2024 | https://pt.scribd.com/document/1075302645/1-Libro-Neuroventa-Inmobiliaria | https://esdocs.com/doc/1354416/mercadotecnia-y-publicidad---universitaria-virtual-intern...","Un camino de mejoras estrictas no repite perfiles si es maximal acaba","18","2","https://experienceleague.adobe.com/es/docs/experience-cloud-kcs/kbarticles/ka-26305","El recorrido no se activa para el perfil a pesar de cumplir las condiciones del evento | Adobe Journey Optimizer","https://experienceleague.adobe.com/es/docs/experience-cloud-kcs/kbarticles/ka-26305 | https://support.ptc.com/help/arbortext/r8.3.2.0/es/editor/editor_help/help15011.html | https://experienceleague.adobe.com/es/docs/journey-optimizer/using/conflict-prioritization/capping-rules/journey-capping?lang=es | https://support.quest.com/kb/4268425/como-crear-un-perfil-de-prueba?kblang=es-ES | https://experienceleague.adobe.com/es/docs/journey-optimizer/using/orchestrate-journeys/manage-journey/entry-management","ORIGINAL","No exact 8–12-word match; unquoted snippets shared at most 2 consecutive query words.","2026-09-08T23:19:49Z"
