exact_query,exact_result_count,exact_exact_in_snippet,exact_top_url,exact_top_title,exact_urls_first_five,unquoted_query,unquoted_result_count,longest_consecutive_query_words,unquoted_top_url,unquoted_top_title,unquoted_urls_first_five,verdict,rationale,checked_at_utc
"""robot su ausencia hace que asigne la misma presión a contribuciones diferentes""","9","false","https://fliphtml5.com/fdsti/xdpy/Econom%C3%ADa_monetaria_y_fiscal/","Economía monetaria y fiscal - Mauricio Fernando Gonzales Salgueiro | Flip PDF en línea | FlipHTML5","https://fliphtml5.com/fdsti/xdpy/Econom%C3%ADa_monetaria_y_fiscal/ | Flip PDF en línea | FlipHTML5 | https://www.scribd.com/document/762633363/Revista-Medicina-No-135-Vol-43-4 | PDF | https://educarencomunidad.tech/es/index.html | https://pt.scribd.com/document/839876781/cuadernos-solidarios-3 | PDF | Estudios de género | Igualdad de género | https://dokumen.site/download/libro-abundancia--a5b39f11599b48","robot su ausencia hace que asigne la misma presión a contribuciones diferentes","17","3","https://mirkolapi.com/es/blog/automation-bias-fiducia-algoritmica/","Automation bias: cuando la máquina parece tener razón · Mirko Lapi","https://mirkolapi.com/es/blog/automation-bias-fiducia-algoritmica/ | https://www.scielo.org.mx/scielo.php?lng=es&nrm=iso&pid=S1870-66222024000200029&script=sci_arttext_plus&tlng=es | https://zaguan.unizar.es/record/131496/files/texto_completo.pdf | https://www.scielo.org.mx/scielo.php?pid=S1870-66222024000200029&script=sci_arttext | https://idus.us.es/server/api/core/bitstreams/e97bf2e5-6d1e-4f30-bf34-b75e60d6e166/content","ORIGINAL","No normalized exact-phrase match; unquoted results shared at most 3 consecutive query words.","2026-09-08T23:18:00Z"
"""diferencia cuantifica el intercambio entre repartir servicio parcial y cerrar cargas en""","11","false","https://normativa.colpensiones.gov.co/colpensiones/docs/codigo_comercio.htm","[CODIGO COMERCIO] - Colpensiones - Administradora Colombiana de Pensiones","https://normativa.colpensiones.gov.co/colpensiones/docs/codigo_comercio.htm | https://normativa.colpensiones.gov.co/compilacion/docs/codigo_comercio.htm | https://www.scribd.com/doc/63955927/glosario-logistico | PDF | Negocios | Informática | https://studylib.net/doc/28107580/financiera-planeacion | https://sidof.segob.gob.mx/notas/docFuente/5559612","diferencia cuantifica el intercambio entre repartir servicio parcial y cerrar cargas en","16","2","https://www.boe.es/eli/es/res/2014/05/08/%282%29","BOE-A-2014-4991 Resolución de 8 de mayo de 2014, de la Secretaría de Estado de Energía, por la que se aprueba la modificación de los procedimientos de operación del Sistema Eléctrico Peninsular (SEP), P.O.-7.3 Regulación terciaria, P.O.-14.4 Derechos de cobro y obligaciones de pago por los servicios de ajuste del sistema y P.O.-14.6 Liquidación de intercambios internacionales no realizados por sujetos del mercado, para la implantación de los intercambios transfronterizos de energías de balance.","https://www.boe.es/eli/es/res/2014/05/08/%282%29 | https://revista-anales.icai.es/web/n_16/seccion_6.html | https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE/af9ef57f504840d2b81be8667206d485/8b71b6531de6b64ce10000000a174cb4.html?locale=es-ES | SAP Help Portal | https://www.boe.es/buscar/doc.php?id=BOE-A-2025-6693 | https://servicios.infoleg.gob.ar/infolegInternet/anexos/75000-79999/75917/texact.htm","ORIGINAL","No normalized exact-phrase match; unquoted results shared at most 2 consecutive query words.","2026-09-08T23:18:03Z"
"""QP regularizado de puede rechazar una realización existente Cuatro fenómenos quedan fuera""","1","false","https://pt.scribd.com/document/470199560/Corvalan-Sociolinguistica-Teoria-y-analisis","Corvalan Sociolinguistica Teoria y Analisis | PDF | Sociolingüística | Lingüística","https://pt.scribd.com/document/470199560/Corvalan-Sociolinguistica-Teoria-y-analisis | PDF | Sociolingüística | Lingüística","QP regularizado de puede rechazar una realización existente Cuatro fenómenos quedan fuera","17","1","https://es.scribd.com/document/836172122/LENIN-QUITO","Ordenanza Metropolitana 095-2025 | PDF | Planificación urbana | Urbanismo","https://es.scribd.com/document/836172122/LENIN-QUITO | PDF | Planificación urbana | Urbanismo | https://www.boe.es/eli/es-ct/dlg/2010/08/03/1/con/20231108 | https://www.scielo.sa.cr/pdf/aec/v44/2215-4175-aec-44-429.pdf | https://boe.es/buscar/act.php?id=BOE-A-2004-13469&p=20250531&tn=1 | https://www.juntadeandalucia.es/boja/2002/154/1","ORIGINAL","No normalized exact-phrase match; unquoted results shared at most 1 consecutive query words.","2026-09-08T23:18:05Z"
"""relajación E3 Con geometría demanda costes y límites fijos cada pago sin""","0","false","","","","relajación E3 Con geometría demanda costes y límites fijos cada pago sin","18","2","https://www.boe.es/eli/es/res/2026/07/30/%284%29","BOE-A-2026-17285 Resolución de 30 de julio de 2026, de la Comisión Nacional de los Mercados y la Competencia, por la que se modifican procedimientos de operación del sistema eléctrico, para la implementación de 96 rondas de negociación en el mercado intradiario continuo.","https://www.boe.es/eli/es/res/2026/07/30/%284%29 | https://www.boe.es/buscar/doc.php?id=BOE-A-2026-17570&lang=es | https://www.energigreen.com/tarifas-electricidad/tarifa-3-0td/ | https://fad.unsa.edu.pe/bancayseguros/wp-content/uploads/sites/4/2019/03/investigacic3b3n-de-operaciones-9na-edicic3b3n-hamdy-a-taha-fl.pdf | https://www.solutz.com/guias/excesos-de-potencia | Solutz","ORIGINAL","No normalized exact-phrase match; unquoted results shared at most 2 consecutive query words.","2026-09-08T23:18:08Z"
"""agregados exactos cuesta y rondas vecinales añaden valores La revisión pareada considera""","0","false","","","","agregados exactos cuesta y rondas vecinales añaden valores La revisión pareada considera","16","2","https://arquitasa.com/dos-tasaciones-misma-vivienda-valores-diferentes/","¿Dos tasaciones de la misma vivienda dan valores diferentes?","https://arquitasa.com/dos-tasaciones-misma-vivienda-valores-diferentes/ | https://avanzapyme.app/metodologia | https://www.argentina.gob.ar/normativa/nacional/resoluci%C3%B3n-641-2023-396748/texto | Argentina.gob.ar | https://psocialista.org/como-ajustar-comparables-en-un-mercado-con-poca-oferta-guia-practica-para-tasadores | https://www.futuraprop.com/blog/como-tasar-una-propiedad-en-argentina-metodo-completo-2026 | futuraprop","ORIGINAL","No normalized exact-phrase match; unquoted results shared at most 2 consecutive query words.","2026-09-08T23:18:10Z"
"""restringe a esfuerzos planares cuasiestáticos con contactos conocidos E4 adopta como condición""","0","false","","","","restringe a esfuerzos planares cuasiestáticos con contactos conocidos E4 adopta como condición","17","1","https://revistas.unal.edu.co/index.php/dyna/article/view/1780","UNA HERRAMIENTA MATRICIAL PARA EL MODELADO EN 2-D DE ALGUNOS PROBLEMAS DE CONTACTO ELÁSTICO | DYNA","https://revistas.unal.edu.co/index.php/dyna/article/view/1780 | DYNA | https://www.dlubal.com/es/descargas-e-informacion/documentos/manuales-en-linea/rfem-6/000066 | Estructura | RFEM 6 | https://upcommons.upc.edu/bitstream/handle/2117/93268/TRSF1de2.pdf | https://www.researchgate.net/figure/Planar-pushing-with-four-sticking-contacts-P-0-P-1-P-2-P-3-at-the-center-of-each_fig1_337005727 | Download Scientific Diagram | https://asdrubalayestaran.com/tipos-de-contactos/","ORIGINAL","No normalized exact-phrase match; unquoted results shared at most 1 consecutive query words.","2026-09-08T23:18:15Z"
"""reducción que permita clasificar su complejidad El método ejecutado descompone esa referencia""","12","false","https://pt.scribd.com/document/369661439/Desarrollo-de-Algoritmos-y-Tecnicas-de-Programaci-n-en-Pascal-ED-RA-MA-pdf","Desarrollo - de.Algoritmos.y.Tecnicas - De.programaci N.en - Pascal.ED - RA-MA PDF | PDF","https://pt.scribd.com/document/369661439/Desarrollo-de-Algoritmos-y-Tecnicas-de-Programaci-n-en-Pascal-ED-RA-MA-pdf | PDF | https://esdocs.com/doc/1016131/pensando-chile-desde-sus-regiones | https://pt.scribd.com/document/523208482/1-Libro-Formulacion-de-Proyectos-Rossana-Barragan | PDF | Teoría | Science | https://fliphtml5.com/Bernat5543/mogt/ | FlipHTML5 | https://studylib.net/doc/28418586/programaci%C3%B3n--tabla-de-verdad--ingenier%C3%ADa-de-software--ada","reducción que permita clasificar su complejidad El método ejecutado descompone esa referencia","19","2","https://es.wikipedia.org/wiki/Reducci%C3%B3n_%28complejidad%29","Reducción (complejidad)","https://es.wikipedia.org/wiki/Reducci%C3%B3n_%28complejidad%29 | https://upcommons.upc.edu/server/api/core/bitstreams/8d6d905c-f738-49b2-bf9f-1376c6b0d23f/content | https://misovirtual.virtual.uniandes.edu.co/codelabs/MSOFT-tutorial-reduciendo-complejdiad/ | https://virtual.urbe.edu/tesispub/0057530/cap02.pdf | https://es.wikipedia.org/wiki/Teor%C3%ADa_de_la_complejidad_computacional","ORIGINAL","No normalized exact-phrase match; unquoted results shared at most 2 consecutive query words.","2026-09-08T23:18:49Z"
"""pose Supónganse constante objetivo fijo contactos fijos y error angular dentro de""","2","false","https://it.scribd.com/document/777333620/Clinica-Psicologica","Clinica Psicologica | PDF","https://it.scribd.com/document/777333620/Clinica-Psicologica | PDF | https://hispafiles.ru/r/res/316915.html","pose Supónganse constante objetivo fijo contactos fijos y error angular dentro de","16","2","https://www.manualslib.es/manual/609206/Topcon-Gts-100N-Serie.html?page=154","Comprobación Y Ajuste; Comprobación Y Ajuste De La Constante Del Intrumento - Topcon GTS-100N Serie Manual De Instrucciones [Página 154] | ManualsLib","https://www.manualslib.es/manual/609206/Topcon-Gts-100N-Serie.html?page=154 | ManualsLib | https://cgoingenieriaytopografia.com/2026/07/24/errores-sistematicos-aleatorios-topografia/ | CGO Ingeniería y Topografía Errores sistemáticos y aleatorios en topografía: cómo garantizar mediciones precisas | CGO Ingeniería y Topografía | https://es.scribd.com/document/1035187739/Errores-Sistematicos-Topografia | PDF | Medición | Topografía | https://www.studocu.com/es-mx/document/universidad-autonoma-del-estado-de-morelos/topografia-basica/practica-01-metodo-lados-de-liga/74399492 | https://cursa.app/es/pagina/encendido-del-arco-y-control-del-bano-de-fusion-distancia-angulos-y-estabilidad | Cursa","ORIGINAL","No normalized exact-phrase match; unquoted results shared at most 2 consecutive query words.","2026-09-08T23:18:52Z"
"""unidad experimental es un mundo pareado por método El acoplamiento reúne mundos""","1","false","https://id.scribd.com/document/408890609/Pedro-Aullo-n-de-Haro-Idea-de-la-literatura-y-teori-a-de-los-ge-neros-literarios-2016-Universidad-de-Salamanca-pdf","Pedro Aullón de Haro - Idea de La Literatura y Teoría de Los Géneros Literarios (2016, Universidad de Salamanca) PDF | PDF | Ensayos | Poesía","https://id.scribd.com/document/408890609/Pedro-Aullo-n-de-Haro-Idea-de-la-literatura-y-teori-a-de-los-ge-neros-literarios-2016-Universidad-de-Salamanca-pdf | PDF | Ensayos | Poesía","unidad experimental es un mundo pareado por método El acoplamiento reúne mundos","22","2","https://es.wikipedia.org/wiki/Acoplamiento_%28probabilidad%29","Acoplamiento (probabilidad)","https://es.wikipedia.org/wiki/Acoplamiento_%28probabilidad%29 | https://www.alphaxiv.org/es/abs/2606.10934 | alphaXiv | https://www.alphaxiv.org/es/overview/2606.10934 | alphaXiv | https://www.alphaxiv.org/es/abs/quant-ph/9510007 | alphaXiv | https://es.wikipedia.org/wiki/Unidad_estad%C3%ADstica","ORIGINAL","No normalized exact-phrase match; unquoted results shared at most 2 consecutive query words.","2026-09-08T23:18:55Z"
"""actualización multiplicativa evite algunos estancamientos de PD pero el diseño no identifica""","0","false","","","","actualización multiplicativa evite algunos estancamientos de PD pero el diseño no identifica","15","2","https://www.researchgate.net/publication/403049468_Informe_tecnico_de_la_estimacion_del_Estudio_3546_Barometro_de_marzo_2026","(PDF) Informe técnico de la estimación del Estudio 3546. Barómetro de marzo 2026","https://www.researchgate.net/publication/403049468_Informe_tecnico_de_la_estimacion_del_Estudio_3546_Barometro_de_marzo_2026 | https://www.annualreviews.org/content/journals/10.1146/annurev-publhealth-061022-050825 | Annual Reviews | https://www.trialinx.com/es/blog/dashboard-moderno-investigacion-clinica-que-debe-mostrar | Trialinx | https://www.sciencedirect.com/science/article/pii/S0165176523004627 | https://pubmed.ncbi.nlm.nih.gov/38277791/","ORIGINAL","No normalized exact-phrase match; unquoted results shared at most 2 consecutive query words.","2026-09-08T23:18:58Z"
"""evaluación integrada corresponde al demostrador Cargo que usa pose exacta rigidez impuesta""","1","false","https://fliphtml5.com/ghht/mtmx/regionalizacion_cultural_del_uruguay_%281%29/","regionalizacion_cultural_del_uruguay (1) - silvia.pazos.viana | Flip PDF en línea | FlipHTML5","https://fliphtml5.com/ghht/mtmx/regionalizacion_cultural_del_uruguay_%281%29/ | Flip PDF en línea | FlipHTML5","evaluación integrada corresponde al demostrador Cargo que usa pose exacta rigidez impuesta","13","2","https://noticias.juridicas.com/base_datos/Admin/rd751-2011.html","Real Decreto 751/2011, de 27 de mayo, por el que se aprueba la","https://noticias.juridicas.com/base_datos/Admin/rd751-2011.html | https://espanol.libretexts.org/Bookshelves/Ingenieria/Ingenieria_Mecanica/Mec%C3%A1nica_Estructural_%28Wierzbicki%29/06%3A_Respuesta_a_la_flexi%C3%B3n_de_las_placas_y_dise%C3%B1o_%C3%B3ptimo/6.03%3A_Equivalencia_de_Placas_Cuadradas_y_Circulares | https://www.dlubal.com/es/soporte-y-formacion/soporte/base-de-conocimientos/001681 | https://educacion.gob.ec/wp-content/plugins/download-monitor/download.php?id=3157 | https://help.solidworks.com/2021/spanish/SolidWorks/cworks/c_Use_Inplane_Effect.htm?format=P&value=","ORIGINAL","No normalized exact-phrase match; unquoted results shared at most 2 consecutive query words.","2026-09-08T23:19:00Z"
