paragraph_id,chapter,current_path,current_line,corpus,source_path,source_block,common_5grams,containment_current,jaccard,match_type,determination,current_excerpt,source_excerpt
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:4:p001,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,4,snapshot,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,4,56,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_CANONICAL_SOURCE_COPY; provenance must remain declared,"Cada capa del transporte cooperativo certifica una propiedad distinta. La asignación entrega una composición nominal; la comprobación mecánica decide si esa composición puede realizar el wrench requerido, y el controlador regula el movimien","Cada capa del transporte cooperativo certifica una propiedad distinta. La asignación entrega una composición nominal; la comprobación mecánica decide si esa composición puede realizar el wrench requerido, y el controlador regula el movimien"
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:4:p001,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,4,legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/05-theoretical-framework.tex,2,5,0.089286,0.044248,LOW_OVERLAP,"LEGITIMATE_AUTHOR_PROJECT_SNAPSHOT; historical reuse, not independent evidence","Cada capa del transporte cooperativo certifica una propiedad distinta. La asignación entrega una composición nominal; la comprobación mecánica decide si esa composición puede realizar el wrench requerido, y el controlador regula el movimien","El transporte cooperativo enlaza decisiones que suelen estudiarse por separado: selección de robots, formación de la coalición, estimación de recursos, contacto y movimiento de la carga. Cada resultado conserva su dominio. Un Nash puede ser"
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:4:p001,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,4,thesis,thesis/sections/mainmatter/05-theoretical-framework.tex,2,56,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_UNPUBLISHED_REVISION; not a separate publication,"Cada capa del transporte cooperativo certifica una propiedad distinta. La asignación entrega una composición nominal; la comprobación mecánica decide si esa composición puede realizar el wrench requerido, y el controlador regula el movimien","Cada capa del transporte cooperativo certifica una propiedad distinta. La asignación entrega una composición nominal; la comprobación mecánica decide si esa composición puede realizar el wrench requerido, y el controlador regula el movimien"
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:6:p002,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,6,snapshot,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,6,43,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_CANONICAL_SOURCE_COPY; provenance must remain declared,"Un contrato entre capas especifica la salida producida, los supuestos que la sostienen y la comprobación que debe efectuar el consumidor. Este criterio permite comparar MRTA, juegos, estimación, mecánica y control por la propiedad que entre","Un contrato entre capas especifica la salida producida, los supuestos que la sostienen y la comprobación que debe efectuar el consumidor. Este criterio permite comparar MRTA, juegos, estimación, mecánica y control por la propiedad que entre"
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:6:p002,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,6,thesis,thesis/sections/mainmatter/05-theoretical-framework.tex,3,43,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_UNPUBLISHED_REVISION; not a separate publication,"Un contrato entre capas especifica la salida producida, los supuestos que la sostienen y la comprobación que debe efectuar el consumidor. Este criterio permite comparar MRTA, juegos, estimación, mecánica y control por la propiedad que entre","Un contrato entre capas especifica la salida producida, los supuestos que la sostienen y la comprobación que debe efectuar el consumidor. Este criterio permite comparar MRTA, juegos, estimación, mecánica y control por la propiedad que entre"
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:11:p003,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,11,snapshot,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,11,38,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_CANONICAL_SOURCE_COPY; provenance must remain declared,"La asignación multi-robot de tareas (MRTA) clasifica relaciones entre robots, tareas y horizonte de decisión . El caso uno a uno admite asignación bipartita y el algoritmo húngaro . Una carga que requiere varios robots introduce dependencia","La asignación multi-robot de tareas (MRTA) clasifica relaciones entre robots, tareas y horizonte de decisión . El caso uno a uno admite asignación bipartita y el algoritmo húngaro . Una carga que requiere varios robots introduce dependencia"
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:11:p003,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,11,legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/05-theoretical-framework.tex,8,38,1.0,1.0,EXACT_OR_CONTAINED,"LEGITIMATE_AUTHOR_PROJECT_SNAPSHOT; historical reuse, not independent evidence","La asignación multi-robot de tareas (MRTA) clasifica relaciones entre robots, tareas y horizonte de decisión . El caso uno a uno admite asignación bipartita y el algoritmo húngaro . Una carga que requiere varios robots introduce dependencia","La asignación multi-robot de tareas (MRTA) clasifica relaciones entre robots, tareas y horizonte de decisión . El caso uno a uno admite asignación bipartita y el algoritmo húngaro . Una carga que requiere varios robots introduce dependencia"
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:11:p003,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,11,thesis,thesis/sections/mainmatter/05-theoretical-framework.tex,11,38,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_UNPUBLISHED_REVISION; not a separate publication,"La asignación multi-robot de tareas (MRTA) clasifica relaciones entre robots, tareas y horizonte de decisión . El caso uno a uno admite asignación bipartita y el algoritmo húngaro . Una carga que requiere varios robots introduce dependencia","La asignación multi-robot de tareas (MRTA) clasifica relaciones entre robots, tareas y horizonte de decisión . El caso uno a uno admite asignación bipartita y el algoritmo húngaro . Una carga que requiere varios robots introduce dependencia"
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:11:p003,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,11,work,work/Compendio_Maestro_MROB_2026_DENSO_v2_100p (1).pdf,319,12,0.315789,0.222222,LOW_OVERLAP,"LEGITIMATE_AUTHOR_DRAFT_REUSE; retain provenance, re-synthesize if copied wholesale","La asignación multi-robot de tareas (MRTA) clasifica relaciones entre robots, tareas y horizonte de decisión . El caso uno a uno admite asignación bipartita y el algoritmo húngaro . Una carga que requiere varios robots introduce dependencia","5.2. Asignación y formación de coaliciones La asignación multi-robot de tareas (MRTA) clasifica relaciones entre robots, tareas y horizonte de decisión (Gerkey & Matarić, 2004; Korsah et al., 2013). El caso"
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:19:p004,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,19,snapshot,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,19,57,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_CANONICAL_SOURCE_COPY; provenance must remain declared,"La Ecuación certifica exclusividad, cuota y cobertura nominal de recursos. La admisibilidad mecánica sigue pendiente porque carece de variables de contacto y fuerza. Dividir una carga entre plazas independientes también pierde la condición ","La Ecuación certifica exclusividad, cuota y cobertura nominal de recursos. La admisibilidad mecánica sigue pendiente porque carece de variables de contacto y fuerza. Dividir una carga entre plazas independientes también pierde la condición "
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:19:p004,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,19,thesis,thesis/sections/mainmatter/05-theoretical-framework.tex,12,49,0.859649,0.753846,HIGH_OVERLAP,LEGITIMATE_UNPUBLISHED_REVISION; not a separate publication,"La Ecuación certifica exclusividad, cuota y cobertura nominal de recursos. La admisibilidad mecánica sigue pendiente porque carece de variables de contacto y fuerza. Dividir una carga entre plazas independientes también pierde la condición ","La Ecuación certifica exclusividad, cuota y cobertura nominal de recursos. La admisibilidad mecánica sigue pendiente porque carece de variables de contacto y fuerza. Dividir una carga entre plazas independientes también pierde la condición "
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:21:p005,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,21,snapshot,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,21,64,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_CANONICAL_SOURCE_COPY; provenance must remain declared,"La función objetivo debe valorar el cierre de la carga antes de premiar cobertura parcial. De otro modo, un coste de movilización bajo puede corresponder a una coalición incompleta. Cuando la demanda total supera los recursos, una variable ","La función objetivo debe valorar el cierre de la carga antes de premiar cobertura parcial. De otro modo, un coste de movilización bajo puede corresponder a una coalición incompleta. Cuando la demanda total supera los recursos, una variable "
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:21:p005,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,21,thesis,thesis/sections/mainmatter/05-theoretical-framework.tex,13,64,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_UNPUBLISHED_REVISION; not a separate publication,"La función objetivo debe valorar el cierre de la carga antes de premiar cobertura parcial. De otro modo, un coste de movilización bajo puede corresponder a una coalición incompleta. Cuando la demanda total supera los recursos, una variable ","La función objetivo debe valorar el cierre de la carga antes de premiar cobertura parcial. De otro modo, un coste de movilización bajo puede corresponder a una coalición incompleta. Cuando la demanda total supera los recursos, una variable "
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:23:p006,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,23,snapshot,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,23,50,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_CANONICAL_SOURCE_COPY; provenance must remain declared,"Las subastas distribuyen la negociación mediante precios. Bertsekas resuelve la asignación clásica ; MURDOCH emplea contratos entre robots , y CBBA/ACBBA construyen paquetes bajo consenso y mensajes desordenados . El precio y el paquete son","Las subastas distribuyen la negociación mediante precios. Bertsekas resuelve la asignación clásica ; MURDOCH emplea contratos entre robots , y CBBA/ACBBA construyen paquetes bajo consenso y mensajes desordenados . El precio y el paquete son"
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:23:p006,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,23,thesis,thesis/sections/mainmatter/05-theoretical-framework.tex,14,50,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_UNPUBLISHED_REVISION; not a separate publication,"Las subastas distribuyen la negociación mediante precios. Bertsekas resuelve la asignación clásica ; MURDOCH emplea contratos entre robots , y CBBA/ACBBA construyen paquetes bajo consenso y mensajes desordenados . El precio y el paquete son","Las subastas distribuyen la negociación mediante precios. Bertsekas resuelve la asignación clásica ; MURDOCH emplea contratos entre robots , y CBBA/ACBBA construyen paquetes bajo consenso y mensajes desordenados . El precio y el paquete son"
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:25:p007,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,25,snapshot,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,25,54,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_CANONICAL_SOURCE_COPY; provenance must remain declared,"Los modelos anytime, basados en capacidades y hedónicos hacen depender de la coalición que recibe al robot . Esa dependencia representa complementariedad, a cambio de explorar subconjuntos y comprobar desviaciones locales. La estabilidad ob","Los modelos anytime, basados en capacidades y hedónicos hacen depender de la coalición que recibe al robot . Esa dependencia representa complementariedad, a cambio de explorar subconjuntos y comprobar desviaciones locales. La estabilidad ob"
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:25:p007,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,25,thesis,thesis/sections/mainmatter/05-theoretical-framework.tex,15,54,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_UNPUBLISHED_REVISION; not a separate publication,"Los modelos anytime, basados en capacidades y hedónicos hacen depender de la coalición que recibe al robot . Esa dependencia representa complementariedad, a cambio de explorar subconjuntos y comprobar desviaciones locales. La estabilidad ob","Los modelos anytime, basados en capacidades y hedónicos hacen depender de la coalición que recibe al robot . Esa dependencia representa complementariedad, a cambio de explorar subconjuntos y comprobar desviaciones locales. La estabilidad ob"
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:27:p008,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,27,snapshot,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,27,49,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_CANONICAL_SOURCE_COPY; provenance must remain declared,"ASyMTRe compone equipos mediante esquemas funcionales, e IQ-ASyMTRe descarta composiciones incompatibles por interacción o calidad de información . Su salida certifica que sensores, recursos y comportamientos forman una cadena funcional. La","ASyMTRe compone equipos mediante esquemas funcionales, e IQ-ASyMTRe descarta composiciones incompatibles por interacción o calidad de información . Su salida certifica que sensores, recursos y comportamientos forman una cadena funcional. La"
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:27:p008,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,27,legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/06-results-and-analysis/sp3.tex,3,4,0.081633,0.042105,LOW_OVERLAP,"LEGITIMATE_AUTHOR_PROJECT_SNAPSHOT; historical reuse, not independent evidence","ASyMTRe compone equipos mediante esquemas funcionales, e IQ-ASyMTRe descarta composiciones incompatibles por interacción o calidad de información . Su salida certifica que sensores, recursos y comportamientos forman una cadena funcional. La",SP3 asigna robots a puestos de contacto y comprueba si la geometría y los límites de actuación producen el wrench requerido. La decisión usa una carga fija y un mapa de contactos conocido. El certificado es planar y cuasiestático. No cubre 
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:27:p008,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,27,thesis,thesis/sections/mainmatter/05-theoretical-framework.tex,16,49,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_UNPUBLISHED_REVISION; not a separate publication,"ASyMTRe compone equipos mediante esquemas funcionales, e IQ-ASyMTRe descarta composiciones incompatibles por interacción o calidad de información . Su salida certifica que sensores, recursos y comportamientos forman una cadena funcional. La","ASyMTRe compone equipos mediante esquemas funcionales, e IQ-ASyMTRe descarta composiciones incompatibles por interacción o calidad de información . Su salida certifica que sensores, recursos y comportamientos forman una cadena funcional. La"
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:29:p009,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,29,snapshot,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,29,87,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_CANONICAL_SOURCE_COPY; provenance must remain declared,"Los trabajos recientes incorporan distintos tipos de dinámica a MRTA. Shan et al. distribuyen la asignación del transporte colectivo con restricciones temporales . Dai et al. aprenden formación y rutas, y Bezerra et al. emplean mapas espaci","Los trabajos recientes incorporan distintos tipos de dinámica a MRTA. Shan et al. distribuyen la asignación del transporte colectivo con restricciones temporales . Dai et al. aprenden formación y rutas, y Bezerra et al. emplean mapas espaci"
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:29:p009,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,29,thesis,thesis/sections/mainmatter/05-theoretical-framework.tex,17,87,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_UNPUBLISHED_REVISION; not a separate publication,"Los trabajos recientes incorporan distintos tipos de dinámica a MRTA. Shan et al. distribuyen la asignación del transporte colectivo con restricciones temporales . Dai et al. aprenden formación y rutas, y Bezerra et al. emplean mapas espaci","Los trabajos recientes incorporan distintos tipos de dinámica a MRTA. Shan et al. distribuyen la asignación del transporte colectivo con restricciones temporales . Dai et al. aprenden formación y rutas, y Bezerra et al. emplean mapas espaci"
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:41:p010,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,41,snapshot,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,41,76,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_CANONICAL_SOURCE_COPY; provenance must remain declared,"En el grafo de comunicación \( G_c(t)=( , E_c(t))\), \( _2(L)>0\) mide conectividad algebraica cuando la topología es no dirigida . El resultado conmutado de permite conmutación arbitraria dentro de una colección finita cuyos digrafos son, ","En el grafo de comunicación \( G_c(t)=( , E_c(t))\), \( _2(L)>0\) mide conectividad algebraica cuando la topología es no dirigida . El resultado conmutado de permite conmutación arbitraria dentro de una colección finita cuyos digrafos son, "
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:41:p010,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,41,thesis,thesis/sections/mainmatter/05-theoretical-framework.tex,19,43,0.565789,0.477778,MODERATE_OVERLAP,LEGITIMATE_UNPUBLISHED_REVISION; not a separate publication,"En el grafo de comunicación \( G_c(t)=( , E_c(t))\), \( _2(L)>0\) mide conectividad algebraica cuando la topología es no dirigida . El resultado conmutado de permite conmutación arbitraria dentro de una colección finita cuyos digrafos son, ","En el grafo de comunicación \( G_c(t)=( , E_c(t))\), \( _2(L)>0\) mide conectividad algebraica cuando la topología es no dirigida . Las topologías conmutadas exigen conectividad conjunta dentro de intervalos acotados . Un grafo de sensado \"
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:43:p011,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,43,snapshot,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,43,61,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_CANONICAL_SOURCE_COPY; provenance must remain declared,"El consenso estático aproxima una cantidad fija. El consenso dinámico sigue el agregado cuando sus entradas cambian durante el movimiento . La cota de error depende de la conectividad, la variación de entrada, las ganancias y la discretizac","El consenso estático aproxima una cantidad fija. El consenso dinámico sigue el agregado cuando sus entradas cambian durante el movimiento . La cota de error depende de la conectividad, la variación de entrada, las ganancias y la discretizac"
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:43:p011,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,43,thesis,thesis/sections/mainmatter/05-theoretical-framework.tex,20,61,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_UNPUBLISHED_REVISION; not a separate publication,"El consenso estático aproxima una cantidad fija. El consenso dinámico sigue el agregado cuando sus entradas cambian durante el movimiento . La cota de error depende de la conectividad, la variación de entrada, las ganancias y la discretizac","El consenso estático aproxima una cantidad fija. El consenso dinámico sigue el agregado cuando sus entradas cambian durante el movimiento . La cota de error depende de la conectividad, la variación de entrada, las ganancias y la discretizac"
pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex:45:p012,Monografía: modelo común y estado del arte,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,45,snapshot,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,45,55,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_CANONICAL_SOURCE_COPY; provenance must remain declared,Las activaciones locales permiten ejecutar revisiones sin una ronda global. El resultado asíncrono citado supone activación persistente y retardos acotados ; una copia que excede esa cota queda fuera de su dominio. Distribuido describe la l,Las activaciones locales permiten ejecutar revisiones sin una ronda global. El resultado asíncrono citado supone activación persistente y retardos acotados ; una copia que excede esa cota queda fuera de su dominio. Distribuido describe la l
