paragraph_id,chapter,current_path,current_line,corpus,source_path,source_block,common_5grams,containment_current,jaccard,match_type,determination,current_excerpt,source_excerpt
pre-thesis/sections/source-snapshot/frontmatter/02-abstract.tex:16:p003,Preliminares: Abstract,pre-thesis/sections/source-snapshot/frontmatter/02-abstract.tex,16,snapshot,pre-thesis/sections/source-snapshot/frontmatter/02-abstract.tex,16,73,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_CANONICAL_SOURCE_COPY; provenance must remain declared,"SP1 regulates quotas under explicit conditions, separates heterogeneous capacity, and reduces nominal false feasibility at the SP1--SP2 interface. SP2 exhibits an adverse safety--progress trade-off and restores all recoverable certificates ","SP1 regulates quotas under explicit conditions, separates heterogeneous capacity, and reduces nominal false feasibility at the SP1--SP2 interface. SP2 exhibits an adverse safety--progress trade-off and restores all recoverable certificates "
pre-thesis/sections/source-snapshot/frontmatter/02-abstract.tex:25:p004,Preliminares: Abstract,pre-thesis/sections/source-snapshot/frontmatter/02-abstract.tex,25,snapshot,pre-thesis/sections/source-snapshot/frontmatter/02-abstract.tex,25,39,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_CANONICAL_SOURCE_COPY; provenance must remain declared,"The contribution is a verifiable architecture of contracts and local games, together with a planar functional composition. It does not establish global hybrid stability, social optimality, fully distributed coordination, or industrial valid","The contribution is a verifiable architecture of contracts and local games, together with a planar functional composition. It does not establish global hybrid stability, social optimality, fully distributed coordination, or industrial valid"
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:4:p001,1. Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,4,snapshot,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,4,63,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_CANONICAL_SOURCE_COPY; provenance must remain declared,"La IFR registró 102\,900 robots de servicio para transporte y logística en 2024: un 14\,% más que el año anterior y más de la mitad de las unidades profesionales de su muestra . En almacenes, Kiva documentó la coordinación de flotas para mo","La IFR registró 102\,900 robots de servicio para transporte y logística en 2024: un 14\,% más que el año anterior y más de la mitad de las unidades profesionales de su muestra . En almacenes, Kiva documentó la coordinación de flotas para mo"
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:4:p001,1. Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,4,thesis,thesis/sections/mainmatter/01-introduction.tex,2,63,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_UNPUBLISHED_REVISION; not a separate publication,"La IFR registró 102\,900 robots de servicio para transporte y logística en 2024: un 14\,% más que el año anterior y más de la mitad de las unidades profesionales de su muestra . En almacenes, Kiva documentó la coordinación de flotas para mo","La IFR registró 102\,900 robots de servicio para transporte y logística en 2024: un 14\,% más que el año anterior y más de la mitad de las unidades profesionales de su muestra . En almacenes, Kiva documentó la coordinación de flotas para mo"
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:13:p002,1. Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,13,snapshot,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,13,57,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_CANONICAL_SOURCE_COPY; provenance must remain declared,"El problema cambia cuando una carga rebasa la capacidad individual o exige apoyo en varios puntos. Un bastidor pesado, por ejemplo, puede requerir varios AMR y una pose de entrega precisa. Una coalición temporal reparte la tarea sin dimensi","El problema cambia cuando una carga rebasa la capacidad individual o exige apoyo en varios puntos. Un bastidor pesado, por ejemplo, puede requerir varios AMR y una pose de entrega precisa. Una coalición temporal reparte la tarea sin dimensi"
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:13:p002,1. Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,13,thesis,thesis/sections/mainmatter/01-introduction.tex,3,57,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_UNPUBLISHED_REVISION; not a separate publication,"El problema cambia cuando una carga rebasa la capacidad individual o exige apoyo en varios puntos. Un bastidor pesado, por ejemplo, puede requerir varios AMR y una pose de entrega precisa. Una coalición temporal reparte la tarea sin dimensi","El problema cambia cuando una carga rebasa la capacidad individual o exige apoyo en varios puntos. Un bastidor pesado, por ejemplo, puede requerir varios AMR y una pose de entrega precisa. Una coalición temporal reparte la tarea sin dimensi"
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:19:p003,1. Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,19,snapshot,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,19,63,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_CANONICAL_SOURCE_COPY; provenance must remain declared,"La asignación multi-robot aporta las variables para seleccionar participantes , y los modelos de coalición representan el valor de una composición . Esa salida lógica es solo la primera interfaz. El equipo debe ocupar contactos compatibles ","La asignación multi-robot aporta las variables para seleccionar participantes , y los modelos de coalición representan el valor de una composición . Esa salida lógica es solo la primera interfaz. El equipo debe ocupar contactos compatibles "
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:19:p003,1. Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,19,thesis,thesis/sections/mainmatter/01-introduction.tex,4,63,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_UNPUBLISHED_REVISION; not a separate publication,"La asignación multi-robot aporta las variables para seleccionar participantes , y los modelos de coalición representan el valor de una composición . Esa salida lógica es solo la primera interfaz. El equipo debe ocupar contactos compatibles ","La asignación multi-robot aporta las variables para seleccionar participantes , y los modelos de coalición representan el valor de una composición . Esa salida lógica es solo la primera interfaz. El equipo debe ocupar contactos compatibles "
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:29:p004,1. Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,29,snapshot,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,29,48,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_CANONICAL_SOURCE_COPY; provenance must remain declared,"La Figura fija la lectura espacial del problema: una carga puede seguir reclutando, otra puede estar ya en transporte y una tercera puede ser atendida por un solo robot. El dibujo representa la arquitectura objetivo sin coordinador central;","La Figura fija la lectura espacial del problema: una carga puede seguir reclutando, otra puede estar ya en transporte y una tercera puede ser atendida por un solo robot. El dibujo representa la arquitectura objetivo sin coordinador central;"
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:29:p004,1. Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,29,thesis,thesis/sections/mainmatter/01-introduction.tex,5,48,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_UNPUBLISHED_REVISION; not a separate publication,"La Figura fija la lectura espacial del problema: una carga puede seguir reclutando, otra puede estar ya en transporte y una tercera puede ser atendida por un solo robot. El dibujo representa la arquitectura objetivo sin coordinador central;","La Figura fija la lectura espacial del problema: una carga puede seguir reclutando, otra puede estar ya en transporte y una tercera puede ser atendida por un solo robot. El dibujo representa la arquitectura objetivo sin coordinador central;"
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:37:p005,1. Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,37,snapshot,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,37,73,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_CANONICAL_SOURCE_COPY; provenance must remain declared,"La literatura revisada resuelve partes diferentes de esa cadena. MURDOCH y CBBA adjudican tareas mediante negociación ; ASyMTRe comprueba composiciones funcionales . El control cooperativo parte, en cambio, de un grupo ya constituido . Las ","La literatura revisada resuelve partes diferentes de esa cadena. MURDOCH y CBBA adjudican tareas mediante negociación ; ASyMTRe comprueba composiciones funcionales . El control cooperativo parte, en cambio, de un grupo ya constituido . Las "
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:37:p005,1. Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,37,thesis,thesis/sections/mainmatter/01-introduction.tex,7,73,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_UNPUBLISHED_REVISION; not a separate publication,"La literatura revisada resuelve partes diferentes de esa cadena. MURDOCH y CBBA adjudican tareas mediante negociación ; ASyMTRe comprueba composiciones funcionales . El control cooperativo parte, en cambio, de un grupo ya constituido . Las ","La literatura revisada resuelve partes diferentes de esa cadena. MURDOCH y CBBA adjudican tareas mediante negociación ; ASyMTRe comprueba composiciones funcionales . El control cooperativo parte, en cambio, de un grupo ya constituido . Las "
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:48:p006,1. Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,48,snapshot,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,48,66,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_CANONICAL_SOURCE_COPY; provenance must remain declared,Este trabajo especifica la entrada y la salida de cada interfaz. Los robots revisan decisiones a partir de su estado y de mensajes vecinales. El cierre entero y varios cálculos por carga consultan agregados globales; el registro del simulad,Este trabajo especifica la entrada y la salida de cada interfaz. Los robots revisan decisiones a partir de su estado y de mensajes vecinales. El cierre entero y varios cálculos por carga consultan agregados globales; el registro del simulad
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:48:p006,1. Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,48,thesis,thesis/sections/mainmatter/01-introduction.tex,8,66,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_UNPUBLISHED_REVISION; not a separate publication,Este trabajo especifica la entrada y la salida de cada interfaz. Los robots revisan decisiones a partir de su estado y de mensajes vecinales. El cierre entero y varios cálculos por carga consultan agregados globales; el registro del simulad,Este trabajo especifica la entrada y la salida de cada interfaz. Los robots revisan decisiones a partir de su estado y de mensajes vecinales. El cierre entero y varios cálculos por carga consultan agregados globales; el registro del simulad
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:48:p006,1. Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,48,work,work/TFM_MROB_Compendio_Maestro_Exhaustivo_2026.pdf,4720,19,0.287879,0.042889,LOW_OVERLAP,"LEGITIMATE_AUTHOR_DRAFT_REUSE; retain provenance, re-synthesize if copied wholesale",Este trabajo especifica la entrada y la salida de cada interfaz. Los robots revisan decisiones a partir de su estado y de mensajes vecinales. El cierre entero y varios cálculos por carga consultan agregados globales; el registro del simulad,"Se ha pegado el markdown(10).md (continuacion) El trabajo cita adecuadamente la literatura, pero **no demuestra** por qué su enfoque es superior: | **ProblemaSoluciones existentesEste trabajo¿Mejora?** | | | | | ----------------------------"
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:56:p007,1. Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,56,snapshot,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,56,116,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_CANONICAL_SOURCE_COPY; provenance must remain declared,"Los experimentos siguen SP1--SP3. El primero pasa de asignación unitaria a cuotas y servicio heterogéneo. El segundo exige un wrench planar y regula la pose después del acoplamiento. El tercero evalúa seguridad, recuperación y tráfico, y re","Los experimentos siguen SP1--SP3. El primero pasa de asignación unitaria a cuotas y servicio heterogéneo. El segundo exige un wrench planar y regula la pose después del acoplamiento. El tercero evalúa seguridad, recuperación y tráfico, y re"
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:56:p007,1. Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,56,thesis,thesis/sections/mainmatter/01-introduction.tex,9,67,0.577586,0.429487,MODERATE_OVERLAP,LEGITIMATE_UNPUBLISHED_REVISION; not a separate publication,"Los experimentos siguen SP1--SP3. El primero pasa de asignación unitaria a cuotas y servicio heterogéneo. El segundo exige un wrench planar y regula la pose después del acoplamiento. El tercero evalúa seguridad, recuperación y tráfico, y re","Los experimentos siguen cuatro bloques. El primero pasa de asignación unitaria a cuotas y servicio heterogéneo. El segundo exige un wrench planar y regula la pose después del acoplamiento. Seguridad, recuperación y tráfico se evalúan en el "
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:69:p008,1. Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,69,snapshot,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,69,65,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_CANONICAL_SOURCE_COPY; provenance must remain declared,"La modalidad física principal es Cargo soportada. Tras el acoplamiento, carga y robots se modelan como un cuerpo planar de contactos fijos con wrench acotado. Las proposiciones formales se refieren a componentes concretos de ese modelo; los","La modalidad física principal es Cargo soportada. Tras el acoplamiento, carga y robots se modelan como un cuerpo planar de contactos fijos con wrench acotado. Las proposiciones formales se refieren a componentes concretos de ese modelo; los"
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:69:p008,1. Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,69,thesis,thesis/sections/mainmatter/01-introduction.tex,10,65,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_UNPUBLISHED_REVISION; not a separate publication,"La modalidad física principal es Cargo soportada. Tras el acoplamiento, carga y robots se modelan como un cuerpo planar de contactos fijos con wrench acotado. Las proposiciones formales se refieren a componentes concretos de ese modelo; los","La modalidad física principal es Cargo soportada. Tras el acoplamiento, carga y robots se modelan como un cuerpo planar de contactos fijos con wrench acotado. Las proposiciones formales se refieren a componentes concretos de ese modelo; los"
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:79:p009,1. Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,79,snapshot,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,79,38,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_CANONICAL_SOURCE_COPY; provenance must remain declared,"Los Capítulos 2 a 5 fijan objetivos, hipótesis, protocolo y fundamentos. El Capítulo 6 presenta la evidencia; el Capítulo 7 responde a las hipótesis y delimita la transferencia de los resultados. Los anexos contienen las demostraciones comp","Los Capítulos 2 a 5 fijan objetivos, hipótesis, protocolo y fundamentos. El Capítulo 6 presenta la evidencia; el Capítulo 7 responde a las hipótesis y delimita la transferencia de los resultados. Los anexos contienen las demostraciones comp"
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:79:p009,1. Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,79,thesis,thesis/sections/mainmatter/01-introduction.tex,11,38,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_UNPUBLISHED_REVISION; not a separate publication,"Los Capítulos 2 a 5 fijan objetivos, hipótesis, protocolo y fundamentos. El Capítulo 6 presenta la evidencia; el Capítulo 7 responde a las hipótesis y delimita la transferencia de los resultados. Los anexos contienen las demostraciones comp","Los Capítulos 2 a 5 fijan objetivos, hipótesis, protocolo y fundamentos. El Capítulo 6 presenta la evidencia; el Capítulo 7 responde a las hipótesis y delimita la transferencia de los resultados. Los anexos contienen las demostraciones comp"
pre-thesis/sections/intro-contracts.tex:4:p001,Otro,pre-thesis/sections/intro-contracts.tex,4,thesis,thesis/build/main.pdf,651,14,0.233333,0.053846,LOW_OVERLAP,LEGITIMATE_UNPUBLISHED_REVISION; not a separate publication,"Una revisión local consulta el estado del AMR y mensajes vecinales; el cierre entero y la infraestructura compartida añaden las dependencias globales que se declaran en la metodología. En transporte colectivo, el valor de incorporar a depen","5.1. Transporte cooperativo y contratos entre capas Los AMR de almacén toman decisiones locales dentro de reglas logísticas de circulación, despacho y prioridad (Azadeh et al., 2019). En la arquitectura estudiada, una revisión local consult"
pre-thesis/sections/intro-contracts.tex:12:p002,Otro,pre-thesis/sections/intro-contracts.tex,12,thesis,thesis/sections/mainmatter/05-theoretical-framework.tex,7,4,0.142857,0.053333,LOW_OVERLAP,LEGITIMATE_UNPUBLISHED_REVISION; not a separate publication,"La carga debe cerrar , realizar el wrench y solo entonces ejecutar el transporte con su filtro de seguridad . La Figura codifica esas entregas; una garantía extremo a extremo requeriría demostrar su composición.",Una carga que rebasa la capacidad individual exige primero cerrar . Esa composición debe admitir contactos capaces de realizar el wrench; solo entonces el control puede ejecutar el transporte con su filtro de seguridad . Las flechas de la F
pre-thesis/sections/intro-contracts.tex:57:p003,Otro,pre-thesis/sections/intro-contracts.tex,57,thesis,thesis/build/main.pdf,662,10,0.263158,0.067114,LOW_OVERLAP,LEGITIMATE_UNPUBLISHED_REVISION; not a separate publication,"Cada estimación se vincula con su instante y vecindario. La ejecución permanece digital aunque las activaciones sean asíncronas: integrador, muestreo y política de mensajes determinan la trayectoria. Cargo usa contactos soportados y bilater","vecindario que la produjo. Su error entra en la decisión que consume la ocupación o el recurso estimado. La ejecución permanece digital aunque las activaciones sean asíncronas: el integrador, el periodo de muestreo y la política de mensajes"
pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex:4:p001,2. Objetivos,pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex,4,snapshot,pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex,4,27,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_CANONICAL_SOURCE_COPY; provenance must remain declared,La coalición seleccionada debe poder acoplarse a la carga y completar el transporte. Los objetivos relacionan esa exigencia física con la decisión estratégica y con la información disponible durante la ejecución.,La coalición seleccionada debe poder acoplarse a la carga y completar el transporte. Los objetivos relacionan esa exigencia física con la decisión estratégica y con la información disponible durante la ejecución.
pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex:4:p001,2. Objetivos,pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex,4,thesis,thesis/sections/mainmatter/02-objectives.tex,2,27,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_UNPUBLISHED_REVISION; not a separate publication,La coalición seleccionada debe poder acoplarse a la carga y completar el transporte. Los objetivos relacionan esa exigencia física con la decisión estratégica y con la información disponible durante la ejecución.,La coalición seleccionada debe poder acoplarse a la carga y completar el transporte. Los objetivos relacionan esa exigencia física con la decisión estratégica y con la información disponible durante la ejecución.
pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex:10:p002,2. Objetivos,pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex,10,snapshot,pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex,10,44,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_CANONICAL_SOURCE_COPY; provenance must remain declared,"Desarrollar una arquitectura híbrida e interpretable que conecte revisiones estratégicas vecinales con cierre entero y guardias físicas para el transporte cooperativo de cargas heterogéneas. Su evaluación comparará factibilidad, calidad ope","Desarrollar una arquitectura híbrida e interpretable que conecte revisiones estratégicas vecinales con cierre entero y guardias físicas para el transporte cooperativo de cargas heterogéneas. Su evaluación comparará factibilidad, calidad ope"
pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex:10:p002,2. Objetivos,pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex,10,legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/config/metadata.tex,1,3,0.068182,0.042254,LOW_OVERLAP,"LEGITIMATE_AUTHOR_PROJECT_SNAPSHOT; historical reuse, not independent evidence","Desarrollar una arquitectura híbrida e interpretable que conecte revisiones estratégicas vecinales con cierre entero y guardias físicas para el transporte cooperativo de cargas heterogéneas. Su evaluación comparará factibilidad, calidad ope",Coordinación distribuida local de múltiples AMR para el transporte cooperativo de cargas heterogéneas en entornos industriales Jorge Luis Mayorga Taborda José Ignacio Iñíguez Amigot 2025--2026 Julio de 2026 Coordinación distribuida para tra
pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex:10:p002,2. Objetivos,pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex,10,thesis,thesis/sections/mainmatter/02-objectives.tex,4,44,1.0,1.0,EXACT_OR_CONTAINED,LEGITIMATE_UNPUBLISHED_REVISION; not a separate publication,"Desarrollar una arquitectura híbrida e interpretable que conecte revisiones estratégicas vecinales con cierre entero y guardias físicas para el transporte cooperativo de cargas heterogéneas. Su evaluación comparará factibilidad, calidad ope","Desarrollar una arquitectura híbrida e interpretable que conecte revisiones estratégicas vecinales con cierre entero y guardias físicas para el transporte cooperativo de cargas heterogéneas. Su evaluación comparará factibilidad, calidad ope"
