exact_query,exact_result_count,exact_exact_in_snippet,exact_top_url,exact_top_title,exact_urls_first_five,unquoted_query,unquoted_result_count,longest_consecutive_query_words,unquoted_top_url,unquoted_top_title,unquoted_urls_first_five,verdict,rationale,checked_at_utc
"""21 enumeraciones confirmaron la Proposición Para una sola de las 120 asignaciones""",1,false,https://pdfcoffee.com/el-efecto-lucifer-5-pdf-free.html,El efecto Lucifer - PDFCOFFEE.COM,https://pdfcoffee.com/el-efecto-lucifer-5-pdf-free.html,21 enumeraciones confirmaron la Proposición Para una sola de las 120 asignaciones,15,2,https://centralelectoral.ine.mx/2026/07/23/ine-aprueba-acuerdos-fundamentales-para-la-organizacion-de-los-procesos-electorales-concurrentes-2026-2027/,INE aprueba acuerdos fundamentales para la organización de los Procesos Electorales Concurrentes 2026-2027  - Central Electoral,https://centralelectoral.ine.mx/2026/07/23/ine-aprueba-acuerdos-fundamentales-para-la-organizacion-de-los-procesos-electorales-concurrentes-2026-2027/ | https://www.academiajurisprudenciapr.org/proposiciones-y-resoluciones-de-la-convencion-constituyente/ | https://www.cconstituyente.cl/comisiones/verDoc.aspx?prmID=2681&prmTipo=DOCUMENTO_COMISION | https://www.bcn.cl/leychile/navegar?idNorma=1143661&tipoVersion=0 | https://www.latercera.com/politica/noticia/el-borrador-de-nueva-constitucion-ahora-tiene-indice-revisa-los-capitulos-aprobados-por-la-comision-de-armonizacion/JPFN57PXUVBDLDLP636PDTSC2A/,ORIGINAL,"No normalized exact-phrase match in returned snippets; the search backend exposed 1 exact-query and 15 open-query results; open snippets shared at most 2 consecutive query words. Counts are visible results, not global-index totals.",2026-09-09T05:17:36Z
"""frente al oráculo presenta una dispersión amplia Los cinco métodos completos alcanzaron""",7,false,https://esdocs.com/doc/146640/libro-del-xv-congreso-nacional-de-ciencia-y-tecnolog%C3%ADa---...,Libro del XV Congreso Nacional de Ciencia y Tecnología - Apanac,https://esdocs.com/doc/146640/libro-del-xv-congreso-nacional-de-ciencia-y-tecnolog%C3%ADa---... | https://esdocs.com/doc/390938/descargas---ministerio-de-cultura-y-patrimonio | https://esdocs.com/doc/2105780/--ediciones-universidad-san-jorge | https://esdocs.com/doc/1614080/lecturas-de-la-primera-semana-de-junio-2015 | https://esdocs.com/doc/975650/ya-nada-sera-lo-mismo---igop---universitat-aut%C3%B2noma-de-ba...,frente al oráculo presenta una dispersión amplia Los cinco métodos completos alcanzaron,18,2,https://espanol.libretexts.org/Qu%C3%ADmica/Qu%C3%ADmica_General/Libro%3A_Chem1_%28Inferior%29/03%3A_Medici%C3%B3n_de_la_materia/3.04%3A_Confiabilidad_de_una_medici%C3%B3n,3.4: Confiabilidad de una medición - LibreTexts Español,https://espanol.libretexts.org/Qu%C3%ADmica/Qu%C3%ADmica_General/Libro%3A_Chem1_%28Inferior%29/03%3A_Medici%C3%B3n_de_la_materia/3.04%3A_Confiabilidad_de_una_medici%C3%B3n | https://openstax.org/books/f%C3%ADsica-universitaria-volumen-3/pages/1-5-dispersion | https://www.studocu.com/es-mx/document/universidad-nacional-autonoma-de-mexico/estadistica-descriptiva/unidad-1-distribuciones-de-frecuencia-y-medidas-estadisticas/136368313 | https://openstax.org/books/introducci%C3%B3n-estad%C3%ADstica/pages/2-7-medidas-de-la-dispersion-de-los-datos | https://aprendeconalf.es/docencia/estadistica/manual/estadistica-descriptiva/,ORIGINAL,"No normalized exact-phrase match in returned snippets; the search backend exposed 7 exact-query and 18 open-query results; open snippets shared at most 2 consecutive query words. Counts are visible results, not global-index totals.",2026-09-09T05:17:41Z
"""demostrado bajo demanda realizable y penalización dominante Para cargas obligatorias se generalizan""",2,false,https://financialfilings.com/filings/nueva-expresion-textil-sa/audit-report-information/2026/32835547/,Nueva Expresion Textil S.A. - Audit Report / Information 2025 | FinancialFilings,https://financialfilings.com/filings/nueva-expresion-textil-sa/audit-report-information/2026/32835547/ | https://financialfilings.com/filings/nueva-expresion-textil-sa/annual-report/2026/32842150/,demostrado bajo demanda realizable y penalización dominante Para cargas obligatorias se generalizan,17,1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2023-23045,"BOE-A-2023-23045 Resolución de 2 de noviembre de 2023, de la Comisión Nacional de los Mercados y la Competencia, por la que se aprueban las condiciones y requisitos para un proyecto de demostración regulatorio de control de tensión de la demanda eléctrica.",https://www.boe.es/diario_boe/txt.php?id=BOE-A-2023-23045 | https://www.sciencedirect.com/science/article/abs/pii/S030142152300544X | https://normograma.superservicios.gov.co/NORMOGRAMA/compilacion/docs/resolucion_creg_101-18_2023.htm | https://www.funcas.es/articulos/mecanismos-de-capacidad-para-la-transicion-energetica-retos-y-recomendaciones-para-el-diseno-de-opciones-de-fiabilidad/ | https://revista-anales.icai.es/web/n_15/seccion_3.html,ORIGINAL,"No normalized exact-phrase match in returned snippets; the search backend exposed 2 exact-query and 17 open-query results; open snippets shared at most 1 consecutive query words. Counts are visible results, not global-index totals.",2026-09-09T05:17:43Z
"""completas límite formal del déficit lineal bajo escasez demostrado mediante identidad algebraica""",2,false,https://fr.scribd.com/document/402519154/Kessler-pag-141-a-154-244-Docta08-WEB-pdf,Kessler Pag 141 A 154 244 - Docta08-WEB PDF | PDF | Psicoanálisis | Autismo,https://fr.scribd.com/document/402519154/Kessler-pag-141-a-154-244-Docta08-WEB-pdf | https://fliphtml5.com/vmqmf/dypa/Cientificos_NAT_GEO_3/,completas límite formal del déficit lineal bajo escasez demostrado mediante identidad algebraica,18,1,https://openstax.org/books/c%C3%A1lculo-volumen-3/pages/4-2-limites-y-continuidad,4.2 Límites y continuidad - Cálculo volumen 3 | OpenStax,https://openstax.org/books/c%C3%A1lculo-volumen-3/pages/4-2-limites-y-continuidad | https://openstax.org/books/c%C3%A1lculo-volumen-1/pages/2-3-las-leyes-de-los-limites | https://epubs.siam.org/doi/10.1137/0214050 | https://www.sciencedirect.com/science/article/pii/0021869373901257 | https://es.wikipedia.org/wiki/L%C3%ADmite_de_una_funci%C3%B3n,ORIGINAL,"No normalized exact-phrase match in returned snippets; the search backend exposed 2 exact-query and 18 open-query results; open snippets shared at most 1 consecutive query words. Counts are visible results, not global-index totals.",2026-09-09T05:17:46Z
"""superó a Smith lineal QR en puntos porcentuales IC 95 Greedy Q""",0,false,,,,superó a Smith lineal QR en puntos porcentuales IC 95 Greedy Q,18,2,https://oeis.org/A010546,A010546 - OEIS,https://oeis.org/A010546 | https://docs.scipy.org/doc/scipy/reference/generated/scipy.linalg.qr.html | https://eventosindustrial.unmsm.edu.pe/upg_old/archivos/TESIS2019/DOCTORADO/tesis34.pdf | https://repositorio.unica.edu.pe/server/api/core/bitstreams/4b22d047-2270-4740-8ef7-30101c52a2be/content | https://sites.google.com/site/circuitmason/tutorials/lesson-11-broadband-matching-with-constant-q-lines,ORIGINAL,"No normalized exact-phrase match in returned snippets; the search backend exposed 0 exact-query and 18 open-query results; open snippets shared at most 2 consecutive query words. Counts are visible results, not global-index totals.",2026-09-09T05:17:49Z
"""beneficio lineal Greedy Q mantuvo una ventaja de puntos sobre Smith QR""",0,false,,,,beneficio lineal Greedy Q mantuvo una ventaja de puntos sobre Smith QR,16,2,https://pubsonline.informs.org/doi/10.1287/opre.26.1.197,Technical Note—A New Proof of the Optimality of the Shortest Remaining Processing Time Discipline | Operations Research,https://pubsonline.informs.org/doi/10.1287/opre.26.1.197 | https://doi.org/10.1287/stsy.2024.0095 | https://pubsonline.informs.org/doi/abs/10.1287/opre.26.1.197 | https://diposit.ub.edu/bitstreams/cd3f73c2-02bc-4d88-a0d4-ac73773f50f7/download | https://link.springer.com/article/10.1007/s00182-021-00761-5,ORIGINAL,"No normalized exact-phrase match in returned snippets; the search backend exposed 0 exact-query and 16 open-query results; open snippets shared at most 2 consecutive query words. Counts are visible results, not global-index totals.",2026-09-09T05:18:57Z
"""potencial marginal de E2 demostrado para preferencias continuas y parámetros congelados Durante""",4,false,https://djvu.online/file/efFHlrM0LSrnG,"Economia Ambiental - Labandeira X., Leon C.J., Vázquez M.X. - 2007",https://djvu.online/file/efFHlrM0LSrnG | https://fliphtml5.com/thcsa/ydyw/Predicci%C3%B3n_y_decisiones_econ%C3%B3micas_con_Big_Data/ | https://astroblogspain.wordpress.com/page/4/ | https://fliphtml5.com/vmqmf/dypa/Cientificos_NAT_GEO_3/,potencial marginal de E2 demostrado para preferencias continuas y parámetros congelados Durante,20,2,https://pmc.ncbi.nlm.nih.gov/articles/PMC2830665/,Evaluating Marginal Policy Changes and the Average Effect of Treatment for Individuals at the Margin - PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC2830665/ | https://www.bcentral.cl/documents/33528/133297/MinutasIPOM_122009.pdf/5592c793-fe41-079e-acda-ba1724998a12?t=1706797758516 | https://www.journals.uchicago.edu/doi/10.1086/723637 | https://www.sciencedirect.com/science/article/abs/pii/S0301421505001746 | https://www.sciencedirect.com/science/article/pii/0165176593901534,ORIGINAL,"No normalized exact-phrase match in returned snippets; the search backend exposed 4 exact-query and 20 open-query results; open snippets shared at most 2 consecutive query words. Counts are visible results, not global-index totals.",2026-09-09T05:19:00Z
"""datos publicados reproducen el postproceso las tablas y las figuras La ausencia""",12,false,https://fliphtml5.com/vusvu/ioup/APA_4ta_ed-comprimido/,APA 4ta ed-comprimido - Rocio Palacios | Flip PDF en línea | FlipHTML5,https://fliphtml5.com/vusvu/ioup/APA_4ta_ed-comprimido/ | https://medicamentos.cochid.cl/informe/ | https://it.scribd.com/document/936488364/BolPediatr2023-64-267completo | https://aprenderly.com/doc/3467713/paradigmas-que-subyacen-en-la-investigaci%C3%B3n-de | https://studylib.net/doc/26160316/abc-de-la-redaccion-y-publicacion-medico-cientifica,datos publicados reproducen el postproceso las tablas y las figuras La ausencia,18,5,https://scielo.conicyt.cl/scielo.php?lng=es&nrm=iso&pid=S0718-07642005000200002&script=sci_arttext,Principales Aspectos sobre la Preparación de un Artículo para ser Publicado en una Revista Internacional de Corriente Principal,https://scielo.conicyt.cl/scielo.php?lng=es&nrm=iso&pid=S0718-07642005000200002&script=sci_arttext | https://revistas.unicauca.edu.co/index.php/rfcs/proceso_editorial | https://revista.aac.org.ar/index.php/RevArgentCirug/es/reglamento/index | https://revistascientificas.uach.mx/index.php/Estudios_Informacion/about/submissions | https://mgyf.org/normas-de-publicacion/,REVIEW,"No full 8–12-word exact match, but the open search exposed a 5-word generic consecutive overlap; retained for author review. The backend exposed 12 exact-query and 18 open-query results. Counts are visible results, not global-index totals.",2026-09-09T05:19:02Z
"""repartir servicio parcial y cerrar cargas en los dos objetivos MILP Tabla""",9,false,https://id.scribd.com/document/824320295/Main-Thesis-ES-r12,Métodos para la planificación de sistemas eléctricos | PDF | Software | Simulación,https://id.scribd.com/document/824320295/Main-Thesis-ES-r12 | https://it.scribd.com/document/307330475/La-Cultura-Del-Barroco | https://id.scribd.com/document/370468129/Costos-Industriales-pdf | https://www.dmsjuridica.com/JURISPRUDENCIA/CORTE_CONSTITUCIONAL/docs/2005/C-1041-05.html | https://id.scribd.com/document/386273731/134997076-30-anos-de-democracia-pdf,repartir servicio parcial y cerrar cargas en los dos objetivos MILP Tabla,19,1,https://idus.us.es/bitstreams/740c7409-ea85-4908-b18b-053ba5b4ee40/download,Herramienta para la gestión de la planificación de la operación y mantenimiento a corto plazo de aeronaves militares,https://idus.us.es/bitstreams/740c7409-ea85-4908-b18b-053ba5b4ee40/download | https://manglar.uninorte.edu.co/bitstream/handle/10584/12136/1140857366.pdf?sequence=1 | https://docs.scipy.org/doc/scipy-1.10.0/reference/generated/scipy.optimize.milp.html | https://www.researchgate.net/publication/279462019_Planificacion_de_las_cargas_de_expedicion_desde_la_plataforma_logistica_de_una_empresa_de_supermercados_hasta_sus_tiendas | https://onlinelibrary.wiley.com/doi/10.1111/itor.70092,ORIGINAL,"No normalized exact-phrase match in returned snippets; the search backend exposed 9 exact-query and 19 open-query results; open snippets shared at most 1 consecutive query words. Counts are visible results, not global-index totals.",2026-09-09T05:19:04Z
"""dentro del asignador secuencial Frente a la puntuación plana la corrección elevó""",4,false,https://www.iberley.es/jurisprudencia/sentencia-penal-audiencia-nacional-sala-lo-penal-seccion-primera-19-12-25-840731350,"Sentencia Penal 34/2025 Audiencia Nacional. Sala de lo Penal. Sección Primera, Rec. 4/2023 de 19 de diciembre del 2025 - Iberley",https://www.iberley.es/jurisprudencia/sentencia-penal-audiencia-nacional-sala-lo-penal-seccion-primera-19-12-25-840731350 | https://www.programadelfin.com.mx/web-delfin2021/recursos/memoriaverano2021/paginas/resumenes-est-l.htm | https://www.scribd.com/document/769981976/Manual-de-Estrategias-Didacticas-6-0 | https://abcdocz.com/doc/1744505/publicacionesdid%C3%A3%C2%A1cticas---seindor-ingenier%C3%A3%C2%ADa-web,dentro del asignador secuencial Frente a la puntuación plana la corrección elevó,16,2,https://www.cpeip.cl/sistema-reconocimiento/,Sistema de Reconocimiento - Cpeip,https://www.cpeip.cl/sistema-reconocimiento/ | https://cv.uoc.edu/UOC/a/moduls/90/90_148_h/recursos/prueba_obj.htm | https://www.educacionfpydeportes.gob.es/revista-de-educacion/numeros-revista-educacion/numeros-anteriores/2019/386/386-4.html | https://opositor.ai/blog/que-mira-el-tribunal-al-corregir/ | https://papers.ssrn.com/sol3/Delivery.cfm/6826459.pdf?abstractid=6826459&mirid=1,ORIGINAL,"No normalized exact-phrase match in returned snippets; the search backend exposed 4 exact-query and 16 open-query results; open snippets shared at most 2 consecutive query words. Counts are visible results, not global-index totals.",2026-09-09T05:19:06Z
