paragraph_id,chapter,section,path,line_start,line_end,words,sentences,text,normalized_sha256,query_fragment,sample_rank,sampled
pre-thesis/sections/frontmatter-evidence-key.tex:46:p003,Otro,Guía de lectura y niveles de evidencia,pre-thesis/sections/frontmatter-evidence-key.tex,46,47,25,1,"Esta cadena es el contrato de lectura del documento: si falta un eslabón, el estado se degrada y la conclusión se limita de forma explícita.",9d01a0a5512435fadcc3fe51d587076383a82182a1b288dcb4a805f3835075d9,cadena es el contrato de lectura del documento si falta un eslabón,4d36aee05afc177fb49a9c82e327b340e721e44673dc9b9aff909cac71c9f730,False
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:4:p001,1. Introducción,Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,4,11,67,3,"La IFR registró 102\,900 robots de servicio para transporte y logística en 2024: un 14\,% más que el año anterior y más de la mitad de las unidades profesionales de su muestra . En almacenes, Kiva documentó la coordinación de flotas para mover estanterías ; Geek+ y MiR ofrecen soluciones comerciales para preparación de pedidos y transporte interno . Estas aplicaciones se benefician de interfaces repetibles y recorridos conocidos.",8364cd996b026f87321ae3c349cebc06d6760d55b1c5597906638cacfe531004,mover estanterías Geek y MiR ofrecen soluciones comerciales para preparación de pedidos,5acd72a5b335f648bfa79f5d23581d2e48a89b2f55bb9f733c44fef306f58306,True
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:13:p002,1. Introducción,Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,13,17,61,4,"El problema cambia cuando una carga rebasa la capacidad individual o exige apoyo en varios puntos. Un bastidor pesado, por ejemplo, puede requerir varios AMR y una pose de entrega precisa. Una coalición temporal reparte la tarea sin dimensionar toda la flota para la carga máxima . La modularidad se conserva, pero la decisión deja de ser una asignación uno a uno.",8573c987b2ade275a160900eeb8791e7a549a8ebfb88973fce73c62ea02775c8,exige apoyo en varios puntos Un bastidor pesado por ejemplo puede requerir,bb7fec3d9b4dac42de1eb48475c31f5fc4e1257acc3a4f6e05b74696f6855bd3,False
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:19:p003,1. Introducción,Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,19,27,67,4,"La asignación multi-robot aporta las variables para seleccionar participantes , y los modelos de coalición representan el valor de una composición . Esa salida lógica es solo la primera interfaz. El equipo debe ocupar contactos compatibles antes de producir el wrench requerido; después, el control regula la pose bajo los límites de los actuadores . Un fallo en cualquiera de esas interfaces reabre la selección o detiene la tarea.",8a9d6d2e979db9f5500713c257976ab22594275bc8a9922f0c2229fbb662ff0e,equipo debe ocupar contactos compatibles antes de producir el wrench requerido después,22fac27f916e95e04d82d80fddbda274535b68bfbdb7c3701d7a764c14eaab1c,True
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:29:p004,1. Introducción,Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,29,33,52,2,"La Figura fija la lectura espacial del problema: una carga puede seguir reclutando, otra puede estar ya en transporte y una tercera puede ser atendida por un solo robot. El dibujo representa la arquitectura objetivo sin coordinador central; las dependencias globales que conserva la implementación evaluada se declaran después en la metodología.",0c995f55ca42343f98341ad7b9d8f7389569654f73d5ac569aa49326a9c99587,lectura espacial del problema una carga puede seguir reclutando otra puede estar,a5435f2e2cd80aa262b150d79e09116bd2e69e5ec3f53726c5bb09452033335a,False
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:37:p005,1. Introducción,Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,37,46,77,5,"La literatura revisada resuelve partes diferentes de esa cadena. MURDOCH y CBBA adjudican tareas mediante negociación ; ASyMTRe comprueba composiciones funcionales . El control cooperativo parte, en cambio, de un grupo ya constituido . Las garantías de estos métodos responden a estados de entrada distintos. Dentro del corpus y del criterio de inclusión documentados en el Capítulo 5, no se identificó una solución que conectara la decisión de coalición con la ejecución física, la recuperación y la degradación de red.",2be5fb40bd44d8d7fbeda359d861ad14f1d610eafc7cca147c5c7ed46db31a07,cadena MURDOCH y CBBA adjudican tareas mediante negociación ASyMTRe comprueba composiciones funcionales,eb5352d80816b875035540e2916b9117c81f36a055dca0c511735be81964e84d,False
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:48:p006,1. Introducción,Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,48,54,70,5,"Este trabajo especifica la entrada y la salida de cada interfaz. Los robots revisan decisiones a partir de su estado y de mensajes vecinales. El cierre entero y varios cálculos por carga consultan agregados globales; el registro del simulador también resuelve identificadores fuera del vecindario. Por eso la implementación evaluada es híbrida. Los optimizadores centralizados solo fijan referencias en instancias acotadas, y su ventaja informativa se declara en cada comparación.",cfda4959ffd2f5c2bab6a97c49e922d5561e774a3ccd94702a9a60f91d505785,optimizadores centralizados solo fijan referencias en instancias acotadas y su ventaja informativa,748bfe6d64deb9a0bb22b738a067b49f654a21cd1ee9adcfd7ca7c981a48dd7e,True
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:56:p007,1. Introducción,Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,56,67,120,9,"Los experimentos siguen SP1--SP3. El primero pasa de asignación unitaria a cuotas y servicio heterogéneo. El segundo exige un wrench planar y regula la pose después del acoplamiento. El tercero evalúa seguridad, recuperación y tráfico, y registra mensajes y CPU dentro de catálogos finitos. La campaña de calidad al escalar la red se conserva en la monografía y no adjudica H5b en esta memoria. Demostraciones, enumeraciones y mundos pareados separan resultados formales de observaciones empíricas. Un demostrador Cargo comprueba la compatibilidad funcional de selección, acoplamiento, transporte y reemplazo. Como sustituye parte de los mecanismos parciales de SP1 y SP2, sus resultados no constituyen una validación integrada de ambos subproblemas. El piloto tridimensional aporta un ensayo cinemático adicional de congestión.",c2c2d1360964e12eca8bc6547f06e18212e121903d7b0fc8f0078280d34111ea,adjudica H5b en esta memoria Demostraciones enumeraciones y mundos pareados separan resultados,c34a8e5da7286581d87f4fe1bede7d953a97c22a03a8fc90770d8eca5a177e39,False
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:69:p008,1. Introducción,Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,69,75,69,5,"La modalidad física principal es Cargo soportada. Tras el acoplamiento, carga y robots se modelan como un cuerpo planar de contactos fijos con wrench acotado. Las proposiciones formales se refieren a componentes concretos de ese modelo; los dominios experimentales aparecen en las tablas de protocolo. El soporte tridimensional, la interacción rueda--suelo y la percepción completa requieren otro modelo. Tampoco se ensayaron agarre físico ni empuje por confinamiento geométrico.",c0fe90aa3f504c58d57220808e30944c1be757a5ea0a92127e8308819fb75f0b,percepción completa requieren otro modelo Tampoco se ensayaron agarre físico ni empuje,d8357c6b283a5faa6527a3a43098efcee5558979987d337af2b2d8cd8126ff9e,False
pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex:79:p009,1. Introducción,Introducción,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,79,82,42,3,"Los Capítulos 2 a 5 fijan objetivos, hipótesis, protocolo y fundamentos. El Capítulo 6 presenta la evidencia; el Capítulo 7 responde a las hipótesis y delimita la transferencia de los resultados. Los anexos contienen las demostraciones completas y el estado de reproducibilidad.",d036bbbc18f4609960977c9c8ebff5d4f578451f580a2febfd7a21a43cbdf066,2 a 5 fijan objetivos hipótesis protocolo y fundamentos El Capítulo 6,aa2db691dd7577c61e65c606e0b7c150457e941e539a2e363d15a574662cdc78,False
pre-thesis/sections/intro-contracts.tex:4:p001,Otro,Contrato entre decisión y transporte,pre-thesis/sections/intro-contracts.tex,4,10,64,3,"Una revisión local consulta el estado del AMR y mensajes vecinales; el cierre entero y la infraestructura compartida añaden las dependencias globales que se declaran en la metodología. En transporte colectivo, el valor de incorporar a depende de , de su llegada y del contacto disponible. Los mercados para tareas complejas representan parte de esa dependencia ; la coalición física exige además concurrencia en contactos compatibles.",320726b6c70bf323e38cc3c0b76f8edbd823bbf363c15b00749009e463dd25eb,contacto disponible Los mercados para tareas complejas representan parte de esa dependencia,02972aec2c9d40fbe40cc97ce2e42599cb893a1a4e406ce55ca1613f5de7bd2a,True
pre-thesis/sections/intro-contracts.tex:12:p002,Otro,Contrato entre decisión y transporte,pre-thesis/sections/intro-contracts.tex,12,16,32,2,"La carga debe cerrar , realizar el wrench y solo entonces ejecutar el transporte con su filtro de seguridad . La Figura codifica esas entregas; una garantía extremo a extremo requeriría demostrar su composición.",44f793a9695365810eb4c06518ad87626bde2035e4682aff4d23737ac366f92f,Figura codifica esas entregas una garantía extremo a extremo requeriría demostrar su,609a4ea0e139218eb593579f2ff1cff19455bce7d50d753546fd2764349e57fc,False
pre-thesis/sections/intro-contracts.tex:57:p003,Otro,Contrato entre decisión y transporte,pre-thesis/sections/intro-contracts.tex,57,61,42,3,"Cada estimación se vincula con su instante y vecindario. La ejecución permanece digital aunque las activaciones sean asíncronas: integrador, muestreo y política de mensajes determinan la trayectoria. Cargo usa contactos soportados y bilaterales; caging parte de fuerzas unilaterales y exige otra prueba .",c9b599df64b3a4585d5fe2561ae0b59b7caf692b68db74d520f024b9d19d9b87,ejecución permanece digital aunque las activaciones sean asíncronas integrador muestreo y política,49de4c75583e8e3abdc6eaa77e3197fd5855fb578bb52924d6c78f3cf8759e07,False
pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex:4:p001,2. Objetivos,Objetivos,pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex,4,6,31,2,La coalición seleccionada debe poder acoplarse a la carga y completar el transporte. Los objetivos relacionan esa exigencia física con la decisión estratégica y con la información disponible durante la ejecución.,c02b4ce7d5d87aa15c5609bdef804024ec5c7eaeeb21c94f46c759193b1e0aad,completar el transporte Los objetivos relacionan esa exigencia física con la decisión,d30cba2c104297eef50272948c7681a12e2541e6051c58581c83d152c42eb4c6,False
pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex:10:p002,2. Objetivos,Objetivo general,pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex,10,14,48,2,"Desarrollar una arquitectura híbrida e interpretable que conecte revisiones estratégicas vecinales con cierre entero y guardias físicas para el transporte cooperativo de cargas heterogéneas. Su evaluación comparará factibilidad, calidad operacional y coste de información con referencias globales, y registrará la respuesta ante obstáculos, fallos y degradación de red.",d629cdf389f57efa5d8e4548ae9c8bd2c78780262cf8e141d4ef9ce937d5e5f2,Desarrollar una arquitectura híbrida e interpretable que conecte revisiones estratégicas vecinales con,505536d21429d904bfad658a49c19741c58255f4f02c5e187988bee28493226a,True
pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex:26:p003,2. Objetivos,Objetivos específicos,pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex,26,29,44,2,Formalizar la transición desde la asignación homogénea uno a uno hasta las cuotas variables y el servicio heterogéneo. Para cada caso se determinarán las condiciones de equilibrio y cierre; los experimentos medirán factibilidad y brecha respecto de la referencia global en abundancia y escasez.,d8c43231cb8832d462ff1d24005a4494d47e704f509eef416b80bdba54bd9ab1,transición desde la asignación homogénea uno a uno hasta las cuotas variables,93bdd160e586d4d33b89047c95bf8778c709990c0998ab62d399be1410f8bd61,True
pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex:31:p004,2. Objetivos,Objetivos específicos,pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex,31,35,52,2,Definir para Cargo un certificado planar que evalúe si la matriz de agarre y los límites de actuación realizan el wrench solicitado con el residual permitido. Ese certificado debe proporcionar la condición de entrada para el acoplamiento de robots diferenciales y para el servocontrol de pose en el dominio de estabilidad local.,d06a2a26d36aeb563e3011cfd105ff4fa9eff677e371396bbc77ba96a8c13868,realizan el wrench solicitado con el residual permitido Ese certificado debe proporcionar,5db9d3076af723b476da085e29dc37776c2e7939fbc8b57a6e873143766881aa,True
pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex:37:p005,2. Objetivos,Objetivos específicos,pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex,37,41,49,2,"Evaluar la seguridad y la recuperación ante obstáculos y un fallo simple, usando como respuestas la colisión, el progreso y el tiempo necesario para restaurar el certificado. Los conflictos de circulación se estudiarán sobre el grafo discreto; su invariante de exclusión se mantendrá separado de la distancia física continua.",4a50faaccef29fbe6869938c15b16dc6b0f824969f61be8eb4013947cbf38a3f,recuperación ante obstáculos y un fallo simple usando como respuestas la colisión,f37380488fde3cbc0a8affdd7cc21bb026f147d58da1ed24cff0a99039f5215a,False
pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex:43:p006,2. Objetivos,Objetivos específicos,pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex,43,46,43,2,"Medir tiempo de CPU y mensajes en los catálogos activos, y delimitar el estudio de escala y red. La comparación entre coordinación por eventos, retransmisión periódica e información perfecta se conserva como campaña histórica en la monografía; no adjudica H5b en esta memoria.",ae39f4142e54b71c8b8e20eb45f2922be669c34a7baa65e58d44f515ce63fd88,comparación entre coordinación por eventos retransmisión periódica e información perfecta se conserva,abf6757c25392e6a9cf0161712bcf14f1e6f6f7fd5734ef2eafe6d16545eca1d,False
pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex:48:p007,2. Objetivos,Objetivos específicos,pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex,48,52,58,2,"Construir un demostrador Cargo en el que el cierre de la coalición habilite el acoplamiento, el transporte continúe bajo la guardia de seguridad y un fallo active el reemplazo. Las ablaciones identificarán qué etapas sostienen el éxito; la comparación con las etapas experimentales de SP1--SP2 y con el piloto cinemático de SP3 delimitará el alcance del demostrador.",5c47ccb398b58cf225ac60267e9d9f2c5cb4d5ef6aabb32cd65cb79c422c3bb6,fallo active el reemplazo Las ablaciones identificarán qué etapas sostienen el éxito,b271c0d5834f14cfeb0c600fdb9e9ec18ec49cc0e0666035fdc89ad4e978ceb8,False
pre-thesis/sections/source-snapshot/mainmatter/03-hypotheses.tex:4:p001,3. Hipótesis,Hipótesis de partida,pre-thesis/sections/source-snapshot/mainmatter/03-hypotheses.tex,4,7,31,2,La hipótesis principal se contrasta mediante resultados parciales cuyos dominios no son intercambiables. Las hipótesis específicas fijan la propiedad esperada; la Tabla separa después el estimando y la regla de decisión.,6d225eac2955100e973995891ac7ff06a80052765f3e7b9d338d8d9956528ac1,contrasta mediante resultados parciales cuyos dominios no son intercambiables Las hipótesis específicas,d1082e756e61eb47e34f8fd39618fdb088305acf550f8ff3417a5feea034a95a,False
pre-thesis/sections/source-snapshot/mainmatter/03-hypotheses.tex:11:p002,3. Hipótesis,Hipótesis principal,pre-thesis/sections/source-snapshot/mainmatter/03-hypotheses.tex,11,19,87,5,". En una región donde la flota cubra la demanda, el certificado Cargo planar sea factible y el horizonte alcance para ejecutar la tarea, la arquitectura híbrida formará coaliciones factibles y completará el transporte. Las referencias globales medirán la brecha de calidad y el coste de usar información vecinal. El demostrador solo contrasta la compatibilidad funcional de su cadena concreta, pues sustituye parte de los mecanismos formales parciales de SP1--SP2. La hipótesis tampoco incluye una prueba de estabilidad del sistema híbrido ni validación industrial o en hardware.",507b7b2888ef1179685fc8127ed53832867488496c58371bb741b2c54701377c,concreta pues sustituye parte de los mecanismos formales parciales de SP1 SP2,d3ea969ab4e0bebc2ed22ba5ced1170474e0e3dd9e261c825c4e39c243b6314f,False
pre-thesis/sections/source-snapshot/mainmatter/03-hypotheses.tex:23:p003,3. Hipótesis,Hipótesis específicas,pre-thesis/sections/source-snapshot/mainmatter/03-hypotheses.tex,23,26,30,3,"1a. Realizabilidad estratégica. En la etapa de cuota de SP1, una penalización mayor que el coste unilateral máximo hará coincidir los equilibrios de Nash puros con asignaciones de cuota exacta.",319eb33dc3c0c8fef4158b70974d5c3a0b3ac9fe720b2d7fe1fc8678aa0e228e,coste unilateral máximo hará coincidir los equilibrios de Nash puros con asignaciones,515e06171904d57359a73262cadd2ba0f4fbbcbf133526ca6740d789a079bd54,False
pre-thesis/sections/source-snapshot/mainmatter/03-hypotheses.tex:28:p004,3. Hipótesis,Hipótesis específicas,pre-thesis/sections/source-snapshot/mainmatter/03-hypotheses.tex,28,31,30,3,"1b. Cierre entero. En condiciones de escasez, el cierre por ranking y cuórum (QR) aplicado a la relajación de Smith reducirá la fracción de robots que permanece en coaliciones parciales.",099d8549faf9969a841ec0c1eb6f3919970eeef8b1fb65d4302a95aebfe59f97,por ranking y cuórum QR aplicado a la relajación de Smith reducirá,066a62a21e6297b76d9126f70ef3334e8a43f89b154d784b341d7035bd5248ba,True
pre-thesis/sections/source-snapshot/mainmatter/03-hypotheses.tex:33:p005,3. Hipótesis,Hipótesis específicas,pre-thesis/sections/source-snapshot/mainmatter/03-hypotheses.tex,33,35,24,3,"1c. Incentivo de cuórum. Con el cierre QR fijado, el beneficio de cuórum aumentará el valor de las cargas completadas frente al beneficio lineal.",11136e171946e26ef382d27632164e79bffc5f4fd1e1375a452b731d091f7a2a,cuórum aumentará el valor de las cargas completadas frente al beneficio lineal,2541273e942685371b5bb7b78979192c285db9eaf60d7882d8432edbe9371f36,True
pre-thesis/sections/source-snapshot/mainmatter/03-hypotheses.tex:37:p006,3. Hipótesis,Hipótesis específicas,pre-thesis/sections/source-snapshot/mainmatter/03-hypotheses.tex,37,40,25,3,2. Factibilidad mecánica. La guardia vectorial de wrench planar reducirá las falsas aceptaciones respecto al criterio escalar y conservará cobertura sobre las coaliciones factibles disponibles.,db89cd431d57e68e492c790d0a945ca39ebd1d4ae3a63faa7907fc4caffb12cf,reducirá las falsas aceptaciones respecto al criterio escalar y conservará cobertura sobre,92866a084d12af61d5d0a65e6e931e873714f02e1e700951d65f8b4a189f5072,False
pre-thesis/sections/source-snapshot/mainmatter/03-hypotheses.tex:42:p007,3. Hipótesis,Hipótesis específicas,pre-thesis/sections/source-snapshot/mainmatter/03-hypotheses.tex,42,45,28,3,"3. Acoplamiento espacial. Bajo el régimen de red degradada fijado, incorporar el coste espacial a la decisión estratégica reducirá el tiempo de terminación frente a la variante desacoplada.",86918cad1ffc0208b4ef5e9dc81d6c0b2159ac535008fe73cc3f82993f33b12a,3 Acoplamiento espacial Bajo el régimen de red degradada fijado incorporar,2daa87a75e031b186f9f2899600239b922c048f23853837e015366768e3c5e33,True
pre-thesis/sections/source-snapshot/mainmatter/03-hypotheses.tex:47:p008,3. Hipótesis,Hipótesis específicas,pre-thesis/sections/source-snapshot/mainmatter/03-hypotheses.tex,47,50,37,4,"4. Reparación. Tras un fallo simple, el juego restaurará el certificado aditivo cuando la reserva completa cubra el déficit. En la misión integrada, continuar con reemplazo aumentará el éxito frente a detener la misión tras el fallo.",64dee370ab8ce5c71472c8f94730491142f0646839f752cbf5e92786841dd570,4 Reparación Tras un fallo simple el juego restaurará el certificado aditivo,4b5e38fc9759fd5bc7408ae32b734e2382353fd215a615c1cc1a0496069f0378,False
pre-thesis/sections/source-snapshot/mainmatter/03-hypotheses.tex:52:p009,3. Hipótesis,Hipótesis específicas,pre-thesis/sections/source-snapshot/mainmatter/03-hypotheses.tex,52,55,37,4,"5a. Coste de escala. En la etapa de red y escala de SP3, una activación local tendrá coste proporcional al grado vecinal. El oráculo exhaustivo implementado crecerá con el número de perfiles dentro de su dominio certificado.",aa5982a0dfed42d9c26e11071790163843787e7985a954a6d669b5da708b2822,local tendrá coste proporcional al grado vecinal El oráculo exhaustivo implementado crecerá,56a3b6e56c8144341817adc4ef566ce5601a994a2a0961ecbd86e23c096835ed,False
pre-thesis/sections/source-snapshot/mainmatter/03-hypotheses.tex:57:p010,3. Hipótesis,Hipótesis específicas,pre-thesis/sections/source-snapshot/mainmatter/03-hypotheses.tex,57,59,28,3,5b. Calidad bajo escala. La tasa global de perfiles libres de conflicto del método con retransmisión periódica se mantendrá por encima de cero en todos los tamaños ensayados.,6b013b65aaa6d5767d05ddec6d9424dcb771f5d257f3806ab55f4f1dfbb7c3e1,periódica se mantendrá por encima de cero en todos los tamaños ensayados,f75d2f85f7da31118e9106f23048bf468da7afe49bcb6b2064ded3fda0266ffb,False
