campaign_id,experiment,world_key,world_id,world_seed,scenario,N,K,capacity_cv,pressure,graph_regime,method,method_family,algorithm_status,terminal_phase,raw_certificate,distance_cost,capacity_deficit,robot_conflict,excess_capacity,assigned_robots,max_coalition_size,unserved_loads,rounds,messages,bytes,runtime_ms,commits,quota_commits,geometry_commits,rejected_stale,rejected_conflict,max_parallel_commits,potential_monotone,unilateral_local_minimum,pair_local_minimum,feasible,messages_per_agent,bytes_per_agent,oracle_status,oracle_objective,oracle_bound,oracle_gap,oracle_runtime_s,oracle_feasible,oracle_certified,optimality_gap,graph_n_edges,graph_mean_degree,graph_min_degree,graph_diameter,graph_components,graph_lambda_2,graph_connected,source_campaign_id,evidence_origin,arbitration_messages,transaction_messages,transaction_aborts,mis_iterations,triple_local_minimum
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r1,uniform-p0.7-r1,571747695,uniform,16,5,0.0,0.7,medium,geo_qpg_p,N4_PROPOSED,LOCAL_MINIMUM,G,FEASIBLE,310.72457127874014,0.0,0,14.000000000000002,14,4,0,305,1068,52044,185.7146999973338,26.0,14.0,12.0,0.0,0.0,1.0,True,True,True,True,66.75,3252.75,OPTIMAL,310.7245712787401,310.7245712787401,0.0,0.0026621000142768,True,True,1.8293828076382082e-16,75.0,9.375,5.0,3.0,1.0,2.642817163468848,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r1,uniform-p0.7-r1,571747695,uniform,16,5,0.0,0.7,medium,geo_qpg_cf,N4_PROPOSED,LOCAL_MINIMUM,G,FEASIBLE,310.72457127874014,0.0,0,14.000000000000002,14,4,0,13,862,43944,154.28889999748208,15.0,14.0,1.0,0.0,49.0,4.0,True,True,True,True,53.875,2746.5,OPTIMAL,310.7245712787401,310.7245712787401,0.0,0.0026621000142768,True,True,1.8293828076382082e-16,75.0,9.375,5.0,3.0,1.0,2.642817163468848,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r2,uniform-p0.7-r2,1988312877,uniform,16,5,0.0,0.7,medium,capacity_cbba_rb,N3_REFERENCE,QUIESCENT_OBSERVED,,FEASIBLE,553.9692529806389,0.0,0,24.0,16,4,0,26,877,141183,26.47049998631701,,,,,,,,,,True,54.8125,8823.9375,OPTIMAL,316.90621989605927,316.9062198960593,0.0,0.0025726000021677,True,True,0.7480542135220095,53.0,6.625,4.0,4.0,1.0,1.5610583414991872,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r2,uniform-p0.7-r2,1988312877,uniform,16,5,0.0,0.7,medium,weighted_grape,N3_REFERENCE,CONVERGED,,FEASIBLE,328.79459257833514,0.0,0,13.999999999999991,14,4,0,241,7516,315354,138.23959999717772,,,,,,,,,,True,469.75,19709.625,OPTIMAL,316.90621989605927,316.9062198960593,0.0,0.0025726000021677,True,True,0.0375138508994083,53.0,6.625,4.0,4.0,1.0,1.5610583414991872,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r2,uniform-p0.7-r2,1988312877,uniform,16,5,0.0,0.7,medium,weighted_pair_grape,N3_REFERENCE,CONVERGED,,FEASIBLE,321.12565694317306,0.0,0,13.999999999999991,14,4,0,289,8468,355338,197.367699991446,,,,,,,,,,True,529.25,22208.625,OPTIMAL,316.90621989605927,316.9062198960593,0.0,0.0025726000021677,True,True,0.0133144658646892,53.0,6.625,4.0,4.0,1.0,1.5610583414991872,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r2,uniform-p0.7-r2,1988312877,uniform,16,5,0.0,0.7,medium,geo_qpg_u,N4_PROPOSED,LOCAL_MINIMUM,G,FEASIBLE,498.5348567095155,0.0,0,13.999999999999991,14,4,0,30,264,8988,5.720899993320927,14.0,14.0,0.0,0.0,0.0,1.0,True,True,False,True,16.5,561.75,OPTIMAL,316.90621989605927,316.9062198960593,0.0,0.0025726000021677,True,True,0.57313055222781,53.0,6.625,4.0,4.0,1.0,1.5610583414991872,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r2,uniform-p0.7-r2,1988312877,uniform,16,5,0.0,0.7,medium,geo_qpg_p,N4_PROPOSED,LOCAL_MINIMUM,G,FEASIBLE,356.42538544733657,0.0,0,13.999999999999991,14,4,0,326,1576,73356,164.88210001261905,36.0,14.0,22.0,0.0,0.0,1.0,True,True,True,True,98.5,4584.75,OPTIMAL,316.90621989605927,316.9062198960593,0.0,0.0025726000021677,True,True,0.124703029067208,53.0,6.625,4.0,4.0,1.0,1.5610583414991872,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r2,uniform-p0.7-r2,1988312877,uniform,16,5,0.0,0.7,medium,geo_qpg_cf,N4_PROPOSED,LOCAL_MINIMUM,G,FEASIBLE,321.12565694317306,0.0,0,13.999999999999991,14,4,0,18,1608,84012,245.63409999245775,20.0,14.0,6.0,0.0,57.0,3.0,True,True,True,True,100.5,5250.75,OPTIMAL,316.90621989605927,316.9062198960593,0.0,0.0025726000021677,True,True,0.0133144658646892,53.0,6.625,4.0,4.0,1.0,1.5610583414991872,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r3,uniform-p0.7-r3,1189537683,uniform,16,5,0.0,0.7,medium,capacity_cbba_rb,N3_REFERENCE,QUIESCENT_OBSERVED,,FEASIBLE,895.6510139000693,0.0,0,23.999999999999996,16,7,0,25,721,119915,23.162400000728667,,,,,,,,,,True,45.0625,7494.6875,OPTIMAL,500.84830370978966,500.84830370978966,0.0,0.0036659000033978,True,True,0.7882680389770136,47.0,5.875,1.0,4.0,1.0,0.6107372821866587,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r3,uniform-p0.7-r3,1189537683,uniform,16,5,0.0,0.7,medium,weighted_grape,N3_REFERENCE,CONVERGED,,FEASIBLE,517.8012623957394,0.0,0,8.999999999999995,13,7,0,225,6617,277632,131.5263000142295,,,,,,,,,,True,413.5625,17352.0,OPTIMAL,500.84830370978966,500.84830370978966,0.0,0.0036659000033978,True,True,0.033848489773009,47.0,5.875,1.0,4.0,1.0,0.6107372821866587,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r3,uniform-p0.7-r3,1189537683,uniform,16,5,0.0,0.7,medium,weighted_pair_grape,N3_REFERENCE,CONVERGED,,FEASIBLE,500.8483037097896,0.0,0,8.999999999999995,13,7,0,289,7941,333240,251.50819998816587,,,,,,,,,,True,496.3125,20827.5,OPTIMAL,500.84830370978966,500.84830370978966,0.0,0.0036659000033978,True,True,-1.1349428247988083e-16,47.0,5.875,1.0,4.0,1.0,0.6107372821866587,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r3,uniform-p0.7-r3,1189537683,uniform,16,5,0.0,0.7,medium,geo_qpg_u,N4_PROPOSED,LOCAL_MINIMUM,G,FEASIBLE,707.8678376421826,0.0,0,8.999999999999995,13,7,0,29,241,8172,9.069599997019395,13.0,13.0,0.0,0.0,0.0,1.0,True,True,False,True,15.0625,510.75,OPTIMAL,500.84830370978966,500.84830370978966,0.0,0.0036659000033978,True,True,0.4133377958934804,47.0,5.875,1.0,4.0,1.0,0.6107372821866587,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r3,uniform-p0.7-r3,1189537683,uniform,16,5,0.0,0.7,medium,geo_qpg_p,N4_PROPOSED,LOCAL_MINIMUM,G,FEASIBLE,508.4454953432549,0.0,0,8.999999999999995,13,7,0,219,1010,46112,117.82020001555792,27.0,13.0,14.0,0.0,0.0,1.0,True,True,True,True,63.125,2882.0,OPTIMAL,500.84830370978966,500.84830370978966,0.0,0.0036659000033978,True,True,0.0151686480261443,47.0,5.875,1.0,4.0,1.0,0.6107372821866587,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r3,uniform-p0.7-r3,1189537683,uniform,16,5,0.0,0.7,medium,geo_qpg_cf,N4_PROPOSED,LOCAL_MINIMUM,G,FEASIBLE,500.8483037097896,0.0,0,8.999999999999995,13,7,0,18,1109,54868,122.89279999095017,16.0,13.0,3.0,0.0,90.0,3.0,True,True,True,True,69.3125,3429.25,OPTIMAL,500.84830370978966,500.84830370978966,0.0,0.0036659000033978,True,True,-1.1349428247988083e-16,47.0,5.875,1.0,4.0,1.0,0.6107372821866587,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r4,uniform-p0.7-r4,1981484187,uniform,16,5,0.0,0.7,medium,capacity_cbba_rb,N3_REFERENCE,QUIESCENT_OBSERVED,,CAPACITY_DEFICIT,380.455914036889,3.871805072999806,0,17.871805072999805,14,6,1,23,1243,211241,45.76099998666905,,,,,,,,,,False,77.6875,13202.5625,OPTIMAL,416.1733628977676,416.1733628977676,0.0,0.0025797999987844,True,True,,95.0,11.875,6.0,2.0,1.0,5.697572873231623,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r4,uniform-p0.7-r4,1981484187,uniform,16,5,0.0,0.7,medium,weighted_grape,N3_REFERENCE,CONVERGED,,FEASIBLE,531.3403312689279,0.0,0,19.0,15,6,0,257,13317,558744,167.92350000469014,,,,,,,,,,True,832.3125,34921.5,OPTIMAL,416.1733628977676,416.1733628977676,0.0,0.0025797999987844,True,True,0.276728350822998,95.0,11.875,6.0,2.0,1.0,5.697572873231623,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r4,uniform-p0.7-r4,1981484187,uniform,16,5,0.0,0.7,medium,weighted_pair_grape,N3_REFERENCE,CONVERGED,,FEASIBLE,416.1733628977676,0.0,0,19.0,15,6,0,337,16816,705702,485.5515999952331,,,,,,,,,,True,1051.0,44106.375,OPTIMAL,416.1733628977676,416.1733628977676,0.0,0.0025797999987844,True,True,0.0,95.0,11.875,6.0,2.0,1.0,5.697572873231623,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r4,uniform-p0.7-r4,1981484187,uniform,16,5,0.0,0.7,medium,geo_qpg_u,N4_PROPOSED,LOCAL_MINIMUM,G,FEASIBLE,663.278353206802,0.0,0,19.0,15,6,0,31,265,8880,11.055000009946523,15.0,15.0,0.0,0.0,0.0,1.0,True,True,False,True,16.5625,555.0,OPTIMAL,416.1733628977676,416.1733628977676,0.0,0.0025797999987844,True,True,0.5937549404615194,95.0,11.875,6.0,2.0,1.0,5.697572873231623,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r4,uniform-p0.7-r4,1981484187,uniform,16,5,0.0,0.7,medium,geo_qpg_p,N4_PROPOSED,LOCAL_MINIMUM,G,FEASIBLE,416.1733628977676,0.0,0,19.0,15,6,0,427,1505,74656,235.1743999752216,30.0,15.0,15.0,0.0,0.0,1.0,True,True,True,True,94.0625,4666.0,OPTIMAL,416.1733628977676,416.1733628977676,0.0,0.0025797999987844,True,True,0.0,95.0,11.875,6.0,2.0,1.0,5.697572873231623,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r4,uniform-p0.7-r4,1981484187,uniform,16,5,0.0,0.7,medium,geo_qpg_cf,N4_PROPOSED,LOCAL_MINIMUM,G,FEASIBLE,416.1733628977676,0.0,0,19.0,15,6,0,17,1575,85480,397.6035000232514,19.0,15.0,4.0,0.0,74.0,4.0,True,True,True,True,98.4375,5342.5,OPTIMAL,416.1733628977676,416.1733628977676,0.0,0.0025797999987844,True,True,0.0,95.0,11.875,6.0,2.0,1.0,5.697572873231623,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r5,uniform-p0.7-r5,3629322245,uniform,16,5,0.0,0.7,medium,capacity_cbba_rb,N3_REFERENCE,QUIESCENT_OBSERVED,,CAPACITY_DEFICIT,777.559616155095,2.433387900746653,0,26.43338790074664,16,6,1,23,650,130338,17.677399999229237,,,,,,,,,,False,40.625,8146.125,OPTIMAL,467.4363662230434,467.4363662230434,0.0,0.0016944999806582,True,True,,59.0,7.375,4.0,3.0,1.0,1.792569491727456,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r5,uniform-p0.7-r5,3629322245,uniform,16,5,0.0,0.7,medium,weighted_grape,N3_REFERENCE,CONVERGED,,FEASIBLE,500.256470369394,0.0,0,8.99999999999999,13,6,0,225,7752,325230,123.1586000067182,,,,,,,,,,True,484.5,20326.875,OPTIMAL,467.4363662230434,467.4363662230434,0.0,0.0016944999806582,True,True,0.0702129883721755,59.0,7.375,4.0,3.0,1.0,1.792569491727456,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r5,uniform-p0.7-r5,3629322245,uniform,16,5,0.0,0.7,medium,weighted_pair_grape,N3_REFERENCE,CONVERGED,,FEASIBLE,467.4363662230435,0.0,0,8.99999999999999,13,6,0,321,10503,440772,384.2011999804527,,,,,,,,,,True,656.4375,27548.25,OPTIMAL,467.4363662230434,467.4363662230434,0.0,0.0016944999806582,True,True,1.2160675327876483e-16,59.0,7.375,4.0,3.0,1.0,1.792569491727456,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r5,uniform-p0.7-r5,3629322245,uniform,16,5,0.0,0.7,medium,geo_qpg_u,N4_PROPOSED,LOCAL_MINIMUM,G,FEASIBLE,704.5386004024305,0.0,0,8.99999999999999,13,6,0,29,235,7920,9.019199991598724,13.0,13.0,0.0,0.0,0.0,1.0,True,True,False,True,14.6875,495.0,OPTIMAL,467.4363662230434,467.4363662230434,0.0,0.0016944999806582,True,True,0.5072395973278865,59.0,7.375,4.0,3.0,1.0,1.792569491727456,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r5,uniform-p0.7-r5,3629322245,uniform,16,5,0.0,0.7,medium,geo_qpg_p,N4_PROPOSED,LOCAL_MINIMUM,G,FEASIBLE,484.2616563913156,0.0,0,8.99999999999999,13,6,0,278,1302,60012,156.70369999133982,33.0,13.0,20.0,0.0,0.0,1.0,True,True,True,True,81.375,3750.75,OPTIMAL,467.4363662230434,467.4363662230434,0.0,0.0016944999806582,True,True,0.0359948249303387,59.0,7.375,4.0,3.0,1.0,1.792569491727456,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r5,uniform-p0.7-r5,3629322245,uniform,16,5,0.0,0.7,medium,geo_qpg_cf,N4_PROPOSED,LOCAL_MINIMUM,G,FEASIBLE,467.4363662230435,0.0,0,8.99999999999999,13,6,0,18,1453,75912,223.5254000115674,18.0,13.0,5.0,0.0,92.0,3.0,True,True,True,True,90.8125,4744.5,OPTIMAL,467.4363662230434,467.4363662230434,0.0,0.0016944999806582,True,True,1.2160675327876483e-16,59.0,7.375,4.0,3.0,1.0,1.792569491727456,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r6,uniform-p0.7-r6,2957158640,uniform,16,5,0.0,0.7,medium,capacity_cbba_rb,N3_REFERENCE,QUIESCENT_OBSERVED,,FEASIBLE,570.6648091935128,0.0,0,19.0,15,5,0,24,865,161535,23.599499982083216,,,,,,,,,,True,54.0625,10095.9375,OPTIMAL,409.2527748014669,409.2527748014669,0.0,0.0021533999824896,True,True,0.3944066951539882,65.0,8.125,4.0,3.0,1.0,2.553387500214278,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r6,uniform-p0.7-r6,2957158640,uniform,16,5,0.0,0.7,medium,weighted_grape,N3_REFERENCE,CONVERGED,,FEASIBLE,426.2843141382804,0.0,0,9.0,13,5,0,225,8377,351444,114.98509999364614,,,,,,,,,,True,523.5625,21965.25,OPTIMAL,409.2527748014669,409.2527748014669,0.0,0.0021533999824896,True,True,0.0416161853638638,65.0,8.125,4.0,3.0,1.0,2.553387500214278,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.7:cv0.0:r6,uniform-p0.7-r6,2957158640,uniform,16,5,0.0,0.7,medium,weighted_pair_grape,N3_REFERENCE,CONVERGED,,FEASIBLE,409.2527748014671,0.0,0,9.0,13,5,0,289,10155,426120,355.9435000061057,,,,,,,,,,True,634.6875,26632.5,OPTIMAL,409.2527748014669,409.2527748014669,0.0,0.0021533999824896,True,True,4.1668686709613684e-16,65.0,8.125,4.0,3.0,1.0,2.553387500214278,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,
