candidate_id,title,title_norm,authors,authors_norm,year,venue,doi,doi_norm,abstract,document_type,source_ids,provenance,provenance_sources,provenance_queries,verification_status,metadata_verification_status,evidence_status,screening_status,legacy_seed_id,wos_ut,citation_count,citation_count_source,retrieved_at_utc,dedup_status,duplicate_status,dedup_parent_candidate_id,notes,source,source_record_id,query_id,window_id,source_url,open_access_url
CCF0155D630D6,Matching-based Coalition Formation for Multi-robot Task Assignment Under Partial Uncertainty,matching based coalition formation for multi robot task assignment under partial uncertainty,Brenden Latham; Vladimir Ufimtsev; Ayan Dutta,brenden latham; vladimir ufimtsev; ayan dutta,2024,The International FLAIRS Conference Proceedings,10.32473/flairs.37.1.135575,10.32473/flairs.37.1.135575,"<jats:p>In this paper, we study the multi-robot coalition formation problem for instantaneous task allocation, where a group of robots needs to be allocated to a set of tasks to execute optimally. One robot might not be enough to complete a given task, so forming teams to complete these tasks becomes necessary. In many real-world scenarios, the robots might have noisy localization. Due to this, cost calculations for robot-to-task assignments become uncertain. However, a small amount of resources might be available to accurately localize a subset of these robots. To this end, we propose a bipartite graph matching-based task allocation strategy (centralized and distributed versions) that gracefully handles the uncertainty arising from cost calculations using an interval-based technique while leveraging the fact that a small number of robots might be localized on demand using an external system such as drones. We have tested the proposed technique in simulation. Results show that our approach is moderately fast -- scales up to 100 robots and 50 tasks in 0.85 sec. (distributed solution) while gracefully handling partial uncertainty.</jats:p>",,crossref:10.32473/flairs.37.1.135575,crossref,crossref,F01:primary,metadata_verified,metadata_verified,not_evidence,pending,,,,,2026-09-13T23:43:15.073485+00:00,unique,unique,,,crossref,10.32473/flairs.37.1.135575,F01,primary,https://doi.org/10.32473/flairs.37.1.135575,
CBC5B0B8D8660,One-to-many bipartite matching based coalition formation for multi-robot task allocation,one to many bipartite matching based coalition formation for multi robot task allocation,Ayan Dutta; Asai Asaithambi,ayan dutta; asai asaithambi,2019,2019 International Conference on Robotics and Automation (ICRA),10.1109/icra.2019.8793855,10.1109/icra.2019.8793855,,,crossref:10.1109/icra.2019.8793855,crossref,crossref,F01:primary,metadata_verified,metadata_verified,not_evidence,pending,,,24,crossref,2026-09-13T23:43:15.073508+00:00,unique,unique,,,crossref,10.1109/icra.2019.8793855,F01,primary,https://doi.org/10.1109/icra.2019.8793855,
CBA3E285FA233,Multi-robot coalition formation in real-time scenarios,multi robot coalition formation in real time scenarios,José Guerrero; Gabriel Oliver,josé guerrero; gabriel oliver,2012,Robotics and Autonomous Systems,10.1016/j.robot.2012.06.004,10.1016/j.robot.2012.06.004,,,crossref:10.1016/j.robot.2012.06.004,crossref,crossref,F01:primary,metadata_verified,metadata_verified,not_evidence,pending,,,49,crossref,2026-09-13T23:43:15.073528+00:00,unique,unique,,,crossref,10.1016/j.robot.2012.06.004,F01,primary,https://doi.org/10.1016/j.robot.2012.06.004,
C377D9D07E9CA,Non-additive multi-objective robot coalition formation,non additive multi objective robot coalition formation,Manoj Agarwal; Naveen Kumar; Lovekesh Vig,manoj agarwal; naveen kumar; lovekesh vig,2014,Expert Systems with Applications,10.1016/j.eswa.2013.11.044,10.1016/j.eswa.2013.11.044,,,crossref:10.1016/j.eswa.2013.11.044,crossref,crossref,F01:primary,metadata_verified,metadata_verified,not_evidence,pending,,,22,crossref,2026-09-13T23:43:15.073547+00:00,unique,unique,,,crossref,10.1016/j.eswa.2013.11.044,F01,primary,https://doi.org/10.1016/j.eswa.2013.11.044,
C201C8C16A7C2,Correlation clustering based coalition formation for multi-robot task allocation,correlation clustering based coalition formation for multi robot task allocation,Ayan Dutta; Vladimir Ufimtsev; Asai Asaithambi,ayan dutta; vladimir ufimtsev; asai asaithambi,2019,Proceedings of the 34th ACM/SIGAPP Symposium on Applied Computing,10.1145/3297280.3297369,10.1145/3297280.3297369,,,crossref:10.1145/3297280.3297369,crossref,crossref,F01:primary,metadata_verified,metadata_verified,not_evidence,pending,,,11,crossref,2026-09-13T23:43:15.073568+00:00,unique,unique,,,crossref,10.1145/3297280.3297369,F01,primary,https://doi.org/10.1145/3297280.3297369,
CC07155ACCF62,Dynamic Multi-Robot Coalition Formation: Precision Agriculture Case Study,dynamic multi robot coalition formation precision agriculture case study,Leonid Sheremetov; Alexander Smirnov; Nikolay Teslya,leonid sheremetov; alexander smirnov; nikolay teslya,2022,Acta Polytechnica Hungarica,10.12700/aph.19.10.2022.10.13,10.12700/aph.19.10.2022.10.13,,,crossref:10.12700/aph.19.10.2022.10.13,crossref,crossref,F01:primary,metadata_verified,metadata_verified,not_evidence,pending,,,5,crossref,2026-09-13T23:43:15.073589+00:00,unique,unique,,,crossref,10.12700/aph.19.10.2022.10.13,F01,primary,https://doi.org/10.12700/aph.19.10.2022.10.13,
C5E40CCD2D219,Multi-robot coalition formation problem: Task allocation with adaptive immigrants based genetic algorithms,multi robot coalition formation problem task allocation with adaptive immigrants based genetic algorithms,Amit Rauniyar; Pranab K Muhuri,amit rauniyar; pranab k muhuri,2016,"2016 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",10.1109/smc.2016.7844232,10.1109/smc.2016.7844232,,,crossref:10.1109/smc.2016.7844232,crossref,crossref,F01:primary,metadata_verified,metadata_verified,not_evidence,pending,,,28,crossref,2026-09-13T23:43:15.073614+00:00,unique,unique,,,crossref,10.1109/smc.2016.7844232,F01,primary,https://doi.org/10.1109/smc.2016.7844232,
C4649C0749E2E,Learning Policies for Dynamic Coalition Formation in Multi-Robot Task Allocation,learning policies for dynamic coalition formation in multi robot task allocation,Lucas C. D. Bezerra; Ataíde M. G. dos Santos; Shinkyu Park,lucas c. d. bezerra; ataíde m. g. dos santos; shinkyu park,2025,IEEE Robotics and Automation Letters,10.1109/lra.2025.3592080,10.1109/lra.2025.3592080,,,crossref:10.1109/lra.2025.3592080,crossref,crossref,F01:primary,metadata_verified,metadata_verified,not_evidence,pending,,,8,crossref,2026-09-13T23:43:15.073638+00:00,unique,unique,,,crossref,10.1109/lra.2025.3592080,F01,primary,https://doi.org/10.1109/lra.2025.3592080,
CAAAE1784EBA9,Distributed Hedonic Coalition Formation for Multi-Robot Task Allocation,distributed hedonic coalition formation for multi robot task allocation,Ayan Dutta; Vladimir Ufimtsev; Tuffa Said; Inmo Jang; Roger Eggen,ayan dutta; vladimir ufimtsev; tuffa said; inmo jang; roger eggen,2021,2021 IEEE 17th International Conference on Automation Science and Engineering (CASE),10.1109/case49439.2021.9551582,10.1109/case49439.2021.9551582,,,crossref:10.1109/case49439.2021.9551582,crossref,crossref,F01:primary,metadata_verified,metadata_verified,not_evidence,pending,,,12,crossref,2026-09-13T23:43:15.073662+00:00,unique,unique,,,crossref,10.1109/case49439.2021.9551582,F01,primary,https://doi.org/10.1109/case49439.2021.9551582,
C0564B3AD878F,A mobile agent-based coalition formation system for multi-robot systems,a mobile agent based coalition formation system for multi robot systems,Binsen Qian; Harry H. Cheng,binsen qian; harry h. cheng,2016,2016 12th IEEE/ASME International Conference on Mechatronic and Embedded Systems and Applications (MESA),10.1109/mesa.2016.7587179,10.1109/mesa.2016.7587179,,,crossref:10.1109/mesa.2016.7587179,crossref,crossref,F01:primary,metadata_verified,metadata_verified,not_evidence,pending,,,3,crossref,2026-09-13T23:43:15.073682+00:00,unique,unique,,,crossref,10.1109/mesa.2016.7587179,F01,primary,https://doi.org/10.1109/mesa.2016.7587179,
CABE9C223A99F,Pursuers-Coalition Construction Algorithm in Multi-robot Pursuit-Evasion Game,pursuers coalition construction algorithm in multi robot pursuit evasion game,Hao WANG; Lei DING; Baofu FANG; Hongliang YAO,hao wang; lei ding; baofu fang; hongliang yao,2013,Robot,10.3724/sp.j.1218.2013.00142,10.3724/sp.j.1218.2013.00142,,,crossref:10.3724/sp.j.1218.2013.00142,crossref,crossref,F01:primary,metadata_verified,metadata_verified,not_evidence,pending,,,4,crossref,2026-09-13T23:43:15.073705+00:00,unique,unique,,,crossref,10.3724/sp.j.1218.2013.00142,F01,primary,https://doi.org/10.3724/sp.j.1218.2013.00142,
CC7988333F8DB,Conclusions — Sub-National Coalition Formation in Multi-Level Settings,conclusions sub national coalition formation in multi level settings,Irina Ştefuriuc,irina ştefuriuc,2013,Government Formation in Multi-Level Settings,10.1057/9781137300744_8,10.1057/9781137300744_8,,,crossref:10.1057/9781137300744_8,crossref,crossref,F01:primary,metadata_verified,metadata_verified,not_evidence,pending,,,,,2026-09-13T23:43:15.073731+00:00,unique,unique,,,crossref,10.1057/9781137300744_8,F01,primary,https://doi.org/10.1057/9781137300744_8,
CB12FC29D1F8C,Sub-National Coalition Formation as a Multi-Level Game,sub national coalition formation as a multi level game,Irina Ştefuriuc,irina ştefuriuc,2013,Government Formation in Multi-Level Settings,10.1057/9781137300744_6,10.1057/9781137300744_6,,,crossref:10.1057/9781137300744_6,crossref,crossref,F01:primary,metadata_verified,metadata_verified,not_evidence,pending,,,1,crossref,2026-09-13T23:43:15.073749+00:00,unique,unique,,,crossref,10.1057/9781137300744_6,F01,primary,https://doi.org/10.1057/9781137300744_6,
CF1331F6D8F85,Optimizing Coalition Formation Strategies for Scalable Multi-Robot Task Allocation: A Comprehensive Survey of Methods and Mechanisms,optimizing coalition formation strategies for scalable multi robot task allocation a comprehensive survey of methods and mechanisms,Krishna Arjun; David Parlevliet; Hai Wang; Amirmehdi Yazdani,krishna arjun; david parlevliet; hai wang; amirmehdi yazdani,2025,Robotics,10.3390/robotics14070093,10.3390/robotics14070093,"<jats:p>In practical applications, the utilization of multi-robot systems (MRS) is extensive and spans various domains such as search and rescue operations, mining operations, agricultural tasks, and warehouse management. The surge in demand for MRS has prompted extensive exploration of Multi-Robot Task Allocation (MRTA). Researchers have devised a range of methodologies to tackle MRTA problems, aiming to achieve optimal solutions, yet there remains room for further enhancements in this field. Among the complex challenges in MRTA, the identification of an optimal coalition formation (CF) solution stands out as one of the (Nondeterministic Polynomial) NP-hard problems. CF pertains to the effective coordination and grouping of agents or robots for efficient task execution, achieved through optimal task allocation. In this context, this paper delivers a succinct overview of dynamic task allocation and CF strategies. It conducts a comprehensive examination of diverse strategies employed for MRTA. The analysis encompasses the advantages, disadvantages, and comparative assessments of these strategies with a focus on CF. Furthermore, this study introduces a novel classification system for prominent task allocation methods and compares these methods with simulation analysis. The fidelity and effectiveness of the proposed CF approach are substantiated through comparative assessments and simulation studies.</jats:p>",,crossref:10.3390/robotics14070093,crossref,crossref,F01:primary,metadata_verified,metadata_verified,not_evidence,pending,,,10,crossref,2026-09-13T23:43:15.073813+00:00,unique,unique,,,crossref,10.3390/robotics14070093,F01,primary,https://doi.org/10.3390/robotics14070093,
C9012EE4E8508,MuRoCo: A Framework for Capability- and Situation-Aware Coalition Formation in Cooperative Multi-Robot Systems,muroco a framework for capability and situation aware coalition formation in cooperative multi robot systems,Florian Rohrmüller; Dirk Wollherr; Martin Buss,florian rohrmüller; dirk wollherr; martin buss,2012,Journal of Intelligent &amp; Robotic Systems,10.1007/s10846-012-9654-0,10.1007/s10846-012-9654-0,,,crossref:10.1007/s10846-012-9654-0,crossref,crossref,F01:primary,metadata_verified,metadata_verified,not_evidence,pending,,,5,crossref,2026-09-13T23:43:15.073839+00:00,unique,unique,,,crossref,10.1007/s10846-012-9654-0,F01,primary,https://doi.org/10.1007/s10846-012-9654-0,
CA895FC515BE3,Designing Heterogeneous Robot Fleets for Task Allocation and Sequencing,designing heterogeneous robot fleets for task allocation and sequencing,Nils Wilde; Javier Alonso-Mora,nils wilde; javier alonso-mora,2023,2023 International Symposium on Multi-Robot and Multi-Agent Systems (MRS),10.1109/mrs60187.2023.10416795,10.1109/mrs60187.2023.10416795,,,crossref:10.1109/mrs60187.2023.10416795,crossref,crossref,F02:primary,metadata_verified,metadata_verified,not_evidence,pending,,,2,crossref,2026-09-13T23:43:15.083116+00:00,unique,unique,,,crossref,10.1109/mrs60187.2023.10416795,F02,primary,https://doi.org/10.1109/mrs60187.2023.10416795,
CD4502AA5AA1D,Heterogeneous Multi-Robot Cooperative Welding Task Allocation Based on Task-Centered Optimization: An Industrial Case Study,heterogeneous multi robot cooperative welding task allocation based on task centered optimization an industrial case study,Wenbo Liu; Zhian Kuang; Bo Zhou; Shihua Li,wenbo liu; zhian kuang; bo zhou; shihua li,2023,,10.2139/ssrn.4578054,10.2139/ssrn.4578054,,,crossref:10.2139/ssrn.4578054,crossref,crossref,F02:primary,metadata_verified,metadata_verified,not_evidence,pending,,,,,2026-09-13T23:43:15.083162+00:00,unique,unique,,,crossref,10.2139/ssrn.4578054,F02,primary,https://doi.org/10.2139/ssrn.4578054,
CF1F7D26044C3,Task-Centered Heterogeneous Multi-Robot Cooperative Task Allocation and Planning: An Welding Case Study,task centered heterogeneous multi robot cooperative task allocation and planning an welding case study,Wenbo Liu; Zhian Kuang; Yongcong Zhang; Bo Zhou; Shihua Li,wenbo liu; zhian kuang; yongcong zhang; bo zhou; shihua li,2024,,10.2139/ssrn.4733727,10.2139/ssrn.4733727,,,crossref:10.2139/ssrn.4733727,crossref,crossref,F02:primary,metadata_verified,metadata_verified,not_evidence,pending,,,,,2026-09-13T23:43:15.083191+00:00,unique,unique,,,crossref,10.2139/ssrn.4733727,F02,primary,https://doi.org/10.2139/ssrn.4733727,
C481112814407,Task allocation within a heterogeneous multi-robot system,task allocation within a heterogeneous multi robot system,Ivana Budinska; Stefan Havlik,ivana budinska; stefan havlik,2016,2016 Cybernetics &amp; Informatics (K&amp;I),10.1109/cyberi.2016.7438627,10.1109/cyberi.2016.7438627,,,crossref:10.1109/cyberi.2016.7438627,crossref,crossref,F02:primary,metadata_verified,metadata_verified,not_evidence,pending,,,6,crossref,2026-09-13T23:43:15.083211+00:00,unique,unique,,,crossref,10.1109/cyberi.2016.7438627,F02,primary,https://doi.org/10.1109/cyberi.2016.7438627,
C8F6AE52869BC,A Hybrid Dynamic Task Allocation Approach for a Heterogeneous Multi-Robot System,a hybrid dynamic task allocation approach for a heterogeneous multi robot system,,,2007,Proceedings of the 3rd International Workshop on Multi-Agent Robotic Systems,10.5220/0001633800030013,10.5220/0001633800030013,,,crossref:10.5220/0001633800030013,crossref,crossref,F02:primary,metadata_verified,metadata_verified,not_evidence,pending,,,,,2026-09-13T23:43:15.083235+00:00,unique,unique,,,crossref,10.5220/0001633800030013,F02,primary,https://doi.org/10.5220/0001633800030013,
C9B97ECDD4F25,Semantic Feasibility Reasoning for Heterogeneous Multi-Robot Task Allocation,semantic feasibility reasoning for heterogeneous multi robot task allocation,Gungyo In; Gihyeon Kwon; Yechan An; Taeyong Kuc,gungyo in; gihyeon kwon; yechan an; taeyong kuc,2026,Electronics,10.3390/electronics15163562,10.3390/electronics15163562,"<jats:p>In heterogeneous multi-robot systems, allocating tasks efficiently requires determining whether each robot can actually carry out a given task. In existing multi-robot task allocation research, however, such task feasibility has typically been handled inside a particular optimizer or symbolic planner, while spatial traversability has been assessed against static criteria that cannot capture the changes induced by a robot’s loaded state. This paper proposes an ontology-based semantic feasibility reasoning method for heterogeneous multi-robot task allocation. The proposed method defines semantic models for robots, tasks, and places and applies hybrid reasoning, combining declarative reasoning with procedural evaluation, to determine multi-axis capability conditions and loaded-state place reachability. The reasoning result is formalized as an allocator-independent ReasonerOutput that serves as a common input for diverse allocation algorithms. In experiments spanning four scenarios over three fleet configurations and four allocators, together with an ablation study on 200 randomized instances at each of three problem scales, the proposed ReasonerOutput consistently functioned as a shared semantic feasibility constraint. The experiments further showed that both the fleet composition and the loaded state of the target item affect assignment feasibility. These results indicate that, for the static one-shot assignment setting evaluated here, the proposed method makes the task feasibility of heterogeneous robots explicit through semantic reasoning and allows allocators of differing algorithmic character to draw on this feasibility in common.</jats:p>",,crossref:10.3390/electronics15163562,crossref,crossref,F02:primary,metadata_verified,metadata_verified,not_evidence,pending,,,,,2026-09-13T23:43:15.083310+00:00,unique,unique,,,crossref,10.3390/electronics15163562,F02,primary,https://doi.org/10.3390/electronics15163562,
C1390A42C9DEC,A Reinforcement Learning Method for Heterogeneous Multi-Robot Task Allocation,a reinforcement learning method for heterogeneous multi robot task allocation,Leibing Xiao; Xuemei Wang; Bin Ren; Yachao Wang; Zhongqiang Zhao; Rui Song; Chaoqun Wang,leibing xiao; xuemei wang; bin ren; yachao wang; zhongqiang zhao; rui song; chaoqun wang,2025,,10.2139/ssrn.5491420,10.2139/ssrn.5491420,,,crossref:10.2139/ssrn.5491420,crossref,crossref,F02:primary,metadata_verified,metadata_verified,not_evidence,pending,,,,,2026-09-13T23:43:15.083336+00:00,unique,unique,,,crossref,10.2139/ssrn.5491420,F02,primary,https://doi.org/10.2139/ssrn.5491420,
