candidate_id,title,authors,year,period,venue,doi,document_type,scientific_role_structural,priority_tier,text_adequacy,close_reading_eligibility,abstract_extracted,abstract_extracted_word_count,theme_signals_title_abstract,method_focus_title_abstract,architecture_signals_title_abstract,validation_signals_title_abstract,application_signals_title_abstract,method_mentions_fulltext_not_implementation_evidence,architecture_mentions_fulltext_not_implementation_evidence,validation_mentions_fulltext_not_implementation_evidence,extraction_note,coding_note
C1126D8BDFA82,Multi-Level Partitioning and Distribution of the Assignment Problem for Large-Scale Multi-Robot Task Allocation,Lantao Liu; Dylan A. Shell,2011,2011-2016,,10.15607/rss.2011.vii.026,conference-paper,CORE,P1,substantive_pdf_text,eligible,"— A team of robots can handle failures and dynamic tasks by repeatedly assigning functioning robots to tasks. This paper introduces an algorithm that scales to large numbers of robots and tasks by exploiting both task locality and sparsity. The algorithm mixes both centralized and decentralized approaches at different scales to produce a fast, robust method that is accurate and scalable, and reduces both the global communication and unnecessary repeated computation. We depart from optimization and bipartite matching formulations of the problem, observing instead that an assignment can be computed through coarsening and partitioning operations on the utility matrix. First, a coarse assignment is calculated by evaluating the global utility information and partitioning it into clusters in a problem-domain independent way. Next, the assignment solutions in each partition are refined (either recursively, or via an existing algorithm). This multilevel framework allows the repeated reassignment to execute among interrelated partitions. The results suggest that only a minor sacrifice in solution quality is required for gains in efficiency. The proposed algorithm is validated using extensive simulation experiments and the results show advantages over the traditional optimal assignment algorithms. I.",187,SP1_coalition_allocation;TRANSVERSAL_resilience_communication,consensus_distributed,centralized;distributed_decentralized,simulation,,auction_market;exact_optimization;evolutionary_metaheuristic;consensus_distributed,centralized;distributed_decentralized;hybrid,simulation;physical_experiment,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C5815590C5876,Complex Task Allocation in Mobile Surveillance Systems,Alaa Khamis; Ahmed Elmogy; Fakhri Karray,2011,2011-2016,Journal of Intelligent & Robotic Systems,10.1007/s10846-010-9536-2,article,CORE,P1,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,"In mobile surveillance systems, complex task allocation addresses how to optimally assign a set of surveillance tasks to a set of mobile sensing agents to maximize overall expected performance, taking into account the priorities of the tasks and the skill ratings of the mobile sensors. This paper presents a market-based approach to complex task allocation. Complex tasks are the tasks that can be decomposed into subtasks. Both centralized and hierarchical allocations are investigated as winner determination strategies for different levels of allocation and for static and dynamic search tree structures. The objective comparison results show that hierarchical dynamic tree task allocation outperforms all the other techniques especially in complex surveillance operations where large number of robots is used to scan large number of areas.",124,SP1_coalition_allocation,auction_market,centralized,,search_rescue_exploration,auction_market;evolutionary_metaheuristic;learning_based;consensus_distributed,centralized;distributed_decentralized,simulation,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CF7091D0684FA,Auction and Swarm Multi-Robot Task Allocation Algorithms in Real Time Scenarios,Gabriel Oliver; José Guerrero,2011,2011-2016,InTech eBooks,10.5772/13281,book-chapter,CORE,P1,substantive_pdf_text,eligible,,0,SP1_coalition_allocation,auction_market,,,,auction_market,centralized;distributed_decentralized,simulation;physical_experiment;formal_analysis,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C27DC86468A4C,Considering inter-task resource constraints in task allocation,Yu Zhang; Lynne E. Parker,2012,2011-2016,Autonomous Agents and Multi-Agent Systems,10.1007/s10458-012-9196-7,article,CORE,P1,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,"This paper focuses on task allocation with single-task robots, multi-robot tasks and instantaneous assignment, which has been shown to be strongly NP-hard. Although this problem has been studied extensively, few efficient approximation algorithms have been provided due to its inherent complexity. In this paper, we first provide discussions and analyses for two natural greedy heuristics for solving this problem. Then, a new greedy heuristic is introduced, which considers inter-task resource constraints to approximate the influence between different assignments in task allocation. Instead of only looking at the utility of the assignment, our approach computes the expected loss of utility (due to the assigned robots and task) as an offset and uses the offset utility for making the greedy choice. A formal analysis is provided for the new heuristic, which reveals that the solution quality is bounded by two different factors. A new algorithm is then provided to approximate the new heuristic for performance improvement. Finally, for more complicated applications, we extend this problem to include general task dependencies and provide a result on the hardness of approximating this new formulation. Comparison results with the two natural heuristics in simulation are provided for both formulations, which show that the new approach achieves improved performance.",203,SP1_coalition_allocation,,,simulation,,auction_market;exact_optimization;evolutionary_metaheuristic;learning_based,distributed_decentralized,simulation,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CC1EB762AED1B,Self-organized task allocation to sequentially interdependent tasks in swarm robotics,Arne Brutschy; Giovanni Pini; Carlo Pinciroli; Mauro Birattari; Marco Dorigo,2012,2011-2016,Autonomous Agents and Multi-Agent Systems,10.1007/s10458-012-9212-y,article,CORE,P1,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,"In this article we present a self-organized method for allocating the individuals of a robot swarm to tasks that are sequentially interdependent. Tasks that are sequentially interdependent are common in natural and artificial systems. The proposed method does neither rely on global knowledge nor centralized components. Moreover, it does not require the robots to communicate. The method is based on the delay experienced by the robots working on one subtask when waiting for input from another subtask. We explore the capabilities of the method in different simulated environments. Additionally, we evaluate the method in a proof-of-concept experiment using real robots. We show that the method allows a swarm to reach a near-optimal allocation in the studied environments, can easily be transferred to a real robot setting, and is adaptive to changes in the properties of the tasks such as their duration. Finally, we show that the ideal setting of the parameters of the method does not depend on the properties of the environment.",163,SP1_coalition_allocation,behavior_swarm,centralized,simulation;physical_experiment;formal_analysis,,auction_market;learning_based;behavior_swarm,centralized;distributed_decentralized,simulation;physical_experiment;formal_analysis;industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C447A01FD2DFC,"Multi-robot, dynamic task allocation: a case study","Keshmiri, Soheil; Payandeh, Shahram",2013,2011-2016,INTELLIGENT SERVICE ROBOTICS,10.1007/s11370-013-0130-x,Article,CORE,P1,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,"This article presents a subgrouping approach to the multi-robot, dynamic multi-task allocation problem. It utilizes the percentile values of the distributional information of the tasks to reduce the task space into a number of subgroups that are equal to the number of robotic agents. The subgrouping procedure takes place at run-time and at every designated decision-cycle to update the elements of these subgroups using the relocation information of the elements of the task space. Furthermore, it reduces the complexity of the decision-making process proportional to the number of agents via",90,SP1_coalition_allocation,,,,,auction_market;exact_optimization;game_theoretic;learning_based,distributed_decentralized,simulation,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C60F209AB33AE,Optimal Market-based Multi-Robot Task Allocation via Strategic Pricing,Lantao Liu; Dylan A. Shell,2013,2011-2016,,10.15607/rss.2013.ix.033,conference-paper,CORE,P1,substantive_pdf_text,eligible,,0,SP1_coalition_allocation,auction_market,,,,auction_market;exact_optimization;behavior_swarm;consensus_distributed;formation_control,centralized;distributed_decentralized,formal_analysis,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CAF055762992C,Game theory-based negotiation for multiple robots task allocation,Rongxin Cui; Guo Ji; Bo Gao,2013,2011-2016,Robotica,10.1017/s0263574713000192,article,CORE,P1,substantive_html_text,eligible,,0,SP1_coalition_allocation,,,,,auction_market;learning_based;consensus_distributed;formation_control,centralized;distributed_decentralized;leader_follower,simulation,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CA9E1827F37CB,Resource Welfare Based Task Allocation for UAV Team with Resource Constraints,Min-Hyuk Kim; Hyeoncheol Baik; Seokcheon Lee,2014,2011-2016,Journal of Intelligent & Robotic Systems,10.1007/s10846-014-0088-8,article,CORE,P1,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,"This paper addresses a task allocation problem for a team of UAVs that cooperatively performs a search and attack mission in an unknown region. The UAVs are heterogeneous carrying different types and amounts of munition resources, and limited in communications and sensing capabilities. The environment is highly uncertain and dynamic where no prior information is available and dynamic events such as UAV failures unpredictably occur. The objective of the mission is to maximize total reward obtained by destroying targets within a given mission horizon. A group of UAVs may need to be formed to attack a target because individual UAVs may not have sufficient resources for the execution of attack tasks. Instantaneous task allocation approaches that seek for optimal solution for current tasks cannot effectively account for the unpredictability of future tasks in the uncertain dynamic environment. In this paper, we propose a distributed task allocation scheme based on resource welfare of which concept is adopted from economics. The approach we present enables the UAV team to effectively utilize resources by balancing resource depletions and consequently be capable of smoothly responding to dynamic events by retaining more UAVs available. Simulation experiments were conducted in various conditions to evaluate the performance of the proposed approach in comparison with the instantaneous task allocation method. The results show that our approach improves the performance by up to 29.3 % with respect to the instantaneous task allocation method.",234,SP1_coalition_allocation;TRANSVERSAL_resilience_communication,,distributed_decentralized,simulation,aerial_uav,auction_market;exact_optimization;game_theoretic;evolutionary_metaheuristic;learning_based;consensus_distributed,centralized;distributed_decentralized,simulation,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CD726A62FBF03,Modeling multi-robot task allocation with limited information as global game,Anshul Kanakia; Behrouz Touri; Nikolaus Correll,2016,2011-2016,Swarm Intelligence,10.1007/s11721-016-0123-4,article,CORE,P1,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,"Continuous response threshold functions to coordinate collaborative tasks in multi-agent systems are commonly employed models in a number of fields including ethology, economics, and swarm robotics. Although empirical evidence exists for the response threshold model in predicting and matching swarm behavior for social insects, there has been no formal argument as to why natural swarms use this approach and why it should be used for engineering artificial ones. In this paper, we show, by formulating task allocation as a global game, that continuous response threshold functions used for communication-free task assignment result in system level Bayesian Nash equilibria. Building up on these results, we show that individual agents not only do not need to communicate with each other, but also do not need to model each other’s behavior, which makes this coordination mechanism accessible to very simple agents, suggesting a reason for their prevalence in nature and motivating their use in an engineering context.",154,SP1_coalition_allocation;TRANSVERSAL_resilience_communication,game_theoretic;behavior_swarm,,,,auction_market;game_theoretic;learning_based;behavior_swarm;consensus_distributed;formation_control,centralized;distributed_decentralized;leader_follower,simulation;physical_experiment;formal_analysis,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C6345B12E1FA4,Gini coefficient-based task allocation for multi-robot systems with limited energy resources,Danfeng Wu; Guangping Zeng; Ling‐Guo Meng; Weijian Zhou; Linmin Li,2017,2017-2021,IEEE/CAA Journal of Automatica Sinica,10.1109/jas.2017.7510385,article,CORE,P1,substantive_pdf_text,eligible,,0,SP1_coalition_allocation,,,,,auction_market;learning_based;consensus_distributed;formation_control,centralized;distributed_decentralized;leader_follower,simulation,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C94C775C34266,Mechanism Selection for Multi-Robot Task Allocation,Eric Schneider; Elizabeth Sklar; Simon Parsons,2017,2017-2021,Lecture notes in computer science,10.1007/978-3-319-64107-2_33,conference-paper,CORE,P1,substantive_pdf_text,eligible,". The work presented here investigates how environmental features can be used to help select a task allocation mechanism from a portfolio in a multi-robot exploration scenario. In particular, we look at clusters of task locations and the positions of team members in relation to cluster centres. In a data-driven approach, we conduct experiments that use two different task allocation mechanisms on the same set of scenarios, providing comparative performance data. We then train a classifier on this data, giving us a method for choosing the best mechanism for a given scenario. We show that selecting a mechanism via this method, compared to using a single state-of-the-art mechanism only, can improve team performance in certain environments, according to our metrics.",120,SP1_coalition_allocation,,,,search_rescue_exploration,auction_market;learning_based;graph_search_mapf,centralized;distributed_decentralized,simulation;industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C06E2613B31FC,Cooperative Learning-Agents for Task Allocation Problem,Farouq Zitouni; Ramdane Maamri,2018,2017-2021,Advances in intelligent systems and computing,10.1007/978-3-319-75175-7_93,conference-paper,CORE,P1,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,"In this paper, we will present a working methodology for solving the task allocation problem in a multi-robot system, i.e. assign the tasks being performed to appropriate robots. In fact, the proposed approach combines the advantages of several well-known algorithms (e.g. quantum genetic algorithms, Q-learning machine-learning, etc.), in order to construct a good solution for the task allocation problem. Besides, the proposed working methodology has been implemented using the Java programming language and the JADE multi-agent platform; also it has been simulated on a real-life scenario, which is the extinction of fires (tasks) in an environment altered by a natural disaster. Finally, the experimental results are promising and show the effectiveness of the proposed methodology.",115,SP1_coalition_allocation,evolutionary_metaheuristic,,simulation,,auction_market;evolutionary_metaheuristic;learning_based;behavior_swarm;consensus_distributed,distributed_decentralized,simulation,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C8EE8FED1A218,FA-SETPOWER-MRTA: A Solution for Solving the Multi-Robot Task Allocation Problem,Farouq Zitouni; Ramdane Maamri,2018,2017-2021,IFIP advances in information and communication technology,10.1007/978-3-319-89743-1_28,conference-paper,CORE,P1,substantive_html_text,eligible,"The Multi-Robot Task Allocation problem (MRTA) is the situation where we have a set of tasks and robots; then we must decide the assignments between robots and tasks in order to optimize a certain measure (e.g. allocate the maximum number of tasks...). We present an effective solution to resolve this problem by implementing a two-stage methodology: first a global allocation that uses the Firefly Algorithm (FA), next a local allocation that uses the set theory properties (Power Set algorithm). Finally, results of the different simulations show that our solution is efficient in terms of the rate of allocated tasks and the calculated allocations are locally optimal. You have full access to this open access chapter, Download conference paper PDF Similar content being viewed by others FA–QABC–MRTA: a solution for solving the multi-robot task allocation problem Article 14 September 2019 General Background on Multi-robot Task Allocation Chapter © 2018 Review in Multi-Robot Task Allocation and Scheduling Chapter © 2026 Explore related subjects Discover the latest articles, books and news in related subjects, suggested using machine learning. Problem Solving Theory and Algorithms for Application Domains Robotics Multiagent Systems Control, Robotics, Automation Robotic Engineering UAV Communication and Network Optimization",196,SP1_coalition_allocation;TRANSVERSAL_resilience_communication,learning_based,,simulation,aerial_uav,auction_market;exact_optimization;evolutionary_metaheuristic;learning_based;consensus_distributed,centralized;distributed_decentralized,simulation,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CEE02184AAFCA,Modelling Resource Contention in Multi-Robot Task Allocation Problems with Uncertain Timing,Andrew W. Palmer; Andrew J. Hill; Steven J. Scheding,2018,2017-2021,,10.1109/icra.2018.8460981,conference-paper,CORE,P1,substantive_pdf_text,eligible,,0,SP1_coalition_allocation,,,,,exact_optimization;learning_based;consensus_distributed;safety_reactive,centralized;distributed_decentralized,simulation;formal_analysis;industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C0791FC8CEF85,Multi-Robot Dynamic Task Allocation for Exploration and Destruction,Wei Dai; Huimin Lu; Junhao Xiao; Zhiwen Zeng; Zhiqiang Zheng,2019,2017-2021,Journal of Intelligent & Robotic Systems,10.1007/s10846-019-01081-3,article,CORE,P1,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,"Environmental exploration is one of the common tasks in the robotic domain which is also known as foraging. In comparison with the typical foraging tasks, our work focuses on the Multi-Robot Task Allocation (MRTA) problem in the exploration and destruction domain, where a team of robots is required to cooperatively search for targets hidden in the environment and attempt to destroy them. As usual, robots have the prior knowledge about the suspicious locations they need to explore but they don’t know the distribution of interested targets. So the destruction task is dynamically generated along with the execution of exploration task. Each robot has different strike ability and each target has uncertain anti-strike ability, which means either the robot or target is likely to be damaged in the destruction task according to that whose ability is higher. The above setting significantly increases the complexity of exploration and destruction problem. The auction-based approach, vacancy chain approach and a deep Q-learning approach based on strategy-level selection are employed in this paper to deal with this problem. A new simulation system based on Robot Operating System and Gazebo is specially built for this MRTA problem. Subsequently, extensive simulation results are provided to show that all proposed approaches are able to solve the MRTA problem in exploration and destruction domain. In addition, experimental results are further analyzed to show that each method has its own advantages and disadvantages.",233,SP1_coalition_allocation,auction_market,,simulation,search_rescue_exploration,auction_market;evolutionary_metaheuristic;learning_based;behavior_swarm;consensus_distributed,centralized;distributed_decentralized,simulation,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C0C34B3D7DD20,Towards a Distributed Solution to the Multi-Robot Task Allocation Problem with Energetic and Spatiotemporal Constraints,Farouq Zitouni; Saad Harous; Ramdane Maamri,2019,2017-2021,Computer Science,10.7494/csci.2020.21.1.3427,article,CORE,P1,substantive_pdf_text,eligible,"This paper tackles the Multi-Robot Task Allocation problem. It consists of two distinct sets: a set of tasks (requiring resources), and a set of robots (offering resources). Then, the tasks are allocated to robots while optimizing a certain objective function subject to some constraints; e.g., allocating the maximum number of tasks, minimizing the distances traveled by the robots, etc. Previous works mainly optimized the temporal and spatial constraints, but no work focused on energetic constraints. Our main contribution is the",80,SP1_coalition_allocation,,distributed_decentralized,,,auction_market;evolutionary_metaheuristic;learning_based;consensus_distributed,centralized;distributed_decentralized,simulation;physical_experiment,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C75100123439A,Multi-Robot Cooperative Task Allocation With Definite Path-Conflict-Free Handling,Hongguang Zhang; Han Luo; Zan Wang; Yuhong Liu; Yuanan Liu,2019,2017-2021,IEEE Access,10.1109/access.2019.2942966,article,CORE,P1,substantive_pdf_text,eligible,"Modeling and solving multi-robot task allocation with definite path-conflict-free handling is an important research, especially in real working environments. Some of the research lines are unable to obtain definite path-conflict-free solutions for multi-robot task allocations, such as using the penalty-term method in the fitness function to restrict the survival probabilities of the solutions with path conflicts. In some cases, these solutions are only able to satisfy the objective of minimizing task time. We formulate this problem based on grid maps, while focusing on the frequently used cooperative task allocation. In our model, two subtasks of each cooperative task must be executed by two robots, simultaneously. We propose vitality-driven genetic task allocation algorithm (VGTA), which is able to simultaneously minimize task time and realize definite conflict-free path planning. VGTA consists of local operators, such as random mutations, greedy crossovers, and vitality selection. Meanwhile, VGTA includes schedule conflict and path conflict handling strategies. In path conflict handling strategy, we not only consider the common path conflicts in a grid cell, but also focus on the path conflicts between robots when exchanging positions in the adjacent grid cells. Besides, we construct our benchmarks based on real working environments, such as factory, powerhouse, and airport environments. Experimental results indicate that VGTA’s search capability and computation cost are satisfactory. Meanwhile, its solutions are able to be really executed. INDEX TERMS Multi-robot task allocation, cooperative task, schedule conflict, path conflict, unmanned multi-robot swarm. I.",238,SP1_coalition_allocation,,,industrial_case,,auction_market;evolutionary_metaheuristic;learning_based;behavior_swarm;consensus_distributed;safety_reactive,centralized;distributed_decentralized,industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
CBE18E767463B,FA–QABC–MRTA: a solution for solving the multi-robot task allocation problem,Farouq Zitouni; Ramdane Maamri; Saad Harous,2019,2017-2021,Intelligent Service Robotics,10.1007/s11370-019-00291-w,article,CORE,P1,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,"The problem of task allocation in a multi-robot system is the situation where we have a set of tasks and a number of robots; then each task is assigned to the appropriate robots with the aim of optimizing some criteria subject to constraints, e.g., allocate the maximum number of tasks. We propose an effective solution to address this problem. It implements a two-stage methodology: first, a global allocation based of the well-known firefly algorithm, and then, a local allocation combining advantages of quantum genetic algorithms and artificial bee colony optimization. We compared our proposed solution to one solution from the state of the art. The simulation results show that our scheme significantly performs better than this solution. Our solution allocated \(100\%\) of the tasks (in every configuration tried in the experiments) and enhanced the allocation time by \(75\%\) .",139,SP1_coalition_allocation,evolutionary_metaheuristic,,simulation,,auction_market;evolutionary_metaheuristic;learning_based;consensus_distributed,centralized;distributed_decentralized,simulation,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C20FBE73D7292,A Distributed Approach to the Multi-Robot Task Allocation Problem Using the Consensus-Based Bundle Algorithm and Ant Colony System,Farouq Zitouni; Saad Harous; Ramdane Maamri,2020,2017-2021,IEEE Access,10.1109/access.2020.2971585,article,CORE,P1,substantive_pdf_text,eligible,"We propose a distributed approach to solve the multi-robot task allocation problem. This problem consists of two distinct sets: robots and tasks. The objective is to assign tasks to robots while optimizing a given criterion. This problem is known to be N P-hard even with small numbers of robots and tasks. The field of survivors’ search and rescue is adopted: i.e. some Unmanned Aerial Vehicles are used to rescue a number of survivors. We choose this problem, given its importance in everyday life: (a) survivors are the tasks; (b) Unmanned Aerial Vehicles are the robots; and (c) the objective is to rescue the maximum number of survivors while minimizing the makespan (time elapsed between rescuing the first and last survivors) and traveled distances. The approach is composed of two phases: inclusion and consensus. During the inclusion phase, each Unmanned Aerial Vehicle builds a bundle of survivors using the Ant Colony System. During the consensus phase, Unmanned Aerial Vehicles resolve conflicts in their bundles of survivors (i.e. a survivor is being chosen by more than two Unmanned Aerial Vehicles), using an adequate coordination mechanism. The approach is implemented using Java programming language and JADE multi-agent Framework. The performance of our approach is compared to five state-of-the-art multi-robot task allocation solutions. Simulation results show that the proposed approach outperforms these solutions, in terms of: (i) makespans; (ii) traveled distances; and (iii) exchanged messages. INDEX TERMS Ant colony system, consensus-based bundle algorithm, coordination, multi-robot systems, multi-robot task allocation problem, resolution of conflicts. I.",250,SP1_coalition_allocation,auction_market;evolutionary_metaheuristic;consensus_distributed,distributed_decentralized,simulation,search_rescue_exploration,auction_market;evolutionary_metaheuristic;behavior_swarm;consensus_distributed,centralized;distributed_decentralized,simulation;physical_experiment;industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C61F3AAF823A5,Multi-Robot Task Allocation and Scheduling Considering Cooperative Tasks and Precedence Constraints,Esther Bischoff; Fabian Meyer; Jairo Inga; Sören Hohmann,2020,2017-2021,,10.1109/smc42975.2020.9283215,conference-paper,CORE,P1,substantive_pdf_text,eligible,,0,SP1_coalition_allocation,,,,,auction_market;evolutionary_metaheuristic;behavior_swarm,distributed_decentralized,simulation;formal_analysis,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C6F55B57AF2A5,Adaptable and stable decentralized task allocation for hierarchical domains,Vera A. Kazakova; Gita Sukthankar,2020,2017-2021,The Knowledge Engineering Review,10.1017/s0269888920000235,article,CORE,P1,substantive_html_text,eligible,,0,SP1_coalition_allocation,consensus_distributed,centralized;distributed_decentralized,,,auction_market;evolutionary_metaheuristic;learning_based;behavior_swarm;consensus_distributed;graph_search_mapf,centralized;distributed_decentralized,simulation;industrial_case,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C981388000750,A Distributed Solution to the Multi-robot Task Allocation Problem Using Ant Colony Optimization and Bat Algorithm,Farouq Zitouni; Saad Harous; Ramdane Maamri,2020,2017-2021,Algorithms for intelligent systems,10.1007/978-981-15-5243-4_44,book-chapter,CORE,P1,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,"The multi-robot task allocation problem is a very active search field in autonomous multi-robot systems. It consists of three elements: (i) a set of tasks requiring some supports, (ii) a set of robots offering some supports and (iii) an objective function. The solution of such a problem is to assign tasks to robots, while optimizing the considered objective function. We consider search and rescue scenarios: tasks are survivors, robots are unmanned aerial vehicles and the objective function is to rescue the maximum number of survivors. We propose a fully distributed solution made up of the following two main steps: (i) the first step uses ant colony optimization to construct overlapping task bundles for each robot; and (ii) the second step uses bat algorithm to construct disjoint task bundles for each robot. This solution has been implemented using Java programming language and JADE multi-agent platform. Simulation results show the efficiency and scalability of our solution, in terms of makespan values; and the quality of our solution is very close to the quality of an optimal solution (the difference is only 3.17%), in terms of objective function.",185,SP1_coalition_allocation;TRANSVERSAL_resilience_communication,evolutionary_metaheuristic,distributed_decentralized,simulation,search_rescue_exploration,auction_market;evolutionary_metaheuristic;learning_based;behavior_swarm;consensus_distributed,centralized;distributed_decentralized,simulation,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C21A5C922AE39,Multi-robot task allocation problem with multiple nonlinear criteria using branch and bound and genetic algorithms,Javier García Martín; José Ramón D. Frejo; Ramón Albajes García; Eduardo F. Camacho,2021,2017-2021,Intelligent Service Robotics,10.1007/s11370-021-00393-4,article,CORE,P1,substantive_pdf_text,eligible,"The paper proposes the formulation of a single-task robot (ST), single-robot task (SR), time-extended assignment (TA), multi-robot task allocation (MRTA) problem with multiple, nonlinear criteria using discrete variables that drastically reduce the computation burden. Obtaining an allocation is addressed by a Branch and Bound (B&B) algorithm in low scale problems and by a genetic algorithm (GA) specifically developed for the proposed formulation in larger scale problems. The GA crossover and mutation strategies design ensure that the descendant allocations of each generation will maintain a certain level of feasibility, reducing greatly the range of possible descendants, and accelerating their convergence to a sub-optimal allocation. The proposed MRTA algorithms are simulated and analyzed in the context of a thermosolar power plant, for which the spatially distributed Direct Normal Irradiance (DNI) is estimated using a heterogeneous fleet composed of both aerial and ground unmanned vehicles. Three optimization criteria are simultaneously considered: distance traveled, time required to complete the task and energetic feasibility. Even though this paper uses a thermosolar power plant as a case study, the proposed algorithms can be applied to any MRTA problem that uses a multi-criteria and nonlinear cost function in an equivalent way. The performance and response of the proposed algorithms are compared for four different scenarios. The results show that the B&B algorithm can find the global optimal solution in a reasonable time for a case with four robots and six tasks. For larger problems, the genetic algorithm approaches the global optimal solution in much less computation time. Moreover, the trade-off between computation time and accuracy can be easily carried out by tuning the parameters of the genetic algorithm according to the available computational power.",277,SP1_coalition_allocation,exact_optimization;evolutionary_metaheuristic,distributed_decentralized,simulation,,auction_market;exact_optimization;evolutionary_metaheuristic;consensus_distributed;model_predictive_control,centralized;distributed_decentralized,simulation;physical_experiment,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
C28EC3CC8F136,Towards addressing dynamic multi-agent task allocation in law enforcement,Itshak Tkach; Sofia Amador,2021,2017-2021,Autonomous Agents and Multi-Agent Systems,10.1007/s10458-021-09494-x,article,CORE,P1,landing_or_abstract_like_html,requires_alternative_or_manual_inspection,"Police officers conduct routine patrols and perform tasks in response to reported incidents. The importance of each task varies from low (e.g. noise complaint) to high (e.g. murder). The workload associated with each task, indicating the amount of work to be completed for the incident to be processed, may vary as well. Multiple officers with heterogeneous skills may work together on important tasks to share the workload and improve response time. To deal with the underlying law enforcement problem ( LEP H ), one needs to allocate police officers to dynamic tasks whose locations, arrival times, and importance levels are unknown a priori. Addressing this challenge and inspired by real police logs, this research aims to solve the LEP H problem by using and comparing three methods: Fisher market-based FMC_TA H + , swarm intelligence HDBA , and Simulated Annealing SA algorithms. FMC_TA H + is implemented, using agents as buyers and tasks as goods, to compute fair allocations (i.e. envy-free), and efficient (i.e. Pareto-optimal) in a polynomial or pseudo-polynomial time. FMC_TA H + allocations are heuristically scheduled, considering inter-agent constraints on shared tasks. HDBA , a probabilistic swarm intelligence algorithm inspired by the emergent behavior of social bees, was previously implemented to allocate agents to tasks based on agent performance, task priorities, and distances between agents and task-execution locations. SA is a meta-heuristic for approximating the global optimums in large optimization problems. The three methods were compared in this study for five different performance measures that are commonly used by law enforcement authorities. The results indicate an advantage for FMC_TA H + both in total utility and in the average arrival time to tasks. Also, compared respectively to HDBA and SA , FMC_TA H + leads to 34% and 32% higher team utility in the highest shift workload.",299,SP1_coalition_allocation,auction_market,,simulation,,auction_market;game_theoretic;learning_based;behavior_swarm;consensus_distributed,centralized;distributed_decentralized,simulation,,"Title/abstract signals support descriptive mapping only; full-text mentions do not prove implementation, guarantee or performance."
