candidate_id,priority_tier,review_targets_routing_only,title,access_eligibility,close_reading_status,evidence_card,evidence_card_sha256,tracker_note
CC4288675177D,P0,SP1,On coalition formation: a game-theoretical approach,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C1758BD935FD5,P0,SP1,Market-Based Multi-robot Coalition Formation,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C82AC458AF2EC,P0,SP2,A kinematically compatible framework for cooperative payload transport by nonholonomic mobile manipulators,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C0D1915A815A8,P0,SP1,Coalition formation: From software agents to robots,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CFE80E994AC44,P0,SP1,Coalition formation with spatial and temporal constraints,eligible,completed_passage_localized_card,literature-review-v3/close-read/CFE80E994AC44_ramchurn_2010.md,8ea38368160b21ce27f3b235a37576c10ff0b4a9d60de111bfd1db579d5219b0,Workflow progress only; verify scope and localizers in the card before citation.
C67294B9034BB,P0,SP3,Algorithms for collision-free navigation of mobile robots in complex cluttered environments: a survey,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CDE493C0614DB,P0,SP2,Cooperative Mobile Robot Control Architecture for Lifting and Transportation of Any Shape Payload,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C0BBF943B50C0,P0,SP1,Multi-Robot Coalitions Formation with Deadlines: Complexity Analysis and Solutions,eligible,completed_passage_localized_card,literature-review-v3/close-read/C0BBF943B50C0_guerrero_oliver_valero_2017.md,6fa3c02b99b88a84731e436f2e51a4cab662d099d5bb72fc5c08b72b34b17491,Workflow progress only; verify scope and localizers in the card before citation.
C0C4C382651EF,P0,SP1,Hybrid mission planning with coalition formation,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C6A651050B3DA,P0,SP3,A survey on multi-robot coverage path planning for model reconstruction and mapping,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C06C41AFDC1F1,P0,SP1,Anytime and Efficient Coalition Formation with Spatial and Temporal Constraints,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C736083E37BA7,P0,SP1,Multi-Robot Coalition Formation and Task Allocation Using Immigrant Based Adaptive Genetic Algorithms,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CDA494F606429,P0,SP2,Decentralized Control of Multi-Robot System in Cooperative Object Transportation Using Deep Reinforcement Learning,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C5543C6C3DDAB,P0,SP2,TWINBOT: Autonomous Underwater Cooperative Transportation,eligible,completed_passage_localized_card,literature-review-v3/close-read/C5543C6C3DDAB_pi_2021.md,35906a1017f581c3e14e511382eafa9f6b5c31812e83845ec215ab957b1e406b,Workflow progress only; verify scope and localizers in the card before citation.
CCA212E5CE079,P0,SP2,Shared Control of an Aerial Cooperative Transportation System with a Cable-suspended Payload,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C1E34C4925F5C,P0,SP1,Optimization techniques for Multi-Robot Task Allocation problems: Review on the state-of-the-art,eligible,completed_passage_localized_card,literature-review-v3/close-read/C1E34C4925F5C_chakraa_2023.md,2603e76afaeb80eda8a9d1f1fc9db491f5ab10c39055d47f3f0d950fe23e4edf,Workflow progress only; verify scope and localizers in the card before citation.
C218751C31FB1,P0,SP1,A Review of Task Allocation Methods for UAVs,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C3A88EABFDA15,P0,SP1,Task Allocation of Multi-robot Coalition Formation,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C33BF4E882CB2,P0,SP3,Review of Autonomous Mobile Robots for the Warehouse Environment,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CCF0155D630D6,P0,SP1,Matching-based Coalition Formation for Multi-robot Task Assignment Under Partial Uncertainty,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C824C187693EF,P0,SP2;SP3;TRANSVERSAL,Mobile robot replacement in multi-robot fault-tolerant formation,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CA5A4BBA9A8CC,P0,SP2,Cooperative transportation of an object with a nonholonomic constraint by a swarm robot,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C0B48E7239D93,P0,SP1,A Survey of Hybrid Energy-Aware and Decentralized Game-Theoretic Approaches in Intelligent Multi-Robot Task Allocation,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C1B0A43A71755,P0,SP2,Real-time decentralized model predictive control for cooperative multi-robot object transport: experimental validation,eligible,completed_passage_localized_card,literature-review-v3/close-read/C1B0A43A71755_muhammed_2026.md,3fa58973702c6e58ae2dc3c0c071a2e953aced220cda07f3eecf23f7273dec6c,Workflow progress only; verify scope and localizers in the card before citation.
C8195CBC30FE2,P0,SP2,Cooperative Object Transport and Assembly: Pose/Force Control by Visual-Tactile Feedback,eligible,completed_passage_localized_card,literature-review-v3/close-read/C8195CBC30FE2_de_simone_2026.md,b3aa135a9469b876c5850ea589f6fce37dbe537d55be8a9a5e3ed599267288b2,Workflow progress only; verify scope and localizers in the card before citation.
C8B65A4E02530,P0,SP3,Multi-agent task and motion planning trends analysis: a survey,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CB157C72BD65E,P0,SP1;TRANSVERSAL,A Distributed Task Allocation Algorithm for a Multi-Robot System in Healthcare Facilities,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C8620A2DF94BF,P0,CONTEXT,"Multi-Robot Coordination Analysis, Taxonomy, Challenges and Future Scope",requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C99B0FE12F5D6,P0,TRANSVERSAL,A Critical Review of Communications in Multi-robot Systems,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CF0BC51D9FA65,P0,SP2,Cooperative Transportation Without Prior Object Knowledge via Adaptive Self-Allocation and Coordination,eligible,completed_passage_localized_card,literature-review-v3/close-read/CF0BC51D9FA65_song_bai_wakamiya_2026.md,5f3db86630857ff1502e33090951ec44eed5a360f27bc7ce5d9087d6bca6ceac,Workflow progress only; verify scope and localizers in the card before citation.
CDB9673C44BEB,P0,SP1;SP3,Integrated Task Assignment and Path Planning for Capacitated Multi-Agent Pickup and Delivery,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CCA2ADF99C1E5,P0,SP1;SP3,Intelligent Task Allocation and Path Planning for Warehouse Robots in Smart Logistics Systems,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CCE323687A942,P0,SP1;SP3,Integrating collision avoidance strategies into multi-robot task allocation for inspection,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C4C868FAE3C37,P0,SP1,First Results in the Coordination of Heterogeneous Robots for Large-Scale Assembly,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CDB1B854E2C33,P0,SP1,A distributed approach for road clearance with multi-robot in urban search and rescue environment,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CD9E8C3865AB6,P0,SP1,Spatially-Distributed Missions With Heterogeneous Multi-Robot Teams,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C85B7DCD76961,P0,SP1,Hmr-odta: online diverse task allocation for a team of heterogeneous mobile robots,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CD92DBDF98A9F,P0,SP1,Agentic Task Allocation for Heterogeneous Multi-Robot Systems: A Hybrid LLM and Local Search Approach,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CE9B1CE0A649D,P0,CONTEXT,A Survey and Analysis of Multi-Robot Coordination,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C0F5EDEA76780,P0,SP1;TRANSVERSAL,Communication constrained task allocation with optimized local task swaps,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C8EDDE47087D8,P0,CONTEXT,Evolutionary Dynamics of Multi-Agent Learning: A Survey,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C4685940BA779,P0,CONTEXT,A Survey and Analysis of Cooperative Multi-Agent Robot Systems: Challenges and Directions,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C7E4DA4D189C7,P0,CONTEXT,Consensus in multi-agent systems: a review,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CF38547686B7B,P0,CONTEXT,Planning and control of autonomous mobile robots for intralogistics: Literature review and research agenda,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CFB1F720BC3ED,P0,CONTEXT,Multi-Agent Deep Reinforcement Learning for Multi-Robot Applications: A Survey,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CB8947113B467,P0,SP1;TRANSVERSAL,Scalable Task Allocation with Communications Connectivity for Flying Ad-Hoc Networks,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C1C509F0E014E,P0,CONTEXT,A Review of Multi-Robot Systems and Soft Robotics: Challenges and Opportunities,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CE3EC521638F5,P0,CONTEXT,Multi-agent reinforcement learning for resources allocation optimization: a survey,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C4C88A990F69D,P0,CONTEXT,Collaboration in Multi-Robot Systems: Taxonomy and Survey over Frameworks for Collaboration,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CDE40EBBE4028,P1,SP2,"1P2-S-030 Designing An Algorithm for Testing Object Caging Condition by Multiple Mobile Robots(Cooperation Control of Multi Robot,Mega-Integration in Robotics and Mechatronics to Assist Our Daily Lives)",requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CCAC3AD55A124,P1,SP1,A Stochastic Clustering Auction (SCA) for Centralized and Distributed Task Allocation in Multi-agent Teams,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CDEDC925F7B23,P1,SP1,A Multi-Robots Task Allocation Algorithm Based on Relevance and Ability With Group Collaboration,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C1126D8BDFA82,P1,SP1,Multi-Level Partitioning and Distribution of the Assignment Problem for Large-Scale Multi-Robot Task Allocation,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C5815590C5876,P1,SP1,Complex Task Allocation in Mobile Surveillance Systems,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CF7091D0684FA,P1,SP1,Auction and Swarm Multi-Robot Task Allocation Algorithms in Real Time Scenarios,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C27DC86468A4C,P1,SP1,Considering inter-task resource constraints in task allocation,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CC1EB762AED1B,P1,SP1,Self-organized task allocation to sequentially interdependent tasks in swarm robotics,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C447A01FD2DFC,P1,SP1,"Multi-robot, dynamic task allocation: a case study",requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C60F209AB33AE,P1,SP1,Optimal Market-based Multi-Robot Task Allocation via Strategic Pricing,eligible,completed_passage_localized_card,literature-review-v3/close-read/C60F209AB33AE_liu_shell_2013.md,095c2879f46f9b92712b9c8a6308e7d72eb0311bec0b91eb69e72efcea6d6802,Workflow progress only; verify scope and localizers in the card before citation.
CAF055762992C,P1,SP1,Game theory-based negotiation for multiple robots task allocation,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CA9E1827F37CB,P1,SP1,Resource Welfare Based Task Allocation for UAV Team with Resource Constraints,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CD726A62FBF03,P1,SP1,Modeling multi-robot task allocation with limited information as global game,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C6345B12E1FA4,P1,SP1,Gini coefficient-based task allocation for multi-robot systems with limited energy resources,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C94C775C34266,P1,SP1,Mechanism Selection for Multi-Robot Task Allocation,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C06E2613B31FC,P1,SP1,Cooperative Learning-Agents for Task Allocation Problem,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C8EE8FED1A218,P1,SP1,FA-SETPOWER-MRTA: A Solution for Solving the Multi-Robot Task Allocation Problem,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CEE02184AAFCA,P1,SP1,Modelling Resource Contention in Multi-Robot Task Allocation Problems with Uncertain Timing,eligible,completed_passage_localized_card,literature-review-v3/close-read/CEE02184AAFCA_palmer_2018.md,41ca9d00e6ed57746bd017fbcb58e7616e20e6776d1cd8a3c08a11881da38193,Workflow progress only; verify scope and localizers in the card before citation.
C0791FC8CEF85,P1,SP1,Multi-Robot Dynamic Task Allocation for Exploration and Destruction,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C0C34B3D7DD20,P1,SP1,Towards a Distributed Solution to the Multi-Robot Task Allocation Problem with Energetic and Spatiotemporal Constraints,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C75100123439A,P1,SP1,Multi-Robot Cooperative Task Allocation With Definite Path-Conflict-Free Handling,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CBE18E767463B,P1,SP1,FA–QABC–MRTA: a solution for solving the multi-robot task allocation problem,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C20FBE73D7292,P1,SP1,A Distributed Approach to the Multi-Robot Task Allocation Problem Using the Consensus-Based Bundle Algorithm and Ant Colony System,eligible,completed_passage_localized_card,literature-review-v3/close-read/C20FBE73D7292_zitouni_2020.md,0a16bda0dcde03b7ed77e3714973fe13c863599a52e8ee3ed114462021d8f36f,Workflow progress only; verify scope and localizers in the card before citation.
C61F3AAF823A5,P1,SP1,Multi-Robot Task Allocation and Scheduling Considering Cooperative Tasks and Precedence Constraints,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C6F55B57AF2A5,P1,SP1,Adaptable and stable decentralized task allocation for hierarchical domains,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C981388000750,P1,SP1,A Distributed Solution to the Multi-robot Task Allocation Problem Using Ant Colony Optimization and Bat Algorithm,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C21A5C922AE39,P1,SP1,Multi-robot task allocation problem with multiple nonlinear criteria using branch and bound and genetic algorithms,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C28EC3CC8F136,P1,SP1,Towards addressing dynamic multi-agent task allocation in law enforcement,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CA4777EE8A8EC,P1,SP1,A Sequential Task Addition Distributed Assignment Algorithm for Multi-Robot Systems,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CF7C60AFD9DE7,P1,SP1,Decentral task allocation for industrial AGV-systems with routing constraints,eligible,completed_passage_localized_card,literature-review-v3/close-read/CF7C60AFD9DE7_de_ryck_2021.md,9c82a20ce2451f6ee3513c1bc9eb6e0d29202b712b38633b99ce081e91599831,Workflow progress only; verify scope and localizers in the card before citation.
CFE5E78F10510,P1,SP1,Multi-robot exploration in task allocation problem,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C002240066FFE,P1,SP1,Multi-agent task allocation for harvest management,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C1FED6B0DC6B4,P1,SP1,Task Allocation Using a Team of Robots,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C9AA83B059A9C,P1,SP1,Multi-Agent Task Allocation Techniques for Harvest Team Formation,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CA474E92DBDF5,P1,SP1,Cooperative Task Allocation for Multi-Robot Systems Based on Multi-Objective Ant Colony System,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C58FD63E3F184,P1,SP1,A Centralized Task Allocation Algorithm for a Multi-Robot Inspection Mission With Sensing Specifications,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C403140BFDF12,P1,SP3,The crowd cooperation approach for formation maintenance and collision avoidance using multi-agent deep reinforcement learning,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C38A960A574DB,P1,SP2,Distributed Adaptive Control of Multiple Robots for Cooperative Load Transportation,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C4281BAF1E1C2,P1,SP2,Enhancing Object Manipulation and Transportation in Multi-Robot Systems with Soft Gripper Integration and Caging-Based Control,eligible,completed_passage_localized_card,literature-review-v3/close-read/C4281BAF1E1C2_tejada_2025.md,53d788273c3ac1e1963d16597fab7cbf908849cef01977dcf7741222cc13b365,Workflow progress only; verify scope and localizers in the card before citation.
C44E9D92ED9C0,P1,SP1,Clusterized Multi-objective Approach With Variable and Adaptive Neighborhood Search for Multi-robot Task Allocation,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C4A567475A9D9,P1,SP1,Task allocation and robot repair strategy optimization in multi-robot system with ability decay,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C740E1AD4CDC9,P1,SP1,A distributed PI-based dynamic task allocation method for multi-AUV systems,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C7509B64A17CE,P1,SP1,A novel marine predator algorithm for robot task allocation problem,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C907A7432895D,P1,SP2,Cooperative Control of Multirotor AAVs With Disturbance Rejection Capabilities for Load Transportation,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CA10410C1EFD2,P1,SP1,Efficient Task Allocation via Neighbor-Based Intersection Removal in Multi-agent Systems,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CCE288522BB14,P1,SP1,Multi-robot task allocation using affect,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CAC78119FB3E8,P1,SP2;SP3,"SPARK-AMR: An autonomous mobile robotic platform for collaborative human-robot intralogistics in small and medium-sized enterprises: Four-layer hardware architecture, localization using extended Kalman filter and industrial validation",eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CB2007C02FF0E,P2,SP1,An Efficient Stochastic Clustering Auction for Heterogeneous Robotic Collaborative Teams,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C999CD2580D8B,P2,SP1,Research on Collaborative Task Allocation of Heterogeneous UAVs With Complex Constraints,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C12B4ECA22A84,P2,SP1,DC-Ada: Reward-Only Decentralized Sensor Adaptation for Heterogeneous Multi-Robot Teams,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C7748341199FB,P2,CONTEXT,Tracking Targets Using Multiple Robots: The Effect of Environment Occlusion,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CD63122A5F116,P2,CONTEXT,Guest editorial advances in multirobot systems,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C22DFA00D9C65,P2,CONTEXT,Dynamic role assignment for cooperative robots,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CEA1C303255D1,P2,CONTEXT,Affection Based Multi-robot Team Work,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C4D7DE00F66E8,P2,CONTEXT,Experimental Results in Multi-UAV Coordination for Disaster Management and Civil Security Applications,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
CA3A57A7192C4,P2,CONTEXT,Hierarchical Multi-robot Coordination,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CB21936FFD601,P2,CONTEXT,Multi-robot heuristic goods transportation,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CB0CF672C393D,P2,CONTEXT,How Much Worth Is Coordination of Mobile Robots for Exploration in Search and Rescue?,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C8FB426CFB987,P2,CONTEXT,Cooperative Mission Planning for Multi-UAV Teams,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C3DF5DEA2E534,P2,CONTEXT,Voronoi-Based Multi-Robot Autonomous Exploration in Unknown Environments via Deep Reinforcement Learning,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C3563366281D6,P2,SP1;TRANSVERSAL,Communication-Aware Consensus-Based Decentralized Task Allocation in Communication Constrained Environments,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C57D2CD295BB2,P2,CONTEXT,Anytime and Efficient Multi-agent Coordination for Disaster Response,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C11AEF11D9367,P2,CONTEXT,Integrated Design of Cooperative Area Coverage and Target Tracking with Multi-UAV System,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C4E676F926E1D,P2,CONTEXT,Towards Agrirobot Digital Twins: Agri-RO5—A Multi-Agent Architecture for Dynamic Fleet Simulation,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
C77E288E389DF,P2,CONTEXT,Layered Control for Cooperative Locomotion of Two Quadrupedal Robots: Centralized and Distributed Approaches,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C7A2B089F623A,P2,CONTEXT,Arachne system: an accessible miniaturized mobile Multi-robot platform,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
CE7A20F25FD79,P2,SP1,Multi-Robot Auctions for Allocation of Tasks with Temporal Constraints,eligible,ready_for_close_reading,,,Workflow progress only; verify scope and localizers in the card before citation.
C222CC14785E5,P2,SP1,Distributed on-line dynamic task assignment for multi-robot patrolling,requires_alternative_or_manual_inspection,requires_fulltext_or_manual_access_check,,,Workflow progress only; verify scope and localizers in the card before citation.
