source,doi,candidate_id,is_oa,oa_status,best_oa_url,license,host_type,version
unpaywall,10.1109/icsp54964.2022.9778805,C45AE832B4946,False,closed,,,,
unpaywall,10.1109/ssrr50563.2020.9292636,C5C3EC0DA7BED,False,closed,,,,
unpaywall,10.3901/jme.2024.11.145,C637E3BD78574,True,gold,http://www.cjmenet.com.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=27366,,publisher,publishedVersion
unpaywall,10.3389/frobt.2018.00059,C5423D5A19BA0,True,gold,https://www.frontiersin.org/articles/10.3389/frobt.2018.00059/pdf,cc-by,publisher,publishedVersion
unpaywall,10.51202/9783690301312-39,C1E395479C419,False,closed,,,,
unpaywall,10.1007/978-3-030-28619-4_70,C895E677D3248,False,closed,,,,
unpaywall,10.1109/tits.2026.3696275,C89EFF44C2B48,False,closed,,,,
unpaywall,10.1109/icccworkshops57813.2023.10233718,C0783F0BBF8F4,False,closed,,,,
unpaywall,10.5220/0014767700004818,C725EA1ADBFFD,True,gold,https://doi.org/10.5220/0014767700004818,cc-by-nc-nd,,publishedVersion
unpaywall,10.3390/drones7020103,C64E3848C7D11,True,gold,https://www.mdpi.com/2504-446X/7/2/103/pdf?version=1675440848,cc-by,publisher,publishedVersion
unpaywall,10.2514/6.2024-2744,C1B4EAAE457F5,False,closed,,,,
unpaywall,10.1038/s41598-026-41881-w,C1B0A43A71755,True,gold,https://www.nature.com/articles/s41598-026-41881-w_reference.pdf,cc-by,publisher,publishedVersion
unpaywall,10.1109/lra.2025.3632108,C83EF4822AC24,False,closed,,,,
unpaywall,10.5772/9339,C8AE931542924,True,hybrid,https://www.intechopen.com/citation-pdf-url/10649,cc-by-nc-sa,publisher,publishedVersion
unpaywall,10.1109/icarsc52212.2021.9429795,C0328A9D29333,False,closed,,,,
unpaywall,10.1109/cdc.1990.203775,C82F61A3C74BB,False,closed,,,,
unpaywall,10.1007/978-4-431-68275-2_20,CEFA9D399D44A,False,closed,,,,
unpaywall,10.1109/cdc.1990.203774,CEEF34D409EC0,False,closed,,,,
unpaywall,10.3233/ica-1999-6401,CE70942608FDA,False,closed,,,,
unpaywall,10.1007/bf00735438,CCB51E2896537,False,closed,,,,
unpaywall,10.23919/acc.1986.4789237,C7C0B3CE7FD50,False,closed,,,,
unpaywall,10.1016/b978-0-444-89700-8.50151-2,C2A03764C201F,False,closed,,,,
unpaywall,10.23919/acc.1992.4792687,C5C68DED1C490,False,closed,,,,
unpaywall,10.2514/6.1979-928,C5CAEEBE27C9E,False,closed,,,,
unpaywall,10.2514/6.1993-3951,C0FE59D47EB79,False,closed,,,,
unpaywall,10.1109/56.806,CAE5D19C3028D,False,closed,,,,
unpaywall,10.1016/s0921-8890(98)00066-9,C6CF1473F10C3,False,closed,,,,
unpaywall,10.1016/s0921-8890(99)00039-1,CD1799D0C4E3E,True,green,http://hdl.handle.net/11577/2457147,other-oa,repository,submittedVersion
unpaywall,10.2514/6.1996-1037,CAC907DC895D9,False,closed,,,,
unpaywall,10.1179/rmt.1994.5.2-4.221,CFDB602119654,False,closed,,,,
unpaywall,10.1109/icsyse.1989.48682,C82BC101A1F11,False,closed,,,,
unpaywall,10.4271/440168,CFAAD46270F7C,False,closed,,,,
unpaywall,10.1002/rob.4620050506,CDB4402136BDB,False,closed,,,,
unpaywall,10.2514/6.1995-3814,C630F7079805D,False,closed,,,,
unpaywall,10.1115/detc1994-0238,CD276D13A00A8,False,closed,,,,
unpaywall,10.1007/bf00440417,C28FCECE789C6,False,closed,,,,
unpaywall,10.1016/0265-9646(95)93236-e,C17EA15AAC127,False,closed,,,,
unpaywall,10.1109/72.80294,C506E247DF35F,False,closed,,,,
unpaywall,10.1109/100.388293,C126F395E9DF7,False,closed,,,,
unpaywall,10.4271/460027,CF202FFB9D94E,False,closed,,,,
unpaywall,10.21275/v5i5.nov163159,CA9387FD7ED82,True,gold,https://doi.org/10.21275/v5i5.nov163159,cc-by,publisher,publishedVersion
unpaywall,10.1109/icarsc55462.2022.9784801,CEB63EB7E42BE,True,green,http://hdl.handle.net/2013/ULB-DIPOT:oai:dipot.ulb.ac.be:2013/347752,other-oa,repository,submittedVersion
unpaywall,10.3724/sp.j.1218.2011.00279,CB135DA8B0BB0,False,closed,,,,
unpaywall,10.5220/0002068501260135,C4B3970DCDC51,True,gold,https://doi.org/10.5220/0002068501260135,cc-by-nc-nd,,publishedVersion
unpaywall,10.1109/lra.2022.3191190,CE6E00C2BE955,False,closed,,,,
unpaywall,10.1109/mrs50823.2021.9620678,CA83EBBE5248C,True,green,http://hdl.handle.net/11380/1251748,cc-by,repository,submittedVersion
unpaywall,10.1109/lcsys.2024.3349989,C6BA844EF9CFD,True,green,https://arxiv.org/pdf/2401.11634,,repository,submittedVersion
unpaywall,10.3724/spj.1218.2012.00114,C17D0C41950EC,False,closed,,,,
unpaywall,10.1016/j.ejcon.2026.101598,C1D76E32905A0,True,green,https://arxiv.org/pdf/2512.12601,,repository,submittedVersion
unpaywall,10.1007/s10015-023-00908-5,C280781B3FE24,False,closed,,,,
unpaywall,10.1007/s10514-018-9726-5,C7E585FE2668F,True,hybrid,https://link.springer.com/content/pdf/10.1007/s10514-018-9726-5.pdf,cc-by,publisher,publishedVersion
unpaywall,10.1109/lra.2022.3145987,CA000E754CF51,True,green,https://hdl.handle.net/11568/1126734,other-oa,repository,submittedVersion
unpaywall,10.1007/978-3-031-74010-7_9,C32068BAFA7A3,True,gold,https://link.springer.com/content/pdf/10.1007/978-3-031-74010-7_9.pdf,cc-by,,publishedVersion
unpaywall,10.20965/jrm.2025.p0310,C261BCA25AA94,True,gold,https://doi.org/10.20965/jrm.2025.p0310,cc-by-nd,publisher,publishedVersion
unpaywall,10.1109/mesa61532.2024.10704869,C187D7D8C812E,False,closed,,,,
unpaywall,10.1109/ro-man60168.2024.10731296,CF4553353A995,True,green,https://hdl.handle.net/11511/112893,cc-by-nc-nd,repository,submittedVersion
unpaywall,10.1007/978-3-540-74024-7_24,C2E5584950B73,False,closed,,,,
unpaywall,10.1109/ojcs.2023.3238324,C4F0B5BB85F46,True,gold,https://ieeexplore.ieee.org/ielx7/8782664/10016900/10023955.pdf,other-oa,publisher,publishedVersion
unpaywall,10.1109/case59546.2024.10711443,C959B748DA653,False,closed,,,,
unpaywall,10.1145/3643834.3661542,C9586FCAE48A5,False,closed,,,,
unpaywall,10.1109/icoeit63558.2025.11211570,CCC5F3B8C4180,False,closed,,,,
unpaywall,10.1007/978-3-319-19947-4_9,C0F5C3E262231,False,closed,,,,
unpaywall,10.1109/icra.2019.8794176,C9315D8ADCF3C,False,closed,,,,
unpaywall,10.1115/1.4066804,C0DF194837A35,False,closed,,,,
unpaywall,10.1109/lra.2025.3552267,CAD5EFD208335,True,hybrid,https://doi.org/10.1109/lra.2025.3552267,cc-by,publisher,publishedVersion
unpaywall,10.2514/6.2026-2245,CE9BBCA5FD22A,False,closed,,,,
unpaywall,10.1017/9781108552011.012,C353E7780C3A6,False,closed,,,,
unpaywall,10.1109/mrs50823.2021.9620541,C32AB35695131,False,closed,,,,
unpaywall,10.1109/iros47612.2022.9981873,CC321369E02BA,False,closed,,,,
unpaywall,10.1109/lra.2024.3412630,CA56C2BC347FB,False,closed,,,,
unpaywall,10.15607/rss.2007.iii.004,CAAC7C738BF2C,True,gold,https://doi.org/10.15607/rss.2007.iii.004,,,publishedVersion
unpaywall,10.1109/lra.2026.3692095,C3A29CF2EA650,False,closed,,,,
unpaywall,10.7551/mitpress/7830.003.0005,C2C514F3AE142,False,closed,,,,
unpaywall,10.1109/lra.2024.3440096,C2835D88D4A8A,False,closed,,,,
unpaywall,10.3389/frobt.2022.1067502,CCF5239003DB7,True,gold,https://www.frontiersin.org/articles/10.3389/frobt.2022.1067502/pdf,cc-by,publisher,publishedVersion
unpaywall,10.1109/robot.2008.4543409,C592D233AD3B8,False,closed,,,,
unpaywall,10.1109/tepra.2014.6869145,C2176933E5C20,False,closed,,,,
unpaywall,10.1145/3787370.3787393,C703D79D2B264,True,gold,https://doi.org/10.1145/3787370.3787393,cc-by,,publishedVersion
unpaywall,10.1109/tro.2006.875488,C00A2AAE284C8,False,closed,,,,
unpaywall,10.1007/s10514-012-9306-z,CE854CE1E4453,True,green,https://figshare.com/articles/A_Planning_Framework_for_Non-prehensile_Manipulation_under_Clutter_and_Uncertainty/6550820,cc-by,repository,submittedVersion
unpaywall,10.1109/icra.2018.8461243,CB8E9D1735FB5,True,green,https://arxiv.org/pdf/1710.11097,,repository,submittedVersion
unpaywall,10.1109/icra55743.2025.11127521,C4A034710142E,False,closed,,,,
unpaywall,10.1109/iros.2015.7354264,CB6A2453C040E,True,green,http://hdl.handle.net/1721.1/98114,cc-by-nc-sa,repository,submittedVersion
unpaywall,10.5772/13066,CCB6AB8E112FC,True,hybrid,https://www.intechopen.com/citation-pdf-url/12645,cc-by-nc-sa,publisher,publishedVersion
unpaywall,10.1109/iros.2015.7353384,C61791CF71450,True,green,http://hdl.handle.net/1721.1/100627,cc-by-nc,repository,submittedVersion
unpaywall,10.1016/j.zool.2016.11.002,C6F26F6445A26,True,green,https://lirias.kuleuven.be/retrieve/440c54b9-8ff1-405e-831a-07b70458ffe8,other-oa,repository,submittedVersion
unpaywall,10.5962/bhl.title.3265,CF9E1BFF66511,True,hybrid,https://www.biodiversitylibrary.org/itempdf/21325,cc-by-nc-sa,publisher,publishedVersion
unpaywall,10.1108/eb004789,CD208CF34BA1F,False,closed,,,,
unpaywall,10.1109/70.313103,CEAAB06C59A5B,False,closed,,,,
unpaywall,10.1080/00222899709600842,C9B620532098E,False,closed,,,,
unpaywall,10.1108/eb004589,CE5F4D0409AB9,False,closed,,,,
unpaywall,10.1016/s0022-3093(99)00539-6,CEC06D55A1773,True,hybrid,https://www.sciencedirect.com/science/article/pii/S0022309399005396/pdf,cc-by-nc-nd,publisher,publishedVersion
unpaywall,10.6028/nist.ir.5900,CECB126D9C7C3,True,gold,https://doi.org/10.6028/nist.ir.5900,,,publishedVersion
unpaywall,10.2514/6.1999-4304,CF48B6F21A765,False,closed,,,,
unpaywall,10.1109/70.760353,C62F4BFC100B0,False,closed,,,,
unpaywall,10.1111/j.2044-835x.1983.tb00557.x,CBAD97E7C063E,False,closed,,,,
unpaywall,10.1109/70.704220,C434FE28C7F59,False,closed,,,,
unpaywall,10.1080/00364827.1983.10420565,CAC631488AC48,False,closed,,,,
unpaywall,10.1007/978-1-4757-6451-2_4,CC2C7CFE9DE39,False,closed,,,,
unpaywall,10.1016/b978-0-08-041276-4.50055-8,CF784E6CB11A6,False,closed,,,,
unpaywall,10.1108/eb004816,C3AD53CE09968,False,closed,,,,
unpaywall,10.1016/0072-968x(72)90018-6,CBEC3912CF883,False,closed,,,,
unpaywall,10.1108/01439919610108792,C6D04A4E4F40C,False,closed,,,,
unpaywall,10.1227/00006123-198710000-00031,C3EE6910275F2,False,closed,,,,
unpaywall,10.1063/1.438378,C21F9342A5931,False,closed,,,,
unpaywall,10.21236/ada422494,C526FA31A7232,False,closed,,,,
unpaywall,10.1163/9789004683891_031,CCDEB4FC0296B,False,closed,,,,
unpaywall,10.1006/mssp.1997.0107,C3F5FAAE48529,False,closed,,,,
unpaywall,10.1016/0028-3932(85)90087-9,C6CC3DF988B61,False,closed,,,,
unpaywall,10.1097/00006123-198710000-00031,CE37DCE30CFDD,False,closed,,,,
unpaywall,10.1542/peds.31.3.470,CA44D0AAFEB19,False,closed,,,,
unpaywall,10.12792/iciae2021.040,C3EA71B06CEFD,True,gold,https://www2.ia-engineers.org/conference/index.php/iciae/iciae2021/paper/download/2424/1531,cc-by,,publishedVersion
unpaywall,10.1109/iros40897.2019.8967555,CE790A576AFC4,False,closed,,,,
unpaywall,10.1109/lra.2022.3217687,C50BA8EEF179D,False,closed,,,,
unpaywall,10.1109/aim.2016.7576994,C876F12132905,False,closed,,,,
unpaywall,10.1109/iros45743.2020.9341472,CDBD2F6B4E9CA,False,closed,,,,
unpaywall,10.1145/3478586.3478602,CF1BFA952E19B,False,closed,,,,
unpaywall,10.1109/case58245.2025.11163796,C4C6E18882E65,True,green,https://lirias.kuleuven.be/retrieve/b3e7ed62-95d4-41df-a75e-40b489699f64,other-oa,repository,submittedVersion
unpaywall,10.1109/iros60139.2025.11246598,CEE1FC98BDFE9,False,closed,,,,
unpaywall,10.1109/tepra.2014.6869153,C9C00F5C5E23F,False,closed,,,,
unpaywall,10.1016/j.robot.2010.12.006,C6ADE688E587E,False,closed,,,,
