idea_id,source_unit_id,corpus,path,source_sha256,kind,locator,depth,title,normalized_title,title_overlap_group,title_overlap_status,sp_target,claim_ids,claim_relation,evidence_status,destination,incorporation_mode,formal_context_result_ids,formal_context_verdicts,formal_context_claim_ids,formal_context_status,semantic_review_status,rationale
IDEA-2be26fc6e1b2c2f850c8,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:110:page:191,2,9.2.1 Single-Integrator Dynamics,9 2 1 single integrator dynamics,TITLE-c1770f43f409,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-c1657c37326befd90302,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:111:page:193,2,9.2.2 Double-Integrator Dynamics,9 2 2 double integrator dynamics,TITLE-09c7b53d085a,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-b6f79e2502f24f8e28cf,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:112:page:195,2,9.2.3 Higher-Order Linear Dynamics,9 2 3 higher order linear dynamics,TITLE-a27555804eb9,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-911dd1e105f0f6b9e63c,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:113:page:195,1,9.3 Simulation,9 3 simulation,TITLE-5c03eefb868a,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-331e0c6e75525b74e06e,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:114:page:200,1,References,references,TITLE-07a0b0962107,candidate-cross-source-overlap,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-a99520c50528c7d0fe31,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:115:page:202,0,10 Distributed Average Tracking in Distributed Convex Optimization,10 distributed average tracking in distributed convex optimization,TITLE-a12a8cd40102,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-8a0a33c75197f1df8f77,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:116:page:203,1,10.1 Distributed Time-Varying Convex Optimization for Single-Integrator Dynamics,10 1 distributed time varying convex optimization for single integrator dynamics,TITLE-1cc567133f73,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-200079b5d91e48370d9a,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:117:page:204,2,10.1.1 Centralized Time-Varying Convex Optimization,10 1 1 centralized time varying convex optimization,TITLE-35a8511515ca,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-1debfee7294ba607838e,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:118:page:205,2,10.1.2 Distributed Time-Varying Convex Optimization Using Neighbors' Positions,10 1 2 distributed time varying convex optimization using neighbors positions,TITLE-19019565243b,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-86f7e361520f95388040,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:119:page:211,2,10.1.3 Estimator-Based Distributed Time-Varying Convex Optimization,10 1 3 estimator based distributed time varying convex optimization,TITLE-447194a0831e,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-260d52fc634132b3c342,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:11:page:19,2,1.1.3 Multi-agent Systems,1 1 3 multi agent systems,TITLE-dc5cee320518,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-ccf22919c28670f82589,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:120:page:214,1,10.2 Distributed Time-Varying Convex Optimization for Double-Integrator Dynamics,10 2 distributed time varying convex optimization for double integrator dynamics,TITLE-198a2897f299,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-577c3be6a13e2276d563,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:121:page:214,2,10.2.1 Centralized Time-Varying Convex Optimization,10 2 1 centralized time varying convex optimization,TITLE-8ed6b89d1917,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-f3df2aa97657ed61915e,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:122:page:216,2,10.2.2 Distributed Time-Varying Convex Optimization Using Neighbors' Positions and Velocities,10 2 2 distributed time varying convex optimization using neighbors positions and velocities,TITLE-f093b7e535ea,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-db73631f6274855b97e0,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:123:page:221,2,10.2.3 Estimator-Based Distributed Time-Varying Convex Optimization,10 2 3 estimator based distributed time varying convex optimization,TITLE-b352f83f5345,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-80ee005ba28c392b8ac7,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:124:page:223,2,10.2.4 Distributed Time-Varying Convex Optimization Using Time-Varying Approximation of Signum Function,10 2 4 distributed time varying convex optimization using time varying approximation of signum function,TITLE-423f00e7ae6b,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-4ca99f5448020a50f176,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:125:page:227,2,10.2.5 Distributed Time-Varying Convex Optimization Using Time-Invariant Approximation of Signum Function,10 2 5 distributed time varying convex optimization using time invariant approximation of signum function,TITLE-97b1f8721e47,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-cb53f05e7ae25fd85838,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:126:page:230,1,10.3 Distributed Time-Varying Convex Optimization with Swarm Tracking Behavior,10 3 distributed time varying convex optimization with swarm tracking behavior,TITLE-530fa07292a9,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-39c6eb748b439d5d02e1,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:127:page:230,2,10.3.1 Distributed Time-Varying Convex Optimization with Swarm Tracking Behavior for Single-Integrator Dynamics,10 3 1 distributed time varying convex optimization with swarm tracking behavior for single integrator dynamics,TITLE-a457b94f0590,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-17d49bf2b024b06d03bf,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:128:page:233,2,10.3.2 Distributed Time-Varying Convex Optimization with Swarm Tracking Behavior for Double-Integrator Dynamics,10 3 2 distributed time varying convex optimization with swarm tracking behavior for double integrator dynamics,TITLE-2ac111f7a191,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-e909595e6f19c3f7abda,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:129:page:235,1,10.4 Simulation,10 4 simulation,TITLE-b52e2615b9df,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-dd8c5ef92d0f94b10763,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:12:page:20,1,1.2 What is Distributed Average Tracking?,1 2 what is distributed average tracking,TITLE-956fadc3886e,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-dc8db51fc7978b83f2dc,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:130:page:239,1,References,references,TITLE-07a0b0962107,candidate-cross-source-overlap,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-cfa71c45be0b85100b54,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:13:page:20,2,1.2.1 Formal Definition,1 2 1 formal definition,TITLE-24a7de2d92a7,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-4b368f1dcddb5feca273,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:14:page:22,2,1.2.2 Distributed Average Tracking Versus Dynamic (Average) Consensus,1 2 2 distributed average tracking versus dynamic average consensus,TITLE-82c0d30fd681,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-9c38d1cc1e77d19db524,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:15:page:22,2,1.2.3 Two Kinds of Constraints in Distributed Average Tracking Design,1 2 3 two kinds of constraints in distributed average tracking design,TITLE-bb18b77e4210,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-70ec1de952b3bec74efb,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:16:page:23,1,1.3 Applications of Distributed Average Tracking,1 3 applications of distributed average tracking,TITLE-9669f909f2b9,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-3e06da4d819db2485b93,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:17:page:24,2,1.3.1 Visual Maps Merging,1 3 1 visual maps merging,TITLE-ce8b77bb7f0b,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-ad5366e42fc8bad972f0,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:18:page:25,2,1.3.2 Multi-camera Tracking,1 3 2 multi camera tracking,TITLE-2a245ef2b8f4,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-216798fb58b23b9ff940,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:19:page:26,2,1.3.3 Distributed Task Migration in Manycore Systems,1 3 3 distributed task migration in manycore systems,TITLE-61bbe852d3e6,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-5a56f2d02fcb936dd4f0,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:1:page:6,0,Preface,preface,,unique-title,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-1c88f05fc1d250b663a6,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:20:page:26,2,1.3.4 Dynamic Region-Following Formation Control,1 3 4 dynamic region following formation control,TITLE-a124a8c3cddf,repeated-within-source,SP2,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-d90b8d70e5453b7b53bf,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:21:page:27,1,1.4 Literature Review: Distributed Average Tracking,1 4 literature review distributed average tracking,TITLE-44488d10f564,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-c41225cd0358996aa37a,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:22:page:27,2,1.4.1 Quick Overview,1 4 1 quick overview,TITLE-79e5530db845,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
IDEA-0f26859827225841b825,SRC-617a593591cb7e13,books,"material/books/____N1____Fei Chen, Wei Ren - Distributed Average Tracking in Multi-agent Systems-Springer (2020).pdf",69c0967cd09ae61e60604bdbf7430714947b543c8f4107259115a7991096e01a,pdf-bookmark,bookmark:23:page:29,2,1.4.2 Design via the Invariant-Sum Scheme,1 4 2 design via the invariant sum scheme,TITLE-702bd444c15e,repeated-within-source,SP1;SP2;transversal,C3D-SP3,context,candidate,background,consultation-without-copy,,,,not-applicable,consultation-indexed,Tema de consulta; requiere cita primaria verificada antes de respaldar una afirmación.
