unit_id,corpus,path,source_sha256,review_category,review_scope,claim_ids,claim_link_status,claim_relation,evidence_locator,heading_count,labeled_unit_count,formal_result_count,formal_verdicts,review_basis,rationale,limitation,reviewed_on
SRC-37b1417d7eba061d,paper,paper/sec_ensayo_cierre_plan.tex,3994bee833744eb7c0f846e63f51cf20c62e98b5335ee9ef82b8c22bcd13c183,paper-empirical-candidate,source-level-empirical-candidate,,reviewed-unlinked,candidate-only,pre-thesis/evidence/source-claim-review.csv::SRC-37b1417d7eba061d,1,0,0,,pre-thesis/evidence/formal-results-audit.csv::path=paper/sec_ensayo_cierre_plan.tex;pre-thesis/evidence/idea-ledger.csv::SRC-37b1417d7eba061d,"La fuente reúne protocolo, interpretación, tablas o figuras candidatas, pero no está vinculada por localizador a datos, configuración y claim activos en el ledger canónico.","Las observaciones y visualizaciones permanecen pendientes por fragmento; no se infiere soporte a partir de cifras narradas, pies de figura o proximidad con otra sección.",2026-09-09
SRC-2a35cf206beee671,paper,paper/sec_ensayo_cierre_resultados.tex,fd6a5d9c5013be901907bba55f1700fa64a9afe7fd6af0e7417c172d71bb1362,paper-empirical-candidate,source-level-empirical-candidate,,reviewed-unlinked,candidate-only,pre-thesis/evidence/source-claim-review.csv::SRC-2a35cf206beee671,1,0,0,,pre-thesis/evidence/formal-results-audit.csv::path=paper/sec_ensayo_cierre_resultados.tex;pre-thesis/evidence/idea-ledger.csv::SRC-2a35cf206beee671,"La fuente reúne protocolo, interpretación, tablas o figuras candidatas, pero no está vinculada por localizador a datos, configuración y claim activos en el ledger canónico.","Las observaciones y visualizaciones permanecen pendientes por fragmento; no se infiere soporte a partir de cifras narradas, pies de figura o proximidad con otra sección.",2026-09-09
SRC-00643212f1487a15,paper,paper/sec_ensayos.tex,9f3168214d1f0bb5388bcf2c7ec786730b0c076a09c07693509164928541b41f,paper-empirical-candidate,source-level-empirical-candidate,,reviewed-unlinked,candidate-only,pre-thesis/evidence/source-claim-review.csv::SRC-00643212f1487a15,6,12,0,,pre-thesis/evidence/formal-results-audit.csv::path=paper/sec_ensayos.tex;pre-thesis/evidence/idea-ledger.csv::SRC-00643212f1487a15,"La fuente reúne protocolo, interpretación, tablas o figuras candidatas, pero no está vinculada por localizador a datos, configuración y claim activos en el ledger canónico.","Las observaciones y visualizaciones permanecen pendientes por fragmento; no se infiere soporte a partir de cifras narradas, pies de figura o proximidad con otra sección.",2026-09-09
SRC-0ac4cf50037738da,paper,paper/sec_estimacion.tex,8aeb97ae816afb8b3fb8c39ee364308dac43993255efe64ba01a31747e7e42cd,paper-formal-candidate,source-level-formal-candidate,,reviewed-unlinked,candidate-only,pre-thesis/evidence/source-claim-review.csv::SRC-0ac4cf50037738da,6,11,4,LIMITED=1;FAIL=3,pre-thesis/evidence/formal-results-audit.csv::path=paper/sec_estimacion.tex;pre-thesis/evidence/idea-ledger.csv::SRC-0ac4cf50037738da,"La fuente contiene resultados formales auditados individualmente, pero ninguno posee un claim-ID activo. El archivo completo permanece como cantera de monografía y no adquiere una relación de soporte.","Los veredictos PASS, LIMITED, FAIL, DUPLICATE o CONJECTURE pertenecen a cada resultado; incluso un PASS sin claim-ID no puede sostener una conclusión activa.",2026-09-09
SRC-86be33d1c4858990,paper,paper/sec_figuras.tex,5b575d4d68f275841d106574970584a8c155c6cd5d6791b0c412b978a8a16d6e,paper-empirical-candidate,source-level-empirical-candidate,,reviewed-unlinked,candidate-only,pre-thesis/evidence/source-claim-review.csv::SRC-86be33d1c4858990,0,7,0,,pre-thesis/evidence/formal-results-audit.csv::path=paper/sec_figuras.tex;pre-thesis/evidence/idea-ledger.csv::SRC-86be33d1c4858990,"La fuente reúne protocolo, interpretación, tablas o figuras candidatas, pero no está vinculada por localizador a datos, configuración y claim activos en el ledger canónico.","Las observaciones y visualizaciones permanecen pendientes por fragmento; no se infiere soporte a partir de cifras narradas, pies de figura o proximidad con otra sección.",2026-09-09
SRC-ab049632b572c6a4,paper,paper/sec_fundamentos.tex,4c9bf304be806e2e751af0be6f748b0c4562b1eabbb2150a0a8e6f665d598f56,paper-formal-candidate,source-level-formal-candidate,,reviewed-unlinked,candidate-only,pre-thesis/evidence/source-claim-review.csv::SRC-ab049632b572c6a4,4,8,1,PASS=1,pre-thesis/evidence/formal-results-audit.csv::path=paper/sec_fundamentos.tex;pre-thesis/evidence/idea-ledger.csv::SRC-ab049632b572c6a4,"La fuente contiene resultados formales auditados individualmente, pero ninguno posee un claim-ID activo. El archivo completo permanece como cantera de monografía y no adquiere una relación de soporte.","Los veredictos PASS, LIMITED, FAIL, DUPLICATE o CONJECTURE pertenecen a cada resultado; incluso un PASS sin claim-ID no puede sostener una conclusión activa.",2026-09-09
SRC-38cef13b2d7db6fd,paper,paper/sec_informacion.tex,6e9b7f0fae9b769c530c7361cd5977b497f9ac3c808dd8e2306cd87d5b4d31f2,paper-formal-candidate,source-level-formal-candidate,,reviewed-unlinked,candidate-only,pre-thesis/evidence/source-claim-review.csv::SRC-38cef13b2d7db6fd,1,3,2,LIMITED=2,pre-thesis/evidence/formal-results-audit.csv::path=paper/sec_informacion.tex;pre-thesis/evidence/idea-ledger.csv::SRC-38cef13b2d7db6fd,"La fuente contiene resultados formales auditados individualmente, pero ninguno posee un claim-ID activo. El archivo completo permanece como cantera de monografía y no adquiere una relación de soporte.","Los veredictos PASS, LIMITED, FAIL, DUPLICATE o CONJECTURE pertenecen a cada resultado; incluso un PASS sin claim-ID no puede sostener una conclusión activa.",2026-09-09
SRC-d34d447761142373,paper,paper/sec_informacion2.tex,af782b5c1c487a852facddb385a14aa9534c24c8c89131df330f666610242749,paper-formal-candidate,source-level-formal-candidate,,reviewed-unlinked,candidate-only,pre-thesis/evidence/source-claim-review.csv::SRC-d34d447761142373,5,6,3,PASS=2;CONJECTURE=1,pre-thesis/evidence/formal-results-audit.csv::path=paper/sec_informacion2.tex;pre-thesis/evidence/idea-ledger.csv::SRC-d34d447761142373,"La fuente contiene resultados formales auditados individualmente, pero ninguno posee un claim-ID activo. El archivo completo permanece como cantera de monografía y no adquiere una relación de soporte.","Los veredictos PASS, LIMITED, FAIL, DUPLICATE o CONJECTURE pertenecen a cada resultado; incluso un PASS sin claim-ID no puede sostener una conclusión activa.",2026-09-09
SRC-cc161612af623bc0,paper,paper/sec_mision.tex,9d79520dec5c4213e9411dfcbd4067bc4c58a74dcb5b969f5594b89661b23571,paper-formal-candidate,source-level-formal-candidate,,reviewed-unlinked,candidate-only,pre-thesis/evidence/source-claim-review.csv::SRC-cc161612af623bc0,9,14,10,PASS=1;LIMITED=3;FAIL=5;CONJECTURE=1,pre-thesis/evidence/formal-results-audit.csv::path=paper/sec_mision.tex;pre-thesis/evidence/idea-ledger.csv::SRC-cc161612af623bc0,"La fuente contiene resultados formales auditados individualmente, pero ninguno posee un claim-ID activo. El archivo completo permanece como cantera de monografía y no adquiere una relación de soporte.","Los veredictos PASS, LIMITED, FAIL, DUPLICATE o CONJECTURE pertenecen a cada resultado; incluso un PASS sin claim-ID no puede sostener una conclusión activa.",2026-09-09
SRC-783fa98d99065ee1,paper,paper/sec_multiclase.tex,7e961275af80c595a4661661ccd76ceb5779647374ce2ed26a159d6f5aeebc41,paper-formal-candidate,source-level-formal-candidate,,reviewed-unlinked,candidate-only,pre-thesis/evidence/source-claim-review.csv::SRC-783fa98d99065ee1,11,13,11,LIMITED=8;FAIL=3,pre-thesis/evidence/formal-results-audit.csv::path=paper/sec_multiclase.tex;pre-thesis/evidence/idea-ledger.csv::SRC-783fa98d99065ee1,"La fuente contiene resultados formales auditados individualmente, pero ninguno posee un claim-ID activo. El archivo completo permanece como cantera de monografía y no adquiere una relación de soporte.","Los veredictos PASS, LIMITED, FAIL, DUPLICATE o CONJECTURE pertenecen a cada resultado; incluso un PASS sin claim-ID no puede sostener una conclusión activa.",2026-09-09
SRC-7071178cfe936094,paper,paper/sec_nucleo.tex,33b0151eebdfffd1657ab612e7fff773c3ef53c11c0d732b545123edf48bcd40,paper-formal-candidate,source-level-formal-candidate,,reviewed-unlinked,candidate-only,pre-thesis/evidence/source-claim-review.csv::SRC-7071178cfe936094,5,13,6,LIMITED=4;FAIL=1;DUPLICATE=1,pre-thesis/evidence/formal-results-audit.csv::path=paper/sec_nucleo.tex;pre-thesis/evidence/idea-ledger.csv::SRC-7071178cfe936094,"La fuente contiene resultados formales auditados individualmente, pero ninguno posee un claim-ID activo. El archivo completo permanece como cantera de monografía y no adquiere una relación de soporte.","Los veredictos PASS, LIMITED, FAIL, DUPLICATE o CONJECTURE pertenecen a cada resultado; incluso un PASS sin claim-ID no puede sostener una conclusión activa.",2026-09-09
SRC-7a35c4395568fdb5,paper,paper/sec_operacion.tex,978d65b5634d1699122aabb6c74755ad5af2452d045c1afbd09e6f82e6786c02,paper-formal-candidate,source-level-formal-candidate,,reviewed-unlinked,candidate-only,pre-thesis/evidence/source-claim-review.csv::SRC-7a35c4395568fdb5,12,25,8,LIMITED=6;FAIL=2,pre-thesis/evidence/formal-results-audit.csv::path=paper/sec_operacion.tex;pre-thesis/evidence/idea-ledger.csv::SRC-7a35c4395568fdb5,"La fuente contiene resultados formales auditados individualmente, pero ninguno posee un claim-ID activo. El archivo completo permanece como cantera de monografía y no adquiere una relación de soporte.","Los veredictos PASS, LIMITED, FAIL, DUPLICATE o CONJECTURE pertenecen a cada resultado; incluso un PASS sin claim-ID no puede sostener una conclusión activa.",2026-09-09
SRC-8948b0a54914e552,paper,paper/sec_posicionamiento.tex,65d454ee27479d9a16a47d011e2601bef5325be954d957f94e548c4a45d6fa4b,paper-context-candidate,source-level-context-candidate,,reviewed-unlinked,candidate-only,pre-thesis/evidence/source-claim-review.csv::SRC-8948b0a54914e552,7,14,0,,pre-thesis/evidence/formal-results-audit.csv::path=paper/sec_posicionamiento.tex;pre-thesis/evidence/idea-ledger.csv::SRC-8948b0a54914e552,"La fuente organiza auditoría bibliográfica o posicionamiento. Su función es contextual y las referencias se gobiernan por el ledger bibliográfico, no por un claim propio del archivo.","No se usa para afirmar novedad universal, estado del arte o validez del método; cada cita y comparación conserva su comprobación independiente.",2026-09-09
SRC-bd7fee4477c498a6,paper,paper/sec_robotica.tex,ff489ddd8f59c021dae8dc8a8bd732e0e22dcc5b3815149643efd8b43cf8ea78,paper-formal-candidate,source-level-formal-candidate,,reviewed-unlinked,candidate-only,pre-thesis/evidence/source-claim-review.csv::SRC-bd7fee4477c498a6,4,3,1,LIMITED=1,pre-thesis/evidence/formal-results-audit.csv::path=paper/sec_robotica.tex;pre-thesis/evidence/idea-ledger.csv::SRC-bd7fee4477c498a6,"La fuente contiene resultados formales auditados individualmente, pero ninguno posee un claim-ID activo. El archivo completo permanece como cantera de monografía y no adquiere una relación de soporte.","Los veredictos PASS, LIMITED, FAIL, DUPLICATE o CONJECTURE pertenecen a cada resultado; incluso un PASS sin claim-ID no puede sostener una conclusión activa.",2026-09-09
SRC-bb0bb20a061d06b1,paper,paper/sec_standby.tex,94cfaa4a10fafe15272c518bae99419835f9f353126943530de0765db0908e14,paper-formal-candidate,source-level-formal-candidate,,reviewed-unlinked,candidate-only,pre-thesis/evidence/source-claim-review.csv::SRC-bb0bb20a061d06b1,10,27,8,LIMITED=4;FAIL=3;DUPLICATE=1,pre-thesis/evidence/formal-results-audit.csv::path=paper/sec_standby.tex;pre-thesis/evidence/idea-ledger.csv::SRC-bb0bb20a061d06b1,"La fuente contiene resultados formales auditados individualmente, pero ninguno posee un claim-ID activo. El archivo completo permanece como cantera de monografía y no adquiere una relación de soporte.","Los veredictos PASS, LIMITED, FAIL, DUPLICATE o CONJECTURE pertenecen a cada resultado; incluso un PASS sin claim-ID no puede sostener una conclusión activa.",2026-09-09
SRC-101266d80a38e2f4,paper,paper/sec_topologia.tex,73ea5a998ad7dc4c79c91618e7654f2fe1d3554ace2f7ba9bd11857af22e09e4,paper-formal-candidate,source-level-formal-candidate,,reviewed-unlinked,candidate-only,pre-thesis/evidence/source-claim-review.csv::SRC-101266d80a38e2f4,4,4,4,LIMITED=1;FAIL=3,pre-thesis/evidence/formal-results-audit.csv::path=paper/sec_topologia.tex;pre-thesis/evidence/idea-ledger.csv::SRC-101266d80a38e2f4,"La fuente contiene resultados formales auditados individualmente, pero ninguno posee un claim-ID activo. El archivo completo permanece como cantera de monografía y no adquiere una relación de soporte.","Los veredictos PASS, LIMITED, FAIL, DUPLICATE o CONJECTURE pertenecen a cada resultado; incluso un PASS sin claim-ID no puede sostener una conclusión activa.",2026-09-09
SRC-32584f218d873480,work,material/compendios/CFRD_Dossier_Teorico_Avanzado_Transactions_2026 (1).pdf,1a8c235fda942a810e4b1ad35edc20e714b5f76050e5c089a0aa3551bfc81bb5,author-draft-candidate,source-level-draft,,reviewed-unlinked,candidate-only,pre-thesis/evidence/source-claim-review.csv::SRC-32584f218d873480,201,0,0,,pre-thesis/evidence/work-thematic-crosswalk.csv::SRC-32584f218d873480;pre-thesis/evidence/idea-ledger.csv::SRC-32584f218d873480,"El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P1. Es el dossier especializado con mayor densidad de material SP1 no incluido en la memoria; solo deben extraerse resultados que superen la auditoría formal y de evidencia.","Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Auditoría formal resultado por resultado; correspondencia con código, configuraciones y RAW; verificación bibliográfica primaria; contraejemplos para las extensiones híbridas y estocásticas",2026-09-09
SRC-9c91bed248887adb,work,material/compendios/Compendio_Definitivo_R5_MROB_ADACP_Teoria_Avanzada_2026.pdf,4f34207fd8ecf6ad248653925078be1190de8390688cfdf7c02a463549800542,author-draft-candidate,source-level-draft,,reviewed-unlinked,candidate-only,pre-thesis/evidence/source-claim-review.csv::SRC-9c91bed248887adb,135,0,0,,pre-thesis/evidence/work-thematic-crosswalk.csv::SRC-9c91bed248887adb;pre-thesis/evidence/idea-ledger.csv::SRC-9c91bed248887adb,"El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P2. Fuente de ideas para la monografía, en especial límites y resultados negativos. No es evidencia independiente ni autoriza trasladar garantías al sistema completo.","Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Separar del núcleo R4 los deltas R5; auditar GNE, sampled-data y HOCBF; enlazar cada cifra con RAW/configuración; verificar referencias",2026-09-09
SRC-c4de2cde436be1e7,work,material/compendios/desarrollo_cargo_push_GNE.pdf,97d5122e1e6f17997d5ffe77c35725db3814ea0eee8d54e7130d17055c662c6d,author-draft-candidate,source-level-draft,,reviewed-unlinked,candidate-only,pre-thesis/evidence/source-claim-review.csv::SRC-c4de2cde436be1e7,37,0,0,,pre-thesis/evidence/work-thematic-crosswalk.csv::SRC-c4de2cde436be1e7;pre-thesis/evidence/idea-ledger.csv::SRC-c4de2cde436be1e7,"El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P1 para la derivación física extendida. Mantener Cargo bilateral y empuje unilateral como ramas distintas; ninguna ecuación del borrador vale como evidencia sin cierre formal y físico.","Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Pruebas dimensionales y de existencia/convergencia; modelo de contacto ejecutable; sensores y actuación en Coppelia/MuJoCo; tests y datos de calibración",2026-09-09
SRC-bad67694708989fb,work,material/compendios/empuje_trasero_GNE.pdf,0f6d9a8c06928da5e7b9ea602f318d1f469b32c58fc4f39cbc25f88f5edd09ac,author-draft-candidate,source-level-draft,,reviewed-unlinked,candidate-only,pre-thesis/evidence/source-claim-review.csv::SRC-bad67694708989fb,20,0,0,,pre-thesis/evidence/work-thematic-crosswalk.csv::SRC-bad67694708989fb;pre-thesis/evidence/idea-ledger.csv::SRC-bad67694708989fb,"El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P2. Conservar como extensión de caging en la monografía y como catálogo de contraejemplos; no usar para sostener la campaña Cargo primaria.","Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Banco físico separado de Cargo; contactos/fricción medidos; prueba auditada del cálculo local; RAW y configuración del experimento; criterio de confinamiento",2026-09-09
SRC-325e48b75e569319,work,material/compendios/MROB_Cruce_Negociado_Validacion (1).pdf,2e4cc63a63552cad5f5789dad092d4f2bed5a37a73f036b8a503837e464acf69,author-draft-candidate,source-level-draft,,reviewed-unlinked,candidate-only,pre-thesis/evidence/source-claim-review.csv::SRC-325e48b75e569319,7,0,0,,pre-thesis/evidence/work-thematic-crosswalk.csv::SRC-325e48b75e569319;pre-thesis/evidence/idea-ledger.csv::SRC-325e48b75e569319,"El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P2. Informe corto potencialmente útil como caso de tráfico, condicionado a reproducibilidad; por sí solo no acredita seguridad, optimalidad ni distribución extremo a extremo.","Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Localizar runner, configuración, semillas, RAW y métricas; repetir con baselines pareados e IC; verificar que la planta y la comunicación coincidan con el texto",2026-09-09
SRC-7ea71387d0d0ab51,work,material/compendios/MROB_MegaJuego_Monografia_Cientifica_Integrada_M1 (1).pdf,58b2bb302af1bfad9af7f64a80bf2ae42c4ab4aa664293c2cf57b9157518df93,author-draft-candidate,source-level-draft,,reviewed-unlinked,candidate-only,pre-thesis/evidence/source-claim-review.csv::SRC-7ea71387d0d0ab51,182,0,0,,pre-thesis/evidence/work-thematic-crosswalk.csv::SRC-7ea71387d0d0ab51;pre-thesis/evidence/idea-ledger.csv::SRC-7ea71387d0d0ab51,"El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P0 documental tras el cierre de la auditoría formal del paper. Es el candidato más completo para rescatar derivaciones extendidas, sin sustituir pruebas requeridas por la tesis.","Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Auditoría formal completa; armonización de notación/unidades; mapeo a claims soportados; verificación de todos los experimentos y citas; eliminación de duplicados internos",2026-09-09
SRC-244076e569684db6,work,material/compendios/MROB_Pasillo_Negociado_Informe (1).pdf,abc23812ef000013140a77cdb6ab8d57e0acd041c39bc81156f3b943e0927066,author-draft-candidate,source-level-draft,,reviewed-unlinked,candidate-only,pre-thesis/evidence/source-claim-review.csv::SRC-244076e569684db6,9,0,0,,pre-thesis/evidence/work-thematic-crosswalk.csv::SRC-244076e569684db6;pre-thesis/evidence/idea-ledger.csv::SRC-244076e569684db6,"El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P2. Caso compacto para ilustrar liveness frente a safety si sus artefactos se localizan y regeneran; el PDF solo no respalda el resultado.","Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Runner y escena exactos; RAW/config/semillas; definición del óptimo; comparadores; IC y fallos; chequeo de colisión continua",2026-09-09
